Gene	sgRNA	DLD1-Ts5.15|beta	DLD1-Ts5.15|z	DLD1-Ts5.15|p-value	DLD1-Ts5.15|fdr	DLD1-Ts5.15|wald-p-value	DLD1-Ts5.15|wald-fdr
KLF5	6	-0.65911	-2.766	0.036974	0.25692	0.0056749	0.062353
KLF6	6	0.20902	1.2481	0.068259	0.34985	0.21201	0.41344
KLF7	6	0.12872	1.5578	0.21217	0.58005	0.11928	0.31383
KLF8	5	0.20135	1.6052	0.09727	0.41056	0.10845	0.30309
KLF9	6	0.13298	1.1223	0.20222	0.56971	0.26172	0.46615
L3MBTL1	24	0.041241	0.83457	0.15472	0.50511	0.40396	0.59752
L3MBTL4	24	0.12349	2.8825	0.011945	0.1117	0.0039454	0.047223
LBX1	6	0.077646	0.73149	0.36974	0.70824	0.46448	0.65272
LBX2	6	-0.024207	-0.26258	0.8157	0.94659	0.79287	0.87807
LCOR	6	0.2275	1.8462	0.046644	0.28179	0.064866	0.27136
LCORL	6	0.30093	1.9132	0.0096701	0.093923	0.055716	0.26085
LEF1	6	0.17245	1.0041	0.11746	0.4482	0.31531	0.51708
LEUTX	7	0.053837	0.90538	0.44113	0.75732	0.36526	0.55987
LHX1	6	0.050311	0.19165	0.47696	0.78	0.84801	0.91714
LHX2	6	-0.094484	-1.564	0.89989	0.97926	0.11781	0.31197
LHX3	6	0.032942	0.30701	0.5492	0.82423	0.75883	0.85625
LHX4	6	0.33263	1.7709	0.0042662	0.049505	0.076574	0.27864
LHX5	6	-0.053174	-0.99686	0.93402	0.98857	0.31883	0.52116
LHX6	6	-0.16386	-2.0934	0.66524	0.89109	0.036316	0.21639
LHX8	7	0.17543	2.1624	0.083902	0.38562	0.030584	0.19468
LHX9	6	0.075205	0.70409	0.37856	0.71444	0.48138	0.6653
LIN28A	5	-0.22364	-1.7832	0.5	0.79261	0.074558	0.27864
LIN28B	2	-0.0080184	-0.10303	0.94824	0.98994	0.91794	0.95572
LITAF	6	0.13562	1.6108	0.19482	0.56379	0.10723	0.30235
LMX1A	6	0.16221	0.81685	0.13623	0.47577	0.41401	0.60703
LMX1B	6	-0.033871	-0.58998	0.85978	0.96491	0.5552	0.69993
LYL1	6	-0.26252	-2.0458	0.39619	0.72879	0.040774	0.22901
MAF	6	-0.039273	-0.60755	0.88055	0.9712	0.54349	0.69727
MAFA	6	-0.48357	-1.5986	0.10609	0.43322	0.10991	0.30377
MAFB	6	0.19037	1.8987	0.093288	0.40467	0.057598	0.26191
MAFF	6	-0.072924	-0.81918	0.98379	0.99512	0.41268	0.60576
MAFG	6	-0.24206	-2.0584	0.44511	0.75897	0.039551	0.22592
MAFK	6	0.071369	0.54328	0.39761	0.72879	0.58694	0.72435
MAX	6	-1.6255	-3.7791	0.00028441	0.0051282	0.00015737	0.0033279
MAZ	6	-0.029986	-0.25441	0.84101	0.95606	0.79918	0.88076
MBD1	37	0.021938	0.59315	0.13453	0.47159	0.55308	0.69993
MBD2	12	-0.42443	-3.2969	0.055176	0.3104	0.00097765	0.015535
MBD3	20	-0.33311	-3.6434	0.063709	0.33784	0.00026903	0.0051974
MBD4	12	0.03099	0.81058	0.37059	0.70824	0.41761	0.60901
MECOM	7	0.13287	2.0008	0.1698	0.52957	0.045411	0.24254
MECP2	12	0.11997	1.9833	0.08504	0.38932	0.047332	0.24673
MEF2A	5	-0.011364	-0.17279	0.79295	0.94035	0.86281	0.92461
MEF2B	6	-0.1804	-1.6462	0.61377	0.86841	0.099723	0.29366
MEF2C	6	0.32982	1.7064	0.0042662	0.049505	0.087939	0.28523
MEF2D	6	0.091087	0.65454	0.32423	0.67564	0.51276	0.68732
MEIS1	5	0.24834	1.7922	0.046359	0.28152	0.0731	0.2784
MEIS2	6	0.204	1.8399	0.074801	0.36681	0.065778	0.27136
MEIS3	7	-0.37074	-2.5243	0.19255	0.56043	0.011593	0.10398
MEOX1	6	0.046392	0.47454	0.4909	0.7849	0.63511	0.76265
MEOX2	6	-0.16389	-1.1615	0.66524	0.89109	0.24543	0.44931
MESP1	6	0.16863	1.2792	0.12372	0.45369	0.20083	0.40395
MESP2	6	0.047834	1.2599	0.48606	0.78128	0.20771	0.41005
MGA	8	-0.48436	-3.0662	0.074232	0.36453	0.0021683	0.029769
MIER3	6	0.23714	1.974	0.040102	0.26705	0.048379	0.24858
MITF	6	-0.06944	-1.4798	0.99886	0.99972	0.13893	0.33365
MIXL1	6	0.13304	1.1078	0.20222	0.56971	0.26797	0.47033
MLX	6	-0.37208	-2.2894	0.2062	0.57334	0.022058	0.15419
MLXIP	7	0.0090746	0.12005	0.63595	0.87824	0.90445	0.947
MLXIPL	6	-0.22704	-1.8901	0.47867	0.78061	0.058739	0.26257
MNT	7	0.29566	1.8107	0.0076792	0.080119	0.070193	0.27331
MNX1	6	-0.077901	-0.43576	0.96416	0.9921	0.66301	0.78702
MSC	6	-0.026614	-0.20432	0.82821	0.95311	0.83811	0.9095
MSGN1	6	0.10952	1.5389	0.26621	0.62735	0.12382	0.31755
MSX1	6	0.00045937	0.0049893	0.70734	0.91104	0.99602	1
MSX2	6	-0.11348	-1.5489	0.82992	0.95311	0.1214	0.31507
MTA1	18	0.1241	1.7282	0.035267	0.25	0.083955	0.28094
MTA2	17	-0.85052	-5.0297	0.00028441	0.0051282	4.9113e-07	2.3335e-05
MTA3	18	-0.45025	-4.6739	0.011661	0.10992	2.9559e-06	0.00011548
MTF1	7	0.14197	1.8253	0.14477	0.48755	0.06796	0.27136
MXD1	6	0.35736	1.8957	0.0036974	0.046595	0.057998	0.26205
MXD3	6	0.28389	1.8323	0.016496	0.14573	0.066913	0.27136
MXD4	6	0.23014	1.5397	0.044369	0.27739	0.12364	0.31755
MXI1	6	0.068434	0.58849	0.41212	0.73982	0.5562	0.69993
MYB	24	-0.33908	-4.1069	0.044369	0.27739	4.0095e-05	0.00099278
MYBL1	22	0.32433	3.7167	0	0	0.0002018	0.0040315
MYBL2	25	-0.80286	-6.0695	0	0	1.283e-09	1.577e-07
MYC	6	-3.7941	-7.1486	0	0	8.764e-13	2.3268e-10
MYCL	6	0.038557	1.064	0.52673	0.81157	0.28731	0.48919
MYCN	6	0.069811	0.78088	0.40501	0.73454	0.43488	0.62476
MYF5	8	0.091021	1.0341	0.24716	0.60839	0.30107	0.50432
MYF6	6	0.13317	1.1218	0.20222	0.56971	0.26197	0.46615
MYNN	12	0.0040684	0.060385	0.51081	0.79867	0.95185	0.97429
MYOD1	6	0.017171	0.18309	0.62315	0.87187	0.85473	0.92042
MYOG	6	-0.072035	-0.61999	0.98606	0.99512	0.53526	0.69295
MYRF	6	-0.1095	-1.3948	0.84101	0.95606	0.16309	0.36194
MYSM1	18	0.16976	2.3912	0.011377	0.10782	0.016793	0.13239
MYT1	8	-0.056543	-0.86423	0.91468	0.98228	0.38746	0.58296
MYT1L	8	0.0079436	0.099592	0.58788	0.84992	0.92067	0.95692
MZF1	6	-0.5163	-2.7057	0.088453	0.39923	0.0068168	0.070287
NANOG	6	-0.19769	-0.91807	0.56172	0.8339	0.35858	0.55385
NCOR1	20	0.23146	2.9458	0.00028441	0.0051282	0.0032215	0.040309
NCOR2	18	0.75026	2.4448	0	0	0.014493	0.12161
NEUROD1	6	0.057936	1.1205	0.44909	0.76243	0.26248	0.46631
NEUROD2	7	-0.28151	-2.1923	0.33419	0.68192	0.028356	0.18463
NEUROD4	6	-0.061776	-0.39729	0.96871	0.99387	0.69116	0.81034
NEUROD6	6	0.21166	1.7259	0.064562	0.33881	0.084373	0.28146
NEUROG1	6	0.031434	0.39211	0.55688	0.82931	0.69498	0.81281
NEUROG2	6	0.067955	1.1696	0.41325	0.73982	0.24217	0.44716
NEUROG3	6	0.12582	1.6069	0.22071	0.59087	0.10807	0.30286
NFAT5	6	0.0033252	0.021679	0.6917	0.90342	0.9827	0.99458
NFATC1	6	0.17667	2.1347	0.11206	0.44098	0.032783	0.20222
NFATC2	6	0.10143	1.3934	0.29437	0.65424	0.1635	0.36224
NFATC3	6	0.18941	1.7107	0.094425	0.40686	0.087139	0.28474
NFATC4	7	-0.063335	-0.71198	0.97156	0.99418	0.47648	0.66139
NFE2	6	0.0078232	0.049556	0.66809	0.89146	0.96048	0.97913
NFE2L1	6	-0.24424	-1.4547	0.43572	0.75592	0.14574	0.34251
NFE2L2	5	-0.34046	-1.235	0.29323	0.65336	0.21682	0.4184
NFE2L3	5	-0.21224	-1.7268	0.5256	0.81124	0.084201	0.28115
NFIA	7	0.20549	1.96	0.052901	0.30293	0.049992	0.25291
NFIB	7	0.42863	1.9342	0.00028441	0.0051282	0.053086	0.25766
NFIC	8	0.12678	1.3347	0.15102	0.50047	0.18196	0.38154
NFIL3	6	0.019694	0.56587	0.61149	0.86594	0.57149	0.71253
NFIX	8	0.085347	1.0073	0.26479	0.62735	0.31377	0.51529
NFKB1	7	0.089789	1.2499	0.3066	0.66461	0.21133	0.41279
NFKB2	7	0.044251	0.59522	0.48294	0.78128	0.5517	0.69949
NFX1	13	-0.025318	-0.37889	0.65529	0.88649	0.70477	0.81722
NFXL1	15	0.10948	1.7679	0.067691	0.34846	0.077073	0.27864
NFYA	6	-2.7529	-5.2007	0	0	1.9853e-07	1.108e-05
NFYB	6	-0.88499	-2.2943	0.0091013	0.090395	0.021771	0.15371
NFYC	6	-1.9117	-4.3002	0	0	1.7066e-05	0.00051671
NHLH1	6	-0.10842	-0.9921	0.84414	0.95649	0.32115	0.5229
NHLH2	6	0.13669	1.5524	0.19369	0.56328	0.12057	0.31507
NKX1	12	0.081088	1.3851	0.17747	0.53747	0.16603	0.36349
NKX2	42	0	0	0.24659	0.60799	1	1
NKX3	12	0.07174	0.99284	0.20563	0.57334	0.32079	0.52265
NKX6	13	0.040838	0.75832	0.30859	0.66544	0.44826	0.63559
NOBOX	6	0.20925	1.5937	0.067691	0.34846	0.11101	0.3047
NOTO	6	-0.028507	-0.37563	0.83618	0.95517	0.70719	0.81722
NPAS1	6	-0.17182	-1.0728	0.6368	0.87873	0.28334	0.48614
NPAS2	6	0.10786	1.1617	0.27133	0.63389	0.24536	0.44931
NPAS3	6	0.13303	1.656	0.20222	0.56971	0.097713	0.29166
NPAS4	6	0.10439	1.3124	0.281	0.64114	0.18938	0.38961
NR0B1	6	0.070149	0.45762	0.40358	0.73371	0.64722	0.77378
NR0B2	6	-0.27702	-2.6222	0.36519	0.70356	0.0087372	0.084862
NR1D1	6	0.19199	1.6124	0.091297	0.40428	0.10688	0.30183
NR1D2	1	0.046172	0.69432	0.8979	0.9777	0.48748	0.66874
NR1H2	5	0.064345	0.71317	0.47639	0.78	0.47574	0.66115
NR1H3	7	-0.15539	-1.6926	0.6715	0.89305	0.090527	0.28535
Nr1h4	6	0.14854	0.96707	0.16439	0.52201	0.33351	0.53253
NR1I2	6	0.11747	1.565	0.24232	0.60799	0.11757	0.31197
NR1I3	6	0.0091111	0.14827	0.66183	0.88953	0.88213	0.9359
NR2C1	6	0.0022031	0.021599	0.69795	0.90788	0.98277	0.99458
NR2C2	6	-0.12055	-0.98474	0.80489	0.94365	0.32475	0.52498
NR2E1	6	0.059257	0.78592	0.4434	0.75885	0.43191	0.62264
NR2E3	6	0.094259	1.2482	0.31797	0.67341	0.21195	0.41344
NR2F1	6	-0.19404	-1.2644	0.57509	0.83977	0.20608	0.4088
NR2F2	6	-1.1325	-3.8592	0.0022753	0.030888	0.00011375	0.0024687
NR2F6	3	-0.33779	-1.2584	0.37258	0.70849	0.20826	0.41005
NR3C1	6	0.020857	0.27136	0.60609	0.86485	0.78612	0.87413
NR3C2	6	-0.037428	-0.55823	0.87344	0.96852	0.57669	0.71607
NR4A1	6	0.22998	1.7333	0.044369	0.27739	0.083046	0.2809
NR4A2	6	0.13541	1.6853	0.19539	0.56404	0.091922	0.28578
NR4A3	6	0.022905	0.3984	0.59699	0.85743	0.69034	0.80997
NR5A1	7	-0.38331	-2.5859	0.1789	0.54038	0.0097119	0.09221
NR5A2	6	0.10969	1.6684	0.26564	0.62735	0.095241	0.28943
NR6A1	6	-0.09122	-1.9612	0.9124	0.98134	0.049861	0.25285
NRF1	8	-2.3077	-5.0951	0	0	3.4863e-07	1.8026e-05
NRL	6	-0.25229	-2.2147	0.4178	0.74406	0.026782	0.17767
OLIG1	6	0.024976	0.41708	0.58845	0.85039	0.67662	0.79888
OLIG2	6	0.13735	1.3982	0.1917	0.55887	0.16207	0.36175
OLIG3	6	0.16712	1.404	0.12571	0.45576	0.16033	0.36084
ONECUT1	6	0.19106	1.8947	0.092435	0.40467	0.058135	0.26205
ONECUT2	6	0.064827	0.72079	0.42435	0.74675	0.47104	0.65747
ONECUT3	6	-0.17458	-1.6966	0.63055	0.87658	0.089776	0.28535
OSR1	4	-0.095215	-0.90448	0.843	0.95613	0.36574	0.56004
OSR2	6	0.11863	1.9071	0.23976	0.60799	0.05651	0.26166
OTP	6	0.24065	1.5848	0.038111	0.26019	0.113	0.30728
OTX1	6	-0.095751	-1.2592	0.89505	0.97642	0.20795	0.41005
OTX2	6	0.026245	0.41674	0.58276	0.84495	0.67687	0.79888
OVOL1	5	-0.13238	-0.77948	0.74858	0.93039	0.4357	0.62476
OVOL2	3	-0.21319	-1.3433	0.54949	0.82423	0.17918	0.37884
OVOL3	6	-0.11581	-1.6406	0.82139	0.95	0.10088	0.29439
PATZ1	13	-0.089751	-0.95941	0.95677	0.99029	0.33735	0.53651
PAX1	6	0.19896	1.7049	0.081058	0.38051	0.088218	0.28535
PAX2	6	0.17322	1.38	0.11689	0.4482	0.1676	0.36564
PAX3	7	0.13919	1.6653	0.15358	0.5042	0.095856	0.29053
PAX4	8	0.2124	2.0728	0.032423	0.23701	0.038193	0.22123
PAX5	6	-0.21248	-1.8893	0.52162	0.80829	0.058846	0.26257
PAX6	7	0.19825	1.3577	0.059443	0.32353	0.17456	0.37444
PAX7	9	0.054098	0.65579	0.343	0.68636	0.51196	0.68724
PAX8	6	0.02937	0.33553	0.56741	0.83824	0.73722	0.84158
PAX9	6	0.0049526	0.10406	0.68458	0.90202	0.91712	0.95516
PBRM1	49	0	0	0.24659	0.60799	1	1
PBX1	7	-0.22389	-1.1568	0.45933	0.76822	0.24737	0.45096
PBX2	6	0.017798	0.38438	0.62002	0.8713	0.7007	0.81582
PBX3	6	0.13496	1.5823	0.19681	0.56469	0.11357	0.30808
PBX4	7	-0.0030974	-0.031455	0.69084	0.90342	0.97491	0.98912
PDX1	6	-0.01889	-0.22109	0.79323	0.94035	0.82502	0.90058
PGR	6	0.094911	1.2559	0.31769	0.67341	0.20916	0.41084
PHOX2A	6	0.095025	1.4018	0.31741	0.67341	0.16096	0.36141
PHOX2B	6	-0.14301	-0.80805	0.72867	0.92258	0.41906	0.61011
PIAS1	17	-0.27446	-3.6102	0.17747	0.53747	0.000306	0.0058156
PIAS2	13	0.048164	1.0665	0.27474	0.63601	0.28619	0.48836
PIAS3	19	-0.010467	-0.28737	0.47696	0.78	0.77383	0.86429
PIAS4	16	-0.085955	-0.78992	0.98919	0.99542	0.42958	0.62003
PITX1	6	0.071805	0.7607	0.39477	0.72823	0.44684	0.63478
PITX2	6	-0.0345	-0.48623	0.86263	0.96592	0.6268	0.75551
PITX3	6	-0.039293	-0.38848	0.88055	0.9712	0.69766	0.81386
PKNOX1	5	-0.30459	-2.0733	0.34414	0.68711	0.03814	0.22123
PKNOX2	6	0.12691	1.5122	0.21843	0.59067	0.1305	0.32428
PLAG1	6	0.010841	0.27334	0.65159	0.88559	0.78459	0.8727
PLAGL1	6	0.13365	1.5784	0.20051	0.56947	0.11447	0.30853
PLAGL2	6	-0.14599	-1.1184	0.72042	0.91676	0.26341	0.46698
PMS1	7	-0.032709	-0.51217	0.83077	0.95311	0.60853	0.74089
POU1F1	1	-0.38989	-0.85824	0.33362	0.68118	0.39076	0.58489
POU2F1	5	-1.72	-4.1349	0.00056883	0.01	3.5513e-05	0.0008983
POU2F2	6	-0.39006	-1.8735	0.18771	0.55462	0.060998	0.26775
POU2F3	6	-0.074427	-1.0822	0.9781	0.99512	0.27917	0.48116
POU3F1	6	-0.029541	-0.37691	0.83931	0.95594	0.70624	0.81722
POU3F2	6	0.17256	1.2438	0.11718	0.4482	0.21359	0.41491
POU3F3	6	-0.068446	-0.67551	0.99829	0.99972	0.49935	0.67972
POU3F4	6	0.097565	0.93358	0.30745	0.66523	0.35052	0.54651
POU4F1	6	-0.014522	-0.16648	0.77361	0.93409	0.86778	0.92753
POU4F2	6	0.18339	1.7598	0.10523	0.43224	0.078447	0.27864
POU4F3	6	0.15928	1.556	0.14221	0.485	0.11971	0.31457
POU5F1	4	-0.53394	-2.3547	0.15785	0.51152	0.018535	0.13985
POU5F1B	6	-0.28606	-1.4571	0.34983	0.69175	0.1451	0.34229
POU6F1	6	-0.032686	-0.46209	0.85438	0.9619	0.64402	0.77162
POU6F2	6	0.10879	1.4852	0.26877	0.63084	0.13748	0.33163
PPARA	6	0.047557	0.49824	0.48663	0.78128	0.61832	0.7494
PPARD	6	0.20882	1.7388	0.068259	0.34985	0.082077	0.28078
PPARG	5	-0.074394	-1.4664	0.95506	0.99029	0.14253	0.33793
PRDM1	6	0.1353	2.1496	0.19568	0.5644	0.03159	0.19756
PRDM12	5	-0.20854	-1.5034	0.53697	0.82051	0.13274	0.32527
PRDM13	7	0.05741	0.51365	0.42605	0.74863	0.6075	0.74034
PRDM14	5	0.17334	1.1075	0.14391	0.48701	0.26806	0.47033
PRDM15	6	-0.27901	-2.3376	0.36177	0.70242	0.019409	0.14247
PRDM16	7	0.11671	1.6221	0.21502	0.58333	0.10477	0.29771
PRDM2	13	0.21193	2.5434	0.0059727	0.064417	0.010979	0.10132
PRDM4	6	0.036264	0.51214	0.53641	0.82	0.60855	0.74089
PRDM5	6	0.26581	1.8097	0.023038	0.18409	0.070346	0.2736
PRDM6	6	0.10652	1.2452	0.2756	0.63624	0.21304	0.41455
PRDM8	12	0.099482	0.98429	0.1314	0.46526	0.32497	0.5251
PRDM9	10	-0.21548	-1.3758	0.43544	0.75592	0.16887	0.36719
PRKRIR	6	-2.4526	-4.7141	0	0	2.428e-06	9.8127e-05
PROP1	6	-0.010962	-0.18097	0.75825	0.93054	0.85639	0.92054
PROX1	6	-0.011858	-0.085581	0.76394	0.93135	0.9318	0.96274
PROX2	7	-0.064112	-0.84452	0.97753	0.99512	0.39838	0.59176
PRRX1	6	0.047045	0.59519	0.48834	0.78223	0.55172	0.69949
PRRX2	6	0.064826	0.55278	0.42435	0.74675	0.58041	0.71925
PTF1A	6	0.18876	1.2489	0.096132	0.40871	0.21169	0.41327
RARA	6	-0.041404	-0.40406	0.8868	0.97255	0.68617	0.80688
RARB	6	-0.097171	-0.77213	0.89022	0.97328	0.44004	0.62816
RARG	6	-0.22764	-1.6718	0.47782	0.78061	0.094559	0.28785
RAX	6	-0.13867	-1.3208	0.74317	0.93039	0.18657	0.38731
RAX2	6	-0.079454	-0.62256	0.9599	0.99119	0.53357	0.69295
RBAK	6	0.16241	1.4844	0.13595	0.47577	0.13771	0.33163
RCOR1	18	-0.44036	-3.6827	0.013083	0.12202	0.00023077	0.0045583
RCOR2	18	-0.02117	-0.51618	0.54664	0.82423	0.60573	0.73928
RCOR3	18	0.11785	2.2858	0.041809	0.27273	0.022264	0.15532
REL	7	-0.033224	-0.67796	0.83248	0.95311	0.4978	0.67865
RELA	7	-0.20983	-0.79336	0.50057	0.79279	0.42757	0.61789
RELB	7	-0.062305	-0.67247	0.96758	0.99387	0.50129	0.68024
REPIN1	6	0.16664	1.6765	0.12713	0.45799	0.093636	0.28702
RERE	18	0.41149	3.1037	0	0	0.0019109	0.026874
REST	6	0.29029	1.872	0.013936	0.12929	0.061209	0.26834
RFX1	7	-0.10831	-1.3975	0.83618	0.95517	0.16225	0.36175
RFX2	6	-0.075775	-1.3451	0.9727	0.99448	0.17859	0.37873
RFX3	10	0.14649	2.4767	0.069397	0.35159	0.013259	0.11454
RFX4	6	-0.060176	-0.80392	0.96246	0.9918	0.42144	0.61156
RFX5	7	0.079188	0.87639	0.343	0.68636	0.38082	0.57564
RFX6	5	0.15544	1.3206	0.18572	0.55339	0.18662	0.38731
RFX7	6	0.14642	1.5906	0.1678	0.52632	0.11171	0.30544
RHOXF1	7	0.17783	1.9881	0.081627	0.38165	0.046801	0.24597
RHOXF2B	7	0.10529	2.0273	0.25455	0.61895	0.042636	0.23645
RNF138	13	-0.045452	-1.0312	0.7901	0.94035	0.30246	0.50575
RORA	6	0.094287	1.3919	0.31797	0.67341	0.16394	0.36254
RORB	7	0.15997	1.7075	0.10836	0.43707	0.087734	0.28508
RORC	6	-0.15197	-1.4222	0.7008	0.90889	0.15496	0.35471
RREB1	8	-0.41289	-2.474	0.11974	0.4482	0.013362	0.11487
RUNX1	7	0.22698	1.7095	0.037543	0.25882	0.087353	0.28476
RUNX2	7	-0.49341	-2.8394	0.094141	0.40663	0.0045199	0.052449
RUNX3	7	-0.044486	-0.58866	0.88766	0.97258	0.55609	0.69993
RXRA	7	0.011702	0.1129	0.62201	0.87187	0.91011	0.95
RXRB	6	0.29738	1.8616	0.010808	0.10298	0.062661	0.26967
RXRG	7	0.035102	0.53014	0.52218	0.80845	0.59601	0.73068
SALL1	6	-0.054217	-0.81298	0.938	0.9892	0.41623	0.60777
SALL2	6	-0.19535	-1.9146	0.57196	0.83977	0.055548	0.26059
SALL3	6	0.23369	1.6024	0.041524	0.27138	0.10907	0.30311
SALL4	6	0.12399	1.162	0.22526	0.59504	0.24524	0.44931
SATB1	6	0.017608	0.21089	0.62031	0.87135	0.83297	0.90652
SATB2	6	-0.87072	-2.9502	0.010808	0.10298	0.0031756	0.039876
SCRT1	6	0.050875	0.38902	0.47554	0.77949	0.69726	0.81386
SCRT2	6	0.11857	0.92485	0.23976	0.60799	0.35504	0.55024
SCX	6	-0.3695	-2.097	0.20961	0.57578	0.035993	0.21559
SEBOX	7	-0.15314	-1.9026	0.6806	0.89962	0.057098	0.26191
SETDB1	33	-0.52271	-6.0439	0	0	1.504e-09	1.7058e-07
SETDB2	10	0.16087	2.0618	0.049204	0.29027	0.039224	0.22571
SHOX	8	0.38538	2.1107	0.00028441	0.0051282	0.034796	0.2124
SHOX2	6	-0.017016	-0.20817	0.78441	0.93884	0.8351	0.90735
SIM1	6	0.19065	1.6286	0.093003	0.40467	0.10341	0.2956
SIX1	6	0.17308	1.6844	0.11689	0.4482	0.092109	0.28578
SIX2	6	-0.20846	-1.3502	0.53356	0.81743	0.17697	0.37789
SIX3	6	0.010727	0.13411	0.65216	0.88559	0.89332	0.94188
SIX4	6	0.28212	1.7525	0.016496	0.14573	0.079695	0.27909
SIX5	6	0.0866	0.62391	0.33874	0.68599	0.53269	0.69295
SIX6	6	0.13652	1.5837	0.19425	0.56343	0.11327	0.30754
SMAD1	6	0.14886	1.8025	0.16325	0.5204	0.071467	0.27583
SMAD2	7	0.16559	1.9725	0.098976	0.41527	0.048551	0.24883
SMAD3	6	0.18327	1.7074	0.10552	0.4324	0.087752	0.28508
SMAD4	5	-0.76358	-2.7745	0.035836	0.25251	0.005529	0.061132
SMAD5	6	0.028001	0.3083	0.57395	0.83977	0.75785	0.85625
SMAD6	6	-0.075073	-0.47679	0.97611	0.99512	0.63351	0.76145
SMAD7	6	-0.42462	-2.6086	0.15102	0.50047	0.0090907	0.08757
SMAD9	6	0.10271	1.0509	0.28896	0.64796	0.29332	0.49635
SMARCE1	6	-1.7431	-4.7299	0.00028441	0.0051282	2.2463e-06	9.1835e-05
SNAI1	6	-0.056823	-0.98634	0.94767	0.98994	0.32397	0.52498
SNAI2	6	0.12311	1.4631	0.22782	0.59732	0.14345	0.33941
SNAI3	5	-0.14595	-1.0392	0.70762	0.91104	0.29873	0.50303
SNAPC4	31	-3.0081	-13.208	0	0	7.9271e-40	2.7872e-36
SOHLH1	6	0.089557	0.98262	0.32793	0.67564	0.3258	0.52586
SOHLH2	7	0.14487	1.9495	0.14078	0.48293	0.051234	0.25515
SOX1	6	0.18878	1.4758	0.096132	0.40871	0.14001	0.33533
SOX10	6	-0.14511	-1.1628	0.72412	0.91947	0.24493	0.44931
SOX11	6	0.03387	0.43735	0.54721	0.82423	0.66186	0.78618
SOX12	6	0.21816	1.8278	0.056883	0.31646	0.067577	0.27136
SOX13	6	0.34529	1.8621	0.0042662	0.049505	0.06259	0.26967
SOX14	6	0.20329	1.6928	0.075939	0.36915	0.090494	0.28535
SOX15	5	-0.13902	-1.2948	0.72924	0.92263	0.19539	0.3978
SOX17	6	-0.014575	-0.27724	0.77389	0.93409	0.7816	0.87096
SOX18	6	0.30797	1.8587	0.0091013	0.090395	0.063065	0.27008
SOX2	6	0.13321	1.6395	0.20193	0.56971	0.10111	0.29439
SOX21	6	0.065236	0.90534	0.42264	0.74598	0.36528	0.55987
SOX3	6	0.10665	1.3486	0.27474	0.63601	0.17747	0.37794
SOX30	6	0.25765	1.8816	0.027019	0.20652	0.059891	0.26488
SOX4	6	0.62494	1.6005	0	0	0.10949	0.30359
SOX5	5	0.0096373	0.087609	0.70506	0.91012	0.93019	0.96206
SOX6	6	0.18436	2.0823	0.10353	0.42673	0.037315	0.21903
SOX7	6	0.11062	1.02	0.26223	0.62432	0.30773	0.51109
SOX8	5	-0.051501	-0.92211	0.95705	0.99029	0.35647	0.5519
SOX9	6	-0.24225	-1.3656	0.44397	0.75885	0.17205	0.37204
SP1	6	-0.13307	-1.5885	0.76195	0.93135	0.11216	0.30643
SP100	12	-0.013573	-0.2916	0.60353	0.86225	0.77059	0.86232
SP110	12	0.14916	1.5493	0.037258	0.25787	0.1213	0.31507
SP140	13	-0.18649	-1.9323	0.48663	0.78128	0.053321	0.25766
SP140L	10	0.047417	0.73555	0.34101	0.68629	0.462	0.65002
SP2	11	-0.30274	-2.5844	0.21331	0.58005	0.009756	0.09221
SP3	5	-0.10923	-0.94027	0.8248	0.95144	0.34708	0.54471
SP4	5	0.16703	1.3883	0.15586	0.50788	0.16506	0.36338
SP5	5	0.2695	1.5123	0.033561	0.24131	0.13045	0.32428
SP6	6	-0.095933	-0.94067	0.89505	0.97642	0.34688	0.54471
SP7	6	-0.19378	-2.1001	0.57679	0.84058	0.035716	0.21503
SP8	5	0.1804	1.5135	0.1314	0.46526	0.13016	0.32428
SP9	5	-0.17509	-1.5396	0.6186	0.8713	0.12365	0.31755
SPDEF	6	-0.00040895	-0.0031253	0.71189	0.91104	0.99751	1
SPI1	6	-0.33277	-1.4365	0.26564	0.62735	0.15087	0.35038
SPIB	6	0.15495	1.7593	0.15131	0.50094	0.078526	0.27864
SPIC	6	-0.20108	-1.7533	0.55347	0.82773	0.079544	0.27891
SPZ1	3	0.19366	1.2452	0.21758	0.58891	0.21305	0.41455
SREBF1	6	-0.22344	-2.1556	0.48749	0.78193	0.031118	0.19714
SREBF2	6	-0.36347	-1.967	0.219	0.59067	0.049179	0.2506
SRF	6	-1.9204	-4.6187	0	0	3.8606e-06	0.0001444
SRY	6	0.16591	1.9219	0.12827	0.45927	0.054616	0.25903
SSRP1	6	-0.70872	-2.973	0.029295	0.22151	0.0029493	0.038398
ST18	8	0.058357	0.56736	0.35893	0.69994	0.57047	0.71177
STAT1	7	-0.12569	-1.6455	0.77389	0.93409	0.099862	0.29382
STAT2	6	0.0077425	0.146	0.66866	0.89188	0.88392	0.93695
STAT3	7	0.042698	0.91902	0.49005	0.78425	0.35808	0.55366
STAT4	7	-0.0059076	-0.09744	0.70535	0.91012	0.92238	0.95807
STAT5A	7	-0.10598	-0.90244	0.84499	0.95654	0.36682	0.56125
STAT5B	7	-0.19012	-1.8605	0.5603	0.83263	0.06281	0.26967
STAT6	7	-0.11666	-1.2631	0.80802	0.94574	0.20654	0.4092
SUB1	8	-0.072185	-0.70167	0.98521	0.99512	0.48288	0.66602
