Gene	sgRNA	DLD1-Ts5.15|beta	DLD1-Ts5.15|z	DLD1-Ts5.15|p-value	DLD1-Ts5.15|fdr	DLD1-Ts5.15|wald-p-value	DLD1-Ts5.15|wald-fdr
PTK7	6	-0.25997	-1.827	0.40159	0.73199	0.067692	0.27136
RAF1	6	-0.42619	-2.3004	0.14903	0.49668	0.021428	0.15284
RET	6	-0.11729	-1.0538	0.81542	0.94659	0.29197	0.49544
RIOK1	6	-2.4759	-4.7658	0	0	1.881e-06	7.7807e-05
RIOK2	6	-1.2166	-2.818	0.00085324	0.013216	0.004833	0.055171
RIOK3	6	-0.19155	-1.8952	0.58248	0.84488	0.058061	0.26205
RIPK1	6	-0.018703	-0.20934	0.79238	0.94035	0.83419	0.90681
RIPK2	6	0.1108	1.1337	0.26109	0.62407	0.25691	0.46212
RIPK3	6	-0.11523	-0.86912	0.82281	0.95071	0.38478	0.57983
RIPK4	6	0.13366	1.3644	0.20051	0.56947	0.17245	0.37221
RNASEL	6	0.068466	0.631	0.41183	0.73982	0.52804	0.69162
ROCK1	6	0.3458	1.7592	0.0042662	0.049505	0.07855	0.27864
ROCK2	6	0.086439	0.76745	0.33987	0.68599	0.44282	0.63136
ROR1	6	0.066221	0.49937	0.4198	0.74433	0.61752	0.74869
ROR2	6	0.068922	1.3763	0.40984	0.7386	0.16873	0.36711
ROS1	6	0.22814	1.6335	0.046359	0.28152	0.10236	0.2951
RPS6KA1	12	-0.047554	-0.89796	0.80091	0.94181	0.36921	0.56309
RPS6KA2	12	-0.00077264	-0.017364	0.53982	0.82137	0.98615	0.99663
RPS6KA3	12	0.056982	0.85597	0.25683	0.62147	0.39202	0.58652
RPS6KA4	12	-0.30913	-2.697	0.17264	0.53292	0.0069973	0.071518
RPS6KA5	12	0.013329	0.1546	0.46388	0.76822	0.87714	0.93278
RPS6KA6	12	0.18401	2.8312	0.01479	0.13506	0.004637	0.053455
RPS6KB1	6	-0.71703	-2.5972	0.028441	0.21645	0.0093986	0.089873
RPS6KB2	6	-0.022915	-0.37906	0.80944	0.94587	0.70464	0.81722
RPS6KL1	6	-0.25181	-1.6039	0.41837	0.74406	0.10873	0.30311
RYK	6	0.10474	0.64693	0.28015	0.64086	0.51768	0.68841
SBK1	6	0.032633	0.30267	0.55034	0.82481	0.76214	0.85826
SBK2	6	-0.020233	-0.32206	0.79721	0.94035	0.74741	0.84998
SBK3	6	0.1701	1.4498	0.12059	0.4482	0.14711	0.34436
SCYL1	6	-0.10277	-1.0523	0.86746	0.96713	0.29268	0.49593
SCYL2	6	0.075412	0.74976	0.37827	0.71444	0.4534	0.64203
SCYL3	6	0.061929	1.3949	0.43601	0.75592	0.16304	0.36194
SGK1	6	0.32713	1.7923	0.0042662	0.049505	0.073082	0.2784
SGK2	6	0.070389	0.78531	0.40273	0.7333	0.43227	0.6229
SGK3	6	0.23294	1.9969	0.041524	0.27138	0.045835	0.24377
SGK494	6	-0.29574	-1.4833	0.33362	0.68118	0.138	0.33212
SIK1	6	0.27824	1.9063	0.017634	0.15309	0.056613	0.26166
SIK2	6	0.12594	1.4097	0.22042	0.5907	0.15864	0.35854
SIK3	6	-0.1223	-1.1033	0.79721	0.94035	0.26988	0.47114
SLK	6	0.17173	1.6834	0.11832	0.4482	0.092293	0.28578
SMG1	6	-1.7965	-3.8732	0.00028441	0.0051282	0.00010743	0.0023756
SNRK	6	0.22119	1.8205	0.052617	0.30179	0.068684	0.27136
SPEG	12	-0.023544	-0.31862	0.65842	0.88799	0.75002	0.85121
SRC	6	-0.017354	-0.16868	0.78584	0.93884	0.86605	0.92704
SRMS	6	0.10249	1.1494	0.28953	0.64841	0.25038	0.45426
SRPK3	6	0.31243	1.7286	0.0076792	0.080119	0.083882	0.28094
STK10	6	-0.062327	-1.5842	0.97014	0.99388	0.11316	0.30746
STK11	6	-0.35192	-2.2084	0.23606	0.60761	0.027219	0.17955
STK16	6	0.032044	0.17321	0.55375	0.82781	0.86248	0.92461
STK17A	6	0.27389	1.4421	0.01934	0.16386	0.14926	0.34825
STK17B	6	-0.016722	-0.12756	0.78271	0.93797	0.8985	0.94418
STK19	6	0.018907	0.95794	0.61547	0.86883	0.33809	0.53668
STK24	6	0.16708	1.3075	0.126	0.45576	0.19103	0.3923
STK25	6	0.16049	1.3588	0.13993	0.48141	0.17422	0.37425
STK26	6	0.23901	1.4888	0.039249	0.26538	0.13654	0.33018
STK3	6	-0.012623	-0.21572	0.76564	0.93213	0.8292	0.90403
STK31	12	0.071247	0.8045	0.20648	0.57334	0.42111	0.61156
STK32A	6	-0.0090434	-0.061514	0.75171	0.9304	0.95095	0.97429
STK32B	6	0.13737	1.1813	0.19141	0.55851	0.23747	0.4418
STK32C	6	-0.056555	-1.1658	0.94653	0.98989	0.24371	0.44821
STK33	6	0.1658	1.4966	0.12884	0.4599	0.13449	0.32793
STK35	6	0.31381	1.7071	0.0065415	0.069486	0.087811	0.28508
STK36	6	0.060545	0.55891	0.44027	0.75732	0.57623	0.71591
STK38	6	-0.074064	-0.48046	0.97895	0.99512	0.6309	0.75916
STK38L	6	0.048015	0.61323	0.48578	0.78128	0.53972	0.69537
STK39	6	0.064495	0.85395	0.42634	0.74875	0.39313	0.58719
STK4	6	0.07367	0.71887	0.38453	0.71953	0.47222	0.65842
STK40	6	0.16551	1.4986	0.12884	0.4599	0.13397	0.32688
STKLD1	6	0.1668	1.5714	0.12685	0.45791	0.1161	0.31041
STRADA	6	0.070684	0.61185	0.40131	0.73185	0.54064	0.69586
STYK1	6	0.021812	0.38121	0.60296	0.86225	0.70304	0.81662
SYK	6	-0.024849	-0.21223	0.81826	0.94763	0.83192	0.90587
TAOK1	6	0.10525	0.82744	0.27901	0.64034	0.40799	0.60071
TAOK2	6	0.0094518	0.2455	0.65927	0.88846	0.80607	0.88706
TAOK3	6	0.13919	1.7013	0.18686	0.55425	0.088878	0.28535
TBCK	6	-0.046611	-0.76132	0.90813	0.98099	0.44647	0.6346
TBK1	6	0.084608	0.72473	0.34443	0.68729	0.46862	0.65591
TEC	6	-0.36549	-1.9103	0.21729	0.5886	0.056097	0.26166
TEK	6	-0.081839	-0.63616	0.94937	0.98994	0.52467	0.69045
TESK1	6	-0.16548	-2.0548	0.66013	0.88893	0.039895	0.22639
TESK2	6	0.17566	1.8897	0.11263	0.44098	0.058804	0.26257
TEX14	6	-0.18173	-1.5994	0.60836	0.86564	0.10974	0.30377
TGFBR2	6	0.26469	1.6126	0.023891	0.18919	0.10683	0.30183
TIE1	6	0.016051	0.1368	0.62799	0.87654	0.89119	0.94096
TLK1	6	-0.010339	-0.12458	0.75569	0.9304	0.90086	0.94465
TLK2	5	-0.26495	-0.57696	0.41354	0.73995	0.56397	0.70616
TNIK	6	-0.0043656	-0.080324	0.73066	0.92288	0.93598	0.96536
TNK1	6	-0.0080313	-0.14152	0.74687	0.93039	0.88746	0.93787
TNK2	6	0.1433	0.94373	0.17463	0.53531	0.34531	0.54285
TNNI3K	6	-0.12332	-1.4151	0.79437	0.94035	0.15705	0.35706
TRIB1	6	0.26808	1.5048	0.021331	0.17442	0.13237	0.32481
TRIB2	6	0.0199	0.41536	0.61121	0.86594	0.67788	0.799
TRIB3	6	0.19097	1.5516	0.092435	0.40467	0.12076	0.31507
TRIO	6	-0.027275	-0.2159	0.8322	0.95311	0.82907	0.90403
TRPM6	6	-0.04344	-0.21484	0.89704	0.9777	0.82989	0.90421
TRPM7	6	-0.61413	-2.3254	0.047213	0.28473	0.020051	0.14527
TRRAP	6	-2.3063	-3.109	0	0	0.0018771	0.026505
TSSK1B	6	0.004766	0.089382	0.68601	0.90202	0.92878	0.96206
TSSK2	6	-0.29845	-1.7612	0.32821	0.67564	0.0782	0.27864
TSSK3	6	-0.095846	-1.0237	0.89505	0.97642	0.30596	0.50935
TSSK4	6	0.046892	0.50714	0.48834	0.78223	0.61205	0.74463
TSSK6	6	0.10789	0.81386	0.27133	0.63389	0.41572	0.60777
TTBK1	6	-0.23653	-1.495	0.45734	0.76754	0.13491	0.32848
TTBK2	6	0.33328	1.6495	0.0042662	0.049505	0.099055	0.29269
TTK	6	-1.4584	-2.7248	0.00085324	0.013216	0.0064333	0.067235
TTN	6	0.059216	0.6468	0.4434	0.75885	0.51776	0.68841
TXK	6	0.10068	0.70667	0.29664	0.65543	0.47977	0.66439
TYK2	12	0.05106	0.38339	0.27844	0.63945	0.70143	0.81582
TYRO3	6	-0.15708	-1.8385	0.68402	0.90176	0.065985	0.27136
UHMK1	6	-0.041051	-0.26254	0.88538	0.9719	0.79291	0.87807
ULK1	6	0.20827	1.3647	0.069113	0.35159	0.17235	0.37221
ULK2	6	-0.033631	-0.51444	0.85865	0.96423	0.60695	0.74021
ULK3	6	0.1855	1.3168	0.1021	0.42285	0.1879	0.38817
ULK4	6	-0.064351	-0.39157	0.98038	0.99512	0.69537	0.81281
VRK1	6	-1.4895	-3.9992	0.00085324	0.013216	6.3553e-05	0.0014416
VRK2	6	-0.027927	-0.26034	0.83419	0.95413	0.7946	0.87887
VRK3	6	0.03926	0.56705	0.52304	0.80871	0.57068	0.71179
WEE1	6	-1.4198	-3.0242	0.00085324	0.013216	0.0024925	0.033449
WEE2	6	0.16827	1.7633	0.124	0.45369	0.077848	0.27864
WNK1	6	-1.284	-3.1277	0.00085324	0.013216	0.0017618	0.025283
WNK2	6	0.20862	1.7459	0.068259	0.34985	0.080829	0.28016
WNK3	6	0.11866	1.4037	0.23976	0.60799	0.16041	0.36084
WNK4	6	-0.28787	-1.6303	0.34699	0.68944	0.10303	0.29526
YES1	6	-0.0020057	-0.029776	0.719	0.91561	0.97625	0.98947
ZAK	6	0.29603	1.7167	0.011661	0.10992	0.086042	0.28379
ZAP70	6	0.11478	0.86298	0.24886	0.6096	0.38815	0.58342
ADNP	6	-0.22743	-2.0239	0.4781	0.78061	0.042979	0.23673
AHR	6	-0.045728	-0.75446	0.90557	0.98099	0.45057	0.63854
AHRR	6	-0.077658	-1.1898	0.96559	0.99298	0.23412	0.43939
AIRE	18	-0.045982	-1.0775	0.70819	0.91104	0.28125	0.48379
ALX1	6	0.12635	1.7906	0.21957	0.59067	0.073362	0.27855
ALX3	6	-0.069238	-1.1657	0.99943	0.99972	0.24373	0.44821
ALX4	6	-0.072563	-0.9883	0.98549	0.99512	0.323	0.52481
AR	6	0.21224	1.6552	0.063993	0.33784	0.097882	0.29166
ARGFX	6	-0.0046407	-0.087781	0.7318	0.92288	0.93005	0.96206
ARID1A	6	-1.4827	-4.4349	0.00085324	0.013216	9.211e-06	0.00031443
ARID1B	6	-0.082424	-1.1669	0.94568	0.98989	0.24326	0.4478
ARID2	7	-0.40631	-2.8036	0.15586	0.50788	0.0050528	0.057124
ARID3A	6	-0.65887	-2.6517	0.037258	0.25787	0.0080095	0.079552
ARID3B	6	-0.085548	-0.66116	0.93373	0.98857	0.50851	0.68582
ARID3C	6	-0.12609	-1.319	0.7847	0.93884	0.18715	0.38731
ARID4A	18	0.53518	3.0926	0	0	0.001984	0.027792
ARID5A	8	-0.086062	-1.1084	0.94255	0.98989	0.26768	0.47033
ARID5B	6	-0.49288	-2.7561	0.099829	0.41736	0.0058488	0.063667
ARNT	6	-0.081799	-1.1207	0.94966	0.98994	0.2624	0.46631
ARNT2	6	0.072302	1.1693	0.39164	0.7255	0.24228	0.44716
ARNTL	6	-0.035808	-0.30985	0.86633	0.96698	0.75668	0.85601
ARNTL2	6	-0.081447	-0.90175	0.95108	0.98994	0.36719	0.56138
ARX	7	0.15311	1.9005	0.12116	0.44889	0.057369	0.26191
ASCL1	6	-0.053886	-1.0716	0.93658	0.9892	0.2839	0.48614
ASCL2	6	0.1891	1.4342	0.094994	0.40804	0.15152	0.35142
ASCL3	6	-0.010914	-0.185	0.75825	0.93054	0.85323	0.92023
ASCL4	6	0.044008	0.93843	0.50028	0.7927	0.34802	0.54495
ATF1	6	-0.15351	-1.2256	0.69425	0.90508	0.22036	0.42256
ATF2	12	0.048453	0.8607	0.29096	0.65035	0.38941	0.58386
ATF3	4	0.083162	1.3862	0.48322	0.78128	0.16568	0.36338
ATF4	6	-3.2655	-5.9512	0	0	2.6626e-09	2.6154e-07
ATF5	6	0.00015238	0.0013135	0.70933	0.91104	0.99895	1
ATF6	6	-0.11683	-1.6396	0.81655	0.94659	0.10108	0.29439
ATF6B	6	-0.013765	-0.1249	0.77105	0.93388	0.9006	0.94465
ATF7	6	0.053273	0.70009	0.46416	0.76822	0.48387	0.66669
ATOH1	6	0.12665	0.89283	0.21928	0.59067	0.37195	0.5659
ATOH7	6	0.084506	1.1467	0.34499	0.68764	0.25149	0.45532
ATOH8	6	-0.016696	-0.19737	0.78271	0.93797	0.84354	0.91379
BACH1	9	0.088245	1.0978	0.22753	0.59701	0.27228	0.47394
BACH2	12	0.089079	1.371	0.15415	0.50511	0.17036	0.36975
BARHL1	6	0.092941	1.021	0.32082	0.67341	0.30727	0.51056
BARHL2	6	0.064033	1.1522	0.4289	0.75174	0.24924	0.45241
BARX1	7	-0.014579	-0.14503	0.74516	0.93039	0.88469	0.9372
BARX2	6	-0.046797	-0.59991	0.90842	0.98099	0.54857	0.69851
BATF	6	0.0022186	0.020972	0.69795	0.90788	0.98327	0.99458
BATF2	6	-0.081835	-0.65699	0.94937	0.98994	0.51119	0.68713
BATF3	6	0.033504	0.7045	0.54807	0.82423	0.48112	0.66521
BBX	6	0.033526	0.59795	0.54807	0.82423	0.54988	0.69872
BCL11A	6	-0.11721	-1.4528	0.8157	0.94659	0.14627	0.34309
BCL11B	6	0.064901	0.79671	0.42406	0.74675	0.42562	0.61583
BCL6	13	0.10447	1.5669	0.091297	0.40428	0.11713	0.31176
BCL6B	13	-0.1539	-1.9591	0.6223	0.87187	0.050105	0.25297
BHLHA15	6	-0.12328	-0.98941	0.79437	0.94035	0.32246	0.52417
BHLHA9	6	-0.020964	-0.3767	0.7992	0.94074	0.7064	0.81722
BHLHE22	6	0.036874	0.6501	0.53328	0.81735	0.51563	0.6875
BHLHE23	6	-0.053231	-0.62014	0.93458	0.98857	0.53516	0.69295
BHLHE40	6	0.1331	1.1118	0.20222	0.56971	0.26623	0.46897
BHLHE41	3	0.077058	0.45013	0.55944	0.83171	0.65262	0.77754
BNC2	7	0.016023	0.19806	0.60353	0.86225	0.843	0.91368
BSX	7	0.05946	0.85397	0.4161	0.74352	0.39312	0.58719
CAMTA1	7	-0.0099472	-0.10418	0.72412	0.91947	0.91703	0.95516
CAMTA2	8	-0.029171	-0.45498	0.78185	0.93791	0.64913	0.7746
CARHSP1	6	-0.15229	-1.5389	0.70051	0.90889	0.12382	0.31755
CBFB	8	-0.076003	-0.8294	0.99431	0.99715	0.40688	0.60058
CCDC79	12	-0.079157	-1.1537	0.99005	0.99542	0.24862	0.45192
CDC5L	17	-2.2507	-8.8733	0	0	7.099e-19	4.16e-16
CDIP1	6	-0.25956	-2.0905	0.4033	0.73357	0.03657	0.21683
CDX1	7	0.21776	1.9959	0.044653	0.27739	0.045941	0.24377
CDX2	6	-1.441	-4.1219	0.00085324	0.013216	3.7574e-05	0.00094364
CDX4	7	0.20184	2.096	0.055176	0.3104	0.036085	0.21577
CEBPA	6	-0.23276	-1.7132	0.46473	0.76822	0.086675	0.28427
CEBPB	6	-0.48553	-2.771	0.10466	0.43041	0.0055876	0.061586
CEBPD	6	-0.47997	-2.3334	0.10865	0.43707	0.019629	0.14379
CEBPE	6	-0.30922	-1.7738	0.3066	0.66461	0.076088	0.27864
CEBPG	6	-0.11822	-1.1029	0.81229	0.94659	0.27006	0.47117
CEBPZ	5	-1.867	-4.2948	0.00028441	0.0051282	1.7488e-05	0.00051671
CERS2	7	-0.55587	-3.0689	0.062856	0.33536	0.0021487	0.029627
CERS3	6	0.14907	1.6669	0.16325	0.5204	0.09553	0.29006
CERS4	6	-0.27329	-1.8943	0.3723	0.70849	0.058181	0.26205
CERS5	6	0.081887	1.2279	0.3541	0.6957	0.21949	0.42182
CERS6	7	0.19428	1.8337	0.063709	0.33784	0.066704	0.27136
CIC	6	-0.43932	-2.3709	0.13908	0.47941	0.017743	0.13621
CLOCK	15	0.08692	1.7701	0.11035	0.43941	0.076717	0.27864
CREB1	3	-0.048429	-0.30578	0.97952	0.99512	0.75977	0.85647
CREB3	6	0.010379	0.28848	0.65387	0.88559	0.77298	0.86417
CREB3L1	4	-0.12159	-1.0901	0.74915	0.9304	0.27569	0.47797
CREB3L2	6	-0.055863	-0.57486	0.94312	0.98989	0.56539	0.70718
CREB3L3	6	-0.17321	-1.3095	0.63367	0.87751	0.19037	0.39119
CREB3L4	6	0.10664	1.5636	0.27474	0.63601	0.11792	0.31197
CREB5	6	-0.006073	-0.040924	0.73862	0.92717	0.96736	0.98358
CREBL2	7	0.025026	0.35012	0.56542	0.83635	0.72625	0.83315
CREM	6	-0.004457	-0.030913	0.73151	0.92288	0.97534	0.98912
CRX	6	-0.19246	-1.9285	0.57935	0.84208	0.053789	0.25766
CSDC2	6	-0.12839	-0.97071	0.77759	0.93566	0.33169	0.53198
CSDE1	8	0.2655	1.8948	0.010523	0.10082	0.058114	0.26205
CTCF	7	-2.5124	-5.3066	0	0	1.1166e-07	6.5434e-06
CTCFL	7	-0.047333	-0.73223	0.89989	0.97926	0.46403	0.65234
CUX1	6	-0.087695	-1.254	0.92605	0.98727	0.20984	0.41147
CUX2	6	-0.057089	-1.0167	0.94909	0.98994	0.30927	0.51244
DBP	6	-0.020638	-0.17854	0.79835	0.94037	0.8583	0.92174
DBX1	6	0.23708	1.7813	0.040102	0.26705	0.074871	0.27864
DBX2	6	0.15386	1.3101	0.15358	0.5042	0.19015	0.39097
DDIT3	6	-0.30128	-2.484	0.32224	0.6736	0.012992	0.11279
DEAF1	7	0.023166	0.29526	0.57395	0.83977	0.76779	0.86083
DLX1	7	0.11255	1.0532	0.22924	0.59837	0.29224	0.49566
DLX2	6	-0.062496	-0.67058	0.97071	0.99388	0.50249	0.68083
DLX3	6	-0.060658	-0.91509	0.96303	0.9918	0.36015	0.55425
DLX4	6	0.11133	0.73628	0.25967	0.62193	0.46156	0.64992
DLX5	6	0.024536	0.42081	0.59016	0.85111	0.6739	0.79679
DLX6	6	0.02637	0.71249	0.58191	0.84476	0.47616	0.66121
DMBX1	6	-0.0098626	-0.15146	0.75455	0.9304	0.87961	0.93407
DMRT1	6	0.14269	1.3281	0.17662	0.53627	0.18415	0.3838
DMRT2	6	0.19844	1.6293	0.081911	0.38196	0.10324	0.29537
DMRT3	6	0.1429	1.71	0.17605	0.53627	0.087257	0.28476
DMRTA1	6	0.11722	1.6619	0.24261	0.60799	0.096533	0.29099
DMRTA2	6	-0.03435	-0.58993	0.86206	0.9659	0.55524	0.69993
DMRTB1	6	0.025661	0.36074	0.58532	0.84761	0.71829	0.82695
DMRTC2	6	-0.21897	-2.0423	0.50313	0.7947	0.041126	0.23062
DMTF1	24	0.38316	3.4604	0	0	0.00053927	0.0093866
DNAJC1	18	0.078188	1.7893	0.10779	0.43664	0.073565	0.27864
DNAJC2	17	-0.28209	-2.4705	0.16268	0.5204	0.013493	0.11515
DPRX	6	-0.14759	-0.63035	0.71587	0.91295	0.52847	0.69177
DRGX	6	0.20244	1.6303	0.076223	0.36915	0.10304	0.29526
DUXA	6	-0.41675	-2.1735	0.1587	0.51381	0.029743	0.19118
E2F1	6	0.13931	1.6585	0.18658	0.55425	0.097218	0.29141
E2F2	6	0.17372	1.3834	0.11604	0.4482	0.16654	0.36393
E2F3	6	-0.29302	-2.5274	0.33987	0.68599	0.011492	0.10387
E2F4	6	-0.07319	-0.78068	0.98237	0.99512	0.43499	0.62476
E2F5	6	0.052062	0.8994	0.47071	0.77477	0.36844	0.56251
E2F6	6	-0.036741	-0.7738	0.87031	0.96713	0.43905	0.62752
E2F7	6	-0.11105	-1.2287	0.83589	0.95517	0.21919	0.42159
E2F8	7	0.19383	1.9842	0.063993	0.33784	0.047237	0.24673
E4F1	6	-1.0971	-3.3888	0.0031286	0.040293	0.0007019	0.011808
EAF2	7	0.18148	1.9454	0.077076	0.37073	0.051724	0.25537
EBF1	8	0.2045	1.9481	0.038965	0.26397	0.051406	0.25537
EBF2	7	0.062974	1.0743	0.40102	0.73171	0.2827	0.48541
EBF3	8	0.16317	1.7807	0.083049	0.38371	0.074955	0.27864
EBF4	8	-0.11914	-1.7707	0.79807	0.94035	0.076604	0.27864
EGR1	6	-0.1371	-1.5125	0.74829	0.93039	0.1304	0.32428
EGR2	6	-0.031985	-0.39927	0.84898	0.95827	0.68969	0.80969
EGR3	6	0.068725	1.2753	0.41098	0.73875	0.2022	0.40509
EGR4	6	-0.20636	-1.4915	0.53868	0.82098	0.13583	0.32935
EHF	7	0.061106	0.57393	0.4087	0.7373	0.56602	0.70772
ELF1	6	-0.52632	-1.8629	0.083902	0.38562	0.06248	0.26967
ELF2	6	-0.14889	-1.5749	0.71246	0.91104	0.11528	0.30881
ELF3	6	0.060453	1.1178	0.44084	0.75732	0.26365	0.46698
ELF4	6	-0.21464	-1.7753	0.51678	0.80363	0.075856	0.27864
ELF5	6	-0.010422	-0.029837	0.75654	0.9304	0.9762	0.98947
ELK1	6	0.20219	1.778	0.076223	0.36915	0.075401	0.27864
ELK3	6	0.039463	0.43217	0.52133	0.8082	0.66562	0.78945
ELK4	6	0.025932	0.45051	0.58447	0.84672	0.65234	0.77754
EMX1	6	0.069454	0.84678	0.407	0.73649	0.39712	0.59113
EMX2	6	0.11083	0.95	0.26081	0.62381	0.34211	0.54061
EN1	6	0.085858	1.0523	0.34158	0.68629	0.29266	0.49593
EN2	6	0.16292	1.6848	0.13396	0.47053	0.092018	0.28578
EOMES	7	0.10461	1.2877	0.25597	0.62026	0.19787	0.40052
ERF	6	0.11908	1.0089	0.23976	0.60799	0.313	0.51499
ERG	6	0.11813	1.0714	0.24118	0.60799	0.284	0.48614
ESR1	6	0.14798	1.2743	0.16553	0.52244	0.20257	0.40559
ESR2	6	-0.0042485	-0.063622	0.73009	0.92272	0.94927	0.97392
ESRRA	6	-0.36796	-1.9461	0.21217	0.58005	0.051643	0.25537
ESRRB	6	-0.091315	-0.59853	0.91155	0.98102	0.54948	0.69851
ESRRG	6	0.046789	0.54171	0.48862	0.78233	0.58802	0.72492
ESX1	6	0.071299	0.72316	0.39761	0.72879	0.46958	0.65622
ETS1	6	0.17585	1.8454	0.11234	0.44098	0.064973	0.27136
ETS2	6	0.76321	1.5349	0	0	0.12481	0.31869
ETV1	6	0.12296	1.1839	0.22838	0.59792	0.23647	0.44154
ETV2	6	-0.27623	-2.0855	0.36689	0.70608	0.037028	0.21812
ETV3	6	-0.044634	-0.93132	0.90102	0.97959	0.35169	0.54738
ETV4	6	0.10513	0.82378	0.27929	0.64057	0.41006	0.603
ETV5	6	0.01446	0.18109	0.63567	0.87819	0.8563	0.92054
ETV6	6	-0.051518	-0.93599	0.92804	0.9876	0.34928	0.5458
ETV7	6	0.038394	0.38972	0.52787	0.81297	0.69674	0.81386
EVX1	6	0.25021	1.5485	0.031854	0.23431	0.12151	0.31507
EVX2	6	0.012545	0.12945	0.64477	0.88238	0.897	0.94399
FERD3L	6	0.2297	1.6932	0.044369	0.27739	0.090422	0.28535
FEV	6	-0.26873	-2.2547	0.38367	0.71947	0.02415	0.16512
FEZF1	7	0.035653	0.51338	0.52076	0.80803	0.60769	0.74034
FEZF2	6	0.027679	0.2362	0.57565	0.83983	0.81328	0.89387
FIGLA	6	0.12347	1.0086	0.22611	0.59581	0.31315	0.51499
FIZ1	6	0.18125	1.3337	0.10722	0.43483	0.1823	0.38154
FLI1	6	0.089959	0.96003	0.32679	0.67564	0.33704	0.53651
FOS	6	0.26772	1.4301	0.021331	0.17442	0.15269	0.35225
FOSB	6	-0.37715	-2.3651	0.20051	0.56947	0.018023	0.13716
FOSL1	6	0.48217	1.7669	0	0	0.077245	0.27864
FOSL2	5	0.33391	1.1942	0.0093857	0.092437	0.23239	0.43718
FOXA1	6	-1.1598	-3.5348	0.0017065	0.024194	0.00040812	0.0073212
FOXA2	6	0.0029891	0.050053	0.69312	0.90427	0.96008	0.97913
FOXA3	6	-0.078361	-0.49478	0.96303	0.9918	0.62076	0.75132
FOXB1	6	-0.057738	-1.161	0.95165	0.98994	0.24562	0.44933
FOXB2	6	0.10956	1.6349	0.26621	0.62735	0.10206	0.29486
FOXC1	6	-0.019527	-0.18135	0.79551	0.94035	0.85609	0.92054
FOXC2	6	-0.076945	-0.37551	0.96843	0.99387	0.70728	0.81722
FOXD1	4	0.13535	0.44985	0.29465	0.65445	0.65282	0.77754
FOXD2	6	-0.023075	-0.32101	0.81001	0.94587	0.7482	0.84998
FOXD3	5	0.11817	1.3325	0.28811	0.6477	0.1827	0.38154
FOXD4	4	-0.70099	-1.9221	0.069113	0.35159	0.054587	0.25903
FOXD4L1	6	-1.0016	-2.5276	0.0054039	0.059937	0.011485	0.10387
FOXD4L5	4	-1.7041	-2.3518	0.00085324	0.013216	0.018681	0.14035
FOXD4L6	6	-1.1788	-2.8156	0.0017065	0.024194	0.004869	0.055403
FOXE1	6	0.21643	1.4248	0.058874	0.32243	0.15422	0.35371
FOXE3	6	0.029133	0.23774	0.56854	0.83886	0.81208	0.89283
FOXF1	6	0.029228	0.28281	0.56797	0.83872	0.77732	0.86709
FOXF2	6	0.12289	0.80644	0.22838	0.59792	0.41999	0.61096
FOXG1	6	0.10909	1.1073	0.26735	0.62876	0.26817	0.47033
FOXH1	6	-0.19726	-1.9736	0.56428	0.83572	0.04843	0.24858
FOXI1	7	0.064412	0.59372	0.39647	0.72879	0.5527	0.69978
FOXI2	7	-0.060293	-0.61936	0.95762	0.99029	0.53568	0.69295
FOXJ1	6	-0.10934	-2.068	0.84187	0.95607	0.038637	0.22343
FOXJ2	6	0.1857	1.2736	0.10154	0.42199	0.20282	0.40587
FOXJ3	5	0.1094	1.2987	0.3194	0.67341	0.19406	0.3964
FOXK1	6	-0.4052	-2.7243	0.17065	0.52957	0.0064443	0.067235
FOXK2	6	0.1319	1.0075	0.20421	0.5712	0.31369	0.51529
FOXL1	6	-0.082692	-0.80096	0.94454	0.98989	0.42315	0.61328
FOXL2	6	0.032267	0.25595	0.5529	0.82723	0.79799	0.88064
FOXM1	6	-0.54904	-2.5969	0.07537	0.36806	0.0094065	0.089873
FOXN1	6	-0.15646	-2.0089	0.68572	0.90202	0.04455	0.24053
FOXN2	7	0.022152	0.25118	0.57878	0.8416	0.80167	0.88277
FOXN3	7	0.034921	0.60748	0.52218	0.80845	0.54354	0.69727
FOXN4	6	0.054309	0.58596	0.4616	0.76822	0.5579	0.70056
FOXO1	6	0.00050854	0.0071799	0.70705	0.91104	0.99427	1
FOXO3	6	-0.18336	-1.5871	0.60466	0.86317	0.11249	0.30707
FOXO4	6	0.19519	1.7358	0.086462	0.39378	0.082594	0.28078
FOXO6	6	0.15947	1.9996	0.14192	0.485	0.045544	0.24262
FOXP1	5	-0.20188	-1.5863	0.5529	0.82723	0.11266	0.3072
FOXP2	6	0.038877	0.78761	0.52503	0.81124	0.43093	0.62147
FOXP3	6	0.063872	1.0758	0.4289	0.75174	0.282	0.48461
FOXP4	6	0.068019	0.93374	0.41325	0.73982	0.35044	0.54651
FOXQ1	6	0.28933	1.7005	0.014221	0.13123	0.089038	0.28535
FOXR1	6	-0.032434	-0.28343	0.85239	0.96058	0.77685	0.86683
FOXR2	6	0.34616	1.8918	0.0042662	0.049505	0.05852	0.26257
FOXS1	6	-0.21024	-0.98984	0.52958	0.81452	0.32225	0.52417
GABPA	7	-1.5691	-4.7846	0	0	1.7131e-06	7.1929e-05
GATA1	6	-0.015158	-0.091647	0.77588	0.93489	0.92698	0.96115
GATA2	6	-0.16029	-0.62717	0.67577	0.89525	0.53055	0.69237
