sgRNA,Gene,DLD1-Cont2_P10.13.initial,DLD1-Cont2_P10.13.final
ZBTB17_E13_131.14,ZBTB17,1690,1057
FGFR2_PKc_E14_123.2,FGFR2,612,485
UNKL_2052.75,UNKL,4594,4091
FAM105B_1059.123,FAM105B,1694,1614
PASK_PKc_E16_134.9,PASK,1690,1305
CISH_828.30,CISH,1658,1185
ZNF100_E5_1155.44,ZNF100,7446,6123
PEPD_1482.192,PEPD,2182,1715
KCNA2_BTB35126_E1_1500.16,KCNA2,1970,995
ZMIZ1_E20_68.1,ZMIZ1,7354,5473
INPP5E_1935.94,INPP5E,1782,1463
PSMB8_831.113,PSMB8,1760,1112
NPAS3_E3_174.7,NPAS3,3486,2270
ZNF277_E9_97.0,ZNF277,7888,6262
HDAC1_e9_140.6,HDAC1,3096,2634
BACH1_BTB24127_E1_2211,BACH1,5640,3394
KLHL3_BTB40147_E1_1764.17,KLHL3,1640,824
RNPEP_1953.108,RNPEP,3350,1977
LACTB_1644.159,LACTB,2390,1045
CDC20_1500.172,CDC20,1868,1033
PBX2_E5_136.0,PBX2,2390,1482
SMARCA4_BD_e33_102.10,SMARCA4,1680,1213
ABHD17B_882.21,ABHD17B,3340,2781
ZEB2_E8_1970.216,ZEB2,5314,4288
TBX5_E6_153.3,TBX5,468,203
CDK14_PKc_E7_63.2,CDK14,3156,2344
ZNF821_E7_165.14,ZNF821,4746,3644
PPIL2_1563.72,PPIL2,1212,905
RCBTB1_BTB371467_E1_1596.111,RCBTB1,3438,3045
ZFP28_E8_1170.8,ZFP28,7072,4747
ZNF304_E4_1068.15,ZNF304,1148,969
MYRF_E8_135.5,MYRF,1936,1455
PSMD14_933.65,PSMD14,1806,1050
ZKSCAN4_E5_576.15,ZKSCAN4,3704,2961
ZNF597_E4_630.51,ZNF597,2326,1085
ADAMTS14_3681.126,ADAMTS14,1518,1114
TLL1_3042.287,TLL1,1558,1105
CAMTA2_E5_136.0,CAMTA2,5798,3984
ZNF131_E6_47.1,ZNF131,4884,1818
G2E3_Phd_E8_59.0,G2E3,6876,4714
G2E3_1983.22,G2E3,6876,4714
RNF145_2082.210,RNF145,1730,1127
ZNF76_E9_180.9,ZNF76,1670,943
MMP11_1467.7,MMP11,2688,1310
BATF3_E2_90.1,BATF3,3258,1866
CHD6_H_e16_105.4,CHD6,1550,880
ZNF439_E3_834.65,ZNF439,3902,2093
ZNF124_E4_582.29,ZNF124,1408,770
NFX1_E14_120.10,NFX1,2708,1635
PHKG1_PKc_E6_66.1,PHKG1,1210,608
TET1_CXXC585624_E1_6411.92,TET1,2842,1560
KDM5B_Phd2_E23_132.12,KDM5B,2250,1532
ZFP57_E4_768.8,ZFP57,1810,1381
PWWP2B_PWWP488574_E1_1773.201,PWWP2B,1170,1206
CREBL2_E2_141.10,CREBL2,1720,871
ZNF852_E4_1077.94,ZNF852,3070,2606
FBXO11_2784.18,FBXO11,4030,1762
ABL1_PKc_E8_153.18,ABL1,1612,1217
ZNF641_E7_477.46,ZNF641,1210,753
MAFK_E3_210.20,MAFK,1898,1564
MOK_PKc_E2_113.1,MOK,1354,734
ESRRG_E4_117.7,ESRRG,4650,3633
KDM2A_Phd_E16_60.0,KDM2A,1986,1091
KCNC4_BTB38143_E1_1908.344,KCNC4,1140,720
RORB_E2_86.5,RORB,3216,2506
SOCS6_1608.85,SOCS6,3508,1615
RAG1_3132.310,RAG1,1318,728
FOXF2_E1_234.4,FOXF2,3608,2346
UBR2_1320.83,UBR2,1350,628
SOLH_3261.501,SOLH,2750,1951
SP140_Phd_E24_25.0,SP140,3000,1905
ZNF184_E6_1131.49,ZNF184,3654,2737
ZZZ3_E10_102.6,ZZZ3,1986,1169
USP37_2940.211,USP37,1722,869
EIF2AK1_PKc_E8_61.1,EIF2AK1,988,707
NEDD4_3960.205,NEDD4,2460,1701
UHRF1_7,UHRF1,1022,872
ZBTB46_BTB21126_E1_1770.25,ZBTB46,3186,3201
FBXO18_3285.402,FBXO18,2788,2321
TRIM33_Phd_E15_104.2,TRIM33,2034,1063
KLK8_263.4,KLK8,1646,1342
RARA_E3_84.12,RARA,3334,1957
RNF145_2082.101,RNF145,4508,2349
ZNF607_E5_1227.109,ZNF607,3696,2374
USP11_2892.117,USP11,2598,1949
HSF4_E3_78.2,HSF4,946,503
RNF34_1122.59,RNF34,2456,2359
KDM7A_e6_187.9,KDM7A,2130,1225
ZNF436_E4_918.22,ZNF436,3974,2206
KLK13_834.61,KLK13,3034,2208
PHF7_1146.113,PHF7,2064,1417
L3MBTL4_E14_65.7,L3MBTL4,3242,2961
ZNF43_E7_1908.127,ZNF43,1318,660
MID2_2208.180,MID2,1730,1108
ATOH1_E1_177.13,ATOH1,3128,2130
ZHX1_E3_1074.63,ZHX1,1398,919
PDZRN4_3111.392,PDZRN4,1434,1125
USPL1_3279.41,USPL1,2520,2183
CSNK1D_PKc_E2_111.8,CSNK1D,2268,1432
TRIM38_1398.32,TRIM38,3812,2331
KLHL12_BTB23130_E1_1707.1,KLHL12,3412,1761
ZNF14_E4_1155.76,ZNF14,3200,1598
ZNF483_E6_1206.94,ZNF483,2932,1798
ZBTB41_E8_106.4,ZBTB41,2650,1848
GSK3A_PKc_E3_84,GSK3A,586,430
MME_2253.122,MME,4062,2290
MMP26_786.54,MMP26,1404,902
MYSM1_2487.105,MYSM1,4406,2612
ZNF682_E4_750.52,ZNF682,2156,1238
CAPN6_1926.2,CAPN6,2178,1546
RNF19B_1764.84,RNF19B,2210,2092
FOXD3_E1_234.3,FOXD3,3102,2445
PJA2_2127.114,PJA2,2714,1313
PRKACG_PKc_E1_948.146,PRKACG,1378,1234
ZNF805_E4_1131.2,ZNF805,1996,1466
OLIG3_E1_174.14,OLIG3,780,557
ZNF229_E6_1239.34,ZNF229,2554,1626
DAPK3_PKc_E2_44,DAPK3,2320,1650
NEDD4_3960.176,NEDD4,1452,871
TRIM21_1428.33,TRIM21,964,592
NKX2_1_E3_174.2,NKX2,1494,872
ZNF624_E6_1671.95,ZNF624,3504,2620
INSR_PKc_E22_115.16,INSR,1866,1735
CDK17_PKc_E10_124.1,CDK17,2296,1148
EVX1_E2_135.0,EVX1,1534,953
OVCH2_1698.2,OVCH2,3648,3569
ZKSCAN3_E7_573.44,ZKSCAN3,3628,2185
ZNF783_E6_504.29,ZNF783,3462,2182
DMRT1_E1_141.5,DMRT1,1148,878
KDM5B_Phd2_E23_132.6,KDM5B,1304,808
ASPRV1_1032.8,ASPRV1,2434,1872
LAP3_1560.125,LAP3,3964,2509
NEK9_PKc_E4_71,NEK9,1188,812
ZBTB40_E13_207.20,ZBTB40,836,517
RELA_E3_132.4,RELA,478,284
CDY2A_Chromo_E1_159.0,CDY2A,2916,1837
HAND1_E1_162.3,HAND1,3822,4042
MKNK2_PKc_E6_80.9,MKNK2,1830,1268
NRD1_3660.343,NRD1,3550,2471
ATXN3L_1068.64,ATXN3L,3398,1919
MBD5_PWWP13831460_E1_4485.252,MBD5,2192,1348
MBD1_E10_69.0,MBD1,4330,3150
SH3RF3_2649.91,SH3RF3,900,462
MTA3_E14_128.2,MTA3,3082,2083
SPPL2A_1563.107,SPPL2A,2904,1763
KMT2D_e50_153.9,KMT2D,2968,2524
PSMA1_810.13,PSMA1,1724,834
USP17L13_885.42,USP17L13,7328,3687
USP17L17_885.42,USP17L17,7328,3687
ZFPM1_E10_1266.321,ZFPM1,1814,1255
HP_1221.61,HP,4386,2595
TRIM27_748.21,TRIM27,2472,1683
ZNF84_E5_1578.12,ZNF84,6248,4121
TRIM28_2508.53,TRIM28,1136,879
ASB3_1557.91,ASB3,452,428
CTSZ_912.73,CTSZ,3606,2561
RNF213_15624.1692,RNF213,3200,2413
ZNF229_E6_1239.51,ZNF229,1540,1354
FBXW7_2124.66,FBXW7,2060,1418
ZBTB12_BTB23127_E1_1380.264,ZBTB12,1268,1003
ASB5_990.72,ASB5,2004,1602
TFDP2_E8_141.1,TFDP2,9768,6675
ZNF648_E2_828.126,ZNF648,2756,1891
TRIM9_2133.367,TRIM9,1042,839
PBK_PKc_E6_130.3,PBK,1572,713
ZNF700_E4_1239.89,ZNF700,5258,4879
RCOR2_E11_92.10,RCOR2,3608,2265
RCOR2_SANT2_E11_101.11,RCOR2,3608,2265
GMEB2_E4_90.0,GMEB2,3852,3506
TCF4_Ex_220.27,TCF4,974,929
NOTO_E3_48.2,NOTO,2752,2252
STK38_PKc_E6_124.9,STK38,2646,2527
CUL9_7554.805,CUL9,2792,1810
ABHD12_1215.47,ABHD12,6800,3604
POU3F1_E1_174.0,POU3F1,1578,1222
AMFR_1932.64,AMFR,2270,1804
DMRTA1_E1_141.15,DMRTA1,4154,4132
EIF2AK1_PKc_E10_112.5,EIF2AK1,1674,999
KMT2B_Phd2_E13_96.8,KMT2B,1792,767
MAPK7_PKc_E2_88.4,MAPK7,616,733
ZFHX4_E10_2571.111,ZFHX4,2878,2397
CUL3_2325.63,CUL3,3260,1661
L3MBTL1_MBT277374_E1_2523.8,L3MBTL1,2064,1008
SPIN4_Spinlin119167_E1_750.28,SPIN4,3182,3112
BARX1_E3_82.0,BARX1,4698,3101
HES2_E3_69.4,HES2,806,571
RNF141_693.50,RNF141,1918,1089
CBLC_1425.44,CBLC,1012,584
RNF31_2766.152,RNF31,1794,1136
KCTD14_BTB35119_E1_768.26,KCTD14,1858,1502
KMT2A_CXXC11471194_E1_11919.23,KMT2A,930,614
ZNF30_E5_1491.58,ZNF30,6706,6351
PKNOX2_E10_72.1,PKNOX2,2008,982
CTSL2_1005.71,CTSL2,2562,1457
PWWP2A_PWWP653739_E1_2268.15,PWWP2A,1796,1293
FOXR2_E1_246.10,FOXR2,1128,839
ZNF784_E2_447.63,ZNF784,610,493
HOXA13_E2_171.7,HOXA13,2638,1645
PBRM1_BD1_e4_148.5,PBRM1,5910,2782
ZNF45_E10_1548.175,ZNF45,968,513
FBXO18_3285.334,FBXO18,2670,2065
KDM5C_E4_144.10,KDM5C,3168,2491
CBLB_2949.328,CBLB,4186,2507
ZNF282_E8_330.4,ZNF282,1630,1540
ZNF107_E7_1755.101,ZNF107,1508,802
TMPRSS11D_1257.74,TMPRSS11D,3630,2097
YME1L1_2322.139,YME1L1,1850,1391
ZNF514_E5_498.0,ZNF514,2860,2429
ARIH2_1482.141,ARIH2,1044,1097
BRPF1_Phd_E3_186.10,BRPF1,4900,3493
ZNF813_E4_1236.57,ZNF813,4184,2650
ASB14_1764.59,ASB14,3250,2490
ARNTL2__158.3,ARNTL2,1528,1275
NFATC3_E4_200.3,NFATC3,4016,3138
neg81,neg81,3926,2595
KCTD14_BTB35119_E1_768.1,KCTD14,4894,4661
ADAMTS13_4284.73,ADAMTS13,1334,1013
RNF213_15624.1357,RNF213,762,687
ACE2_2418.37,ACE2,1710,1478
BSX_E2_129.11,BSX,1560,817
CREBL2_E3_27.0,CREBL2,5082,3493
TFE3_E8_76.1,TFE3,6140,4637
MYCN_E3_180.20,MYCN,1404,1052
TDRD12_tudor60109_E1_1188.74,TDRD12,4008,2679
MYT1_E7_894.75,MYT1,2654,2400
RNF41_954.24,RNF41,3000,1638
ATF2_E5_45.0,ATF2,2596,1559
USP38_3129.237,USP38,2216,1219
TAL2_E1_168.9,TAL2,5242,2730
OVCH1_3405.49,OVCH1,2234,943
ZNF436_E4_918.72,ZNF436,3030,2405
USP1_2358.156,USP1,3030,1839
CHD2_D_e15_90.0,CHD2,3676,2690
CDK15_PKc_E4_80.2,CDK15,3016,1823
ZNF845_E4_1935.77,ZNF845,4468,1992
ZNF781_E4_303.1,ZNF781,5286,3771
NHLH1_E2_171.18,NHLH1,632,309
ZNF177_E6_498.42,ZNF177,1530,977
JOSD1_609.69,JOSD1,2808,1886
HTRA4_1431.136,HTRA4,2622,1774
KCNA5_BTB122213_E1_1842.356,KCNA5,1586,840
ZSCAN20_E9_248.23,ZSCAN20,5890,3634
ZSCAN20_SANT2_E7_248.23,ZSCAN20,5890,3634
TDRD6_tudor13091422_E1_6291.268,TDRD6,1438,1090
OVOL2_E3_31.0,OVOL2,2278,1581
MYLIP_1338.145,MYLIP,2890,2027
RNF14_1425.112,RNF14,1864,1093
SPIN4_Spinlin119167_E1_750.33,SPIN4,2106,1211
DMTF1_SANT3_E13_43.0,DMTF1,3502,1780
ZNF266_E11_1233.86,ZNF266,3654,2866
ASB18_1401.208,ASB18,416,258
LEUTX_E2_73.2,LEUTX,4454,2451
CHD9_Chromo_E9_87.3,CHD9,3448,2959
JAK3_PKc_E12_132.19,JAK3,1144,466
OVCH1_3405.363,OVCH1,2810,2308
WDSUB1_1155.46,WDSUB1,1468,1040
STAT2_E17_136.6,STAT2,3436,2086
RFWD3_2325.99,RFWD3,2232,1014
MUSK_PKc_E14_149.4,MUSK,1574,985
PROC_1386.184,PROC,2584,1838
LONRF1_2322.141,LONRF1,4180,2942
ISX_E4_42.3,ISX,532,434
RORA_E4_142.0,RORA,5314,3431
ZNF84_E5_1578.121,ZNF84,3626,3077
PBRM1_E26_202.10,PBRM1,4366,2401
SCRT1_E2_156.15,SCRT1,1208,792
PITRM1_3117.378,PITRM1,2412,1735
MGA_E20_126.1,MGA,2914,2709
ZBTB32_E6_161.24,ZBTB32,976,702
UHRF1_2381.359,UHRF1,1120,482
ZBTB26_E2_300.15,ZBTB26,4158,1992
KMT2A_BD_e18_50.3,KMT2A,2160,964
UBE2E3_624.36,UBE2E3,1652,1254
TFR2_2406.353,TFR2,5448,3875
ZNF398_E6_246.39,ZNF398,1596,1170
KDM5B_Phd1_E8_138.14,KDM5B,2256,1092
C1RL_1464.188,C1RL,1404,838
DCLK1_PKc_E10_120.4,DCLK1,2978,1793
ADAM20_2331.204,ADAM20,2898,1940
ZNF695_E4_1104.51,ZNF695,4526,3053
ECT2L_2715.252,ECT2L,2792,868
ZBTB49_BTB15118_E1_2298.1,ZBTB49,1794,1098
TMPRSS11F_1317.35,TMPRSS11F,2578,1804
TRIM6-TRIM34_2529.229,TRIM6-TRIM34,8694,6464
TRIM34_1467.143,TRIM34,8694,6464
ANAPC2_2469.306,ANAPC2,2358,1233
ZNF117_E4_915.23,ZNF117,3636,1885
ZNF668_E2_410.28,ZNF668,1630,680
PITX1_E3_42.0,PITX1,1310,718
GLIS3_E5_162.10,GLIS3,1546,963
MBD3_E5_178.14,MBD3,5176,3624
MBD3_MBD2_E5_178.14,MBD3,5176,3624
DNAJC2_SANT2_E16_155.14,DNAJC2,4042,3649
KCTD19_BTB398488_E1_2781.79,KCTD19,2506,1864
MARCH1_870.14,MARCH1,3540,3279
ADAM17_2475.67,ADAM17,3680,3044
ACVR1_PKc_E11_102.2,ACVR1,2960,2083
MMP15_2010.392,MMP15,650,356
ZBTB4_BTB2062_E1_3042.753,ZBTB4,968,598
MARCH11_1209.65,MARCH11,1060,420
CREBL2_E2_141.5,CREBL2,3802,2807
MARCH4_1233.59,MARCH4,2234,1759
E2F3_E3_194.2,E2F3,2086,1595
TRIM4_1503.7,TRIM4,1996,1277
PLAG1_E4_110.0,PLAG1,4746,3022
OBSCN_PKc2_E101_240.47,OBSCN,1126,1169
ZBTB38_E8_2331.147,ZBTB38,2918,1817
STK31_PKc_E21_150.5,STK31,352,279
RFFL_1092.78,RFFL,2678,1941
PCGF3_729.97,PCGF3,498,258
MYBL2_E4_93.9,MYBL2,2274,1281
ZBTB41_E7_107.2,ZBTB41,1966,1571
DCAF12_1362.25,DCAF12,794,558
CSNK1E_PKc_E5_229.35,CSNK1E,484,250
SMURF2_2247.81,SMURF2,2488,1542
NR2F2_E1_208.6,NR2F2,1724,1409
ZNF548_E4_834.71,ZNF548,5256,3876
KEAP1_BTB67179_E1_1875.299,KEAP1,2170,1345
TRIM59_1212.7,TRIM59,4592,3427
NKX2_2_E2_171.20,NKX2,1158,504
KLHL30_BTB23130_E1_1737.364,KLHL30,1546,1087
SMARCAD1_H_e21_119.0,SMARCAD1,3360,1789
ZNF598_2715.602,ZNF598,1816,1761
BFAR_1353.177,BFAR,2068,1222
FBXL15_903.161,FBXL15,3842,3996
USP47_3864.51,USP47,3344,2264
ZNF391_E3_807.47,ZNF391,3538,1913
CHD1L_D_e4_115.1,CHD1L,3630,2628
TRIM43_2,TRIM43,1626,1203
ZBTB26_E2_300.26,ZBTB26,2584,1479
JOSD1_609.35,JOSD1,3948,2670
UBE2D1_444.2,UBE2D1,4462,4106
CYLD_2871.137,CYLD,3808,2774
FOXN2_E4_33.0,FOXN2,3162,1563
IGF1R_PKc_E20_135.11,IGF1R,1636,1384
ASB3_1557.88,ASB3,2642,1448
HAT1_e4_121.2,HAT1,2202,1204
LNPEP_3078.264,LNPEP,2376,1906
ZNF239_E2_816.81,ZNF239,1586,736
BRDT_BD2_e7_129.4,BRDT,2378,1606
KDM5C_E4_144.2,KDM5C,2396,1693
SENP3_1725.185,SENP3,1738,1413
ZNF559_E6_1170.65,ZNF559,3044,1635
KLF6_E3_65.2,KLF6,2854,2385
TRIM59_1212.9,TRIM59,4424,3422
MMP12_1413.46,MMP12,4288,3203
BTBD8_BTB207300_E1_1137.45,BTBD8,2464,1648
SP9_E2_162.10,SP9,4862,3259
MAP2K7_PKc_E8_180.14,MAP2K7,1768,1051
UBOX5_1626.137,UBOX5,1980,1337
USP41_852.109,USP41,3184,2505
ZBTB1_BTB14109_E1_2142.5,ZBTB1,3524,1267
FBXL12_981.164,FBXL12,528,455
TRHDE_3075.63,TRHDE,5358,4244
PITRM1_3117.25,PITRM1,1626,762
DMBX1_E2_147.23,DMBX1,2450,1427
POU2F2_E10_63.2,POU2F2,2010,1374
neg100,neg100,3330,2393
ANAPC13_225.8,ANAPC13,3534,2611
MUL1_1059.49,MUL1,346,331
CTRB1_792.65,CTRB1,2860,1394
L3MBTL4_MBT57149_E1_1872.208,L3MBTL4,1484,1042
CREM_E8_130.4,CREM,3906,2654
TDRD6_tudor13561401_E1_6291.263,TDRD6,2086,1130
PCGF1_780.81,PCGF1,3034,1661
TBX19_E2_265.41,TBX19,1956,1203
LMX1A_E5_84.1,LMX1A,3404,2242
BHLHE22_E1_174.13,BHLHE22,2980,1823
CPB2_1272.5,CPB2,2408,1474
PSEN1_1404.2,PSEN1,1206,717
LHX5_E3_135.10,LHX5,2436,2232
MORC3_CW408446_E1_2820.172,MORC3,1246,715
L3MBTL4_E14_65.3,L3MBTL4,5578,2937
ZGLP1_E3_94.1,ZGLP1,4070,3017
PJA1_1368.109,PJA1,848,726
ZNF283_E7_1077.51,ZNF283,6210,3982
ANAPC13_225.14,ANAPC13,994,466
ZNF235_E5_1239.29,ZNF235,6608,6077
BRPF3_BD_e6_190.23,BRPF3,2962,2102
NR6A1_E3_232.12,NR6A1,1742,1000
SPPL2B_1779.349,SPPL2B,2770,2445
HDX_E6_138.1,HDX,3002,1648
RNF17_tudor731776_E1_4872.84,RNF17,1500,681
PSMB10_822.31,PSMB10,2986,1335
ZNF521_E4_276.5,ZNF521,6084,4762
ZNF334_E5_1401.48,ZNF334,6588,3823
ELK1_E3_198.21,ELK1,2652,1995
TTC3_6078.274,TTC3,2392,1775
CRX_E3_135.1,CRX,5722,5016
RHBDF1_2568.387,RHBDF1,2104,1329
CREBBP_e28_168.12,CREBBP,1858,826
TRIM28_2508.27,TRIM28,1866,1286
ZNF382_E5_765.12,ZNF382,6592,4530
NPAS4_E6_362.13,NPAS4,2166,1097
ZBTB7C_BTB24127_E1_1860.3,ZBTB7C,2488,2161
ADAM32_2364.31,ADAM32,3690,2624
KCTD11_BTB2270_E1_699.145,KCTD11,1480,1045
SUB1_E4_109.5,SUB1,1954,1030
PCSK4_2268.137,PCSK4,1902,1441
ZNF552_E3_243.12,ZNF552,2086,1973
ZPR1_E9_71.4,ZPR1,3478,2667
RNF19B_1764.188,RNF19B,3626,3256
TMEM129_1089.190,TMEM129,2816,2350
TRIM51_1359.64,TRIM51,1796,712
FBXO8_960.29,FBXO8,2962,2306
HACE1_2730.213,HACE1,1450,941
CLOCK_E7_149.5,CLOCK,3656,2097
MARK4_PKc_E6_71.4,MARK4,3512,3099
NAALADL1_2223.318,NAALADL1,4524,3563
MGRN1_1731.205,MGRN1,2636,1805
UBE4A_3201.140,UBE4A,1498,783
ZNF699_E5_1254.119,ZNF699,2050,1580
RNF139_1995.82,RNF139,2506,1589
DLX2_E3_48.3,DLX2,3018,2047
TBL1Y_5,TBL1Y,4822,4760
KCNG2_BTB19112_E1_1401.28,KCNG2,1284,1174
CDC16_1863.66,CDC16,2422,1286
NLN_2115.172,NLN,3810,3134
KCTD14_BTB35119_E1_768.25,KCTD14,960,802
MARK1_PKc_E2_81.5,MARK1,2442,1544
KLK12_765.136,KLK12,1552,1227
USP26_2742.111,USP26,2674,2702
ASB3_1557.116,ASB3,3156,2502
TADA2B_SANT_E2_79.7,TADA2B,744,568
SP140_Phd_E23_101.0,SP140,702,439
LRRK1_PKc_E25_124.6,LRRK1,1304,687
TDRD6_tudor69133_E1_6291.621,TDRD6,884,568
USP17L7_1593.152,USP17L7,3150,2062
CXXC5_CXXC255296_E1_969.74,CXXC5,2360,1254
ZNF717_E5_1770.71,ZNF717,3714,2642
RCOR2_E11_54.5,RCOR2,2798,1706
RCOR2_SANT_E6_125.20,RCOR2,2798,1706
BBX_E5_171.2,BBX,3904,2651
GRK5_PKc_E8_141.16,GRK5,1502,1309
CDIP1_E5_107.7,CDIP1,1040,925
H2AFY2_Macro178364_E1_1119.101,H2AFY2,2230,1844
AIRE_Phd1_E8_113.0,AIRE,1490,906
GAN_BTB20125_E1_1794.15,GAN,3488,2020
CREB3L1_E8_67.1,CREB3L1,2700,1956
EMX2_E2_129.5,EMX2,776,418
ZKSCAN2_E5_472.50,ZKSCAN2,5808,3472
ZKSANT2_SANT_E5_472.50,ZKSANT2,5808,3472
EPHA2_PKc_E12_62.7,EPHA2,2990,2669
WEE2_PKc_E4_128.4,WEE2,800,423
RNF40_3006.295,RNF40,1452,1140
SMAD2_E3_90.0,SMAD2,4856,4123
SOX6_E13_109.9,SOX6,3458,2153
ORC1_Bah44170_E1_2586.2,ORC1,1468,987
HHEX_E3_48.0,HHEX,3748,2581
TRAF7_2013.247,TRAF7,1228,741
ZNF154_E3_582.57,ZNF154,2024,1059
USP17L8_1593.133,USP17L8,5020,2446
SUV420H2_e5_164.18,SUV420H2,2842,1602
TAF1_BD2_e31_93.0,TAF1,6160,3243
BRPF1_Phd_E3_186.1,BRPF1,2894,1872
ARID3A_E5_184.5,ARID3A,5634,4286
ADAMTS6_3354.354,ADAMTS6,1938,992
FOXL1_E1_234.12,FOXL1,2056,1026
HSPBAP1_e3_182.1,HSPBAP1,4462,2958
WEE1_PKc_E5_122.1,WEE1,1390,757
SRCAP_H_e28_170.10,SRCAP,1110,575
NR3C2_E5_103.7,NR3C2,3966,2179
AMHR2_PKc_E6_231.14,AMHR2,616,390
TBX22_E4_102.12,TBX22,3450,2380
ZNF774_E4_996.85,ZNF774,1996,1077
AR_E3_117.0,AR,3266,1720
ZNF805_E4_1131.37,ZNF805,4266,2969
SMYD3_e6_68.4,SMYD3,5706,4248
TBL1XR1_6,TBL1XR1,2466,1072
ZNF775_E3_1254.215,ZNF775,5900,5966
HERC1_14586.680,HERC1,1490,1015
CEBPA_E1_147.0,CEBPA,2978,1793
HSPBAP1_e5_172.8,HSPBAP1,4108,2587
MEX3D_2001.473,MEX3D,1136,698
BLMH_1368.33,BLMH,3690,2283
GMEB1_E4_111.5,GMEB1,4156,2763
ASB3_1557.104,ASB3,1436,896
ID3_E1_126.9,ID3,5804,6474
JAK3_PKc2_E20_125.11,JAK3,1810,1418
PCSK2_1917.242,PCSK2,2880,1945
MID2_2208.252,MID2,1832,1317
USP18_1119.113,USP18,2426,1353
BMI1_981.0,BMI1,2868,2074
FBXO8_960.50,FBXO8,1674,1111
TADA2B_SANT_E2_79.4,TADA2B,1896,1303
EPHB4_PKc_E14_150.2,EPHB4,2624,1381
TRAF3_1707.73,TRAF3,2154,1549
MEIS2_E8_63.0,MEIS2,7548,4131
ARID3B_E5_184.16,ARID3B,1818,1309
MKRN3_1524.92,MKRN3,2196,1809
ADAM17_2475.206,ADAM17,2512,1795
MARCH10_2541.163,MARCH10,3126,1842
ELF3_E8_188.3,ELF3,3828,3101
CLK4_PKc_E6_117.3,CLK4,5680,3649
HERC1_14586.977,HERC1,1676,1128
MORC1_CW481530_E1_2955.7,MORC1,644,285
ZNF692_E11_47.0,ZNF692,2642,2580
QPCT_1086.11,QPCT,3782,2264
FBXL19_2085.324,FBXL19,876,463
LNX2_2073.7,LNX2,2360,1170
PRDM8_e9_190.9,PRDM8,2502,1796
USPL1_3279.247,USPL1,2364,1766
TFAP2D_E4_134.12,TFAP2D,1728,899
DNMT1_Bah770893_E1_4899.649,DNMT1,1610,783
CAD_6678.236,CAD,2436,1835
ZNF746_E7_162.2,ZNF746,4904,5887
SOCS1_636.18,SOCS1,478,235
PAK1_PKc_E13_197.8,PAK1,3118,2270
ZKSCAN8_E7_744.1,ZKSCAN8,1676,1140
TSSK1B_PKc_E1_789.43,TSSK1B,3776,2710
ZNF776_E3_666.12,ZNF776,3528,2599
USP32_4815.271,USP32,3332,2316
DPEP2_1461.43,DPEP2,2392,1519
ZNF699_E5_1254.0,ZNF699,4564,3813
CDK2_PKc_E2_78.3,CDK2,1288,662
ZNF335_E20_375.60,ZNF335,742,363
PSMB8_831.108,PSMB8,4052,2925
HTRA3_1362.84,HTRA3,5354,5011
CCDC79_E2_135.11,CCDC79,1984,759
ATG4A_1197.119,ATG4A,3064,2012
RERE_SANT_E13_81.4,RERE,2768,1868
SMYD5_SET1_e10_57.0,SMYD5,3344,1871
CLPP_834.26,CLPP,3234,2012
ZNF8_E4_699.105,ZNF8,2286,1479
VENTX_E2_129.4,VENTX,3228,2038
ACE2_2418.236,ACE2,4306,3116
PBRM1_Bah11301248_E1_4749.332,PBRM1,1994,1373
NEUROD4_E2_171.16,NEUROD4,3576,3139
ZNF337_E4_1665.25,ZNF337,2374,1606
MBTPS1_3159.396,MBTPS1,862,468
TEAD1_E11_141.10,TEAD1,4408,2960
MERTK_PKc_E15_119.9,MERTK,2398,1200
PRSS54_1188.136,PRSS54,1690,1034
MBTD1_MBT468560_E1_1887.73,MBTD1,786,870
PLK2_PKc_E2_108,PLK2,1224,835
GATA2_E6_126.2,GATA2,704,341
USP48_3108.249,USP48,4846,3409
ZNF672_E4_1206.93,ZNF672,638,335
BIRC3_1815.17,BIRC3,1320,959
LRSAM1_2172.164,LRSAM1,4354,3845
HIF1A_E2_187.5,HIF1A,2816,2507
GDAP2_Macro54193_E1_1494.23,GDAP2,4636,2225
GCK_PKc_E6_100.5,GCK,2502,1786
ACE_3921.52,ACE,2598,1826
ESRRA_E2_109.16,ESRRA,1572,1351
TGIF2LY_E2_171.11,TGIF2LY,5186,2423
ZBTB1_BTB14109_E1_2142.135,ZBTB1,2958,1843
ELK3_E2_153.5,ELK3,2510,1784
UBE2L6_462.23,UBE2L6,502,477
ECE1_2313.209,ECE1,986,563
PRKCD_PKc_E16_139.5,PRKCD,1586,856
RAPSN_1239.124,RAPSN,296,98
ZFP69_E6_666.59,ZFP69,4456,2551
USP51_2136.168,USP51,2676,2149
SPIC_E5_252.0,SPIC,2996,1448
MARK3_PKc_E5_66.2,MARK3,1900,1393
ZBTB8B_BTB14122_E1_1488.213,ZBTB8B,1038,872
IKZF4_E5_131.12,IKZF4,3438,2885
RFX4_E4_124.12,RFX4,4650,3719
KLHL22_BTB51145_E1_1905.12,KLHL22,2556,1614
LACTB_1644.113,LACTB,1648,1178
SMARCAD1_D_e12_100.3,SMARCAD1,5166,3523
ZNF552_E3_243.16,ZNF552,5050,2960
PHF1_Phd2_E8_34.0,PHF1,1880,1737
TRIM60_1416.96,TRIM60,5060,3061
