"","sgRNA","Gene","mergeD0","Vaco.Cont1.final"
"40599",38010198,"PLCD1",536.373197625106,2053
"40601",3801086,"CDC25B",4574.93384223919,737
"40605",38012705,"TTI1",657.14673452078,1565
"40607",38014945,"TBC1D1",5203.90415606446,2611
"40609",38016116,"SHB",5859.27141645462,2609
"40610",38016714,"PLCD1",9834.56403731976,2991
"40611",38017309,"ZNF33A",6101.11450381679,3687
"40614",3801932,"CDC25B",3628.20525869381,1978
"40618",38034088,"RPRD1B",1000.66072943172,2340
"40621",38046110,"POU3F1",2367.30619168787,797
"40624",38046608,"POU3F1",2965.62425784563,737
"40625",38049794,"TBC1D1",2368.14927905004,1354
"40627",38055263,"ZNF33A",6264.79728583545,4467
"40628",38055476,"ZNF33A",5493.41560644614,2009
"40629",38055685,"ZNF33A",3798.16878710772,1934
"40630",38057090,"EIF4EBP1",1524.54283290925,311
"40631",38057119,"EIF4EBP1",2684.59117896522,646
"40632",38057150,"EIF4EBP1",1407.19508057676,2134
"40634",38059331,"PICK1",6263.89058524173,3304
"40635",38059581,"TBC1D3C",4447.10602205259,740
"40637",38061707,"ZFAND3",2495.97455470738,627
"40638",38061963,"TBC1D3C",1948.3647158609,1036
"40642",38065120,"PICK1",3500.14673452078,684
"40645",38073783,"PICK1",6991.82442748092,1719
"40647",38074706,"CYP1B1",1165.81085665819,1603
"40649",38075202,"CYP1B1",2057.9957591179,534
"40651",38081199,"SLC16A8",6993.16963528414,3021
"40652",38081287,"SLC16A8",2059.15521628499,2
"40653",38081624,"SLC16A8",2988.56658184902,374
"40657",38089577,"SYTL5",8756.58693808312,4322
"40659",38097139,"BAIAP2L2",4745.86344359627,1392
"40662",38102391,"SYTL5",2957.05937234945,271
"40663",38106402,"ASH2L",5578.79983036472,3
"40664",38107092,"ASH2L",917.050042408821,314
"40665",38107885,"BAIAP2L2",4618.41306191688,1495
"40666",38108333,"BAIAP2L2",8168.71840542833,1116
"40667",3811333,"PGAP2",6150.29686174724,709
"40668",38116631,"ZFAND3",5486.4096692112,1663
"40669",38117763,"ZNF37A",4551.11365564037,2048
"40670",38118033,"ZNF37A",2427.72179813401,1837
"40671",38118200,"ZNF37A",5973.80407124682,1310
"40674",38120966,"ASH2L",1348.64631043257,591
"40675",38121133,"DSCR4",528.307888040712,1993
"40676",38121145,"ASH2L",372.113655640373,525
"40678",38121223,"DSCR4",8814.21374045802,1595
"40679",38126639,"ACAA1",832.28074639525,817
"40680",38128274,"PLA2G6",5706.28074639525,1969
"40682",38130768,"SIPA1L3",1644.30619168787,2
"40683",38131957,"ACAA1",832.744698897371,1707
"40685",38132919,"PLA2G6",2557.42493638677,1466
"40686",38133970,"LOC102723859",1297.5860899067,1173
"40687",38134657,"LOC102723859",9421.58948261238,4311
"40690",38138785,"MYD88",4499.99321458863,628
"40691",38138957,"MYD88",1648.89991518236,724
"40692",38139553,"TGM2",1823.53180661578,968
"40693",38139924,"MYD88",7970.23833757422,2070
"40694",38139994,"MYD88",3107.25954198473,1316
"40697",38142064,"TGM2",4852.86174724343,2732
"40698",3814242,"DLGAP1",443.396098388465,1476
"40700",38146067,"STAR",1251.86005089059,667
"40701",38146325,"STAR",2181.70737913486,668
"40703",38148683,"STAR",3008.56064461408,549
"40704",38156009,"TGM2",5019.02205258694,4087
"40705",38160190,"SRPX",9393.60814249364,5059
"40706",38161450,"TGM2",1418.69804919423,481
"40707",38169219,"PLA2G6",160.373197625106,610
"40709",38169897,"LSM1",3320.0491942324,1818
"40710",38171992,"SRPX",4195.80067854114,3842
"40711",38174188,"SRPX",5546.55131467345,440
"40712",38174304,"SRPX",11429.6938083121,2910
"40713",38176290,"LSM1",3893.25869380831,1253
"40715",38183099,"OXSR1",1277.09329940628,696
"40719",38188316,"TBC1D3",1972.44868532655,1379
"40720",38192700,"BAG4",3632.29770992366,799
"40721",38198800,"OXSR1",2748.24088210348,10
"40723",38207689,"STARD3NL",6017.70992366412,1947
"40724",38207734,"BAG4",4610.37234944869,594
"40725",38209178,"BAG4",3546.08396946565,972
"40727",38209923,"SSTR1",3186.24088210348,1437
"40730",3821329,"C17orf85",1744.38083121289,661
"40731",38214385,"STARD3NL",5603.30364715861,288
"40732",38214454,"MAFF",4051.10517387617,547
"40733",38214566,"MAFF",438.921967769296,753
"40734",38214593,"MAFF",2747.51399491094,2
"40735",38217075,"STARD3NL",5766.3647158609,816
"40740",3822161,"AP5S1",6593.77692960136,3523
"40742",3822241,"AP5S1",13606.6870229008,4198
"40750",38238148,"DDHD2",4267.28753180662,2189
"40752",3823920,"PGAP2",2154.65309584394,3734
"40754",3824031,"PGAP2",5185.81170483461,387
"40758",38241645,"KIAA1755",1156.52247667515,1562
"40759",38241902,"KIAA1755",6715.89143341815,852
"40760",38242366,"DDHD2",2053.66836301951,539
"40761",38245980,"TMEM184B",6372.21034775233,549
"40766",38255344,"CLEC14A",1330.71246819338,1018
"40767",38255602,"CLEC14A",1510.36810856658,198
"40768",38255888,"CLEC14A",3864.29940627651,692
"40769",38256143,"PPP1R14A",1397.5572519084,484
"40770",38256214,"PPP1R14A",993.400339270568,289
"40771",38256281,"PPP1R14A",2027.19338422392,1421
"40773",38265561,"TARP",2385.12128922816,2652
"40774",38265607,"TARP",2214.84902459712,2362
"40775",38265640,"TARP",5962.25530110263,715
"40776",38265649,"TARP",1386.27905004241,1585
"40777",38267284,"PPAPDC1B",4142.62086513995,539
"40778",38267327,"PPAPDC1B",10149.0856658185,3959
"40779",38267902,"PPAPDC1B",4485.45462256149,3852
"40780",38268919,"PPAPDC1B",5013.37743850721,3775
"40782",38274683,"SLC22A13",1647.24257845632,3080
"40783",38275099,"SLC22A13",516.837150127226,586
"40784",38275453,"SLC22A13",2195.64800678541,2458
"40785",3827863,"RHOG",1533.86089906701,560
"40786",3827910,"RHOG",459.956743002544,1245
"40787",3827967,"RHOG",1709.39185750636,2
"40790",38283762,"SPINT2",694.241730279898,814
"40791",38288029,"RPGR",6471.66072943172,936
"40793",38290171,"SPINT2",825.051738761662,364
"40795",3829363,"C17orf85",1913.01865988126,998
"40796",38295907,"WHSC1L1",5610.20695504665,1131
"40798",38298862,"CSNK1E",730.577608142494,1802
"40803",38299434,"KCNJ15",8227.41899915182,1712
"40804",38299439,"SPRED1",7456.72094995759,3221
"40806",38299534,"SPRED1",10066.058524173,2982
"40807",38299922,"CSNK1E",4299.58778625954,2575
"40808",38299956,"LOC400927-CSNK1E",6137.57251908397,3432
"40810",38300909,"LOC400927-CSNK1E",149.080576759966,1292
"40811",38302962,"CSNK1E",1718.01357082273,3298
"40813",38304421,"C19orf33",1273.33248515691,767
"40814",38304455,"C19orf33",398.373197625106,836
"40815",38304485,"C19orf33",1135.83715012723,641
"40816",38304673,"C19orf33",2057.84987277354,866
"40817",38305433,"WHSC1L1",3313.50212044105,471
"40818",38306148,"SLC22A14",5325.96183206107,1269
"40819",38306398,"SLC22A14",5227.34266327396,5112
"40820",38306538,"SLC22A14",3166.70992366412,667
"40822",38308967,"SLC22A14",2576.72858354538,3893
"40823",38309013,"YIF1B",1201.47243426633,675
"40825",38309523,"YIF1B",2353.83799830365,1282
"40826",38314087,"CSNK1E",643.72010178117,231
"40827",38314088,"LOC400927-CSNK1E",3349.61747243427,2
"40828",38314640,"ATL2",164.410517387617,513
"40830",38317431,"RPGR",3666.51993214589,775
"40831",38318327,"ALG10B",2944.67090754877,493
"40832",38318450,"BPI",2803.57760814249,1505
"40833",38318705,"MRPL45",6398.79643765903,608
"40834",38320171,"ALG10B",743.571670907549,242
"40835",38320324,"ALG10B",460.625106022053,1539
"40836",38320408,"ALG10B",3113.20865139949,499
"40838",38321042,"RPGR",4090.22307039864,993
"40839",38323870,"BPI",2917.55640373198,1013
"40840",38323953,"BPI",1998.92790500424,392
"40842",38329443,"GPR179",3777.74554707379,1359
"40844",38330139,"GPR179",3794.13655640373,612
"40845",38335241,"GPR179",1490.4673452078,318
"40847",3833768,"ZFR2",3493.72010178117,711
"40848",38338777,"EGFLAM",3549.32230703986,1678
"40849",3833887,"CEP104",4639.52756573367,852
"40852",38344355,"CATSPERG",3586.07888040712,2072
"40854",38347844,"WHSC1L1",1013.17811704835,1414
"40855",38349489,"SPRED1",3118.57930449534,1815
"40857",38350028,"UFM1",2591.7336726039,1545
"40858",38350041,"UFM1",1544.47752332485,550
"40859",3835059,"CEP104",4340.41984732824,1211
"40860",38351082,"SPRED1",4250.03901611535,720
"40861",38352568,"SOCS7",1046.60050890585,638
"40863",38354267,"UFM1",3573.39525021204,1308
"40864",38354435,"LBP",4555.41136556404,986
"40865",38356775,"CATSPERG",1333.25021204411,1659
"40868",38360362,"XYLB",4859.69296013571,1993
"40869",38364789,"SOCS7",1861.96861747243,691
"40870",38365201,"XYLB",4038.46988973707,1804
"40871",38365352,"SOCS7",7096.25360474979,3484
"40872",3836638,"CEP104",1120.93638676845,1852
"40875",38374658,"PSMD8",2492.87192536047,3378
"40877",38376156,"XYLB",6950.78117048346,1269
"40879",38381420,"OTC",1716.93893129771,1611
"40881",38386406,"GGN",5634.24003392706,2777
"40882",38386518,"GGN",6694.56827820187,2987
"40883",38386818,"GGN",2641.05004240882,261
"40884",38390406,"SPRED3",5337.78541136556,1421
"40885",38392023,"SPRED3",6533.39779474131,2240
"40886",38392106,"SPRED3",7342.33502968618,2203
"40887",38392383,"ERG",5829.27735368957,1331
"40888",38392829,"LETM2",4487.23664122137,821
"40889",38392948,"LETM2",9172.3443596268,1058
"40890",38394133,"LETM2",4480.00932994063,387
"40892",38395933,"ALDH1B1",3248.12807463953,2
"40893",38396026,"ALDH1B1",1246.28753180662,1702
"40894",38396113,"ALDH1B1",3857.13401187447,1236
"40896",38400402,"LETM2",7089.10771840543,19
"40897",38401361,"OTC",4496.21374045802,2580
"40898",38402579,"ERG",2090.55131467345,676
"40899",38403635,"OTC",2873.83630195081,763
"40900",38404988,"FAM98C",1465.1475826972,680
"40901",38405109,"FAM98C",2135.65224766751,102
"40905",38407842,"EGFLAM",2410.19762510602,651
"40906",38408757,"OTC",6554.64885496183,1623
"40908",38413409,"RASGRP4",11005.6268023749,744
"40912",38418102,"EGFLAM",2160.39016115352,1054
"40915",38421969,"RASGRP4",2470.23833757422,1564
"40916",38423490,"ERG",6902.23155216285,5455
"40917",38424070,"IGFBPL1",3168.63358778626,2148
"40918",38424240,"IGFBPL1",5282.5818490246,1993
"40919",38424336,"IGFBPL1",4514.86598812553,414
"40925",38428006,"KCNJ4",3854.86598812553,1906
"40926",38432194,"AMPH",2615.368956743,802
"40927",38445525,"ERG",4802.39185750636,2648
"40929",38448699,"RYR1",1765.83630195081,1670
"40930",3845042,"LRRN1",1763.9465648855,637
"40934",3846071,"C17orf85",3940.64291772689,623
"40936",38464067,"FAM98B",2026.51484308736,698
"40938",38467692,"RYR1",1927.27141645462,2972
"40939",38468278,"KDELR3",1899.32400339271,1215
"40940",38468320,"KDELR3",3787.0203562341,682
"40942",38473540,"FAM98B",1560.37319762511,633
"40946",38478269,"ACVR2B",2827.67260390161,893
"40947",38479493,"ARHGAP23",2086.54792196777,1527
"40949",38479822,"ACVR2B",2958.83715012723,646
"40950",38481263,"KDELR3",2420.67345207803,1262
"40952",38482536,"ARHGAP23",281.132315521628,707
"40954",38491109,"AMPH",1586.86259541985,1986
"40955",38493679,"LIFR",4536.68787107718,370
"40956",38494041,"DDX17",2920.7090754877,1278
"40959",38495815,"DDX17",6676.13655640373,839
"40960",38496535,"LIFR",4128.99321458863,1573
"40961",38497727,"EXOG",3205.39016115352,472
"40963",38499572,"RALGAPB",2159.38252756573,2647
"40964",3849978,"FAM50B",2989.55640373198,1599
"40966",3850179,"FAM50B",8188.17726887193,628
"40967",38502397,"RASGRP1",2387.25530110263,553
"40968",3850284,"FAM50B",5768.73791348601,550
"40970",38506085,"DDX17",1972.40373197625,3706
"40973",38516226,"RASGRP1",2498.32654792197,1405
"40974",38516444,"C8orf86",8859.19083969466,1285
"40976",38517604,"RALGAPB",2521.60474978796,734
"40977",38518365,"RASGRP1",1871.62340966921,687
"40978",38523504,"LIFR",4801.65479219678,1317
"40980",38524846,"RALGAPB",2057.79304495335,521
"40982",38528335,"C8orf86",2323.24512298558,1390
"40983",38528485,"C8orf86",1328.54537743851,208
"40984",38528800,"LIFR",3161.51908396947,870
"40985",38539407,"DMC1",2811.12892281595,1562
"40986",38546320,"RALGAPB",2226.42578456319,3093
"40987",38552671,"DMC1",5991.38422391858,1473
"40989",38558255,"SRCIN1",723.662425784563,1145
"40990",38559677,"SRCIN1",5293.78371501272,2875
"40991",38561880,"SRCIN1",2075.1026293469,642
"40992",38563471,"SRCIN1",1758.60899067006,462
"40993",38566648,"DMC1",8242.70059372349,1562
"40994",38573319,"HNRNPLL",4216.37234944869,612
"40996",3857641,"MAVS",1799.28922815946,532
"40997",3857743,"MAVS",13440.8956743003,2232
"41001",38581304,"ADIG",149.30534351145,667
"41002",38581325,"ADIG",2416.39949109415,648
"41004",38585702,"HNRNPLL",2304.15776081425,2261
"41006",3858789,"DFFB",4131.22222222222,2451
"41007",38591579,"HNRNPLL",5409.19338422392,346
"41013",38605311,"FAM227A",2227.6106870229,1614
"41014",38605708,"MAP4K1",3100.03901611535,2262
"41015",38605956,"SCN5A",1154.43341815098,1653
"41016",38609654,"MAP4K1",3252.05173876166,612
"41017",38610301,"ANKRD18A",4160.2417302799,669
"41018",38612631,"MAP4K1",6360.6598812553,4313
"41019",38613901,"MAP4K1",2245.30025445293,1426
"41020",38615724,"ANKRD18A",4512.01272264631,979
"41021",38619313,"EIF3K",4482.47582697201,1650
"41022",38620085,"ANKRD18A",2124.0534351145,3045
"41026",38626193,"FAM227A",1234.70822731128,4
"41027",38628961,"ARHGAP40",1637.2951653944,596
"41028",38632601,"EIF3K",3949.45631891433,1936
"41032",38639341,"ARHGAP40",730.070398642918,697
"41033",3864282,"MAVS",710.194232400339,634
"41034",3864469,"MAVS",11990.5106022053,4904
"41036",3865991,"DFFB",3348.08396946565,679
"41037",38666221,"TSPAN7",3600.18490245971,621
"41038",38666282,"TSPAN7",4982.72688719254,1560
"41039",38666289,"GALM",8670.83715012723,1413
"41040",38666346,"GALM",6034.491942324,2181
"41044",38671083,"CBY1",1813.87871077184,776
"41045",38671386,"TSPAN7",1135.44020356234,1374
"41049",38674246,"TSPAN7",5630.79304495335,3292
"41052",38681296,"GALM",3483.43341815098,899
"41053",38682041,"TOMM22",152.373197625106,409
"41057",38682834,"GLO1",3891.44105173876,1453
"41058",38684414,"GLO1",3297.94317217981,1593
"41060",38688186,"FREM2",4221.15012722646,783
"41061",38688628,"KLF3",5945.42832909245,4012
"41062",38688942,"KLF3",1601.60050890585,462
"41064",38689163,"FREM2",4039.13316369805,2300
"41065",38689405,"JOSD1",4077.8973706531,432
"41066",38689800,"KLF3",7726.74300254453,1271
"41067",38689975,"FREM2",3067.54622561493,1019
"41069",38696662,"C15orf53",3097.59881255301,1348
"41070",38696694,"C15orf53",6110.54622561493,267
"41071",38696724,"C15orf53",3162.01441899915,3241
"41072",3869700,"DFFB",745.54877014419,1128
"41073",38698176,"C15orf53",1167.31382527566,383
"41074",38699834,"JOSD1",1640.48176420695,3203
"41076",38700661,"ACTN4",710.142493638677,318
"41079",38708897,"GTPBP1",2980.24766751484,1180
"41080",38716034,"GTPBP1",6951.49024597116,1901
"41083",38716970,"MLLT6",1435.08142493639,883
"41084",38717193,"ACTN4",1972.93723494487,408
"41086",38722365,"SCN10A",2426.18235793045,558
"41088",38724064,"ACTN4",1078.42748091603,684
"41089",38724982,"SLC32A1",3429.91772688719,2255
"41090",38725076,"SLC32A1",9424.32739609839,5849
"41093",38727920,"SLC32A1",4288.44783715013,849
"41094",38730314,"CPNE8",3341.47921967769,2
"41096",38731327,"CISD3",2107.05767599661,2306
"41097",38731407,"CISD3",925.245971162002,595
"41098",38733282,"CISD3",2217.92111959288,715
"41101",38738765,"PCGF2",3092.68702290076,2355
"41102",38738840,"PCGF2",1786.22391857506,2196
"41104",38740312,"PCGF2",15635.9143341815,3749
"41105",38741883,"CAPN12",3935.64291772689,1232
"41106",38742493,"CAPN12",2642.44444444444,1246
"41111",38749654,"SRSF7",1080.16369804919,549
"41113",38750903,"SUN2",175.612383375742,580
"41114",38751215,"SUN2",1349.34266327396,1211
"41116",38753178,"PSMB3",474.418999151824,542
"41119",38755979,"PSMB3",2789.0737913486,4831
"41122",38760686,"SCN10A",3110.24003392706,1027
"41127",38771892,"LGALS7",511.047497879559,642
"41128",38771981,"LGALS7",2851.71077184054,585
"41129",38773060,"LGALS7",1684.21119592875,498
"41131",38774722,"TLR10",996.802374893978,1303
"41132",38775144,"TLR10",2053.6556403732,2293
"41134",38777742,"PIP4K2B",2816.72179813401,847
"41136",38779056,"GEMIN6",437.373197625106,1083
"41137",38779388,"PIP4K2B",5572.78541136556,3312
"41142",38782669,"DNAL4",1406.56827820187,1551
"41143",38784295,"PIP4K2B",4190.63358778626,554
"41144",38786780,"DNAH8",4941.92790500424,3273
"41145",38788751,"TACC1",3610.4139100933,1172
"41146",38789642,"LGALS7B",12529.2188295165,3048
"41147",38790709,"LGALS7B",6377.16030534351,1978
"41149",38790839,"LGALS7B",607.602205258694,1276
"41152",38797717,"TLR1",2680.95335029686,1561
"41156",38803527,"LGALS4",2915.17472434266,940
"41158",38805162,"MID1IP1",6549.38337574215,526
"41159",38805219,"MID1IP1",8147.40542832909,1183
"41160",38805252,"MID1IP1",8976.67345207803,3158
"41161",38806486,"LGALS4",4097.96861747243,3677
"41163",38809737,"CWC25",874.489397794741,1085
"41164",388118,"TRIB3",7466.84223918575,4296
"41165",38812483,"LGALS4",5865.64715860899,1551
"41166",38814299,"ETS2",4277.77692960136,843
"41170",38817109,"ECH1",6939.68956743002,2
"41171",38817457,"ECH1",12492.2256149279,3624
"41173",38818474,"ETS2",6741.53774385072,702
"41174",38819530,"ETS2",1618.2663273961,2203
"41175",38819726,"TACC1",4433.08566581849,2825
"41176",38820158,"TACC1",5949.90415606446,4577
"41179",388214,"TRIB3",4527.65055131467,1619
"41180",38822861,"DNAH8",1126.33078880407,532
"41182",38828348,"TLR6",2932.03053435114,2365
"41183",38828492,"TLR6",3949.01017811705,1305
"41184",38828494,"NPTXR",3921.52586938083,699
"41185",38828698,"TLR6",4256.3604749788,5
"41186",38828836,"TLR6",6007.73197625106,394
"41187",38829418,"CPNE8",541.476675148431,791
"41188",3883064,"CAMKK1",3001.11195928753,894
"41189",38831408,"ECH1",2037.97201017812,196
"41190",38831498,"ECH1",3233.52756573367,3594
"41194",3883928,"CAMKK1",5616.36980491942,2042
"41195",38840283,"HNRNPL",1909.47921967769,1672
"41196",38840496,"HNRNPL",1431.89397794741,1707
"41197",38841264,"C17orf98",2631.71586089907,991
"41206",3885412,"CAMKK1",7119.83969465649,1333
"41208",3885567,"CAMKK1",6455.00593723494,2968
"41209",38856884,"RRAGC",1224.30619168787,1518
"41210",38856963,"RRAGC",2280.63867684478,1126
"41211",38859458,"RRAGC",2282.12128922816,1443
"41213",38861261,"DHX57",1172.95335029686,1660
"41215",38862282,"DHX57",1476.90330788804,326
"41218",38866903,"CBX6",6215.38083121289,2419
"41223",38870810,"RINL",4866.00508905852,697
"41225",38871750,"CBX6",2289.87786259542,697
"41226",38872235,"SCN11A",1828.27141645462,1720
"41228",38873081,"MYCBP",5032.86005089059,2901
"41229",38875093,"GJA9",1279.62934690416,1196
"41231",38875541,"GJA9",1011.71670907549,2677
"41233",38878086,"LASP1",7603.41899915182,3152
"41234",38878173,"LASP1",7541.30534351145,2107
"41235",38881128,"SIRT2",2341.18405428329,2
"41236",38881519,"MORN2",3201.10347752332,130
"41237",38881542,"MORN2",1235.4673452078,4787
"41240",38882416,"MORN2",3850.77777777778,1333
"41241",38883892,"DNAH8",5211.14164546226,1270
"41243",38889088,"SIRT2",361.239185750636,640
"41244",38889946,"SIRT2",172.358778625954,496
"41245",3889233,"PANK2",4856.13401187447,2987
"41247",38893515,"SIRT2",981.662425784563,279
"41248",38895705,"PPP1R16B",2804.35793044953,2625
"41249",38896038,"RHBDL2",2611.06785411366,1764
"41250",3889670,"PANK2",1870.52671755725,2284
"41251",38896973,"SCN11A",1388.70992366412,151
"41252",38898461,"LASP1",5384.24851569126,584
"41256",38904040,"SCN11A",1041.42324003393,972
"41257",38904414,"OSMR",5273.19762510602,1950
"41258",38905447,"NFKBIB",2172.75233248516,2836
"41260",38905845,"FAM114A1",3336.56658184902,1403
"41261",38907005,"PPP1R16B",3857.34775233249,1564
"41262",38907257,"NFKBIB",2040.23664122137,1684
"41263",3890780,"C1orf174",4858.27735368957,3743
"41265",38908682,"FAM114A1",3913.86005089059,707
"41267",3891002,"C1orf174",1762.23833757422,1701
"41269",38910902,"CCER2",3744.60050890585,3589
"41272",38911422,"RHBDL2",1832.23664122137,770
"41273",38911820,"CCER2",3028.27735368957,1328
"41274",38914335,"LASP1",2757.66327396098,2256
"41275",38914991,"FAM114A1",6722.0941475827,3989
"41279",38921790,"OSMR",5348.39270568278,4868
"41280",38925464,"SCN11A",2213.13316369805,3039
"41281",38926630,"FAM83D",3049.77523324852,822
"41285",38931339,"MRPS12",1028.38422391858,1526
"41292",38947979,"FAM83D",5127.54283290924,489
"41294",38950005,"FBXO17",8531.7582697201,1291
"41296",38950205,"FBXO17",3341.18744698897,591
"41297",38951652,"FBXO47",833.746395250212,445
"41298",38951862,"FAM83D",8207.21798134012,2884
"41301",38952326,"RICTOR",2784.24003392706,1430
"41302",38953312,"PLEKHA2",3145.74639525021,970
"41304",38956970,"ARHGEF33",432.373197625106,786
"41305",38958145,"ARHGEF33",1185.40118744699,519
"41306",38959610,"APOBEC3A",6665.62765055131,4922
"41307",38959649,"APOBEC3A",2202.13825275657,2419
"41309",38961422,"APOBEC3A",2645.93469041561,617
"41312",38968508,"STOML3",12918.7557251908,3387
"41315",38974450,"HTRA4",5071.91518235793,1243
"41316",38975076,"HTRA4",4107.89228159457,2
"41317",38976578,"STOML3",5568.55216284987,2819
"41318",38977997,"HTRA4",4499.58693808312,6
"41319",38978079,"HTRA4",6543.46055979644,3175
"41322",38989534,"APOBEC3B",6170.23070398643,2716
"41323",38989606,"APOBEC3B",2316.71501272265,3546
"41324",38991421,"AKIRIN1",2422.62934690416,590
"41330",38993831,"TMEM156",2730.52756573367,689
"41332",38996402,"TM2D2",2597.82103477523,1281
"41333",38998700,"TMEM156",2684.23155216285,508
"41336",39003841,"DHX35",1352.22646310433,747
"41339",39012215,"SOS1",2940.11280746395,1452
"41340",39013531,"PROSER1",6925.35623409669,4321
"41342",39013706,"PROSER1",9862.98303647159,8336
"41343",39014003,"ADAM9",1407.80067854114,2286
"41344",39014387,"PROSER1",3776.10771840543,820
"41345",39015690,"APOBEC3C",4258.71331636981,3835
"41346",39017768,"APOBEC3C",8194.70822731128,2498
"41348",39017963,"APOBEC3C",5403.61662425785,618
"41350",39022575,"SOS1",3550.19592875318,853
"41351",39022778,"SOS1",927.011026293469,1299
"41353",39023294,"ADAM9",2013.50890585242,790
"41354",39025071,"APOBEC3D",2515.58693808312,1548
"41357",39028787,"NDUFS5",1297.32230703986,691
"41360",39029371,"APOBEC3D",1454.48515691264,1988
"41362",39031293,"FBXO27",11565.9508057676,1444
"41363",39031898,"FBXO27",5835.73197625106,2608
"41364",39031943,"FBXO27",7709.4834605598,2779
"41366",39039267,"NHLRC3",1591.72603901612,2090
"41368",39039647,"NHLRC3",2622.87786259542,741
"41370",39042231,"NHLRC3",792.68278201866,1919
"41371",39043004,"APOBEC3F",3887.71077184054,663
"41372",39043064,"APOBEC3F",16127.2824427481,1521
"41373",39045200,"APOBEC3F",3456.55046649703,1499
"41375",39049526,"APOBEC3F",6620.41051738762,1411
"41377",39054504,"ADAM9",1134.01272264631,150
"41380",39061807,"SEC23A",1356.54707379135,44
"41381",39062797,"KLHL5",1000.43765903308,4606
"41382",39062928,"KLHL5",2148.60729431722,1347
"41383",39065817,"GLP1R",1974.29855810008,636
"41385",39066826,"WDR48",2822.12977099237,1643
"41386",39069698,"WDR48",6410.1475826972,3369
"41388",39077172,"WDR48",7303.83121289228,2511
"41392",39081063,"APOBEC3G",1006.26293469042,1240
"41397",39085807,"SEC23A",1223.70144189992,1460
"41400",39087613,"PLXDC1",2812.35029686175,5881
"41401",39092619,"SEC23A",3657.89143341815,1619
"41402",39098510,"PAPL",6785.48939779474,372
"41403",39099421,"GORASP1",1891.32061068702,1334
"41404",39100280,"PAPL",4507.7582697201,640
"41405",39100355,"APOBEC3H",6349.23918575064,2326
"41406",39100407,"APOBEC3H",6586.52332485157,1435
"41407",39100473,"GORASP1",569.688719253605,1523
"41408",39100811,"PAPL",4183.53435114504,641
"41409",39100845,"GORASP1",6684.32400339271,2931
"41410",39100991,"PAPL",5852.14079728584,736
"41411",39101054,"GORASP1",1970.02374893978,1318
"41412",39101314,"APOBEC3H",2226.09160305344,298
"41413",39101395,"APOBEC3H",377.022900763359,644
"41414",39103352,"KLHL5",2531.04071246819,3055
"41415",39105717,"SAYSD1",1858.37065309584,653
"41416",3910661,"PANK2",2648.47582697201,2887
"41418",39109165,"CNTNAP3",1064.20695504665,494
"41420",39109378,"PLXDC1",1522.35538592027,2
"41423",39115001,"SAYSD1",5263.19083969466,1257
"41424",39115060,"SAYSD1",1274.99660729432,973
"41425",39118595,"GEMIN2",1352.28753180662,1727
"41426",39121068,"TTC21A",2940.58439355386,748
"41427",39122491,"GEMIN2",725.373197625106,605
"41429",39128391,"TTC21A",2775.13740458015,1046
"41430",39130354,"TTC21A",3977.15436810857,1510
"41431",39131091,"TTC21A",1596.95928753181,1850
"41432",39133108,"CNTNAP3",970.444444444444,693
"41433",39134570,"CBX7",5164.28329092451,4964
"41434",39134683,"CBX7",1344.68956743003,874
"41435",39138684,"CBX7",1167.85835453774,997
"41436",39143989,"CSRNP1",4112.36726039016,1941
"41437",39144217,"CSRNP1",708.173876166243,1339
"41438",39145109,"CSRNP1",2477.122985581,402
"41439",39145251,"CSRNP1",2816.23070398643,710
"41443",39153459,"FYB",903.76759966073,671
"41444",39158387,"TRAPPC6B",3574.88804071247,677
"41448",39162776,"ARL5C",2339.27565733673,2900
"41449",39165092,"ARL5C",2323.86089906701,1886
"41450",39165720,"ARL5C",4862.04071246819,821
"41452",39169935,"ADAM32",4554.90839694656,1222
"41453",39170035,"TRAPPC6B",6452.78032230704,3166
"41454",39170061,"TRAPPC6B",6475.9058524173,4171
"41455",39171388,"CNTNAP3",1145.11959287532,674
"41456",39172988,"PAK4",5713.44783715013,2559
"41457",39173138,"PAK4",2145.84563189143,1195
"41458",39173804,"PAK4",3163.8074639525,2607
"41459",39176145,"PNN",2891.12553011026,525
"41461",39178565,"PSMG1",220.711620016964,1205
"41463",39180881,"PNN",5074.62510602205,2091
"41464",39181067,"PNN",2839.32654792197,827
"41466",39181875,"PSMG1",3726.60390161154,1166
"41467",39184789,"CACNB1",3212.60474978796,3908
"41468",39185977,"CACNB1",1789.62171331637,1393
"41470",39186063,"XIRP1",5779.8727735369,1210
"41471",39187389,"XIRP1",6889.62849872774,1120
"41472",39187852,"XIRP1",8893.08057675997,2143
"41473",39188656,"XIRP1",7798.43681085666,699
"41474",39189777,"WDR19",8262.69126378287,2027
"41476",39190468,"CDKL4",3327.47243426633,1900
"41477",39191443,"KCNK5",8062.368956743,820
"41479",39194231,"KCNK5",1586.0737913486,1009
"41480",39194684,"KCNK5",6701.97031382528,1349
"41484",39197178,"NCCRP1",1021.19847328244,702
"41485",39198111,"NCCRP1",3654.2705682782,575
"41486",39199253,"NCCRP1",4234.92281594572,3304
"41487",39201258,"RPL19",315.610687022901,1358
"41488",39202318,"RPL19",618.276505513147,623
"41494",39204100,"SYCN",5739.78965224767,647
