sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final,test2,test3,DLD1-Ts4.final_recalculate
ZNF621_E5_162.2,ZNF621,1033,1272,239,239,239
HERC1_14586.1167,HERC1,1439,2727,1288,1288,1288
RNF10_2436.44,RNF10,1467,2988,1521,1521,1521
RFFL_1092.75,RFFL,752,1099,347,347,347
ZBTB7C_E3_196.10,ZBTB7C,1905,3103,1198,1198,1198
DCAF7_1029.117,DCAF7,1630,3324,1694,1694,1694
MDM2_1335.37,MDM2,1107,2033,926,926,926
OTUD1_1446.126,OTUD1,188,226,38,38,38
RNF219_2181.2,RNF219,952,2589,1637,1637,1637
USP25_3168.186,USP25,971,1438,467,467,467
PCSK2_1917.43,PCSK2,2372,4852,2480,2480,2480
TET3_e9_138.2,TET3,1574,3728,2154,2154,2154
TET3_CXXC_E9_138.2,TET3,1574,3728,2154,2154,2154
ZNF37A_E8_1242.102,ZNF37A,1957,2912,955,955,955
L3MBTL1_MBT385481_E1_2523.333,L3MBTL1,1167,2730,1563,1563,1563
UBE4B_3909.160,UBE4B,712,1138,426,426,426
DDR1_PKc_E12_60.9,DDR1,1338,2334,996,996,996
MAP3K10_PKc_E4_68.8,MAP3K10,729,1188,459,459,459
RNF14_1425.34,RNF14,982,1662,680,680,680
ADAM32_2364.34,ADAM32,1242,2773,1531,1531,1531
ZFP36L2_1485.44,ZFP36L2,1114,2463,1349,1349,1349
CASP9_801.59,CASP9,1081,1817,736,736,736
ZFP90_E5_1260.98,ZFP90,2188,3690,1502,1502,1502
UHRF2_2409.218,UHRF2,1617,3941,2324,2324,2324
MYF6_E1_177.12,MYF6,443,762,319,319,319
FBXL19_Phd_E3_123.11,FBXL19,1813,3342,1529,1529,1529
FBXL19_2085.44,FBXL19,1813,3342,1529,1529,1529
MMP1_1410.52,MMP1,1239,2786,1547,1547,1547
CAD_6678.654,CAD,1562,2702,1140,1140,1140
THRA_E4_69.1,THRA,1301,2466,1165,1165,1165
HOXC12_E2_171.6,HOXC12,1906,3807,1901,1901,1901
VPS8_4287.357,VPS8,2155,5671,3516,3516,3516
ZNF79_E5_834.98,ZNF79,765,914,149,149,149
BCL11A_E4_1326.7,BCL11A,2341,4696,2355,2355,2355
RPS6KA5_PKc_E4_116.1,RPS6KA5,1036,2156,1120,1120,1120
UBR2_1320.84,UBR2,877,3068,2191,2191,2191
HECTD1_7833.662,HECTD1,1656,2303,647,647,647
ZNF180_E5_1083.79,ZNF180,1654,3033,1379,1379,1379
SMYD5_SET1_e2__73.5,SMYD5,755,1248,493,493,493
PEX10_1041.204,PEX10,245,374,129,129,129
ZNF397_E4_744.22,ZNF397,935,1903,968,968,968
MMP10_1431.41,MMP10,2092,4052,1960,1960,1960
NEUROG2_E2_180.18,NEUROG2,679,1052,373,373,373
ZNF461_E6_666.48,ZNF461,1229,2283,1054,1054,1054
DOT1L_e9_80.8,DOT1L,1480,1855,375,375,375
USP21_1698.83,USP21,1732,3808,2076,2076,2076
HSF2_E1_78.5,HSF2,1029,2181,1152,1152,1152
DAPK3_PKc_E3_361.58,DAPK3,646,903,257,257,257
PTK2_PKc_E16_90.1,PTK2,658,1028,370,370,370
MEP1B_2106.4,MEP1B,2014,3403,1389,1389,1389
NPAS4_E6_362.40,NPAS4,499,874,375,375,375
RNF214_2112.133,RNF214,880,1749,869,869,869
TFAM_E3_71.3,TFAM,1168,2111,943,943,943
GLI3_E12_165.7,GLI3,840,1353,513,513,513
RORA_E4_142.7,RORA,1039,2310,1271,1271,1271
PITRM1_3117.386,PITRM1,1610,2689,1079,1079,1079
ADAM20_2331.8,ADAM20,1455,2774,1319,1319,1319
ACY3_960.1,ACY3,1302,2004,702,702,702
ZNF221_E6_1233.68,ZNF221,1132,1727,595,595,595
DMTF1_SANT3_E14_152.3,DMTF1,1414,2800,1386,1386,1386
SSRP1_E14_144.9,SSRP1,1171,1978,807,807,807
ZNF540_E5_1251.69,ZNF540,1579,2863,1284,1284,1284
TERF1_E10_144.2,TERF1,1152,1627,475,475,475
HECW2_4719.196,HECW2,917,1359,442,442,442
FBXW12_1395.0,FBXW12,730,723,-7,7,7
CDC20_1500.84,CDC20,1289,1630,341,341,341
NR2F1_E1_208.2,NR2F1,1240,2719,1479,1479,1479
ZNF773_E4_663.53,ZNF773,1236,2586,1350,1350,1350
BLMH_1368.163,BLMH,1052,1888,836,836,836
SENP8_639.22,SENP8,1696,3617,1921,1921,1921
STYK1_PKc_E7_84.1,STYK1,497,1009,512,512,512
CPD_4143.64,CPD,718,822,104,104,104
PYGO2_Phd_E3_162.20,PYGO2,1918,6035,4117,4117,4117
RNF122_468.46,RNF122,551,1246,695,695,695
MLLT6_ePhd_E5_104.11,MLLT6,621,1154,533,533,533
ZNF816_E5_999.56,ZNF816,1903,3953,2050,2050,2050
PHF1_Phd2_E7_96.4,PHF1,1012,2203,1191,1191,1191
RNF13_1146.0,RNF13,1003,1679,676,676,676
RING1_1221.259,RING1,808,1031,223,223,223
USPL1_3279.51,USPL1,1533,2241,708,708,708
ISX_E3_135.11,ISX,1506,2986,1480,1480,1480
FOXL2_E1_234.26,FOXL2,942,1700,758,758,758
MSL3_Chromo_E2_83.5,MSL3,533,910,377,377,377
SPOP_BTB190297_E1_1125.53,SPOP,1445,4218,2773,2773,2773
KDM6A_e26_188.17,KDM6A,2850,4968,2118,2118,2118
KCTD16_BTB27119_E1_1287.15,KCTD16,478,616,138,138,138
PBX2_E6_45.0,PBX2,2471,4948,2477,2477,2477
BRD4_BD1_e4_68.2,BRD4,2934,2656,-278,278,278
ASB18_1401.217,ASB18,373,654,281,281,281
FBXO17_864.141,FBXO17,798,1760,962,962,962
PCNA_e2.2,PCNA,4765,4812,47,47,47
ZNF287_E6_1158.75,ZNF287,1126,2587,1461,1461,1461
BAHCC1_BAHCC1_E28_180.25,BAHCC1,752,1100,348,348,348
FBXO45_861.131,FBXO45,246,722,476,476,476
TRIM3_2235.298,TRIM3,990,1735,745,745,745
KDM4B_e8_104.11,KDM4B,1822,2629,807,807,807
NHLRC1_1188.203,NHLRC1,536,1064,528,528,528
MASP1_2187.223,MASP1,871,1884,1013,1013,1013
NKX1_1_E2_177.4,NKX1,1058,1932,874,874,874
FBXL6_1620.155,FBXL6,506,1169,663,663,663
MYO3A_PKc_E4_135,MYO3A,471,555,84,84,84
RPS6KA3_PKc_E4_82.4,RPS6KA3,1044,1749,705,705,705
OTUD7A_2781.459,OTUD7A,852,1269,417,417,417
UBR1_5250.458,UBR1,839,1998,1159,1159,1159
FBXL13_2208.70,FBXL13,559,1163,604,604,604
LMTK3_PKc_E6_119.1,LMTK3,754,1196,442,442,442
HTRA3_1362.105,HTRA3,817,1277,460,460,460
UBR2_1320.21,UBR2,697,1135,438,438,438
SPIN3_Spinlin210254_E1_777.53,SPIN3,813,1491,678,678,678
ZBTB40_BTB19113_E1_3720.487,ZBTB40,581,795,214,214,214
KAT2B_BD_e17_85.8,KAT2B,1154,2699,1545,1545,1545
ZNF561_E6_897.55,ZNF561,1287,2998,1711,1711,1711
NFIB_E7_135.2,NFIB,1276,3188,1912,1912,1912
ZNF572_E3_1077.38,ZNF572,1110,1229,119,119,119
EPHA7_PKc_E14_150.12,EPHA7,974,1324,350,350,350
CDK18_PKc_E8_63.3,CDK18,981,2977,1996,1996,1996
ACR_1266.21,ACR,1276,1649,373,373,373
MMP7_804.19,MMP7,1936,3878,1942,1942,1942
USP8_3357.138,USP8,867,1386,519,519,519
ADAM29_2463.52,ADAM29,926,1391,465,465,465
ACE_3921.229,ACE,1831,3724,1893,1893,1893
MEST_981.101,MEST,670,1155,485,485,485
DOT1L_e6_95.2,DOT1L,762,950,188,188,188
CBL_2721.343,CBL,1603,4553,2950,2950,2950
HOXA10_E2_177.9,HOXA10,1297,2722,1425,1425,1425
RBAK_E5_1321.94,RBAK,1062,2445,1383,1383,1383
PLAGL1_E7_67.1,PLAGL1,1881,4535,2654,2654,2654
EPHX1_1368.85,EPHX1,936,1577,641,641,641
MLX_E5_100.5,MLX,1889,4619,2730,2730,2730
ECEL1_2328.382,ECEL1,1352,2746,1394,1394,1394
ETS1_E10_141.6,ETS1,1807,3491,1684,1684,1684
RAG1_3132.45,RAG1,1765,3793,2028,2028,2028
ADAMTS9_5808.694,ADAMTS9,623,1142,519,519,519
NFYC_E4_114.3,NFYC,622,542,-80,80,80
ZFP36_999.26,ZFP36,596,602,6,6,6
WHSC1_PWWP878972_E1_4098.182,WHSC1,1094,1895,801,801,801
ZNF93_E4_1329.88,ZNF93,1068,1903,835,835,835
NEURL2_858.91,NEURL2,953,3201,2248,2248,2248
USP1_2358.67,USP1,1960,2537,577,577,577
SOCS7_1746.173,SOCS7,412,766,354,354,354
PCGF1_780.79,PCGF1,1658,3209,1551,1551,1551
DCAF8_1794.87,DCAF8,1079,1966,887,887,887
FBXW2_1365.141,FBXW2,363,512,149,149,149
HMBOX1_E7_50.2,HMBOX1,1180,1919,739,739,739
PARP15_Macro89230_E1_2037.46,PARP15,1406,2876,1470,1470,1470
POU4F2_E2_177.7,POU4F2,1370,2118,748,748,748
TCF7L2_E11_99.4,TCF7L2,1310,1613,303,303,303
DMRTA2_E2_141.19,DMRTA2,996,1468,472,472,472
PIAS1_1956.168,PIAS1,1085,2257,1172,1172,1172
TRIM11_1407.6,TRIM11,652,1039,387,387,387
ACVR1B_PKc_E9_131.14,ACVR1B,356,524,168,168,168
STK31_tudor31147_E1_3060.19,STK31,1511,3640,2129,2129,2129
TRIM10_1446.9,TRIM10,523,1193,670,670,670
KDM2B_12,KDM2B,1244,2249,1005,1005,1005
ZNF182_E7_1221.0,ZNF182,1681,3729,2048,2048,2048
LONRF3_2280.296,LONRF3,705,1758,1053,1053,1053
NAALADL1_2223.115,NAALADL1,2005,2970,965,965,965
MTA1_Bah3188_E1_2148.39,MTA1,766,1343,577,577,577
ASB2_1908.101,ASB2,856,1744,888,888,888
KLHL8_BTB57163_E1_1863.16,KLHL8,1361,2618,1257,1257,1257
HNF4A_E2_113.2,HNF4A,1965,3237,1272,1272,1272
HOXB2_E2_174.4,HOXB2,429,690,261,261,261
MARCH5_837.22,5-Mar,1890,2313,423,423,423
PPP1R11_381.7,PPP1R11,1529,3728,2199,2199,2199
ZNF814_E3_1911.59,ZNF814,2416,4377,1961,1961,1961
ADAMTS2_3636.132,ADAMTS2,900,1526,626,626,626
FOXM1_E4_141.1,FOXM1,1439,2051,612,612,612
ZNF91_E4_2595.71,ZNF91,1279,1991,712,712,712
NPEPL1_1572.24,NPEPL1,163,336,173,173,173
ZNF41_E5_1269.76,ZNF41,676,1228,552,552,552
ZIM3_E5_492.25,ZIM3,2023,4024,2001,2001,2001
MNT_E4_112.1,MNT,1504,3151,1647,1647,1647
STK19_PKc_E5_140,STK19,1267,2064,797,797,797
CDK5_PKc_E6_96.4,CDK5,835,2092,1257,1257,1257
RNF219_2181.172,RNF219,1252,2454,1202,1202,1202
RNF145_2082.146,RNF145,1657,4597,2940,2940,2940
DDB1_3423.345,DDB1,1174,1515,341,341,341
neg68,neg68,2340,4347,2007,2007,2007
INTS12_Phd_E5_139.5,INTS12,1753,3650,1897,1897,1897
MITF_E9_76.0,MITF,2400,3044,644,644,644
FBXO11_2784.109,FBXO11,1028,1211,183,183,183
CBLC_1425.182,CBLC,639,1648,1009,1009,1009
BRD2_BD2_e7_129.0,BRD2,1944,2177,233,233,233
BTBD7_BTB137235_E1_3399.352,BTBD7,1031,2278,1247,1247,1247
PRKCH_PKc_E10_155.8,PRKCH,1692,3332,1640,1640,1640
HUNK_PKc_E6_86.5,HUNK,948,1877,929,929,929
EZH2_e16_96.1,EZH2,1761,3081,1320,1320,1320
L3MBTL1_MBT493585_E1_2523.296,L3MBTL1,610,1523,913,913,913
ELANE_804.155,ELANE,1497,2170,673,673,673
NFAT5_E6_114.2,NFAT5,1114,1597,483,483,483
BRCC3_951.32,BRCC3,964,1647,683,683,683
BAZ1B_BD_e18_67.5,BAZ1B,3044,7595,4551,4551,4551
RERE_Bah102307_E1_4701.37,RERE,466,852,386,386,386
ZNF573_E8_1155.69,ZNF573,659,913,254,254,254
ZKSANT2_SANT2_E6_245.5,ZKSANT2,898,2214,1316,1316,1316
OVCH1_3405.23,OVCH1,1909,3618,1709,1709,1709
ZNF83_E6_1173.43,ZNF83,768,1192,424,424,424
ARNT2_E4_157.8,ARNT2,1041,2006,965,965,965
USP13_2592.234,USP13,1394,2660,1266,1266,1266
RNF148_918.85,RNF148,1032,2153,1121,1121,1121
UBE2L6_462.53,UBE2L6,492,742,250,250,250
CPD_4143.82,CPD,802,1016,214,214,214
FER_PKc_E16_95.3,FER,957,1803,846,846,846
ACY1_1227.219,ACY1,1104,2423,1319,1319,1319
PHF14_Phd1_E4_85.1,PHF14,290,505,215,215,215
NR2E3_E2_127.0,NR2E3,923,2286,1363,1363,1363
BRD4_BD1_e3_138.0,BRD4,1026,741,-285,285,285
ZNF585A_E5_1755.127,ZNF585A,909,1724,815,815,815
TRIM68_1458.4,TRIM68,1204,2520,1316,1316,1316
CAPN10_2019.6,CAPN10,1016,1754,738,738,738
CASP1_936.2,CASP1,978,2084,1106,1106,1106
GRK5_PKc_E12_209.8,GRK5,365,434,69,69,69
UBE2L6_462.66,UBE2L6,943,2213,1270,1270,1270
PRKAA2_PKc_E3_94.7,PRKAA2,1010,2437,1427,1427,1427
ABL1_PKc_E6_178.11,ABL1,661,1499,838,838,838
SP140L_E12_143.6,SP140L,1195,2274,1079,1079,1079
ZNF646_E2_5235.1076,ZNF646,737,1258,521,521,521
SIRT2_e9_130.10,SIRT2,892,1364,472,472,472
ZNF549_E4_1143.82,ZNF549,590,964,374,374,374
ZNF182_E7_1221.31,ZNF182,1469,2122,653,653,653
MAP3K2_PKc_E12_138.13,MAP3K2,850,1974,1124,1124,1124
ZNF467_E5_1212.210,ZNF467,581,705,124,124,124
TAF3_Phd_E7_61.6,TAF3,1161,1868,707,707,707
ZNF329_E4_1050.52,ZNF329,925,1944,1019,1019,1019
CTRB2_792.84,CTRB2,932,1718,786,786,786
UBE2NL_462.19,UBE2NL,1264,1640,376,376,376
CCNF_2361.6,CCNF,660,954,294,294,294
SOLH_3261.249,SOLH,1042,1601,559,559,559
TLL2_3048.95,TLL2,1620,2762,1142,1142,1142
CSDE1_E9_129.4,CSDE1,1128,2720,1592,1592,1592
ZNF707_E8_567.19,ZNF707,1367,2892,1525,1525,1525
ZNF674_E6_1125.62,ZNF674,999,2599,1600,1600,1600
HIVEP1_E4_4854.58,HIVEP1,1734,3613,1879,1879,1879
CPA3_1254.44,CPA3,1805,4632,2827,2827,2827
PRSS46_525.38,PRSS46,2332,4216,1884,1884,1884
PRSS46_260.13,PRSS46,2332,4216,1884,1884,1884
FANCL_1143.54,FANCL,944,1419,475,475,475
TRIM28_Phd_E13_104.0,TRIM28,1294,3169,1875,1875,1875
ZNF319_E2_1332.25,ZNF319,676,1217,541,541,541
FBXL4_4,FBXL4,970,1858,888,888,888
ZNF84_E5_1578.66,ZNF84,1570,4126,2556,2556,2556
GATA2_E5_138.17,GATA2,570,991,421,421,421
PLAT_1689.113,PLAT,1394,2499,1105,1105,1105
KLHL21_BTB25133_E1_1794.24,KLHL21,649,979,330,330,330
NFIX_E10_92.7,NFIX,2267,3066,799,799,799
RAB40A_834.80,RAB40A,557,1049,492,492,492
SND1_tudor733777_E1_2733.17,SND1,1256,2233,977,977,977
MYLIP_1338.61,MYLIP,1707,2974,1267,1267,1267
ZXDA_E1_384.11,ZXDA,496,1211,715,715,715
EP400_D_e15_137.3,EP400,1251,1459,208,208,208
RNF31_2766.277,RNF31,871,1366,495,495,495
HERC3_2799.186,HERC3,373,623,250,250,250
HOXD13_E2_171.4,HOXD13,988,1258,270,270,270
PRCP_1554.97,PRCP,1587,4553,2966,2966,2966
FOSL1_E3_63.2,FOSL1,1335,2645,1310,1310,1310
L3MBTL4_E14_65.1,L3MBTL4,446,1021,575,575,575
THRB_E5_69.4,THRB,769,1527,758,758,758
DZIP3_3627.148,DZIP3,743,1328,585,585,585
SOX6_E13_109.8,SOX6,2620,6416,3796,3796,3796
OTX1_E4_135.1,OTX1,1618,3950,2332,2332,2332
ZSCAN5B_E4_327.36,ZSCAN5B,1074,1539,465,465,465
ZNF782_E6_1062.89,ZNF782,1396,2532,1136,1136,1136
ZNF585B_E5_1839.33,ZNF585B,1259,2304,1045,1045,1045
THAP8_E2_187.33,THAP8,946,1509,563,563,563
ZNF257_E4_936.60,ZNF257,1771,3072,1301,1301,1301
FOXF2_E1_234.24,FOXF2,564,690,126,126,126
HECTD3_2586.97,HECTD3,781,1552,771,771,771
KBTBD11_BTB141225_E1_1872.86,KBTBD11,1032,2011,979,979,979
OLIG2_E2_174.13,OLIG2,1409,2830,1421,1421,1421
GGT5_1764.13,GGT5,1831,4377,2546,2546,2546
HDGF_PWWP40108_E1_771.125,HDGF,664,712,48,48,48
ADAM21_2169.59,ADAM21,1146,2098,952,952,952
HDAC6_a2_e20_134.7,HDAC6,692,1230,538,538,538
TEK_PKc_E16_111,TEK,1161,2419,1258,1258,1258
BAZ1B_BD_e19_237.6,BAZ1B,290,600,310,310,310
TOX3_E5_144.9,TOX3,1705,3992,2287,2287,2287
ZFP28_E8_1170.12,ZFP28,1392,3115,1723,1723,1723
ZFP36L2_1485.6,ZFP36L2,742,2291,1549,1549,1549
NAALAD2_2223.198,NAALAD2,1397,2217,820,820,820
NEUROD6_E2_171.1,NEUROD6,621,611,-10,10,10
ANKIB1_3270.61,ANKIB1,1629,3695,2066,2066,2066
HOXC6_E2_177.0,HOXC6,802,1212,410,410,410
ZSCAN16_E4_324.6,ZSCAN16,1697,3874,2177,2177,2177
FOXA1_E2_234.12,FOXA1,585,596,11,11,11
PAK3_PKc_E11_113.2,PAK3,990,1752,762,762,762
ZFP36_999.36,ZFP36,3456,7051,3595,3595,3595
ASB17_888.35,ASB17,1031,1702,671,671,671
KBTBD3_BTB42149_E1_1839.104,KBTBD3,616,936,320,320,320
RFPL1_954.84,RFPL1,699,1705,1006,1006,1006
CEBPG_E2_162.4,CEBPG,753,1250,497,497,497
BAZ1A_Phd_E23_36.0,BAZ1A,789,1076,287,287,287
TRIM66_Phd_E15_113.6,TRIM66,541,1174,633,633,633
ZMPSTE24_185.5,ZMPSTE24,2259,5882,3623,3623,3623
CNDP2_1428.211,CNDP2,415,647,232,232,232
PMS1_E9_143.3,PMS1,1312,2823,1511,1511,1511
LYL1_E4_180.6,LYL1,1870,3405,1535,1535,1535
TDRD1_tudor9941040_E1_3570.129,TDRD1,590,1314,724,724,724
CDX2_E2_126.5,CDX2,1953,3265,1312,1312,1312
FBXL6_1620.123,FBXL6,584,1224,640,640,640
ADAM17_2475.207,ADAM17,1327,2121,794,794,794
RNASEL_PKc_E2_358.35,RNASEL,907,1748,841,841,841
CAPN8_2112.95,CAPN8,791,1289,498,498,498
LNX1_2187.8,LNX1,530,1046,516,516,516
CUX1_E23_155.20,CUX1,481,897,416,416,416
FYN_PKc_E12_154.5,FYN,1071,2095,1024,1024,1024
ZNF345_E3_1242.108,ZNF345,2435,4424,1989,1989,1989
MORF_e14_210.3,MORF,1062,1568,506,506,506
HOXA1_E2_168.9,HOXA1,1125,2080,955,955,955
FGR_PKc_E8_52,FGR,498,820,322,322,322
ZNF266_E11_1233.11,ZNF266,1594,2054,460,460,460
ASB3_1557.138,ASB3,1538,2764,1226,1226,1226
TRIM72_1434.202,TRIM72,449,1035,586,586,586
RCOR3_SANT_E8_219.2,RCOR3,1080,2357,1277,1277,1277
PRSS42_882.43,PRSS42,1279,2902,1623,1623,1623
USF1_E10_63.2,USF1,768,1349,581,581,581
FBXW9_5,FBXW9,725,1557,832,832,832
RCOR1_SANT_E5_84.0,RCOR1,619,1220,601,601,601
ZNF510_E6_1272.77,ZNF510,1454,2637,1183,1183,1183
DPF3_Phd_E8_91.7,DPF3,340,548,208,208,208
JAK1_PKc_E14_88.2,JAK1,551,1096,545,545,545
SMARCC1_Chromo_E7_70.2,SMARCC1,804,1587,783,783,783
KLHL18_BTB28135_E1_1725.255,KLHL18,668,1190,522,522,522
TAF1_e15_201.13,TAF1,2247,2930,683,683,683
L3MBTL4_MBT164260_E1_1872.196,L3MBTL4,1999,4682,2683,2683,2683
GATA1_E4_135.15,GATA1,831,1114,283,283,283
KLHL21_BTB25133_E1_1794.2,KLHL21,365,299,-66,66,66
ADAMDEC1_1413.98,ADAMDEC1,1374,2405,1031,1031,1031
ZNF846_E6_1053.81,ZNF846,969,2568,1599,1599,1599
USP28_3234.286,USP28,1541,3780,2239,2239,2239
PAX4_E5_83.1,PAX4,1812,4269,2457,2457,2457
KDM2A_Phd_E16_60.1,KDM2A,855,869,14,14,14
KDM2A_3,KDM2A,855,869,14,14,14
ZNF182_E7_1221.50,ZNF182,1778,3243,1465,1465,1465
RIOK1_PKc_E8_81.1,RIOK1,583,552,-31,31,31
UBE2E1_582.34,UBE2E1,1014,1559,545,545,545
MASP2_717.8,MASP2,1915,3291,1376,1376,1376
IRX6_E4_180.9,IRX6,436,520,84,84,84
E2F4_E1_87.8,E2F4,988,1992,1004,1004,1004
CLOCK_E7_149.0,CLOCK,643,1076,433,433,433
PSMA6_741.12,PSMA6,1623,2766,1143,1143,1143
USP13_2592.129,USP13,994,2421,1427,1427,1427
PRDM5_E13_94.3,PRDM5,1845,3359,1514,1514,1514
ZNF645_1278.118,ZNF645,781,882,101,101,101
BACH2_E8_126.2,BACH2,1134,1812,678,678,678
ZNF23_E6_1326.45,ZNF23,1505,2377,872,872,872
FAP_2283.96,FAP,1256,1902,646,646,646
CRMP1_2061.75,CRMP1,843,1820,977,977,977
TRIM69_1503.149,TRIM69,783,1805,1022,1022,1022
SRF_E2_156.9,SRF,1099,2289,1190,1190,1190
RCHY1_720.40,RCHY1,878,1409,531,531,531
KCNG3_BTB11111_E1_1311.15,KCNG3,1554,2918,1364,1364,1364
MYCBP2_14037.344,MYCBP2,1250,2666,1416,1416,1416
KCTD1_BTB40132_E1_798.78,KCTD1,633,1246,613,613,613
FBXL6_1620.104,FBXL6,1825,3730,1905,1905,1905
ZNF12_E5_1131.81,ZNF12,2170,3929,1759,1759,1759
HGFAC_1968.27,HGFAC,1514,2990,1476,1476,1476
HKR1_E6_1070.39,HKR1,1843,2910,1067,1067,1067
NUAK2_PKc_E2_121,NUAK2,427,784,357,357,357
PRKCQ_PKc_E13_92.2,PRKCQ,327,1055,728,728,728
SOX5_E13_109.8,SOX5,2601,5685,3084,3084,3084
ZNF500_E6_330.37,ZNF500,573,904,331,331,331
GSC2_E2_135.4,GSC2,198,258,60,60,60
ZNF774_E4_996.94,ZNF774,1582,3981,2399,2399,2399
DCUN1D2_780.3,DCUN1D2,419,634,215,215,215
TRIM60_1416.116,TRIM60,406,760,354,354,354
ANAPC13_225.3,ANAPC13,915,1536,621,621,621
BACE1_1506.121,BACE1,593,944,351,351,351
FOXA2_E2_234.14,FOXA2,504,1052,548,548,548
ZNF444_E5_360.57,ZNF444,836,1454,618,618,618
KMT2B_Phd2_E12_39.1,KMT2B,228,466,238,238,238
FANCL_1143.47,FANCL,1317,1909,592,592,592
CASP7_912.36,CASP7,1059,1916,857,857,857
PRSS53_1662.323,PRSS53,3547,7399,3852,3852,3852
PRSS53_825.101,PRSS53,3547,7399,3852,3852,3852
POU4F1_E2_177.22,POU4F1,831,2318,1487,1487,1487
USP49_1923.214,USP49,1550,3276,1726,1726,1726
LBX2_E2_171.17,LBX2,177,320,143,143,143
ZNF558_E10_666.49,ZNF558,1828,2999,1171,1171,1171
HOXC11_E2_171.11,HOXC11,1413,2291,878,878,878
FOXN4_E8_120.16,FOXN4,662,1182,520,520,520
FBXO22_1212.6,FBXO22,896,1766,870,870,870
DNMT1_Bah770893_E1_4899.659,DNMT1,832,1129,297,297,297
RFPL2_1137.27,RFPL2,1902,4899,2997,2997,2997
ZNF202_E9_735.30,ZNF202,2407,6080,3673,3673,3673
ZNF180_E5_1083.76,ZNF180,384,526,142,142,142
NEDD4_3960.90,NEDD4,850,1581,731,731,731
BRWD1_6963.102,BRWD1,1415,2211,796,796,796
ARID1B_E12_210.4,ARID1B,675,1006,331,331,331
GLIS2_E6_53.6,GLIS2,812,1375,563,563,563
MYB_SANT3_E6_46.1,MYB,181,268,87,87,87
SIAH1_942.12,SIAH1,1282,2355,1073,1073,1073
ZNF470_E6_1338.19,ZNF470,1053,1933,880,880,880
HBP1_E10_127.0,HBP1,3589,7759,4170,4170,4170
ZNF660_E3_825.59,ZNF660,1057,1261,204,204,204
RNF212B_903.111,RNF212B,1006,1863,857,857,857
L3MBTL2_MBT511604_E1_2118.244,L3MBTL2,707,1365,658,658,658
TXK_PKc_E15_48.6,TXK,267,377,110,110,110
TMPRSS11B_1251.48,TMPRSS11B,1913,2674,761,761,761
CNDP2_1428.182,CNDP2,1169,2267,1098,1098,1098
MYLIP_1338.96,MYLIP,1679,4128,2449,2449,2449
FBXO45_861.127,FBXO45,462,780,318,318,318
FOXO6_E2_90.1,FOXO6,2216,4773,2557,2557,2557
TRIM60_1416.108,TRIM60,297,456,159,159,159
UBA52_387.27,UBA52,598,611,13,13,13
CPD_4143.281,CPD,1266,2193,927,927,927
EP300_e28_165.4,EP300,1562,1848,286,286,286
ZNF766_E4_582.26,ZNF766,2059,3063,1004,1004,1004
GSG2_PKc_E1_1371.11,GSG2,207,396,189,189,189
ZNF473_E5_1962.44,ZNF473,2261,4940,2679,2679,2679
USP5_2577.275,USP5,168,164,-4,4,4
TFAP2E_E6_142.19,TFAP2E,473,751,278,278,278
SBK3_PKc_E4_525.38,SBK3,700,956,256,256,256
STUB1_912.33,STUB1,1464,3576,2112,2112,2112
CNDP2_1428.206,CNDP2,1603,2856,1253,1253,1253
EPHA6_PKc_E12_126.26,EPHA6,936,1818,882,882,882
LONRF1_2322.131,LONRF1,965,1727,762,762,762
PSMB6_720.96,PSMB6,1630,2852,1222,1222,1222
ZNF585A_E5_1755.117,ZNF585A,2267,4328,2061,2061,2061
TCF3_E18_183.26,TCF3,853,1124,271,271,271
ICK_PKc_E8_172.2,ICK,1255,2986,1731,1731,1731
ANAPC16_1,ANAPC16,836,1431,595,595,595
PHF19_Phd1_E5_86.3,PHF19,964,1761,797,797,797
ZBTB8A_E4_144.12,ZBTB8A,1008,1911,903,903,903
RNF150_1317.130,RNF150,1667,3353,1686,1686,1686
RUNX2_E5_105.9,RUNX2,802,1732,930,930,930
EAF2_E3_137.5,EAF2,1191,1936,745,745,745
NCOR1_E18_95.0,NCOR1,2521,5287,2766,2766,2766
NCOR1_SANT2_E18_101.0,NCOR1,2521,5287,2766,2766,2766
BRAF_PKc_E17_135,BRAF,192,446,254,254,254
ZMYND8_BD_e7_88.2,ZMYND8,1347,2883,1536,1536,1536
BFAR_1353.23,BFAR,1155,2182,1027,1027,1027
KLF12_E8_170.15,KLF12,1134,2322,1188,1188,1188
PRKACG_PKc_E1_948.1,PRKACG,874,1280,406,406,406
CAMK2G_PKc_E1_32.1,CAMK2G,371,921,550,550,550
CDK17_PKc_E6_48.2,CDK17,788,1465,677,677,677
MST1_2178.214,MST1,1435,2259,824,824,824
PRDM8_E10_66.9,PRDM8,3646,7891,4245,4245,4245
ZBTB33_BTB22116_E1_2019.3,ZBTB33,1217,2786,1569,1569,1569
SMARCA2_H_e23_167.0,SMARCA2,1658,2866,1208,1208,1208
FBXO10_2871.164,FBXO10,1243,3063,1820,1820,1820
HINFP_E7_78.2,HINFP,2516,3450,934,934,934
FLT3_PKc_E14_124.1,FLT3,760,2196,1436,1436,1436
PATZ1_E4_138.12,PATZ1,483,677,194,194,194
USP42_3951.595,USP42,1616,2528,912,912,912
XPNPEP2_110.2,XPNPEP2,1368,2644,1276,1276,1276
