sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final,test2,test3,DLD1-Ts4.final_recalculate
ZNF275_E4_237.25,ZNF275,1561,3063,1502,1502,1502
KMT2B_Phd1_E12_105.14,KMT2B,1015,1999,984,984,984
RNF217_1629.156,RNF217,615,1128,513,513,513
IMMP2L_528.55,IMMP2L,318,573,255,255,255
ASB3_1557.129,ASB3,960,1965,1005,1005,1005
GON4L_SANT_E32_91.3,GON4L,591,953,362,362,362
CCNF_2361.333,CCNF,488,738,250,250,250
CARM1_e5_111.6,CARM1,805,1821,1016,1016,1016
TULP4_4632.38,TULP4,992,2674,1682,1682,1682
MAPK7_PKc_E4_754.37,MAPK7,515,757,242,242,242
EPHA2_PKc_E13_210.8,EPHA2,559,1254,695,695,695
BPTF_Phd1_E2_129.3,BPTF,1034,1684,650,650,650
RNF31_2766.292,RNF31,741,1641,900,900,900
TRAF2_1506.254,TRAF2,900,1250,350,350,350
SPOPL_BTB190297_E1_1179.39,SPOPL,1045,2074,1029,1029,1029
FOXE3_E1_234.5,FOXE3,726,1200,474,474,474
NEK10_PKc_E22_122.2,NEK10,660,1304,644,644,644
DCAF1_9,DCAF1,642,861,219,219,219
CDKL1_PKc_E3_73.1,CDKL1,731,1564,833,833,833
ZKSCAN5_E6_427.33,ZKSCAN5,678,1054,376,376,376
ING1_Phd_E2_635.49,ING1,486,1575,1089,1089,1089
UBTF_E12_114.3,UBTF,860,870,10,10,10
FBXW5_1701.58,FBXW5,861,2354,1493,1493,1493
TRIM45_1689.263,TRIM45,674,1643,969,969,969
BMP1_2961.6,BMP1,696,1299,603,603,603
MIB1_3021.184,MIB1,592,855,263,263,263
DPP9_2679.226,DPP9,1578,2889,1311,1311,1311
MEF2C_E3_180.6,MEF2C,908,2034,1126,1126,1126
ZBTB12_E2_78.0,ZBTB12,1410,2972,1562,1562,1562
L3MBTL2_MBT294390_E1_2118.288,L3MBTL2,521,971,450,450,450
PINK1_PKc_E6_128.9,PINK1,340,881,541,541,541
RNF215_1134.116,RNF215,1278,2304,1026,1026,1026
TFRC_2283.8,TFRC,691,861,170,170,170
PRDM12_E5_66.2,PRDM12,391,749,358,358,358
KCTD7_BTB53138_E1_870.24,KCTD7,535,1053,518,518,518
SFMBT2_MBT384477_E1_2685.81,SFMBT2,213,377,164,164,164
MYPOP_SANT_E2_231.10,MYPOP,746,1112,366,366,366
ZNF140_E5_891.52,ZNF140,628,1189,561,561,561
FANCL_1143.23,FANCL,688,1147,459,459,459
PBRM1_BD2_e8_99.1,PBRM1,844,898,54,54,54
FBXL22_5,FBXL22,611,1014,403,403,403
CDX4_E2_126.3,CDX4,873,1691,818,818,818
ZNF425_E4_1131.114,ZNF425,405,596,191,191,191
FBXO33_1668.184,FBXO33,303,399,96,96,96
CSNK2A1_PKc_E11_101,CSNK2A1,356,486,130,130,130
TMPRSS12_1047.96,TMPRSS12,195,222,27,27,27
SMARCC1_Chromo_E7_70.1,SMARCC1,548,969,421,421,421
AIRE_E6_81.5,AIRE,411,587,176,176,176
ZNF248_E6_1053.75,ZNF248,584,1323,739,739,739
CBL_2721.403,CBL,192,469,277,277,277
ACVR1B_PKc_E7_157.5,ACVR1B,1062,2168,1106,1106,1106
KCTD15_BTB58145_E1_852.132,KCTD15,884,1634,750,750,750
PYGO2_Phd_E3_162.19,PYGO2,1232,2742,1510,1510,1510
MASTL_PKc2_E12_128.1,MASTL,743,2155,1412,1412,1412
CAD_6678.251,CAD,642,777,135,135,135
KCNC2_BTB10151_E1_1917.248,KCNC2,326,420,94,94,94
TCF21_E1_180.29,TCF21,507,937,430,430,430
FBXO41_2628.567,FBXO41,707,1606,899,899,899
ZBTB17_E8_143.12,ZBTB17,954,1488,534,534,534
HBO1_e13_147.4,HBO1,1590,1843,253,253,253
BCR_PKc_E1_1278.9,BCR,144,268,124,124,124
ASCL3_E2_162.13,ASCL3,558,1201,643,643,643
HIVEP3_E4_4482.688,HIVEP3,781,1225,444,444,444
MEF2B_E3_180.1,MEF2B,411,776,365,365,365
CBLC_1425.18,CBLC,576,791,215,215,215
CDK3_PKc_E7_204.1,CDK3,708,1563,855,855,855
DCAF1_18,DCAF1,307,313,6,6,6
OSR2_E5_129.4,OSR2,1439,2567,1128,1128,1128
FBXW10_6,FBXW10,779,1666,887,887,887
SETDB1_MBD_E13_186.1,SETDB1,754,671,-83,83,83
CDK7_PKc_E7_119.11,CDK7,245,206,-39,39,39
ZNF300_E7_1077.59,ZNF300,416,838,422,422,422
SIRT4_e3_210.14,SIRT4,867,1394,527,527,527
DBP_E4_159.4,DBP,356,606,250,250,250
ZNF689_E3_666.50,ZNF689,310,389,79,79,79
ETV1_E13_102.5,ETV1,628,1287,659,659,659
KCTD4_BTB36123_E1_780.54,KCTD4,797,1271,474,474,474
IMMP1L_501.6,IMMP1L,716,878,162,162,162
HES2_E2_96.8,HES2,886,1274,388,388,388
EP400_D_e14_86.4,EP400,665,897,232,232,232
GLI4_E4_489.25,GLI4,784,1049,265,265,265
KCTD18_BTB1498_E1_1281.6,KCTD18,430,809,379,379,379
ZNF174_E3_237.2,ZNF174,823,1463,640,640,640
SOX9_E1_122.13,SOX9,942,2209,1267,1267,1267
TNRC18_tudor21702290_E1_8907.75,TNRC18,630,1175,545,545,545
PRSS41_957.152,PRSS41,861,1067,206,206,206
ZNF32_E3_561.1,ZNF32,771,961,190,190,190
MMP24_1938.65,MMP24,503,977,474,474,474
EZH2_SANT_E6_125.10,EZH2,238,351,113,113,113
HNF4G_E3_95.1,HNF4G,1040,1823,783,783,783
FBXL8_1,FBXL8,269,734,465,465,465
NEUROD1_E2_177.0,NEUROD1,384,864,480,480,480
FOSL2_E3_75.6,FOSL2,291,360,69,69,69
ZNF232_E5_324.16,ZNF232,1118,1733,615,615,615
RNF223_750.91,RNF223,798,1520,722,722,722
UBE4B_3909.123,UBE4B,586,1145,559,559,559
RHOBTB2_BTB523615_E1_2250.137,RHOBTB2,957,1885,928,928,928
RIPK2_PKc_E4_158.7,RIPK2,1084,1075,-9,9,9
DDB1_3423.257,DDB1,840,1100,260,260,260
AURKA_PKc_E9_149.6,AURKA,626,1538,912,912,912
HERC5_3075.134,HERC5,942,1747,805,805,805
L3MBTL1_MBT493585_E1_2523.3,L3MBTL1,580,1128,548,548,548
TET1_e9_138.1,TET1,763,1534,771,771,771
KDM2B_1,KDM2B,1098,2259,1161,1161,1161
BAP1_2190.17,BAP1,547,542,-5,5,5
ZMIZ1_3204.172,ZMIZ1,256,379,123,123,123
ABHD4_1029.119,ABHD4,628,819,191,191,191
RNF223_750.160,RNF223,350,843,493,493,493
UHRF1_2,UHRF1,447,1175,728,728,728
PML_2649.479,PML,276,378,102,102,102
TWIST2_Ex_176.0,TWIST2,875,1330,455,455,455
HOXB3_E4_177.0,HOXB3,490,817,327,327,327
TBX2_E2_268.36,TBX2,531,959,428,428,428
KCNG4_BTB61160_E1_1560.33,KCNG4,630,1280,650,650,650
KMT2A_11919.647,KMT2A,1050,1157,107,107,107
RFX5_E7_120.2,RFX5,326,766,440,440,440
CDK5_PKc_E7_75.5,CDK5,170,247,77,77,77
MELK_PKc_E7_93.3,MELK,829,1546,717,717,717
MYCBP2_14037.728,MYCBP2,602,617,15,15,15
FEV_E3_249.3,FEV,151,193,42,42,42
AHR_E2_126.8,AHR,1053,2012,959,959,959
TRIM45_1689.228,TRIM45,684,1281,597,597,597
RAPSN_1239.201,RAPSN,761,1829,1068,1068,1068
GAK_PKc_E6_126.13,GAK,394,666,272,272,272
FOXH1_E2_105.5,FOXH1,729,1334,605,605,605
DMTF1_SANT_E11_33.0,DMTF1,569,745,176,176,176
BRSK1_PKc_E5_117.2,BRSK1,359,753,394,394,394
ZCWPW1_CW256303_E1_1947.244,ZCWPW1,198,482,284,284,284
ASPRV1_1032.58,ASPRV1,850,1438,588,588,588
FBXO2_3,FBXO2,623,946,323,323,323
ZBTB43_BTB23123_E1_1404.151,ZBTB43,813,1368,555,555,555
SPSB1_822.54,SPSB1,1490,2405,915,915,915
DYRK1A_PKc_E7_147.1,DYRK1A,565,753,188,188,188
ASB1_1008.94,ASB1,673,990,317,317,317
CREB3L3_E6_92.6,CREB3L3,488,549,61,61,61
KLHL17_BTB82189_E1_1929.25,KLHL17,425,496,71,71,71
RNF180_1779.61,RNF180,578,1081,503,503,503
AMHR2_PKc_E9_148.14,AMHR2,389,565,176,176,176
NR0B2_E1_417.80,NR0B2,655,1042,387,387,387
ZNF524_E2_243.25,ZNF524,279,341,62,62,62
SMURF2_2247.100,SMURF2,496,752,256,256,256
SALL1_E2_2190.322,SALL1,821,1658,837,837,837
BIRC7_897.95,BIRC7,529,1174,645,645,645
FOXS1_E1_234.20,FOXS1,785,1942,1157,1157,1157
FOXR1_E5_151.19,FOXR1,824,1163,339,339,339
HOXA1_E2_168.4,HOXA1,735,922,187,187,187
UHRF2_Phd_E6_182.6,UHRF2,365,844,479,479,479
ZBTB20_E5_215.12,ZBTB20,264,460,196,196,196
KALRN_PKc_E58_201,KALRN,944,1476,532,532,532
MAP3K9_PKc_E2_412.34,MAP3K9,615,1240,625,625,625
AIRE_Phd2_E11_104.8,AIRE,148,301,153,153,153
DNAJC2_SANT_E14_101.3,DNAJC2,1351,2271,920,920,920
HELLS_H_e19_117.1,HELLS,589,1012,423,423,423
RFPL4B_792.2,RFPL4B,442,1132,690,690,690
ZBTB4_E4_1267.177,ZBTB4,175,373,198,198,198
F9_1386.84,F9,1953,3395,1442,1442,1442
NEURL2_858.28,NEURL2,360,506,146,146,146
MYT1_E8_135.17,MYT1,376,512,136,136,136
IRX6_E4_180.8,IRX6,598,965,367,367,367
DCAF5_2829.406,DCAF5,396,439,43,43,43
THAP4_E1_68.0,THAP4,1561,3287,1726,1726,1726
KBTBD4_BTB62156_E1_1605.215,KBTBD4,575,1135,560,560,560
ZBTB41_BTB77173_E1_2730.162,ZBTB41,173,549,376,376,376
NAALAD2_2223.68,NAALAD2,1134,1823,689,689,689
PSKH1_PKc_E2_672.73,PSKH1,788,1634,846,846,846
HMX2_E2_174.16,HMX2,390,732,342,342,342
GBX1_E2_177.12,GBX1,595,1227,632,632,632
NTRK1_PKc_E17_144,NTRK1,447,738,291,291,291
PAX4_E3_33.2,PAX4,414,1054,640,640,640
TGFBR2_PKc_E7_128.5,TGFBR2,745,2281,1536,1536,1536
RNF31_2766.368,RNF31,575,995,420,420,420
SNAPC4_SANT4_E14_68.1,SNAPC4,650,798,148,148,148
MARCH8_876.61,8-Mar,540,921,381,381,381
SFMBT2_MBT48144_E1_2685.25,SFMBT2,437,771,334,334,334
FOXD4L1_E1_234.12,FOXD4L1,586,863,277,277,277
SPPL3_1155.118,SPPL3,813,1467,654,654,654
ZFP36_E2_195.4,ZFP36,425,734,309,309,309
ZFP36_999.29,ZFP36,425,734,309,309,309
DLX3_E2_132.9,DLX3,328,271,-57,57,57
NEK9_PKc_E2_178.5,NEK9,918,2393,1475,1475,1475
TRIM54_1203.165,TRIM54,1456,3061,1605,1605,1605
ZBTB38_BTB23122_E1_3588.396,ZBTB38,450,884,434,434,434
ALG13_Tudor_E14_101.3,ALG13,559,1017,458,458,458
HDGF_PWWP40108_E1_771.17,HDGF,840,1271,431,431,431
USP10_2409.182,USP10,375,411,36,36,36
JUN_E1_162.8,JUN,460,930,470,470,470
GMCL1_BTB101207_E1_1548.48,GMCL1,570,1258,688,688,688
SBK3_PKc_E4_525.13,SBK3,583,1049,466,466,466
BTRC_1818.26,BTRC,1289,2478,1189,1189,1189
MAPK7_PKc_E4_754.65,MAPK7,362,785,423,423,423
IKBKE_PKc_E7_161.24,IKBKE,214,463,249,249,249
ZNF236_Ex_310.14,ZNF236,626,576,-50,50,50
NFIX_E2_111.11,NFIX,965,1644,679,679,679
TERF2_E10_144.15,TERF2,1553,1527,-26,26,26
TERF2_SANT_E10_144.15,TERF2,1553,1527,-26,26,26
PHF20_Phd_E14_87.4,PHF20,1137,2325,1188,1188,1188
ZNF333_E12_972.4,ZNF333,592,1041,449,449,449
DLX6_E2_129.10,DLX6,478,503,25,25,25
EPHA6_PKc_E10_43,EPHA6,914,1397,483,483,483
DDB1_3423.276,DDB1,746,991,245,245,245
ZNF136_E4_1110.82,ZNF136,385,1060,675,675,675
KMT2B_8148.448,KMT2B,944,2120,1176,1176,1176
DDB1_3423.328,DDB1,975,1179,204,204,204
TRIM6_1551.54,TRIM6,1149,1682,533,533,533
SNAI1_E3_133.4,SNAI1,514,834,320,320,320
L3MBTL1_E18_88.8,L3MBTL1,1010,1767,757,757,757
PSMA5_726.5,PSMA5,1799,2418,619,619,619
HOXB8_E2_177.17,HOXB8,1654,2256,602,602,602
UBE2D1_444.17,UBE2D1,458,821,363,363,363
CCIN_BTB18128_E1_1767.25,CCIN,532,1008,476,476,476
ANAPC11_255.3,ANAPC11,493,669,176,176,176
NSD1_PWWP17541848_E1_8091.705,NSD1,501,886,385,385,385
BIRC3_1815.63,BIRC3,1179,3601,2422,2422,2422
ZBTB16_E6_168.19,ZBTB16,873,2174,1301,1301,1301
ZBTB21_E3_873.83,ZBTB21,693,1512,819,819,819
BRWD1_BD1_e31_121.1,BRWD1,1411,3152,1741,1741,1741
HECTD2_2343.65,HECTD2,705,1215,510,510,510
KMT2C_ePhd1_E7_141.2,KMT2C,492,1112,620,620,620
ZNF598_2715.55,ZNF598,813,1589,776,776,776
STKLD1_PKc_E4_75.2,STKLD1,668,1418,750,750,750
VRK1_PKc_E5_88,VRK1,513,768,255,255,255
PRKCB_PKc_E6_157.15,PRKCB,637,703,66,66,66
MMP2_1983.71,MMP2,715,1257,542,542,542
ZNF496_E9_339.10,ZNF496,1185,2115,930,930,930
MKNK2_PKc_E10_96.5,MKNK2,1297,2535,1238,1238,1238
ONECUT3_E2_177.7,ONECUT3,1155,1814,659,659,659
TGFBR2_PKc_E6_142.7,TGFBR2,1011,3053,2042,2042,2042
ANAPC13_225.16,ANAPC13,1031,1562,531,531,531
CTSW_1131.17,CTSW,1445,2840,1395,1395,1395
SPPL2B_1779.88,SPPL2B,616,931,315,315,315
KDM8_e7_159.0,KDM8,1184,1741,557,557,557
BRSK1_PKc_E2_95.4,BRSK1,434,1135,701,701,701
IRX3_E2_165.28,IRX3,1091,2432,1341,1341,1341
KCTD14_BTB35119_E1_768.27,KCTD14,484,640,156,156,156
PYGO2_Phd_E3_162.14,PYGO2,676,927,251,251,251
FBXL19_2085.272,FBXL19,383,532,149,149,149
MTA3_Bah3170_E1_1548.13,MTA3,893,1268,375,375,375
ZSCAN5B_E4_327.34,ZSCAN5B,223,530,307,307,307
TRAF2_1506.143,TRAF2,1256,1717,461,461,461
ZNF648_E2_828.13,ZNF648,527,606,79,79,79
ZNF232_E5_324.24,ZNF232,1014,1847,833,833,833
ZNF407_E6_121.7,ZNF407,1376,1339,-37,37,37
MAP3K12_PKc_E5_159,MAP3K12,706,1281,575,575,575
NTRK3_PKc_E19_159,NTRK3,1498,2952,1454,1454,1454
PBRM1_BD3_e13_140.2,PBRM1,941,1962,1021,1021,1021
TCF21_E1_180.0,TCF21,732,1380,648,648,648
RNF115_915.68,RNF115,910,1583,673,673,673
MARCH6_2733.133,6-Mar,508,1157,649,649,649
ZNF205_E7_582.69,ZNF205,551,703,152,152,152
LNPEP_3078.76,LNPEP,579,1116,537,537,537
CDK1_PKc_E6_164,CDK1,500,522,22,22,22
SCYL2_PKc_E4_145,SCYL2,743,1384,641,641,641
DBX1_E3_123.2,DBX1,463,985,522,522,522
PHF20L1_Phd_E17_93.5,PHF20L1,1309,2049,740,740,740
CPA4_1266.56,CPA4,569,818,249,249,249
KMT2C_Phd4_E19_48.1,KMT2C,380,465,85,85,85
MARCH5_837.70,5-Mar,271,693,422,422,422
KLF14_E1_168.20,KLF14,1104,1829,725,725,725
ZBTB44_BTB21128_E1_1362.7,ZBTB44,595,856,261,261,261
NUAK1_PKc_E4_66.2,NUAK1,273,466,193,193,193
CAMKK1_PKc_E5_52,CAMKK1,424,849,425,425,425
MIB2_3213.376,MIB2,1273,3052,1779,1779,1779
TRIM7_1536.10,TRIM7,55,77,22,22,22
RNF123_3945.344,RNF123,367,485,118,118,118
KLHL11_BTB85200_E1_2127.222,KLHL11,290,361,71,71,71
EPHA2_PKc_E13_210.12,EPHA2,739,1049,310,310,310
JUNB_E1_162.12,JUNB,700,1205,505,505,505
RNF216_2772.108,RNF216,724,1375,651,651,651
RORB_E3_142.3,RORB,514,1063,549,549,549
USP36_71.2,USP36,893,1115,222,222,222
ABHD12_1215.107,ABHD12,349,516,167,167,167
ZSCAN23_E4_405.28,ZSCAN23,412,705,293,293,293
KLHL24_BTB56163_E1_1803.143,KLHL24,417,768,351,351,351
PRKCB_PKc_E8_46.2,PRKCB,523,1476,953,953,953
KDM5D_Phd2_E25_183.13,KDM5D,437,789,352,352,352
TBCK_PKc_E7_61.1,TBCK,545,558,13,13,13
KCTD10_BTB34124_E1_942.24,KCTD10,596,946,350,350,350
TET1_CXXC585624_E1_6411.587,TET1,830,1896,1066,1066,1066
PRPF19_1515.134,PRPF19,913,934,21,21,21
ASB13_837.130,ASB13,527,1125,598,598,598
HDGFL1_PWWP985_E1_756.173,HDGFL1,1023,2171,1148,1148,1148
MARCH9_1041.173,9-Mar,232,490,258,258,258
RNF26_1302.140,RNF26,290,476,186,186,186
MST1R_PKc_E20_94.12,MST1R,378,665,287,287,287
ZNF416_E4_1290.139,ZNF416,699,1288,589,589,589
USP53_3222.12,USP53,394,572,178,178,178
RNF20_2928.71,RNF20,1618,3916,2298,2298,2298
FASTK_PKc_E7_92.8,FASTK,193,270,77,77,77
ZNF594_E2_2052.142,ZNF594,615,942,327,327,327
ZBTB2_BTB1484_E1_1545.208,ZBTB2,1161,2573,1412,1412,1412
ANAPC5_2268.164,ANAPC5,421,427,6,6,6
ZBTB40_E13_207.21,ZBTB40,409,440,31,31,31
ZNF8_E4_699.90,ZNF8,861,2202,1341,1341,1341
RNF26_1302.205,RNF26,563,1137,574,574,574
NR3C1_E5_103.2,NR3C1,1362,2385,1023,1023,1023
MAP3K13_PKc_E5_159.6,MAP3K13,203,427,224,224,224
CPO_1125.102,CPO,996,1610,614,614,614
DDB1_3423.254,DDB1,613,944,331,331,331
KIT_PKc_E11_118.5,KIT,1717,3635,1918,1918,1918
ZNF507_E4_118.5,ZNF507,319,672,353,353,353
NKX2_5_E2_159.19,NKX2,372,761,389,389,389
NEUROD4_E2_171.21,NEUROD4,725,967,242,242,242
TRIM24_BD_e18_150.2,TRIM24,1117,2160,1043,1043,1043
ZNF749_E3_1185.42,ZNF749,785,1694,909,909,909
LHX4_E4_135.2,LHX4,541,1227,686,686,686
KLHL14_BTB23181_E1_1887.244,KLHL14,493,1026,533,533,533
ADAMTS8_2670.136,ADAMTS8,1105,2153,1048,1048,1048
DCAF1_1,DCAF1,318,612,294,294,294
RNF2_1011.67,RNF2,381,625,244,244,244
PRDM16_E8_154.2,PRDM16,1036,2710,1674,1674,1674
SOX1_E1_216.23,SOX1,796,1286,490,490,490
KDM2A_14,KDM2A,965,1946,981,981,981
ARIH2_1482.44,ARIH2,861,1453,592,592,592
ULK4_PKc_E4_140.4,ULK4,506,1195,689,689,689
SKP2_1275.30,SKP2,541,900,359,359,359
DPEP1_1236.42,DPEP1,1012,1759,747,747,747
EHF_E8_188.18,EHF,774,1766,992,992,992
ONECUT2_E2_165.5,ONECUT2,826,806,-20,20,20
STRADA_PKc_E6_122.3,STRADA,652,1330,678,678,678
KLK5_882.78,KLK5,209,316,107,107,107
CDC5L_E2_146.4,CDC5L,773,903,130,130,130
CDC5L_SANT2_E3_142.3,CDC5L,773,903,130,130,130
BRDT_BD1_e2_121.6,BRDT,1166,2209,1043,1043,1043
TRIM73_7,TRIM73,413,699,286,286,286
GUCY2D_PKc_E10_157.1,GUCY2D,512,1080,568,568,568
KCNG1_BTB65164_E1_1542.252,KCNG1,1078,1983,905,905,905
HTRA3_1362.155,HTRA3,946,1946,1000,1000,1000
MBD1_CXXC168215_E1_1968.337,MBD1,644,1413,769,769,769
DYRK1A_PKc_E5_148,DYRK1A,726,1351,625,625,625
FBXL22_744.162,FBXL22,693,1519,826,826,826
TBK1_PKc_E2_63.2,TBK1,460,1394,934,934,934
ZNF286A_E6_744.29,ZNF286A,655,899,244,244,244
GSC2_E2_135.2,GSC2,336,380,44,44,44
ZNF517_E5_891.86,ZNF517,413,532,119,119,119
MYOG_E1_177.13,MYOG,1128,1687,559,559,559
IPP_BTB28134_E1_1755.3,IPP,1140,3590,2450,2450,2450
ZNF586_E3_495.10,ZNF586,642,1401,759,759,759
EOMES_E2_155.1,EOMES,1734,4220,2486,2486,2486
SIRT7_e7_210.3,SIRT7,594,1190,596,596,596
BIRC6_14574.765,BIRC6,472,914,442,442,442
DCAF12L1_1392.187,DCAF12L1,749,1552,803,803,803
RFPL4B_792.14,RFPL4B,493,598,105,105,105
TP53_E5_184.17,TP53,295,389,94,94,94
ZNF628_E3_1746.48,ZNF628,1010,1974,964,964,964
SHKBP1_BTB21107_E1_2124.408,SHKBP1,574,1012,438,438,438
ZKSCAN7_E6_1077.2,ZKSCAN7,938,1537,599,599,599
VENTX_E2_129.3,VENTX,1281,2536,1255,1255,1255
MBD1_CXXC331377_E1_1968.266,MBD1,616,901,285,285,285
PSMA6_741.26,PSMA6,1219,793,-426,426,426
TBX6_E6_63.4,TBX6,676,712,36,36,36
RNF123_3945.345,RNF123,376,669,293,293,293
CNOT4_2142.6,CNOT4,1379,2538,1159,1159,1159
FBXW5_1701.22,FBXW5,511,957,446,446,446
HPN_1254.93,HPN,684,1146,462,462,462
EPHX1_1368.69,EPHX1,182,279,97,97,97
ZBTB7A_E3_169.10,ZBTB7A,509,710,201,201,201
E2F7_E7_113.2,E2F7,472,783,311,311,311
NFAT5_E7_191.13,NFAT5,117,166,49,49,49
TRIM66_BD_e17_75.1,TRIM66,951,1309,358,358,358
SCYL3_PKc_E2_141,SCYL3,418,750,332,332,332
PHF21B_Phd_E10_129.21,PHF21B,325,416,91,91,91
ZNF706_E4_48.1,ZNF706,1039,1826,787,787,787
JAK2_PKc_E16_139.4,JAK2,534,849,315,315,315
FOXR2_E1_246.5,FOXR2,533,1054,521,521,521
FBXL19_2085.23,FBXL19,552,1005,453,453,453
NRK_PKc_E8_131.1,NRK,867,2001,1134,1134,1134
NFIX_E8_176.20,NFIX,391,475,84,84,84
SOCS7_1746.186,SOCS7,472,749,277,277,277
CELA2A_810.25,CELA2A,256,596,340,340,340
ZBTB43_E3_216.20,ZBTB43,878,1426,548,548,548
KCTD13_BTB43133_E1_990.34,KCTD13,459,809,350,350,350
ZNF703_E2_91.10,ZNF703,1104,1640,536,536,536
CDC16_1863.31,CDC16,1454,1953,499,499,499
TRIM55_1647.204,TRIM55,764,1738,974,974,974
TRIB2_PKc_E3_361.22,TRIB2,853,1686,833,833,833
ASB17_888.34,ASB17,981,2130,1149,1149,1149
ZNF71_E3_1110.89,ZNF71,398,599,201,201,201
XBP1_E2_97.1,XBP1,637,824,187,187,187
NR2C2_E6_180.12,NR2C2,541,828,287,287,287
KCNB2_BTB37136_E1_2736.3,KCNB2,868,2023,1155,1155,1155
TRIM46_2280.5,TRIM46,805,2109,1304,1304,1304
DPP10_2403.119,DPP10,1128,1687,559,559,559
UQCRC1_1443.215,UQCRC1,805,1030,225,225,225
UHRF1_10,UHRF1,407,396,-11,11,11
FBXW4_1239.93,FBXW4,434,919,485,485,485
PDZRN3_3201.18,PDZRN3,332,458,126,126,126
DRGX_E4_102.1,DRGX,351,479,128,128,128
UBE2K_603.0,UBE2K,526,772,246,246,246
KMT2C_ePhd1_E6_110.4,KMT2C,440,1014,574,574,574
RNF207_1905.264,RNF207,359,595,236,236,236
PCGF1_780.87,PCGF1,580,968,388,388,388
ZFP36_999.178,ZFP36,259,547,288,288,288
DPP3_2214.246,DPP3,67,77,10,10,10
INSRR_PKc_E22_82.7,INSRR,948,1114,166,166,166
SPIN1_Spinlin214258_E1_789.46,SPIN1,692,807,115,115,115
ASB18_1401.178,ASB18,498,1056,558,558,558
INSM2_E1_852.161,INSM2,1371,3652,2281,2281,2281
KDM4B_tudor9751030_E1_3291.27,KDM4B,350,782,432,432,432
BTBD8_BTB48121_E1_1137.25,BTBD8,365,513,148,148,148
KAT7_E4_37.1,KAT7,762,1360,598,598,598
ADAMTS14_3681.703,ADAMTS14,838,1093,255,255,255
TLK1_PKc_E15_92,TLK1,402,454,52,52,52
TRIM33_BD_e18_153.5,TRIM33,863,1907,1044,1044,1044
MORC3_CW408446_E1_2820.171,MORC3,587,592,5,5,5
BTBD11_BTB9151022_E1_3315.291,BTBD11,834,1628,794,794,794
EIF2AK4_PKc2_E13_70,EIF2AK4,393,343,-50,50,50
MYC_E3_171.5,MYC,608,571,-37,37,37
PATZ1_BTB30159_E1_2064.45,PATZ1,590,1510,920,920,920
FBXO18_3285.76,FBXO18,131,224,93,93,93
ANAPC11_255.34,ANAPC11,615,735,120,120,120
TRIM71_2607.492,TRIM71,192,235,43,43,43
PBX2_E5_136.12,PBX2,403,921,518,518,518
ZBTB14_BTB26132_E1_1350.3,ZBTB14,672,2124,1452,1452,1452
PAX1_E2_384.11,PAX1,286,354,68,68,68
HIC1_E2_243.8,HIC1,1294,2230,936,936,936
F2_1869.126,F2,1639,2678,1039,1039,1039
ZFP3_E2_1071.25,ZFP3,651,1524,873,873,873
DCAF1_19,DCAF1,704,722,18,18,18
BAZ1B_Phd_E15_113.8,BAZ1B,529,1024,495,495,495
PRKD2_PKc_E12_64,PRKD2,428,890,462,462,462
SCRT2_E2_156.2,SCRT2,588,897,309,309,309
ARID5A_E5_98.7,ARID5A,1044,1787,743,743,743
ZNF827_E3_173.10,ZNF827,678,1481,803,803,803
TIE1_PKc_E18_114.6,TIE1,444,449,5,5,5
EPHB4_PKc_E12_248.35,EPHB4,265,509,244,244,244
ROCK2_PKc_E4_138,ROCK2,938,2192,1254,1254,1254
DPP8_2697.135,DPP8,839,1293,454,454,454
RNF224_471.89,RNF224,438,726,288,288,288
PGC_948.118,PGC,746,1478,732,732,732
BTBD19_BTB30123_E1_876.159,BTBD19,1225,2093,868,868,868
KBTBD13_BTB13101_E1_1377.19,KBTBD13,147,150,3,3,3
RNF217_1629.168,RNF217,757,1993,1236,1236,1236
TRIM17_1434.279,TRIM17,695,1788,1093,1093,1093
FBXW4_1239.27,FBXW4,353,674,321,321,321
RFPL4A_5,RFPL4A,286,811,525,525,525
DMPK_PKc_E2_84.9,DMPK,885,1741,856,856,856
MKNK1_PKc_E7_105.6,MKNK1,264,507,243,243,243
STK40_PKc_E6_53.1,STK40,428,649,221,221,221
AK2_PKc_E6_159.21,AK2,280,538,258,258,258
RNF213_15624.74,RNF213,499,1095,596,596,596
MAP2K7_PKc_E7_108.1,MAP2K7,444,823,379,379,379
MYCN_E3_180.21,MYCN,162,147,-15,15,15
LMX1B_E4_84.2,LMX1B,883,1808,925,925,925
SIK2_PKc_E3_64.2,SIK2,451,936,485,485,485
UHRF1_3,UHRF1,660,1036,376,376,376
HOXC6_E2_177.14,HOXC6,463,796,333,333,333
ZBTB42_E1_159.11,ZBTB42,26,45,19,19,19
KMT2A_CXXC11471194_E1_11919.127,KMT2A,921,874,-47,47,47
FBXW12_1395.9,FBXW12,1185,2013,828,828,828
SPEG_PKc1_E25_179.16,SPEG,434,730,296,296,296
MKNK1_PKc_E5_80.3,MKNK1,38,24,-14,14,14
KIAA2018_E6_60.3,KIAA2018,661,901,240,240,240
ZNF311_E7_1152.56,ZNF311,834,1536,702,702,702
TRIM56_2268.3,TRIM56,712,1083,371,371,371
RAB40C_846.107,RAB40C,493,1480,987,987,987
SNRK_PKc_E4_142.6,SNRK,353,1017,664,664,664
