Experiment Name:,Exp_20260531_HCT116_MitoTracker

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A
01-KO3_AZ-E4,,31194,22061,22057,19144,84,2511,100.00%,70.72%,70.71%,61.37%,0.27%,8.05%,100.00%,70.72%,99.98%,86.79%,0.38%,11.38%,430243.0,378277.2,378304.7,356563.0,226877.8,538942.2,276947.2,355718.4,355747.5,338497.1,219415.7,514459.6,332021.8,347773.0,347780.5,333583.3,211611.6,520469.4,51.73%,33.47%,33.46%,30.64%,26.99%,33.14%,171756.0,116390.5,116374.6,102209.6,57103.6,172501.4,225.56%,37.04%,37.03%,34.05%,27.35%,30.11%,970462.5,140101.5,140099.3,121419.9,62049.6,162289.9,655792.4,419092.4,419151.9,391489.7,222916.1,621117.4,331653.6,385379.0,385480.3,363424.6,210747.0,594077.0,372102.1,382523.5,382538.8,362623.9,212934.2,623755.1,58.30%,41.30%,41.30%,37.86%,24.92%,31.88%,216953.3,157971.8,157970.3,137289.0,53070.4,198882.2,411.56%,41.50%,41.48%,39.47%,38.70%,27.93%,2698954.8,173916.0,173875.6,154513.4,86267.8,173482.1,284845.4,246593.6,246614.9,218827.0,123474.9,447291.8,163264.7,221276.2,221305.5,201972.7,79863.5,432260.4,214561.7,222726.9,222727.1,206073.5,86080.5,431330.7,63.00%,46.10%,46.10%,40.77%,74.54%,25.54%,135164.6,102684.7,102676.0,84014.0,64168.7,110168.4,119.10%,48.17%,48.17%,39.88%,186.55%,27.30%,339253.1,118791.9,118786.1,87264.9,230339.7,122093.2,648137.0,570354.9,570425.8,471622.4,71543.0,1291704.4,348202.3,484295.0,484389.2,426184.2,67756.2,1259849.6,457730.9,489288.4,489299.7,442574.8,71948.0,1193455.1,77.32%,57.14%,57.13%,50.90%,30.52%,18.59%,353916.0,279593.8,279530.2,225251.3,21959.8,221895.4,135.87%,60.26%,60.25%,42.94%,28.54%,24.87%,880616.2,343709.5,343698.9,202525.4,20417.8,321270.5
01-KO3_AZ-F4,,24596,16973,16972,14278,97,2319,100.00%,69.01%,69.00%,58.05%,0.39%,9.43%,100.00%,69.01%,99.99%,84.13%,0.57%,13.66%,446168.4,391838.5,391843.9,365857.1,244653.1,547444.1,290070.7,367801.7,367806.2,346946.5,236810.9,522637.7,345361.2,359283.2,359285.8,341413.1,237808.2,525318.2,54.99%,33.76%,33.77%,30.36%,24.88%,32.79%,189901.7,121307.8,121317.0,103670.0,59175.0,172254.5,209.17%,37.38%,37.38%,34.32%,26.85%,30.03%,933253.1,146470.6,146473.1,125569.9,65677.5,164419.7,670481.6,435785.2,435790.0,403195.3,240543.4,628510.1,349760.3,400597.0,400599.8,374151.2,230204.2,601838.6,393881.6,401283.6,401287.4,376491.8,237057.3,630981.5,62.07%,42.65%,42.66%,38.81%,22.96%,32.76%,244496.5,171155.9,171170.8,146111.4,54430.0,206707.6,382.19%,41.10%,41.10%,39.19%,30.47%,27.58%,2562530.0,179111.4,179115.6,157997.8,73302.2,173359.3,323815.2,273632.0,273429.3,238318.1,110082.3,481469.3,178932.2,242052.0,242013.1,217088.2,90882.0,465036.8,243611.2,249799.9,249788.2,225913.3,97177.8,462899.8,69.13%,49.74%,49.74%,44.22%,57.01%,25.14%,168401.9,124244.0,124246.6,99900.9,55404.6,116372.1,118.57%,51.81%,50.95%,44.22%,76.36%,28.38%,383931.8,141779.7,139303.5,105376.5,84055.4,136633.8,703427.4,601549.0,601574.8,484684.2,74616.7,1300930.3,369053.4,505973.2,506006.9,436325.4,72276.8,1266528.5,496061.8,521935.6,521952.1,466533.2,74602.8,1195399.6,81.90%,58.19%,58.19%,51.07%,27.57%,18.93%,406282.3,303711.2,303718.6,238264.3,20570.5,226338.2,133.14%,60.82%,60.82%,42.77%,22.72%,26.10%,936541.1,365885.0,365880.3,207295.7,16954.4,339601.1
01-OE_AZ-D5,,117678,82809,82805,75602,1711,4691,100.00%,70.37%,70.37%,64.24%,1.45%,3.99%,100.00%,70.37%,100.00%,91.30%,2.07%,5.67%,462000.3,382923.8,382931.1,368315.3,221899.0,642865.8,324251.6,353983.4,353991.3,343751.4,217329.3,625886.6,336890.7,333952.5,333960.7,326222.8,217011.7,644442.3,62.07%,39.75%,39.76%,36.04%,20.61%,21.79%,209094.4,132761.5,132768.9,117583.6,44728.9,140454.9,125.48%,41.51%,41.51%,39.15%,20.90%,21.96%,579734.4,158949.7,158949.5,144190.9,46383.0,141153.7,613683.5,442568.4,442583.5,426004.9,224916.4,746701.9,396427.1,402405.1,402428.3,391098.1,216079.5,732653.9,400566.2,390131.7,390148.1,379231.1,216363.9,771394.4,64.54%,46.79%,46.79%,42.94%,27.74%,17.82%,258530.5,182552.2,182564.5,162851.8,60021.1,137431.8,243.77%,43.99%,43.99%,42.20%,29.36%,17.99%,1495991.1,194680.2,194672.6,179776.7,66029.5,134305.0,297133.4,236980.8,236990.0,220931.9,70610.0,520347.7,188463.0,199596.8,199616.0,192032.0,59086.8,507628.9,215816.3,208492.6,208503.5,202215.3,60333.6,511764.0,72.65%,56.31%,56.31%,51.20%,58.93%,22.11%,156799.9,117403.4,117414.1,103542.9,35556.9,113164.4,97.44%,56.80%,56.80%,50.67%,64.98%,22.42%,289515.6,134615.9,134612.3,111948.2,45880.9,116679.7,563803.2,440510.8,440526.7,395806.9,79437.8,1205174.0,336122.6,362109.7,362135.4,344796.6,77452.7,1187743.9,383524.6,371225.7,371240.4,357722.8,83472.1,1138688.8,81.23%,63.26%,63.25%,57.86%,16.77%,14.43%,311552.9,234821.1,234803.7,206969.3,13997.8,164258.7,111.15%,64.44%,64.44%,51.24%,19.83%,18.52%,626675.5,283865.0,283862.3,202798.9,15753.6,223200.4
01-OE_AZ-E5,,125725,90063,90056,82597,2142,4558,100.00%,71.63%,71.63%,65.70%,1.70%,3.63%,100.00%,71.63%,99.99%,91.72%,2.38%,5.06%,456294.9,370097.8,370107.8,358446.8,220452.8,620223.8,327238.2,341902.8,341912.0,333979.3,216144.8,601591.1,324993.6,320248.4,320263.8,314617.6,215469.9,619121.5,59.35%,38.73%,38.73%,35.60%,19.57%,23.26%,192890.5,124034.9,124041.8,112019.2,42160.1,143982.4,121.35%,42.06%,42.06%,39.95%,20.56%,23.51%,553718.6,155681.6,155683.5,143211.5,45315.1,145840.4,601761.9,431721.2,431741.6,417885.5,222922.0,739717.3,398664.9,391364.8,391394.4,382452.7,213983.5,724603.1,391293.0,378558.7,378574.6,370267.8,215070.5,764161.7,63.81%,47.07%,47.07%,43.61%,27.43%,19.02%,249700.8,178202.0,178197.8,161483.9,58997.1,145313.7,227.55%,44.84%,44.84%,43.03%,29.73%,18.73%,1369290.3,193581.3,193573.4,179819.8,66269.6,138543.8,293079.6,229253.7,229267.6,214548.5,67403.1,532597.2,185094.4,189889.4,189916.0,184009.5,55486.1,518777.3,210476.2,201828.0,201838.9,196670.8,57358.6,522156.1,74.00%,58.88%,58.87%,54.02%,63.91%,22.69%,155761.2,118840.6,118823.9,106235.1,36656.4,118464.5,100.99%,59.35%,59.34%,52.58%,66.19%,22.98%,295987.7,136053.5,136049.2,112813.8,44617.1,122401.5,555109.9,421686.1,421709.8,382281.6,79289.7,1208433.8,335053.5,345021.5,345056.8,331927.8,77127.8,1189591.1,369717.5,351917.6,351941.1,341596.2,83936.8,1137549.3,80.12%,63.96%,63.96%,58.81%,16.74%,14.79%,296209.7,225100.2,225106.5,200884.7,14050.5,168210.5,114.96%,65.97%,65.97%,52.30%,20.52%,19.41%,638135.7,278187.4,278184.2,199937.3,16271.6,234535.4
01-OE_AZ-F5,,109774,80679,80671,73763,2469,3745,100.00%,73.50%,73.49%,67.20%,2.25%,3.41%,100.00%,73.50%,99.99%,91.44%,3.06%,4.64%,479797.8,388212.3,388227.7,377739.1,229701.5,658784.8,346251.0,358010.3,358026.4,351428.0,224602.3,640342.0,347336.1,337843.3,337857.9,333305.7,224198.7,657720.9,58.96%,40.65%,40.65%,37.76%,20.52%,23.27%,204797.6,137337.7,137351.0,125846.9,46014.0,153058.6,119.71%,42.04%,42.04%,39.82%,22.02%,22.57%,574343.4,163210.4,163210.4,150402.5,50570.6,148683.9,612812.6,433305.4,433331.0,421956.8,229782.2,742964.0,407623.7,393316.3,393353.3,386652.2,221802.9,727853.4,398650.1,380840.9,380860.6,374539.5,220834.7,768161.2,62.75%,47.35%,47.34%,43.92%,24.99%,18.42%,250163.5,180318.9,180296.2,164512.9,55193.5,141489.1,241.23%,44.57%,44.57%,42.69%,28.34%,18.59%,1478287.0,193131.4,193121.6,180122.8,65116.7,138114.1,284818.0,223763.1,223715.6,212023.5,59239.3,520053.3,181243.9,185169.4,185187.7,182175.1,51411.1,506859.8,205360.6,194868.0,194875.8,191538.9,52541.7,511031.1,74.94%,60.12%,60.11%,54.52%,53.13%,21.93%,153897.3,117155.4,117142.1,104417.5,27914.1,112089.1,99.43%,59.97%,59.71%,53.04%,56.54%,23.43%,283190.8,134191.6,133590.5,112456.3,33491.8,121869.5,537887.6,412133.4,412160.7,377530.6,80607.1,1212469.8,329466.5,334614.2,334659.1,326092.8,78888.8,1192076.1,360070.6,342035.6,342047.2,334785.4,84351.2,1138167.3,81.52%,65.48%,65.48%,59.91%,15.51%,14.81%,293546.4,223955.9,223960.1,200570.0,13086.9,168592.0,112.88%,67.18%,67.17%,53.35%,18.30%,20.34%,607156.4,276856.3,276853.8,201398.2,14747.5,246620.5
01-KO1_OE_AZ-D6,,22374,11112,11110,7230,17,3580,100.00%,49.66%,49.66%,32.31%,0.08%,16.00%,100.00%,49.66%,99.98%,65.08%,0.15%,32.22%,561687.8,422825.7,422861.1,366105.1,208710.8,536040.5,311080.8,399429.9,399470.9,351429.7,201997.5,515187.5,404082.4,397651.9,397657.1,353854.9,204088.8,517401.8,82.66%,33.23%,33.23%,28.04%,27.65%,28.91%,334022.9,132139.4,132131.8,99234.0,56432.8,149592.7,192.63%,34.44%,34.43%,29.03%,28.14%,27.88%,1082001.9,145616.7,145605.8,106286.5,58733.1,149424.4,1063656.6,527887.7,527936.9,457761.7,230792.7,666941.8,455222.8,493775.5,493856.9,431305.8,223037.6,645445.4,539875.3,504860.6,504889.1,433974.4,216704.7,679123.8,81.00%,40.55%,40.54%,34.04%,25.72%,25.97%,437321.3,204724.2,204681.9,147727.1,55733.9,176355.7,333.57%,35.10%,35.09%,34.16%,27.71%,23.83%,3548030.3,185295.7,185263.5,156366.6,63946.2,158924.5,577467.1,409050.0,408676.3,328487.9,213015.0,567178.9,272595.2,372059.2,372051.1,305286.6,117257.5,549315.8,406754.9,388510.7,388510.7,321941.4,126112.5,546331.7,80.25%,40.92%,40.91%,34.20%,27.97%,23.23%,326401.8,158975.3,158955.8,110107.9,35278.6,126893.5,120.67%,42.85%,41.58%,35.25%,128.89%,26.56%,696852.1,175298.1,169937.7,115777.1,274558.6,150667.5,1227073.6,851307.6,851429.1,607596.8,76129.0,1339372.1,553981.1,752382.0,752596.1,571460.9,72302.6,1302311.4,806930.4,773524.5,773695.0,616539.6,83011.3,1236130.9,92.51%,48.54%,48.53%,35.01%,21.23%,20.98%,746466.1,375481.6,375497.5,215881.2,17619.4,259342.3,132.09%,49.88%,49.87%,31.42%,26.70%,26.29%,1620865.4,424658.2,424598.2,190933.6,20323.0,352113.8
01-KO1_OE_AZ-E6,,28178,15018,15013,10922,85,3664,100.00%,53.30%,53.28%,38.76%,0.30%,13.00%,100.00%,53.30%,99.97%,72.75%,0.57%,24.41%,553828.7,420947.8,421009.1,372530.3,234442.1,563016.1,323169.4,394166.2,394235.2,353874.4,222383.3,541881.0,399178.1,391607.0,391633.8,352832.1,210257.3,546980.8,78.96%,37.33%,37.32%,31.91%,28.37%,28.41%,315207.8,146172.0,146138.2,112579.5,59650.0,155378.6,179.34%,36.87%,36.86%,32.91%,36.39%,27.13%,993242.8,155210.5,155197.9,122603.2,85308.4,152735.9,967311.4,505904.4,506037.0,448863.5,230484.5,674382.4,446316.0,467182.8,467415.5,417799.2,219264.7,652329.9,513400.9,479845.8,479984.5,421982.3,226919.1,687487.1,80.39%,44.01%,43.99%,39.17%,28.15%,26.89%,412743.4,211166.9,211165.5,165284.2,63871.1,184847.5,324.44%,38.36%,38.33%,37.57%,34.38%,23.89%,3138326.8,194078.8,193974.5,168654.8,79233.5,161086.5,512512.3,355790.3,355817.8,282466.8,67402.3,572380.9,238059.0,299928.9,300019.3,244961.5,51417.7,552031.3,352959.8,337072.2,337136.3,280578.6,42152.7,549096.0,91.36%,51.53%,51.51%,45.74%,58.57%,25.05%,322454.0,173685.6,173674.2,128333.7,24690.5,137538.1,127.44%,52.65%,52.61%,46.17%,82.95%,28.28%,653157.6,187321.3,187208.7,130423.5,55908.8,161879.5,1076595.6,739806.6,739986.2,535119.4,77733.4,1346007.0,488176.1,620621.6,620899.1,484877.3,75542.8,1308963.3,688217.1,656497.4,656777.6,533075.5,82117.5,1243688.6,97.89%,58.56%,58.50%,47.53%,18.17%,21.83%,673690.3,384420.7,384197.7,253390.3,14923.6,271495.3,138.57%,58.34%,58.32%,39.88%,21.43%,25.80%,1491859.4,431635.3,431590.3,213425.3,16657.3,347251.6
01-KO1_OE_AZ-F6,,29585,15818,15814,10995,27,4367,100.00%,53.47%,53.45%,37.16%,0.09%,14.76%,100.00%,53.47%,99.97%,69.53%,0.17%,27.61%,569025.6,435514.5,435569.7,379259.4,250224.0,573581.1,341905.5,409218.2,409286.3,361939.8,237703.0,552196.3,419697.2,405994.6,406012.3,363426.4,222272.3,564043.1,76.33%,35.64%,35.62%,29.20%,27.70%,28.26%,320349.4,144701.4,144637.3,106127.6,61576.2,159396.9,167.87%,35.78%,35.77%,31.11%,33.30%,26.88%,955209.9,155824.0,155803.2,117978.5,83335.0,154202.4,930797.6,514673.9,514739.2,451414.8,221805.5,668488.1,468220.3,478642.5,478738.3,423225.7,201528.4,645570.1,531803.7,489181.6,489200.6,428026.7,212271.0,682672.5,76.56%,41.84%,41.82%,36.82%,39.07%,27.56%,407163.5,204660.9,204585.0,157584.8,82942.0,188177.7,277.73%,36.74%,36.73%,35.58%,49.16%,24.60%,2585073.8,189107.5,189072.5,160615.2,109038.0,164449.6,550527.3,384282.5,383823.0,313027.2,113056.7,557315.7,276221.8,346486.3,346386.8,289127.7,88177.0,538032.5,385563.5,360236.7,360199.0,305948.5,106801.6,536055.5,77.77%,42.73%,42.72%,35.80%,66.56%,24.60%,299858.8,153941.1,153873.6,109525.5,71090.2,131852.5,119.66%,45.14%,44.04%,36.87%,66.57%,28.58%,658761.6,173452.4,169040.2,115422.1,75266.9,159306.6,1159744.4,802118.3,802231.3,584901.5,80708.3,1339012.3,573901.2,701798.9,701969.7,545784.6,78478.5,1301305.5,771623.3,722835.1,722888.9,589786.6,85061.9,1233123.4,86.78%,50.51%,50.50%,39.08%,13.20%,21.33%,669628.6,365070.3,365023.1,230511.3,11224.5,263032.0,128.55%,52.23%,52.22%,33.65%,19.38%,26.46%,1490879.8,418984.2,418951.7,196832.6,15643.6,354263.4
01-KO2_OE_AZ-D7,,27072,15918,15917,11014,19,4438,100.00%,58.80%,58.80%,40.68%,0.07%,16.39%,100.00%,58.80%,99.99%,69.20%,0.12%,27.88%,533644.7,417517.7,417528.4,357056.5,238255.8,562565.2,301415.5,391192.8,391204.1,341666.2,227932.7,539871.1,372312.7,386040.4,386063.6,343936.6,240897.8,546660.3,73.30%,35.87%,35.86%,29.13%,25.36%,29.71%,272910.7,138465.3,138430.8,100189.7,61081.9,162394.5,214.87%,37.11%,37.11%,30.25%,31.51%,28.12%,1146653.5,154946.2,154945.2,108016.8,75077.3,158196.8,875912.9,462262.2,462254.7,395097.3,242422.3,624069.6,385316.0,425238.0,425229.7,369197.9,230130.7,596459.3,427070.7,426256.3,426243.2,370159.5,226995.9,622756.2,73.93%,43.67%,43.65%,36.91%,32.15%,33.19%,315726.3,186139.8,186071.2,136609.6,72976.4,206684.1,381.14%,40.50%,40.51%,37.40%,35.64%,28.15%,3338429.5,187236.7,187240.3,147766.4,86402.1,175682.7,503882.5,374049.9,373851.4,301247.2,135992.4,549437.7,247557.3,338344.4,338294.5,280899.7,109759.3,528015.8,340485.7,346510.3,346494.5,290991.4,134280.9,526958.4,72.51%,43.56%,43.55%,35.91%,69.09%,27.46%,246894.1,150932.5,150906.6,104504.7,92769.1,144695.3,139.61%,45.08%,44.60%,35.40%,61.84%,29.28%,703479.8,168616.6,166751.9,106636.7,84102.4,160870.6,1101329.1,814358.6,814388.1,583835.3,72991.3,1375622.8,527900.9,710554.8,710587.1,547268.9,70511.0,1331965.1,696251.3,718487.3,718538.8,582862.9,75505.7,1266944.8,86.20%,50.69%,50.69%,37.91%,31.26%,23.44%,600192.5,364206.5,364227.3,220990.2,23605.2,296990.3,152.29%,53.90%,53.89%,32.83%,25.00%,28.01%,1677266.5,438901.5,438899.5,191660.8,18247.8,385314.6
01-KO2_OE_AZ-E7,,25546,14306,14304,9306,27,4560,100.00%,56.00%,55.99%,36.43%,0.11%,17.85%,100.00%,56.00%,99.99%,65.06%,0.19%,31.88%,548689.9,435864.8,435892.1,365594.3,253774.8,576688.9,308239.0,407827.4,407857.8,349748.8,239215.5,553878.8,390368.5,404266.9,404310.2,352784.0,216630.2,561581.1,81.99%,36.61%,36.61%,29.40%,30.33%,30.64%,320066.7,148004.1,148031.7,103734.0,65695.6,172042.9,172.33%,37.16%,37.16%,30.23%,39.25%,27.70%,945583.3,161985.3,161979.9,110526.6,99605.9,159722.5,885611.5,463232.2,463265.5,389689.1,276761.3,610892.4,384750.7,424614.3,424663.4,362654.7,252998.5,582208.9,430105.7,428447.2,428454.1,363327.6,242913.0,609647.5,79.27%,45.44%,45.44%,38.00%,37.58%,34.06%,340940.3,194680.5,194690.7,138072.1,91297.6,207666.8,348.46%,41.12%,41.11%,38.59%,48.99%,29.09%,3086036.5,190466.8,190453.4,150381.9,135584.1,177687.8,539875.2,380908.8,380679.1,299806.8,259656.9,544062.9,249830.6,343587.9,343544.7,279060.6,157248.1,520929.0,348449.3,351730.0,351730.0,287317.1,167550.5,516342.4,76.72%,43.40%,43.40%,35.69%,90.08%,28.15%,267313.2,152643.7,152635.5,102545.0,150934.8,145331.1,142.18%,46.99%,46.39%,37.90%,116.01%,31.77%,767587.1,178982.4,176604.4,113630.7,301239.4,172849.5,1226747.6,861434.2,861495.2,597379.3,78408.9,1396640.0,551555.7,750397.8,750457.9,560899.2,75080.0,1348414.1,741506.0,762700.3,762768.1,604287.0,84823.5,1272784.3,90.97%,50.76%,50.76%,36.65%,16.34%,23.81%,674537.2,387181.5,387145.0,221501.0,13861.3,303083.4,153.99%,54.03%,54.03%,32.15%,25.17%,29.62%,1889113.6,465462.3,465466.0,192034.3,19738.9,413737.3
01-KO2_OE_AZ-F7,,23065,12241,12237,7594,13,4276,100.00%,53.07%,53.05%,32.92%,0.06%,18.54%,100.00%,53.07%,99.97%,62.06%,0.11%,34.94%,511363.7,434489.8,434547.1,358153.9,216144.2,569336.8,266809.9,406691.4,406761.1,343698.8,206102.2,546415.7,368854.4,403554.7,403555.1,347520.7,188270.1,553479.7,94.78%,36.23%,36.23%,28.27%,25.96%,29.21%,349585.5,146215.8,146193.3,98248.0,48867.2,161660.5,189.72%,37.12%,37.11%,28.96%,33.86%,28.02%,970184.4,161283.7,161269.3,103717.3,73186.2,159538.4,835360.6,466494.5,466526.6,385780.4,204924.0,607638.9,341755.1,428080.3,428135.0,360174.2,201476.5,578007.1,408344.8,430106.8,430120.0,361644.4,208789.8,607513.6,88.21%,45.35%,45.32%,36.54%,24.14%,34.54%,360201.3,195046.3,194941.1,132155.5,50399.8,209834.9,360.34%,40.78%,40.77%,37.63%,19.09%,29.53%,3010147.0,190239.5,190192.2,145178.4,39118.6,179440.3,514438.8,394003.2,393362.4,304907.5,121829.3,548235.2,220788.8,356172.2,355970.9,284097.2,107250.9,526675.1,340790.9,363800.9,363755.3,293765.3,129672.2,525565.1,89.93%,43.71%,43.71%,33.91%,55.56%,27.99%,306470.9,159015.4,158987.5,99622.9,72051.8,147114.9,141.66%,45.55%,44.28%,35.46%,48.16%,29.40%,728766.3,179484.0,174199.2,108115.8,58673.3,161197.5,1156158.5,892225.3,892325.4,604038.6,81606.3,1399250.9,481931.0,779721.7,780009.3,568534.1,80656.8,1353572.4,719728.0,789198.2,789210.9,610578.7,82884.7,1286067.8,101.55%,51.45%,51.44%,35.66%,12.29%,23.83%,730854.9,406076.6,406008.3,217709.9,10190.0,306491.0,154.81%,53.43%,53.41%,31.38%,15.13%,28.22%,1789796.9,476685.6,476552.2,189576.5,12348.0,394854.1
01-KO3_OE_AZ-D8,,63491,45825,45819,40351,181,4669,100.00%,72.18%,72.17%,63.55%,0.29%,7.35%,100.00%,72.18%,99.99%,88.07%,0.40%,10.19%,485719.9,421203.4,421229.7,392790.6,241495.9,653640.7,332466.6,392802.4,392832.3,370805.0,230966.6,631170.6,373407.8,380290.2,380324.6,362798.2,226462.9,658028.0,55.29%,36.24%,36.24%,32.12%,31.93%,27.59%,206466.3,137828.1,137847.2,116543.1,72302.3,181554.2,155.54%,38.80%,38.79%,35.35%,31.51%,24.96%,755464.6,163413.6,163408.0,138840.1,76090.4,163144.8,612063.4,421459.6,421498.7,393760.5,238353.1,648069.3,358916.7,384875.2,384939.0,363047.6,225712.6,622174.1,380705.6,381563.2,381577.7,361492.8,219664.3,658456.3,61.04%,44.25%,44.24%,40.85%,31.77%,30.09%,232366.3,168845.0,168821.9,147687.7,69792.7,198142.2,329.67%,43.04%,43.03%,41.18%,34.62%,26.35%,2017782.6,181398.4,181376.0,162133.2,82508.7,170783.9,338622.3,277450.5,277430.3,249635.0,120413.3,504935.1,207651.7,248568.5,248590.4,229101.8,97207.0,489051.8,251137.6,250805.3,250811.6,233269.9,111440.7,490137.7,62.11%,46.88%,46.87%,42.27%,60.32%,25.55%,155974.3,117584.0,117552.1,98598.6,67223.5,125245.1,112.09%,48.23%,48.13%,41.74%,63.36%,25.93%,379569.3,133820.6,133521.6,104205.8,76293.8,130935.5,671727.2,555180.9,555226.1,468393.3,76686.7,1271305.5,391122.8,475376.5,475441.9,424401.2,74281.8,1243117.9,471932.2,478366.4,478420.2,441419.7,80937.0,1181747.8,73.52%,54.56%,54.55%,48.93%,19.32%,17.47%,346978.0,261000.9,260970.7,215971.0,15634.0,206497.1,122.96%,58.64%,58.64%,42.42%,21.65%,23.74%,825956.3,325574.1,325568.8,198680.1,16601.6,301749.1
