sgRNA,Gene,Vaco_Control_D0,Vaco_Control_D10
50143186,CERS5,656,839
4704288,DPP9,1293,1427
4704045,DPP9,591,765
4695389,DPP9,789,831
4702102,DPP9,1865,1899
24876598,CCDC149,1668,1809
24831636,CCDC149,1158,1541
24853133,CCDC149,794,932
24838249,CCDC149,1266,1435
65780235,AP5B1,644,772
65779246,AP5B1,660,825
65779841,AP5B1,619,491
65778984,AP5B1,612,657
27357468,CCDC34,510,494
27363005,CCDC34,251,278
27363075,CCDC34,940,914
27362850,CCDC34,584,473
37142014,ANKRD30A,533,668
37169657,ANKRD30A,574,732
37193195,ANKRD30A,1137,1502
37162676,ANKRD30A,533,709
75876478,TRIM47,2163,1776
75875970,TRIM47,1269,1436
75877982,TRIM47,766,729
75878424,TRIM47,1076,881
20006703,ZNF682,1746,2234
20006948,ZNF682,858,1096
20023005,ZNF682,932,1020
20006528,ZNF682,1568,1907
6171875,L3MBTL4,572,609
6301912,L3MBTL4,215,247
6138224,L3MBTL4,2004,2331
6213197,L3MBTL4,519,590
110739349,SLC25A46,497,434
110761329,SLC25A46,2035,2484
110743764,SLC25A46,1855,1971
110756710,SLC25A46,1565,1992
93758527,TMEM67,544,728
93765614,TMEM67,369,393
93780672,TMEM67,1795,2202
93755119,TMEM67,676,569
3300360,TIGD7,901,836
3300194,TIGD7,710,882
3300091,TIGD7,669,472
3299759,TIGD7,934,1159
201207761,IGFN1,775,960
201211645,IGFN1,505,679
201207175,IGFN1,566,635
201208480,IGFN1,813,767
20429230,SCARF2,1050,922
20430802,SCARF2,463,369
20431450,SCARF2,471,627
20430526,SCARF2,684,700
154095007,NUP210L,2191,2373
154054378,NUP210L,2225,2160
154127390,NUP210L,1641,1992
154117816,NUP210L,1503,1336
22646780,GGTLC2,784,494
22646840,GGTLC2,2,3
22646997,GGTLC2,637,579
22646447,GGTLC2,791,787
47410259,SLC39A13,2239,1951
47413437,SLC39A13,1806,2160
47413634,SLC39A13,622,550
47410384,SLC39A13,1260,1546
173613151,BOD1,1089,1402
173616249,BOD1,462,374
173616349,BOD1,999,903
173613198,BOD1,520,730
100442239,MSANTD3,690,764
100450652,MSANTD3,330,342
100442132,MSANTD3,1683,2183
100442351,MSANTD3,2159,3003
50506109,LMF2,1023,1221
50506946,LMF2,1802,1701
50506432,LMF2,2048,2136
50505674,LMF2,1708,1738
88040182,C12orf29,592,609
88035698,C12orf29,601,551
88045719,C12orf29,1587,1709
88042841,C12orf29,1355,1715
901516,R3HDM4,663,548
900137,R3HDM4,680,984
902090,R3HDM4,804,1149
900928,R3HDM4,650,779
1014378,TMEM259,2309,3163
1013295,TMEM259,1618,1634
1012480,TMEM259,2081,2121
1012553,TMEM259,1579,1777
23838596,DERL3,1800,1894
23837769,DERL3,1044,1140
23838356,DERL3,1508,1737
23838754,DERL3,676,746
168461853,DDX60L,1068,1316
168441427,DDX60L,1719,2051
168430516,DDX60L,1636,1987
168415514,DDX60L,1458,1699
25359983,LRP5L,1255,1519
25359921,LRP5L,551,699
25357409,LRP5L,527,495
25354757,LRP5L,358,466
134411827,CDKN2AIPNL,2192,1709
134411691,CDKN2AIPNL,2225,1913
134411635,CDKN2AIPNL,1377,1026
134411712,CDKN2AIPNL,2226,2129
50699664,ANKRD40,879,582
50707585,ANKRD40,1366,737
50700679,ANKRD40,1529,1849
50699768,ANKRD40,1276,1202
137078050,UAP1L1,755,504
137078146,UAP1L1,1312,1236
137079275,UAP1L1,259,255
137078982,UAP1L1,1475,1882
44720312,ZNF502,875,1126
44720273,ZNF502,1336,1650
179143753,SESTD1,824,848
179151283,SESTD1,673,769
179183092,SESTD1,1354,1717
179172206,SESTD1,152,141
52064934,BTF3L4,504,383
52064844,BTF3L4,462,460
52059891,BTF3L4,883,941
52083422,BTF3L4,525,404
130142233,CCDC74B,2710,3029
130140315,CCDC74B,448,309
130141180,CCDC74B,2086,1531
130142169,CCDC74B,2216,1536
57953626,XRCC6BP1,2250,2254
57945665,XRCC6BP1,526,532
57951855,XRCC6BP1,1389,1123
57951804,XRCC6BP1,1527,1428
90957277,RCCD1,717,806
90957184,RCCD1,407,276
90957699,RCCD1,673,710
90956892,RCCD1,672,638
32974130,C19orf40,1726,1564
32973271,C19orf40,1081,1287
32974203,C19orf40,2277,1182
32974096,C19orf40,843,1014
31192694,RNF185,843,906
31187146,RNF185,709,779
31195491,RNF185,161,212
31187246,RNF185,578,653
27231789,ACBD5,1153,1256
27218020,ACBD5,1621,2012
27223338,ACBD5,1211,1434
27211015,ACBD5,1515,1911
42054119,PKDCC,677,944
42048771,PKDCC,542,606
42048390,PKDCC,534,459
42054225,PKDCC,429,591
35084410,ISX,630,399
35082536,ISX,653,634
35082654,ISX,544,479
35084468,ISX,795,685
178254977,COL23A1,1609,1468
178290362,COL23A1,767,714
178250078,COL23A1,1547,1399
178256902,COL23A1,879,870
47235889,PCED1B,1766,2132
47235587,PCED1B,1554,1535
47235353,PCED1B,532,392
47235671,PCED1B,1968,2609
197122762,ANKRD44,1012,1061
197013573,ANKRD44,721,905
197121459,ANKRD44,966,1031
197125887,ANKRD44,624,926
6878024,RSAD2,657,653
6887025,RSAD2,643,734
6877933,RSAD2,494,543
6887109,RSAD2,564,729
26301705,UBXN11,668,718
26285531,UBXN11,878,820
26300938,UBXN11,541,663
26284203,UBXN11,514,443
123253749,C12orf65,301,358
123253790,C12orf65,543,681
123253943,C12orf65,1231,1459
123253883,C12orf65,841,822
39532424,RPS19BP1,1263,1388
39529884,RPS19BP1,984,1170
39532493,RPS19BP1,1029,994
39529846,RPS19BP1,1694,464
132298119,PLXNA4,861,934
132187514,PLXNA4,560,583
132223628,PLXNA4,481,369
132507854,PLXNA4,819,1175
34961913,ZNF830,496,432
34961733,ZNF830,811,482
34962291,ZNF830,408,71
34961630,ZNF830,509,424
35363624,SLFN11,1606,1991
35362938,SLFN11,891,871
35354053,SLFN11,1775,1816
35363390,SLFN11,2201,2376
35740453,RASL10B,1146,1315
35735388,RASL10B,2101,2194
35735328,RASL10B,963,1245
35735246,RASL10B,1524,1934
64914483,CHURC1,835,616
64914430,CHURC1,572,576
64924054,CHURC1,707,740
64924008,CHURC1,450,489
33025866,DEPDC7,1481,1931
33028760,DEPDC7,1808,2242
33025695,DEPDC7,1372,1608
33028614,DEPDC7,1167,1493
77933409,NEXN,2143,1896
77929490,NEXN,909,1046
77925205,NEXN,1135,1264
77926535,NEXN,1501,1304
32742886,TDRD12,1341,1700
32738905,TDRD12,14,4
32749790,TDRD12,709,873
32742790,TDRD12,165,175
18024700,ATPAF2,1379,1568
18026410,ATPAF2,1543,1925
18021796,ATPAF2,1485,1910
18038943,ATPAF2,1123,547
113279300,BOC,2122,2121
113250757,BOC,668,763
113274614,BOC,636,708
113268431,BOC,472,525
53408565,ZNF765,1193,1371
53407741,ZNF765,1152,1375
53408397,ZNF765,1057,1464
53408212,ZNF765,1004,1397
53811220,NLRP12,1069,1611
53810073,NLRP12,1050,1264
53810488,NLRP12,659,664
53809705,NLRP12,825,915
53873896,MYADM,516,792
53873771,MYADM,1299,1475
53874046,MYADM,821,833
53873990,MYADM,414,484
53351852,ZNF845,663,1062
53351704,ZNF845,813,1006
53351144,ZNF845,1015,1468
53352436,ZNF845,909,1204
67043767,SYT12,436,587
67040094,SYT12,914,903
67040188,SYT12,750,969
67034778,SYT12,595,699
173811147,CENPL,346,271
173811201,CENPL,646,582
173807477,CENPL,282,321
173803471,CENPL,238,225
42079901,SMDT1,525,411
42081948,SMDT1,603,756
42079924,SMDT1,476,257
42079841,SMDT1,346,490
12735372,LONRF1,885,1024
12755133,LONRF1,594,671
12755291,LONRF1,1765,2102
12754856,LONRF1,1155,1153
67645871,ACY3,2276,2846
67645335,ACY3,896,1252
67645727,ACY3,349,281
67646853,ACY3,493,403
1020824,IDI2,1006,1286
1020778,IDI2,1456,1283
1019795,IDI2,412,565
1020867,IDI2,933,1160
68330035,YTHDC1,1078,1314
68337664,YTHDC1,429,426
68333313,YTHDC1,525,540
68337108,YTHDC1,970,1250
73737040,ELMSAN1,793,885
73739476,ELMSAN1,896,1138
73737243,ELMSAN1,692,830
73729799,ELMSAN1,1172,1538
111266468,KIAA1919,1248,1631
111266024,KIAA1919,1531,1697
111265924,KIAA1919,1535,1751
111263852,KIAA1919,1236,1389
74101170,LIN52,782,273
74084990,LIN52,614,408
74095956,LIN52,325,491
74091286,LIN52,461,309
184936875,ZNF804A,611,625
184936009,ZNF804A,412,251
184866463,ZNF804A,567,657
184936544,ZNF804A,412,568
75109812,NEK9,845,930
75114285,NEK9,1560,1749
75107375,NEK9,1770,1968
75106538,NEK9,932,1088
23188903,CABLES1,460,629
23214049,CABLES1,2068,2493
23136207,CABLES1,212,239
23136485,CABLES1,785,810
101801434,NXPE3,1810,1902
101801327,NXPE3,974,759
101801848,NXPE3,518,616
101816842,NXPE3,310,372
23258373,CHMP7,730,639
23256474,CHMP7,1621,2103
23246820,CHMP7,489,299
23249324,CHMP7,1525,1952
107553113,ALKBH8,1024,1248
107532350,ALKBH8,1400,1067
107549813,ALKBH8,368,526
107522368,ALKBH8,1010,1273
46740094,MYLK3,812,787
46737809,MYLK3,972,946
46730598,MYLK3,1942,2025
46747791,MYLK3,556,608
103102249,EXOC3L4,657,782
103104372,EXOC3L4,1193,1012
103102763,EXOC3L4,1255,1078
103102139,EXOC3L4,1626,1851
102140172,WDR20,1984,1839
102209064,WDR20,2655,2737
102209256,WDR20,2083,1720
102208679,WDR20,2248,2429
110721461,CHRDL1,554,781
110694202,CHRDL1,483,678
110688746,CHRDL1,460,520
110762769,CHRDL1,363,394
68199616,CALML4,608,606
68199547,CALML4,1011,876
68205341,CALML4,2230,1740
68197599,CALML4,1808,2235
71626573,MARVELD3,523,445
71626384,MARVELD3,895,770
71629438,MARVELD3,205,320
71634319,MARVELD3,1077,1177
53122554,RFT1,1257,1241
53120006,RFT1,832,428
53122412,RFT1,545,624
53125930,RFT1,661,689
20301838,TTC5,441,477
20299345,TTC5,1480,1412
20300747,TTC5,809,820
20301911,TTC5,728,736
111876809,FDXACB1,767,791
111876973,FDXACB1,658,816
111875679,FDXACB1,565,547
111875869,FDXACB1,460,316
111926017,C11orf52,2029,2086
111925987,C11orf52,1487,1760
111926036,C11orf52,1507,1378
111925710,C11orf52,1244,1177
156954543,TIMD4,425,451
156951719,TIMD4,602,790
156954420,TIMD4,541,597
156954603,TIMD4,896,965
61073188,NDUFAF2,1313,1420
61099024,NDUFAF2,1443,1637
60945378,NDUFAF2,1263,666
60945290,NDUFAF2,563,589
97969240,ARRDC4,916,1198
97969168,ARRDC4,593,695
97960945,ARRDC4,1870,1956
97965912,ARRDC4,731,965
23445860,COG7,1075,1310
23424754,COG7,893,1100
23410347,COG7,892,986
23434641,COG7,397,387
149545787,CXorf40A,814,904
149546790,CXorf40A,525,481
149545722,CXorf40A,603,745
149545878,CXorf40A,684,870
150896535,ZNF300,1032,1245
150896421,ZNF300,2185,2983
150896741,ZNF300,686,772
150896637,ZNF300,1591,1850
150672398,MYOZ3,492,644
150662995,MYOZ3,754,939
150670560,MYOZ3,432,594
150672357,MYOZ3,467,532
507563,TPGS1,714,623
507652,TPGS1,1327,1475
507749,TPGS1,1251,969
519071,TPGS1,1610,2001
153596005,FAM58A,1697,2289
153596110,FAM58A,679,835
153592706,FAM58A,974,1161
153594635,FAM58A,1165,864
37888397,SLC25A51,290,347
37888082,SLC25A51,817,710
37888192,SLC25A51,533,372
37888334,SLC25A51,393,639
12129648,SNX29,466,673
12048592,SNX29,685,866
12052093,SNX29,683,842
12061535,SNX29,873,1094
23986521,GGTLC1,542,646
23985879,GGTLC1,754,591
23986178,GGTLC1,1250,1374
23986482,GGTLC1,2392,2436
139035968,ZC3HAV1L,2738,2702
139035734,ZC3HAV1L,1631,1518
139034656,ZC3HAV1L,885,869
139028927,ZC3HAV1L,1939,2385
177617606,TTC30A,1051,1358
177618416,TTC30A,874,1141
177618008,TTC30A,580,759
177618241,TTC30A,363,352
77938783,INTS4,1093,1343
77921415,INTS4,797,697
77960981,INTS4,1569,1301
77991161,INTS4,1070,1103
16301702,OXNAD1,1380,1704
16271716,OXNAD1,1701,1976
16271011,OXNAD1,1985,2035
16294985,OXNAD1,1758,2262
67514308,DSEL,1140,1301
67513368,DSEL,1003,1049
67513021,DSEL,651,890
67512306,DSEL,157,239
106903190,RIPPLY1,662,866
106902161,RIPPLY1,1047,1310
106903158,RIPPLY1,1086,1424
106901477,RIPPLY1,1022,1175
97644647,MTDH,399,292
97690986,MTDH,489,439
97699799,MTDH,302,419
97687558,MTDH,1809,1781
70664947,MTSS1L,539,597
70674446,MTSS1L,998,833
70680047,MTSS1L,1677,2095
70674332,MTSS1L,1357,1409
7855495,TMEM88,1379,1586
7855469,TMEM88,180,218
7855157,TMEM88,837,1195
7855235,TMEM88,1536,1543
133394287,MTG1,2076,670
133395758,MTG1,1655,1743
133396220,MTG1,541,548
133399177,MTG1,1487,1675
172212147,UBTD2,626,741
172234273,UBTD2,855,1185
172212202,UBTD2,601,698
172234151,UBTD2,711,934
158804327,DAPL1,1188,1532
158795407,DAPL1,1165,1126
158804289,DAPL1,1499,1648
158807105,DAPL1,1415,1371
84211047,CDHR1,1630,1185
84208785,CDHR1,572,569
84199086,CDHR1,1021,1017
84205831,CDHR1,16,2
167126356,DUSP27,830,873
167127217,DUSP27,881,1002
167126535,DUSP27,974,801
167127004,DUSP27,628,588
167697187,RCSD1,599,531
167685442,RCSD1,492,572
167694298,RCSD1,428,510
167694215,RCSD1,1245,1178
36122425,LMBRD2,566,711
36136481,LMBRD2,1759,2054
36143188,LMBRD2,695,935
36117787,LMBRD2,1010,1151
69226397,MRPS36,242,245
69217858,MRPS36,909,1014
69228220,MRPS36,436,421
69228294,MRPS36,711,914
82312623,ATP6AP1L,1636,2193
82318059,ATP6AP1L,1525,1875
82312736,ATP6AP1L,1608,1062
82312810,ATP6AP1L,1764,2123
36639579,ZNF461,1302,1688
36643850,ZNF461,1371,1385
36639975,ZNF461,1050,1453
36639876,ZNF461,1299,1434
37187048,ZNF585B,2149,2789
37186632,ZNF585B,998,1266
37189736,ZNF585B,842,1011
37186276,ZNF585B,2537,3170
30753109,CAPN13,1083,1035
30787153,CAPN13,1221,1321
30770376,CAPN13,742,572
30758127,CAPN13,655,575
58955261,GLYATL1,559,757
58955679,GLYATL1,1552,1924
58947884,GLYATL1,672,769
58947937,GLYATL1,923,1229
128694020,TMEM132C,1787,2671
128544055,TMEM132C,1581,1703
128696039,TMEM132C,1613,1873
128415518,TMEM132C,756,914
180590738,SCGB3A1,816,981
180590809,SCGB3A1,1359,1939
180590688,SCGB3A1,1323,1868
180590782,SCGB3A1,981,1144
1720754,TMEM129,1776,1886
1718399,TMEM129,1919,1847
1717659,TMEM129,1678,1616
1718327,TMEM129,1851,1693
156077337,MEX3A,1227,1558
156077454,MEX3A,446,549
156077208,MEX3A,525,576
156081599,MEX3A,398,248
63710506,STRADA,971,876
63706729,STRADA,1607,1523
63713457,STRADA,1171,833
63710802,STRADA,1664,1496
63998775,PRR29,1567,1538
64001084,PRR29,1985,1493
64001173,PRR29,1574,1879
64001115,PRR29,1945,1281
169793169,METTL18,1024,1275
169793319,METTL18,680,872
169793634,METTL18,340,336
169793076,METTL18,1505,1610
170544739,GORAB,676,641
170542504,GORAB,508,671
170539399,GORAB,968,1207
170544841,GORAB,1147,1515
163166599,NAF1,1389,1052
163166508,NAF1,1406,1049
163148346,NAF1,469,613
163164321,NAF1,934,739
172445106,C1orf105,804,1020
172462227,C1orf105,204,235
172456443,C1orf105,1055,1406
172448458,C1orf105,472,555
6466491,CRB3,1102,1208
6465611,CRB3,430,487
6466510,CRB3,1238,1620
6464778,CRB3,944,757
141066572,SPSB4,1009,1106
141066277,SPSB4,1176,1078
141066521,SPSB4,1538,1682
141066443,SPSB4,1534,1618
141292398,PXYLP1,948,1187
141279390,PXYLP1,1236,1278
141278349,PXYLP1,709,687
141278431,PXYLP1,418,549
122270933,MRRF,597,877
122285283,MRRF,397,312
122280596,MRRF,815,814
122280494,MRRF,1055,1317
122247523,RBM18,464,650
122247582,RBM18,1195,1587
122251942,RBM18,376,368
122251880,RBM18,499,498
81732781,CHMP4C,343,265
81753189,CHMP4C,896,1313
81755414,CHMP4C,444,582
81732721,CHMP4C,526,528
110901562,BBIP1,595,747
110900519,BBIP1,243,263
110901542,BBIP1,722,761
110900500,BBIP1,421,580
59207478,LDHAL6B,1215,1401
59207363,LDHAL6B,1072,1183
59207143,LDHAL6B,508,678
59207034,LDHAL6B,535,731
20205532,SPECC1,1074,1231
20204375,SPECC1,980,846
20205155,SPECC1,1288,1750
20227580,SPECC1,677,944
13319489,ATXN3L,1741,2120
13319399,ATXN3L,281,426
13319723,ATXN3L,653,783
13319262,ATXN3L,1638,1999
119998710,CCDC64,650,736
119990038,CCDC64,495,462
119990182,CCDC64,1013,1278
119990293,CCDC64,484,430
126004889,FANK1,1122,1346
125996594,FANK1,925,912
125988613,FANK1,629,628
125980230,FANK1,682,715
44075351,G6PC3,1273,1215
44071100,G6PC3,1017,856
44075413,G6PC3,575,618
44074975,G6PC3,1429,1389
44172262,ASB16,784,755
44172140,ASB16,304,227
44170949,ASB16,633,362
44172046,ASB16,520,443
30555954,ZNF764,546,641
30555831,ZNF764,461,472
30557843,ZNF764,620,640
30557738,ZNF764,451,487
70958964,MOB1B,792,915
70975164,MOB1B,541,637
70975251,MOB1B,885,1095
70958923,MOB1B,609,812
39483152,TIMM50,628,765
39485802,TIMM50,457,628
39480776,TIMM50,930,1158
39481906,TIMM50,681,463
112278337,TIFA,2014,2321
112278215,TIFA,969,943
112278284,TIFA,1529,1756
112278074,TIFA,2153,2799
17969937,MGME1,384,458
17970336,MGME1,393,397
17970068,MGME1,270,288
17975738,MGME1,493,457
18593758,DTD1,831,880
18593791,DTD1,1554,1766
18596237,DTD1,489,525
18596030,DTD1,6,15
38914991,FAM114A1,2025,2678
38908682,FAM114A1,1402,1832
38905845,FAM114A1,1110,1264
38905564,FAM114A1,824,834
216096228,TMEM169,262,294
216100127,TMEM169,624,803
216099976,TMEM169,522,515
216100227,TMEM169,1153,1569
203015968,TMEM183A,1009,1115
203007783,TMEM183A,1050,660
203007859,TMEM183A,1139,990
203014898,TMEM183A,709,752
137613629,ARRDC1,838,743
137614345,ARRDC1,1978,2159
137614162,ARRDC1,509,333
137614039,ARRDC1,862,1013
137577577,DPH7,138,102
137576157,DPH7,314,200
137578667,DPH7,1305,366
137565108,DPH7,469,389
74924817,OTOP2,287,223
74927270,OTOP2,474,542
74930295,OTOP2,732,564
74930715,OTOP2,632,865
229512871,DNER,721,669
229714265,DNER,1244,1438
229591854,DNER,1652,1932
229588471,DNER,1047,1062
48466254,SLC38A5,1084,1304
48461052,SLC38A5,981,1130
48467722,SLC38A5,1321,1368
48466020,SLC38A5,1005,1435
33297538,BPIFB1,1451,1660
33301334,BPIFB1,1621,1392
33290977,BPIFB1,1293,1200
33291059,BPIFB1,91,116
26402137,DRC1,367,432
26448718,DRC1,1616,1355
26421337,DRC1,728,799
26429743,DRC1,934,1246
66310057,HELB,205,271
66306419,HELB,562,715
66304827,HELB,508,450
66310505,HELB,473,546
40583481,SHKBP1,1635,1895
40580623,SHKBP1,1709,2410
40580359,SHKBP1,1988,2289
40588646,SHKBP1,1834,2163
89971766,CENPBD1,1132,1074
89971820,CENPBD1,432,556
89971586,CENPBD1,470,471
89971691,CENPBD1,500,568
228457670,HIST3H2A,1635,989
228457613,HIST3H2A,1663,1239
228457690,HIST3H2A,1092,997
228457711,HIST3H2A,1896,958
89723375,ZNF276,983,1050
89723481,ZNF276,644,818
89722830,ZNF276,598,652
89722555,ZNF276,453,463
1495492,REEP6,945,1159
1495525,REEP6,856,1062
1495558,REEP6,1154,1435
1495379,REEP6,643,832
130345817,IMP4,1674,2192
130345406,IMP4,1078,1360
130345605,IMP4,1120,623
130344659,IMP4,1451,1469
38585702,HNRNPLL,927,858
38591579,HNRNPLL,1406,1551
38573319,HNRNPLL,765,938
38581950,HNRNPLL,1613,1936
75873476,UBE2Q2,1123,1305
75843744,UBE2Q2,966,1038
75859973,UBE2Q2,610,632
75877999,UBE2Q2,1223,1590
57521142,CCDC102A,561,550
57528979,CCDC102A,359,440
57528614,CCDC102A,564,449
57528853,CCDC102A,340,317
197705879,MARS2,1386,718
197705665,MARS2,514,147
197706502,MARS2,856,418
197705999,MARS2,1294,1246
18574184,ADAMTSL1,617,598
18777003,ADAMTSL1,460,512
18775817,ADAMTSL1,535,617
18707012,ADAMTSL1,742,821
7482105,PEX11G,458,318
7482068,PEX11G,469,471
7488970,PEX11G,758,439
7485873,PEX11G,644,817
57756955,9-Mar,809,365
57755703,9-Mar,741,346
57755856,9-Mar,723,352
57758238,9-Mar,1324,1652
42659741,ZBTB47,510,580
42658615,ZBTB47,669,911
42658838,ZBTB47,642,844
42659059,ZBTB47,1973,2071
231397787,B3GNT7,2559,2339
231398168,B3GNT7,2058,2338
231398316,B3GNT7,1889,2597
231398472,B3GNT7,879,1241
18582906,NT5C1B,401,607
18584201,NT5C1B,806,1170
18587058,NT5C1B,733,722
18584718,NT5C1B,552,545
109396078,PKHD1L1,525,737
109412305,PKHD1L1,692,558
109459832,PKHD1L1,723,890
109430033,PKHD1L1,1791,2204
56267936,COQ10A,1392,1118
56269097,COQ10A,550,582
56269198,COQ10A,511,467
56267242,COQ10A,6,1
102769471,TEX30,1070,1207
102769419,TEX30,1271,1172
102769369,TEX30,347,467
102769521,TEX30,376,461
96500910,NEURL3,48,61
96500819,NEURL3,569,555
96500567,NEURL3,83,71
96500460,NEURL3,1020,1369
35513373,DMKN,950,938
35512654,DMKN,1065,1306
35512427,DMKN,388,496
35513111,DMKN,1305,1525
143577154,NAPRT,915,1193
143578201,NAPRT,768,429
143577817,NAPRT,402,260
143576651,NAPRT,613,451
84237362,KCNG4,1815,1675
84237206,KCNG4,1645,1789
84222849,KCNG4,1570,1855
84236937,KCNG4,1716,1580
194628418,TMEM44,2196,2340
194617100,TMEM44,2156,2319
194633083,TMEM44,1701,2001
194625926,TMEM44,1880,1975
30953463,ORAI3,1071,1374
30953393,ORAI3,1577,1442
30949490,ORAI3,1806,820
30949385,ORAI3,1612,813
9611119,ZNF561,514,792
9610722,ZNF561,631,713
9618104,ZNF561,319,411
9611291,ZNF561,449,561
9856867,OLFM2,507,523
9857803,OLFM2,661,763
9857395,OLFM2,778,550
9857716,OLFM2,452,498
123159613,PRDM6,1403,1671
123099682,PRDM6,1860,2079
123090461,PRDM6,1376,1185
123155968,PRDM6,1902,2060
160031126,PIGM,600,378
160031309,PIGM,645,613
160031551,PIGM,577,441
160031643,PIGM,431,263
160095196,IGSF8,1835,2247
160093844,IGSF8,1967,1919
160094007,IGSF8,2382,2677
160093284,IGSF8,2213,1746
12759432,C1orf158,1026,1270
12759396,C1orf158,843,1040
12759358,C1orf158,1330,1505
12746464,C1orf158,594,515
39687938,PGAP3,2243,2314
39686008,PGAP3,641,953
39684626,PGAP3,853,758
39674649,PGAP3,1239,1488
48311576,CCDC114,421,472
48312062,CCDC114,404,330
48303953,CCDC114,928,1138
48302723,CCDC114,588,768
205419235,LEMD1,653,556
205419285,LEMD1,668,938
205420465,LEMD1,435,566
205384300,LEMD1,221,230
17060084,HAUS8,652,567
17055939,HAUS8,336,257
17058589,HAUS8,514,467
17058816,HAUS8,1359,1557
17422392,MVB12A,2731,3327
17420221,MVB12A,1828,1776
17422453,MVB12A,1290,1428
17420572,MVB12A,803,815
230370954,SP140L,742,889
230385237,SP140L,284,356
230357934,SP140L,510,480
230359073,SP140L,662,873
96349811,OPALIN,397,461
96349784,OPALIN,689,845
96348328,OPALIN,324,455
96348294,OPALIN,640,788
135967454,MMGT1,1137,1328
135973603,MMGT1,1308,889
135973624,MMGT1,1955,1907
135967421,MMGT1,1404,1847
101624239,MYL10,545,633
101622183,MYL10,867,983
101624204,MYL10,343,366
101623030,MYL10,412,541
133557072,SYCE1,2196,2395
133558925,SYCE1,1872,2549
133558172,SYCE1,675,814
133559341,SYCE1,2479,2027
142167295,MGAM2,576,688
142183364,MGAM2,1229,1295
142197664,MGAM2,527,621
142154141,MGAM2,276,306
19054298,ARMC6,1843,1852
19052097,ARMC6,1690,2219
19051945,ARMC6,674,479
19042860,ARMC6,627,541
247038264,ZNF670,654,789
247037891,ZNF670,1889,2434
247038153,ZNF670,1788,2410
247038055,ZNF670,0,2
55062893,MAPK1IP1L,938,1023
55062720,MAPK1IP1L,331,322
55062984,MAPK1IP1L,304,316
55062938,MAPK1IP1L,756,719
19438123,TPTE2,198,227
19450163,TPTE2,588,893
19465470,TPTE2,1179,1237
19464461,TPTE2,776,1119
82000038,SDR42E1,655,977
81999619,SDR42E1,441,503
81999942,SDR42E1,436,544
81999847,SDR42E1,677,749
45653049,ZFAND4,1538,1867
45626633,ZFAND4,550,806
45627023,ZFAND4,732,753
45648518,ZFAND4,1119,1212
99558093,TRMT10A,758,868
99557368,TRMT10A,214,221
99558146,TRMT10A,141,145
99553820,TRMT10A,312,372
1875295,CACNA2D4,723,844
1882890,CACNA2D4,2230,2454
1913034,CACNA2D4,787,810
1885970,CACNA2D4,467,382
123109616,TBC1D31,529,612
123077209,TBC1D31,1086,1299
123100926,TBC1D31,1189,1440
123128462,TBC1D31,656,917
11655958,FBXO44,999,1181
11658600,FBXO44,583,867
11658338,FBXO44,864,855
11658298,FBXO44,939,750
6640897,MRFAP1,249,264
6640998,MRFAP1,368,440
6641032,MRFAP1,479,378
6641068,MRFAP1,243,182
7054205,TADA2B,558,777
7054299,TADA2B,2067,2468
7054578,TADA2B,472,549
7054409,TADA2B,707,767
106232971,TBCK,649,618
106262139,TBCK,846,756
106251985,TBCK,699,737
106235295,TBCK,479,606
43501683,TJAP1,583,682
43505044,TJAP1,976,1142
43501585,TJAP1,2164,2318
43504873,TJAP1,1052,897
12744411,MYOCD,1552,1703
12753116,MYOCD,1673,1932
12752443,MYOCD,659,973
12736269,MYOCD,606,666
50793695,ACPT,837,726
50793921,ACPT,750,627
50790594,ACPT,1502,1177
50793773,ACPT,1355,1133
49045094,CGB5,1895,1421
49044671,CGB5,409,353
49044634,CGB5,390,344
49044992,CGB5,601,473
18738822,CAPZA3,785,1012
18738406,CAPZA3,573,670
18738496,CAPZA3,706,792
18738339,CAPZA3,932,845
129618820,ARHGAP18,1110,1469
129607933,ARHGAP18,2158,2314
129616257,ARHGAP18,1326,1731
129710025,ARHGAP18,1071,1202
122663471,CADPS2,356,518
122629295,CADPS2,367,365
122886065,CADPS2,1019,1407
122621504,CADPS2,584,732
71604547,ACRC,1066,1341
71604434,ACRC,1018,1289
71594350,ACRC,917,1188
71598034,ACRC,292,402
53879975,ACTR8,738,765
53872499,ACTR8,971,1265
53876009,ACTR8,1759,1998
53877666,ACTR8,354,501
28236375,ATPIF1,1477,1034
28236225,ATPIF1,1375,1494
28236425,ATPIF1,706,415
28236249,ATPIF1,1785,1147
8457922,CLEC6A,433,656
8465587,CLEC6A,506,705
8457962,CLEC6A,490,668
8465485,CLEC6A,421,424
130350016,CPA5,718,954
130362913,CPA5,1238,1570
130359677,CPA5,333,362
130363428,CPA5,866,872
114658173,FOXP2,498,395
114642489,FOXP2,281,212
114652265,FOXP2,1109,1206
114644693,FOXP2,832,1018
28556842,PIGS,771,979
28563869,PIGS,436,505
28571121,PIGS,431,223
28558572,PIGS,623,821
74237499,TTYH2,1426,1486
74213712,TTYH2,687,639
74230931,TTYH2,1322,1629
74249027,TTYH2,1734,1783
8977575,MUC16,1466,1685
8954470,MUC16,680,800
8961123,MUC16,739,974
8957755,MUC16,1261,1407
27310754,POM121L2,495,699
27311967,POM121L2,489,587
