sgRNA,Gene,Vaco_Control_D0,Vaco_Control_D10
27311041,POM121L2,1075,1387
27310214,POM121L2,2130,2332
49054599,CGB7,465,504
49054482,CGB7,1342,880
49054957,CGB7,719,778
49054547,CGB7,921,399
50519260,LRRC4B,704,682
50548623,LRRC4B,707,806
50519118,LRRC4B,970,928
50518533,LRRC4B,530,591
8282463,HTRA3,2133,2606
8286749,HTRA3,1410,2029
8286647,HTRA3,1935,2351
8286571,HTRA3,1701,1968
184261254,CAMK2N2,725,721
184261242,CAMK2N2,427,431
184261230,CAMK2N2,1073,1002
184261183,CAMK2N2,1665,1583
121852161,FTMT,1172,1425
121852224,FTMT,1070,902
121852418,FTMT,800,1034
121852322,FTMT,641,790
19679692,ZNF101,1217,1555
19679904,ZNF101,1400,1230
19679425,ZNF101,672,749
19679819,ZNF101,996,1099
16719819,SYAP1,1302,1165
16743832,SYAP1,1384,1893
16743771,SYAP1,1122,1319
16741733,SYAP1,1261,1678
54462772,LENG9,950,679
54463279,LENG9,633,653
54463126,LENG9,657,501
54463037,LENG9,433,358
175509151,SFXN1,1541,1295
175513489,SFXN1,1231,1550
175510165,SFXN1,1621,1640
175492208,SFXN1,1708,1959
42123030,HSPB9,1136,1197
42122922,HSPB9,466,668
42123003,HSPB9,810,808
42123154,HSPB9,873,926
72971668,SFXN5,751,1047
73071648,SFXN5,756,591
73058546,SFXN5,832,892
73000436,SFXN5,515,584
189782540,ORMDL1,1159,931
189775638,ORMDL1,1523,1842
189775675,ORMDL1,554,617
189782455,ORMDL1,1147,1772
39924164,ORMDL3,619,696
39923167,ORMDL3,914,1113
39924125,ORMDL3,733,494
39924100,ORMDL3,741,994
32759929,PAXBP1,763,1194
32751183,PAXBP1,1794,1775
32771374,PAXBP1,559,300
32755345,PAXBP1,937,718
137205281,TMEM203,1228,1727
137205216,TMEM203,514,332
137205161,TMEM203,992,1120
137205366,TMEM203,638,667
49047855,CGB8,1222,813
49048209,CGB8,1374,439
49048321,CGB8,1212,1453
49047948,CGB8,849,922
158665448,SYTL3,612,695
158707247,SYTL3,496,447
158757326,SYTL3,536,615
158751999,SYTL3,407,414
100701545,SYTL4,1335,1478
100691127,SYTL4,1467,2267
100688409,SYTL4,797,1131
100701264,SYTL4,678,878
38089577,SYTL5,1487,1963
38102391,SYTL5,1412,1943
38054321,SYTL5,1108,1289
38094394,SYTL5,843,847
31817876,ARHGAP12,329,348
31861452,ARHGAP12,481,576
31908496,ARHGAP12,580,621
31908651,ARHGAP12,1089,1319
10622749,RP1L1,347,382
10610284,RP1L1,711,759
10612040,RP1L1,204,142
10609736,RP1L1,743,945
48139261,ABCC12,1505,1791
48108445,ABCC12,1366,1670
48143948,ABCC12,2119,2375
48140875,ABCC12,1093,1115
86656198,OPN4,605,630
86658076,OPN4,678,883
86654862,OPN4,529,709
86658616,OPN4,423,454
1313207,FOXQ1,1685,2240
1313050,FOXQ1,837,1388
1313324,FOXQ1,669,649
1312884,FOXQ1,1334,1721
46634658,GNG8,1940,1827
46634646,GNG8,1463,1457
46634604,GNG8,1044,1304
46634625,GNG8,344,296
44840934,H2AFV,1255,1719
44840906,H2AFV,1034,1127
44843331,H2AFV,1425,1219
44840961,H2AFV,984,993
42969115,EPSTI1,345,341
42926419,EPSTI1,366,490
42992023,EPSTI1,369,364
42970637,EPSTI1,136,147
94939949,TP53INP1,903,1001
94940214,TP53INP1,1457,1673
94939893,TP53INP1,1354,1604
94939996,TP53INP1,802,840
38252895,PPP1R14A,325,290
38256281,PPP1R14A,576,798
38256214,PPP1R14A,537,569
38256143,PPP1R14A,848,747
130400749,CEP41,555,556
130404603,CEP41,400,384
130402767,CEP41,570,772
130411161,CEP41,385,571
131677760,FNIP1,868,914
131672242,FNIP1,559,499
131709234,FNIP1,561,570
131679112,FNIP1,491,436
109898880,LIMS3,1710,2130
109898788,LIMS3,2018,1918
109898823,LIMS3,690,844
109898758,LIMS3,1414,997
55790231,TGS1,1054,1206
55786695,TGS1,577,654
55785783,TGS1,224,168
55798931,TGS1,986,1165
3272975,MYL12B,482,385
3273047,MYL12B,531,686
3277267,MYL12B,510,498
3277304,MYL12B,2307,1911
40801279,EGLN2,486,499
40800801,EGLN2,634,723
40801343,EGLN2,652,1033
40801111,EGLN2,671,657
33931170,EGLN3,990,1248
33950704,EGLN3,1280,1245
33950503,EGLN3,438,445
33950413,EGLN3,293,291
53290253,BIRC8,1796,2161
53289939,BIRC8,1053,1491
53289981,BIRC8,758,684
53290180,BIRC8,971,1161
6319450,PRKCDBP,507,415
6319563,PRKCDBP,588,541
6320407,PRKCDBP,472,622
6320295,PRKCDBP,1245,1121
29813689,PRRT2,617,864
29813324,PRRT2,607,552
29813561,PRRT2,244,290
29813218,PRRT2,562,618
20799268,ERI2,712,883
20798736,ERI2,442,531
20798588,ERI2,686,965
20800307,ERI2,718,739
7627393,SAT2,800,979
7627585,SAT2,990,900
7627036,SAT2,819,1059
7626948,SAT2,796,826
31453335,DTD2,966,1037
31457312,DTD2,1298,1388
31457367,DTD2,983,716
31448388,DTD2,912,1022
110967510,GTF3C6,1039,1145
110960473,GTF3C6,2070,1926
110962399,GTF3C6,993,1092
110960426,GTF3C6,890,866
54519006,SNX18,598,648
54518668,SNX18,543,645
54518492,SNX18,414,461
54518375,SNX18,965,660
84062902,MRAP2,363,422
84089158,MRAP2,1603,2125
84055356,MRAP2,1657,1984
84062986,MRAP2,1753,2247
83195639,RWDD2A,834,779
83195702,RWDD2A,329,382
83195864,RWDD2A,931,902
83195766,RWDD2A,745,734
32392037,CMTM7,574,728
32442011,CMTM7,462,435
32441904,CMTM7,846,810
32441867,CMTM7,1203,1359
50476197,FAM71E1,828,720
50475923,FAM71E1,464,570
50475834,FAM71E1,912,923
50476314,FAM71E1,1580,2296
130194262,TUBA3E,509,534
130193991,TUBA3E,962,1254
130194063,TUBA3E,869,1235
130195144,TUBA3E,1602,1877
55059262,RDH13,1505,1332
55048488,RDH13,1223,875
55056746,RDH13,1456,1448
55048723,RDH13,2034,2383
52238880,IL17F,699,896
52238949,IL17F,453,484
52238837,IL17F,609,786
52238905,IL17F,957,672
76076664,IFT43,771,993
75988941,IFT43,641,758
76022382,IFT43,480,477
76082366,IFT43,598,742
31000933,STX1B,1021,1320
30997503,STX1B,1377,1033
31001160,STX1B,1130,971
31001566,STX1B,463,526
156294161,GLMP,669,729
156294955,GLMP,611,574
156294487,GLMP,409,398
156294541,GLMP,1288,1128
52550048,KRT71,1925,1813
52552906,KRT71,640,711
52548291,KRT71,530,573
52548772,KRT71,423,551
10315437,FDX1L,593,117
10315957,FDX1L,1070,111
10315469,FDX1L,1302,458
10310905,FDX1L,939,1166
97599731,HOGA1,687,768
97584911,HOGA1,854,1026
97598836,HOGA1,1331,1475
97599164,HOGA1,1190,1447
63599836,WDR89,991,1328
63599393,WDR89,708,816
63599230,WDR89,2563,3084
63599461,WDR89,291,371
59483919,L3HYPDH,734,781
59479300,L3HYPDH,513,485
59484221,L3HYPDH,189,242
59484009,L3HYPDH,809,762
46689181,TP53RK,490,129
46687108,TP53RK,618,510
46689248,TP53RK,479,368
46687217,TP53RK,524,213
28590134,CCDC101,2553,2067
28584964,CCDC101,1618,1653
28590203,CCDC101,928,517
28585673,CCDC101,2031,2294
44896050,PHF21B,1610,1797
44916420,PHF21B,681,915
44920449,PHF21B,1801,1821
44889767,PHF21B,733,571
134234978,VPS26B,607,738
134235031,VPS26B,772,805
134234925,VPS26B,517,573
134243184,VPS26B,557,683
134288886,GLB1L3,1439,1865
134310589,GLB1L3,2158,2349
134283759,GLB1L3,1396,1801
134311144,GLB1L3,2273,2814
13135648,NACC1,1864,2523
13136271,NACC1,939,998
13135486,NACC1,899,705
13135308,NACC1,1464,1576
55519861,CFAP36,655,566
55537581,CFAP36,1819,1410
55523818,CFAP36,800,731
55533895,CFAP36,1480,1527
43387563,MED8,2037,1798
43386594,MED8,1739,1476
43386949,MED8,1569,2023
43386877,MED8,1643,1578
52033304,KTI12,816,229
52033670,KTI12,960,716
52033542,KTI12,364,127
52033441,KTI12,969,586
786871,RPUSD1,1150,1409
787639,RPUSD1,648,777
787425,RPUSD1,934,1223
786314,RPUSD1,704,737
45118301,PLCD3,621,789
45119014,PLCD3,779,756
45121104,PLCD3,603,758
45116655,PLCD3,315,291
49423312,PTH2,611,813
49423212,PTH2,537,489
49423231,PTH2,649,830
49423262,PTH2,658,643
136239812,MTFR2,724,830
136241625,MTFR2,1364,1227
136244783,MTFR2,831,1151
136239663,MTFR2,414,405
65083365,CDCA5,871,883
65083505,CDCA5,721,465
65083695,CDCA5,622,476
65083645,CDCA5,1569,1301
104949615,AHNAK2,462,627
104947452,AHNAK2,1004,1075
104948678,AHNAK2,573,667
104952430,AHNAK2,234,279
18089430,SAAL1,411,456
18096777,SAAL1,522,632
18087143,SAAL1,691,989
18089356,SAAL1,454,515
2097047,IZUMO4,1144,1189
2097310,IZUMO4,1855,1636
2097954,IZUMO4,684,585
2097127,IZUMO4,1726,1372
1918175,SCAMP4,373,353
1918239,SCAMP4,515,821
1918942,SCAMP4,1851,1918
1917769,SCAMP4,1007,1184
1912626,ADAT3,1458,1653
1912691,ADAT3,1207,1232
1912185,ADAT3,634,517
1912540,ADAT3,2036,2807
40471822,CHST14,513,356
40471642,CHST14,680,470
40471884,CHST14,807,820
40471523,CHST14,734,592
44289277,CASC4,1354,1411
44337898,CASC4,847,829
44289343,CASC4,507,239
44289116,CASC4,2238,1660
114094223,KIF12,866,1112
114096105,KIF12,823,992
114095093,KIF12,434,490
114097378,KIF12,1165,1043
14073598,LOC113230,1054,802
14073529,LOC113230,948,1044
14073690,LOC113230,633,256
14073345,LOC113230,93,129
28404951,SLC46A1,835,468
28405309,SLC46A1,637,453
28405233,SLC46A1,644,493
28405132,SLC46A1,575,521
6944561,C12orf57,2350,1321
6944509,C12orf57,2169,1584
6944144,C12orf57,1746,1003
6944169,C12orf57,1465,1538
50453540,LARP4,1410,1470
50440508,LARP4,370,545
50461261,LARP4,1156,1119
50437747,LARP4,786,992
8022543,GLCCI1,1719,2045
8070935,GLCCI1,658,691
8060129,GLCCI1,889,1118
8003944,GLCCI1,827,1005
43216531,TMEM106A,1451,1112
43215864,TMEM106A,1899,2322
43215940,TMEM106A,1382,1389
43216487,TMEM106A,1674,1352
765231,SLC52A3,432,572
765566,SLC52A3,598,597
763709,SLC52A3,701,925
763864,SLC52A3,285,395
166329528,SFT2D1,1500,1870
166330211,SFT2D1,1312,1924
166329563,SFT2D1,586,885
166330186,SFT2D1,1039,1264
70993761,TEX261,605,413
70991955,TEX261,557,510
70991898,TEX261,337,308
70989811,TEX261,1016,913
34855911,SMIM12,452,424
34855953,SMIM12,901,1025
34855886,SMIM12,769,770
34855821,SMIM12,885,972
33093395,AZIN2,2254,2314
33084043,AZIN2,960,1071
33096798,AZIN2,1402,1692
33096720,AZIN2,2596,2648
32898188,TMEM54,620,685
32895722,TMEM54,1438,1545
32895942,TMEM54,812,733
32898296,TMEM54,75,114
131480274,TUBA3D,639,701
131480406,TUBA3D,452,389
131480508,TUBA3D,411,399
131479392,TUBA3D,1620,2019
83436863,HELQ,248,323
83436975,HELQ,817,516
83427585,HELQ,1162,1201
83432170,HELQ,415,410
66566678,CMTM1,2614,2945
66566923,CMTM1,349,284
66566724,CMTM1,745,713
66566854,CMTM1,1458,1513
107945305,CYP2U1,485,580
107945165,CYP2U1,255,182
107945008,CYP2U1,392,495
107945420,CYP2U1,494,633
113453242,ADPRHL1,473,538
113453301,ADPRHL1,829,991
113444545,ADPRHL1,1534,1670
113429063,ADPRHL1,618,798
144509635,MFSD3,474,237
144509478,MFSD3,687,703
144510425,MFSD3,539,311
144509970,MFSD3,606,414
113435490,SDSL,2871,3522
113429220,SDSL,709,669
113428093,SDSL,2340,2674
113434173,SDSL,1763,2379
50549078,KLHDC7B,666,752
50548957,KLHDC7B,650,751
50548621,KLHDC7B,710,875
50549310,KLHDC7B,624,615
198512,ODF3,1310,1530
197392,ODF3,1618,2071
198471,ODF3,2114,2602
197659,ODF3,1443,1671
150330520,ZBED6CL,1771,2361
150330631,ZBED6CL,1496,1766
150330696,ZBED6CL,998,1078
150330805,ZBED6CL,927,1242
31291186,PIK3IP1,574,363
31292295,PIK3IP1,1189,1378
31290986,PIK3IP1,712,825
31291029,PIK3IP1,1171,1120
108657502,HENMT1,1440,1606
108654771,HENMT1,2296,2496
108650267,HENMT1,1334,1659
108655592,HENMT1,1403,1728
40021460,FAM83F,881,975
39995130,FAM83F,899,893
40021364,FAM83F,992,1110
39995383,FAM83F,786,804
140567234,SLC35A4,752,919
140567586,SLC35A4,1809,1814
140567763,SLC35A4,899,784
140567354,SLC35A4,535,543
22088394,ZNF257,1585,1788
22088128,ZNF257,1338,1403
22088557,ZNF257,975,1161
22073528,ZNF257,429,643
76482622,DTX2,1475,1771
76483037,DTX2,1169,1541
76482869,DTX2,1224,1514
76480733,DTX2,940,1071
57138518,ZIM3,565,756
57135993,ZIM3,590,750
57135727,ZIM3,516,531
57136945,ZIM3,309,455
45343121,TOE1,915,1020
45342886,TOE1,861,657
45341478,TOE1,2023,1887
45342560,TOE1,464,492
73686723,WBSCR22,629,719
73686868,WBSCR22,1903,1838
73686658,WBSCR22,1132,1135
73693345,WBSCR22,1207,1604
51009200,TRIM9,1468,1862
51094574,TRIM9,885,876
51025327,TRIM9,530,479
51094696,TRIM9,636,457
126633994,TXNRD3,996,894
126630893,TXNRD3,756,815
126654757,TXNRD3,1092,1091
126630731,TXNRD3,892,1074
5374029,UCN3,1514,1787
5373860,UCN3,1449,1506
5373793,UCN3,1490,1633
5374004,UCN3,1567,1751
49960771,SIGLEC11,1390,1875
49958717,SIGLEC11,695,897
49958885,SIGLEC11,1021,882
49960596,SIGLEC11,999,1227
40028479,SLC2A13,264,340
39864871,SLC2A13,726,765
40105273,SLC2A13,860,636
40028361,SLC2A13,428,372
63127574,LACTB,445,453
63122641,LACTB,681,624
63129591,LACTB,853,1141
63126890,LACTB,23,50
109942924,PALM2,551,766
109942707,PALM2,561,651
109942837,PALM2,418,460
109942767,PALM2,725,1030
52438525,EFHC1,446,582
52465077,EFHC1,749,868
52454186,EFHC1,830,1091
52452775,EFHC1,252,220
49035777,CGB1,970,605
49035803,CGB1,228,132
49035862,CGB1,1194,612
49036235,CGB1,325,220
49033037,CGB2,831,811
49032592,CGB2,380,221
49032915,CGB2,735,893
49032564,CGB2,248,83
247425151,NLRP3,425,472
247424385,NLRP3,490,642
247424228,NLRP3,609,847
247418950,NLRP3,978,1260
119221644,MAL2,826,927
119208579,MAL2,406,334
119208517,MAL2,376,298
119221718,MAL2,1217,1290
63373930,SLC22A9,529,562
63375761,SLC22A9,443,437
63370247,SLC22A9,634,578
63370377,SLC22A9,507,666
126292637,TIRAP,1816,2101
126292786,TIRAP,1956,2573
126292729,TIRAP,1487,1768
126290949,TIRAP,2369,2777
42840046,ERMAP,595,689
42835756,ERMAP,47,55
42830968,ERMAP,540,555
42830808,ERMAP,648,622
32022003,LRRC37B,642,406
32022167,LRRC37B,538,540
32021604,LRRC37B,1081,1252
32021777,LRRC37B,428,386
76531522,CYGB,601,554
76537431,CYGB,920,1140
76531670,CYGB,1528,1996
76531469,CYGB,153,126
105044619,CARD16,330,396
105044560,CARD16,773,1026
105041671,CARD16,350,472
105041610,CARD16,499,573
15475904,PGLYRP2,1239,1372
15476361,PGLYRP2,850,779
15475760,PGLYRP2,1693,1932
15475565,PGLYRP2,388,465
153307097,PGLYRP3,909,1090
153304995,PGLYRP3,1509,1750
153307167,PGLYRP3,1530,1652
153302538,PGLYRP3,797,1077
81163605,PKD1L2,576,723
81188911,PKD1L2,900,849
81154262,PKD1L2,398,342
81207493,PKD1L2,686,994
38580391,BTBD9,709,801
38594045,BTBD9,352,315
38580278,BTBD9,660,761
38597974,BTBD9,555,703
48501516,LMTK3,820,1045
48510125,LMTK3,570,757
48498509,LMTK3,258,326
48499681,LMTK3,636,628
33918233,CSMD2,1055,1259
33724579,CSMD2,487,592
33611098,CSMD2,821,832
33636507,CSMD2,1314,1880
57525652,MBD6,806,652
57525442,MBD6,704,637
57526080,MBD6,981,1086
57526822,MBD6,303,198
55523461,XKR4,630,670
55102902,XKR4,411,456
55357717,XKR4,608,738
55103069,XKR4,1122,919
176599148,GPRIN1,61,83
176598660,GPRIN1,689,752
176598965,GPRIN1,548,668
176599333,GPRIN1,1031,1248
112517199,CSMD3,1991,2147
112682590,CSMD3,990,1108
112636849,CSMD3,1623,1918
113173847,CSMD3,1246,1174
128106253,SLC25A25,1481,1125
128105851,SLC25A25,633,786
128102407,SLC25A25,660,722
128103703,SLC25A25,423,361
23032011,TUBGCP5,1304,1513
23022138,TUBGCP5,741,812
23017915,TUBGCP5,1718,1396
23036944,TUBGCP5,1033,544
97064716,KLHL32,1314,1080
97114074,KLHL32,1075,1345
97114278,KLHL32,1213,1479
97113940,KLHL32,1826,2113
152618931,FMNL2,474,647
152625485,FMNL2,596,629
152626652,FMNL2,298,275
152560921,FMNL2,585,424
37374028,ELFN2,960,1037
37374702,ELFN2,874,805
37374381,ELFN2,1971,1722
37375119,ELFN2,1786,2086
125349874,TMEM132B,771,936
125650763,TMEM132B,760,630
125652511,TMEM132B,793,637
125350128,TMEM132B,699,836
83880532,SLITRK1,852,910
83880708,SLITRK1,1223,1810
83881070,SLITRK1,1383,1746
83880883,SLITRK1,1041,1108
21574478,ESCO1,932,986
21573604,ESCO1,1298,1948
21574157,ESCO1,12,8
21574643,ESCO1,2520,3527
56193022,CCDC85A,256,397
56192718,CCDC85A,2625,3178
56192493,CCDC85A,228,388
56192811,CCDC85A,1998,1594
130440823,TMEM200A,592,726
130440727,TMEM200A,381,502
130440900,TMEM200A,697,922
130441335,TMEM200A,594,797
58692926,MYSM1,966,1150
58682159,MYSM1,623,434
58676978,MYSM1,554,803
58681856,MYSM1,304,410
76173727,RNF157,576,681
76166493,RNF157,485,598
76167079,RNF157,744,1031
76162620,RNF157,598,632
154301434,GALNT13,950,958
154259029,GALNT13,1704,1584
154245889,GALNT13,927,1355
154242775,GALNT13,2070,2491
107164309,SORCS1,854,1211
106956545,SORCS1,1297,1401
106677352,SORCS1,971,1269
106699218,SORCS1,818,1168
23642835,KLHL29,928,1008
23642665,KLHL29,854,889
23639226,KLHL29,408,530
23642455,KLHL29,0,4
28575265,ZBED9,1740,2148
28575795,ZBED9,1686,2197
28576082,ZBED9,1664,2391
28573690,ZBED9,552,643
143379975,RHPN1,539,563
143378926,RHPN1,770,716
143375626,RHPN1,1069,990
143379050,RHPN1,538,525
54456356,LENG8,2086,1707
54456008,LENG8,331,153
54455032,LENG8,440,368
54454543,LENG8,431,355
152991176,PNMA5,2209,2316
152990932,PNMA5,1542,1851
152991516,PNMA5,1384,1554
152990842,PNMA5,1641,1816
160093537,PWWP2A,1279,1390
160118883,PWWP2A,1775,2080
160093990,PWWP2A,828,1083
160093824,PWWP2A,356,482
1800211,SMYD4,852,993
1800475,SMYD4,964,821
1800002,SMYD4,825,832
1800992,SMYD4,356,487
15272441,FHAD1,815,954
15313180,FHAD1,649,843
15324542,FHAD1,258,302
15345435,FHAD1,376,447
160496201,SLAMF6,593,826
160491130,SLAMF6,370,381
160491278,SLAMF6,573,765
160491384,SLAMF6,645,652
24318620,OSBPL1A,650,714
24303649,OSBPL1A,959,1157
24317154,OSBPL1A,842,908
24181186,OSBPL1A,507,594
3104277,OSBPL5,1385,1389
3120549,OSBPL5,682,687
3102202,OSBPL5,537,448
3107376,OSBPL5,457,433
178339717,OSBPL6,1287,1137
178372153,OSBPL6,2171,1919
178328327,OSBPL6,192,201
178383154,OSBPL6,769,913
47813597,OSBPL7,1718,1494
47817273,OSBPL7,591,448
47816139,OSBPL7,537,584
47815253,OSBPL7,1338,1764
76392599,OSBPL8,457,434
76389753,OSBPL8,463,423
76399900,OSBPL8,285,289
76386220,OSBPL8,235,289
51652020,OSBPL9,2490,2497
51760762,OSBPL9,441,385
51765871,OSBPL9,687,708
51781237,OSBPL9,13,11
31830126,OSBPL10,2110,2825
31683915,OSBPL10,2070,1839
31879660,OSBPL10,1644,2114
31980983,OSBPL10,1909,1460
125563703,OSBPL11,1430,1127
125582927,OSBPL11,1142,1174
125563833,OSBPL11,951,1112
125576303,OSBPL11,500,512
79046673,C1QTNF1,1784,2325
79047677,C1QTNF1,816,987
79047745,C1QTNF1,1102,1207
79044119,C1QTNF1,577,639
160349760,C1QTNF2,1736,1596
160370563,C1QTNF2,599,452
160349694,C1QTNF2,999,1421
160349569,C1QTNF2,1074,1081
34033328,C1QTNF3,1350,1169
34035731,C1QTNF3,858,1076
34043061,C1QTNF3,728,953
34035688,C1QTNF3,782,901
47590627,C1QTNF4,460,556
47590168,C1QTNF4,366,460
47590431,C1QTNF4,1706,1505
47590543,C1QTNF4,423,391
119339616,C1QTNF5,635,773
119339834,C1QTNF5,335,436
119339680,C1QTNF5,1069,1166
119339757,C1QTNF5,1045,799
37185323,C1QTNF6,651,799
37182496,C1QTNF6,976,1110
37182610,C1QTNF6,703,954
37185380,C1QTNF6,799,604
15442190,C1QTNF7,620,668
15442473,C1QTNF7,765,865
15435801,C1QTNF7,404,502
15435909,C1QTNF7,364,446
123533210,FBXO32,774,818
123513328,FBXO32,2007,2678
123534807,FBXO32,684,961
123531909,FBXO32,782,1011
102401967,TMEM123,2603,3374
102402090,TMEM123,989,1047
102448824,TMEM123,476,536
102402139,TMEM123,775,1003
42546552,SMIM19,1016,1209
42548697,SMIM19,1229,1432
42546502,SMIM19,1562,1801
42546577,SMIM19,621,797
102715112,GPRASP2,1211,1622
102716125,GPRASP2,494,574
102715702,GPRASP2,630,884
102715882,GPRASP2,443,503
6709596,MRFAP1L1,58,55
6709461,MRFAP1L1,1718,1260
6709425,MRFAP1L1,552,597
6709491,MRFAP1L1,877,1094
130683599,TSGA13,949,1121
130672745,TSGA13,239,315
130680971,TSGA13,1700,1472
130679264,TSGA13,1201,1576
47565946,PTPMT1,1022,284
47569825,PTPMT1,376,344
47569751,PTPMT1,1088,1054
47565779,PTPMT1,1165,151
2896625,FLYWCH2,1434,1607
2896721,FLYWCH2,328,480
2896535,FLYWCH2,1011,1181
2896651,FLYWCH2,2328,2960
113320431,WDR31,1423,1521
113323113,WDR31,1302,1592
113330985,WDR31,725,587
113321512,WDR31,1385,1519
4382124,VASN,1068,1085
4381040,VASN,2831,3292
4381237,VASN,409,528
4381833,VASN,537,514
113988416,ZNF618,319,291
114049072,ZNF618,613,657
114048748,ZNF618,583,665
114016113,ZNF618,608,728
73452088,MB21D1,2590,2828
73440429,MB21D1,1638,1840
73451728,MB21D1,2350,2172
73451636,MB21D1,1990,2045
205923545,SLC26A9,552,589
205927595,SLC26A9,817,896
205928036,SLC26A9,2370,2115
205931937,SLC26A9,2034,2487
41832433,NT5C3B,719,927
41828821,NT5C3B,1376,1716
41835881,NT5C3B,720,685
41835090,NT5C3B,1316,1376
17936559,CCDC124,2228,2480
17942682,CCDC124,1314,1720
17936458,CCDC124,1090,1270
17942840,CCDC124,574,849
46118230,HAUS1,1081,921
46105364,HAUS1,558,473
46118310,HAUS1,1008,1143
46122532,HAUS1,798,1133
91318253,SLC26A7,905,851
91343462,SLC26A7,1503,963
91295567,SLC26A7,788,870
91340443,SLC26A7,1221,1447
126915062,3-Mar,1290,1593
126914935,3-Mar,585,506
126918055,3-Mar,435,473
126915113,3-Mar,735,849
2832329,ZNF554,2436,3176
2834108,ZNF554,721,740
2833933,ZNF554,527,662
2833748,ZNF554,1721,1655
108137860,ATG4A,1789,2006
108131306,ATG4A,1853,1842
108137944,ATG4A,1887,2142
108134112,ATG4A,507,605
76886046,KCTD12,709,641
76885977,KCTD12,1148,1300
76885517,KCTD12,1817,1690
76885672,KCTD12,1387,1434
58539191,OMA1,589,753
58538872,OMA1,984,855
58536561,OMA1,712,787
58534166,OMA1,209,261
100188033,DDIT4L,1455,1611
100187956,DDIT4L,757,941
100189898,DDIT4L,462,481
100188126,DDIT4L,1556,1539
28593897,RAB42,1959,2069
28593981,RAB42,1518,1220
28593819,RAB42,1263,1712
28593927,RAB42,1438,1536
66262061,SLC25A26,812,771
66236625,SLC25A26,1053,1100
66263349,SLC25A26,1360,1361
66243235,SLC25A26,423,626
38950005,FBXO17,1839,2206
38948616,FBXO17,219,170
38950094,FBXO17,397,315
