sgRNA,Gene,DLD1-Cont2_P10.13.initial,DLD1-Cont2_P10.13.final
OTUD7A_2781.97,OTUD7A,1440,1352.8
MALT1_2475.89,MALT1,987,995.8
ETV3_E3_185.11,ETV3,1085,954.2
ZNF532_E10_148.11,ZNF532,1104,1002.2
FBXO27_852.39,FBXO27,729,773.8
BAZ1B_BD_e18_67.0,BAZ1B,1129,932.8
NEURL1_1725.131,NEURL1,1679,1683.8
DPP8_2697.145,DPP8,1414,1354.8
NPEPL1_1572.14,NPEPL1,942,930.4
MYCL_E2_165.1,MYCL,2416,2072.8
OARD1_Macro14140_E1_459.23,OARD1,796,646
ZBTB41_E7_107.0,ZBTB41,2170,2160.8
MAP3K14_PKc_E6_114.9,MAP3K14,1000,1452.6
ZFP69B_E5_666.52,ZFP69B,1650,1462.2
ESR2_E3_106.2,ESR2,2346,2723.2
ZFY_E8_588.20,ZFY,1967,2132
FGFR3_PKc_E12_111.1,FGFR3,482,453.8
CYLD_2871.182,CYLD,1656,1189
KMT2B_e37_218.25,KMT2B,1407,1499.4
TRIM7_1536.11,TRIM7,506,516.8
HERC1_14586.634,HERC1,554,355.4
SP1_E5_200.13,SP1,926,1358.8
CHFR_1995.84,CHFR,1092,872.2
CECR2_BD_e13_127.7,CECR2,1908,1054.4
SMARCA2_H_e25_59.1,SMARCA2,1867,1835.8
WSB1_1266.93,WSB1,595,417.4
ERF_E2_182.12,ERF,1250,1099
MBD3_MBD1_E1_98.12,MBD3,1052,985.4
ZSCAN25_E8_564.96,ZSCAN25,606,805.8
ZNF700_E4_1239.29,ZNF700,611,599.8
MYC_E3_171.1,MYC,1094,1186.4
CPD_4143.38,CPD,641,438.4
TRIM22_1497.112,TRIM22,1201,775.4
PRKAA1_PKc_E4_45.1,PRKAA1,485,525
JMJD1C_e22_86.0,JMJD1C,1533,2081.2
FBXO9_1344.24,FBXO9,1012,966.2
E2F1_E3_220.4,E2F1,1603,1323
CEBPG_E2_162.6,CEBPG,1503,1061.8
ZNF160_E7_1665.90,ZNF160,1965,1985.8
ZNF600_E3_1785.81,ZNF600,1334,1462.8
TAL2_E1_168.7,TAL2,2317,1856
ETS1_E10_141.7,ETS1,1400,1841.6
SMARCA2_BD_e29_54.3,SMARCA2,1387,884.6
ZNF254_E6_1326.43,ZNF254,1274,1219.2
SPSB4_822.164,SPSB4,1753,1772
ZNF146_E4_819.55,ZNF146,1116,943.6
HECW2_4719.304,HECW2,334,304.2
KLF16_E2_137.3,KLF16,763,377.6
NR2F1_E1_208.3,NR2F1,1407,1348.4
KDM6B_e19_188.0,KDM6B,893,832.2
NKX2_2_E2_171.18,NKX2,182,234
NR4A1_E4_130.18,NR4A1,1477,1301.6
FOXN3_E2_204.12,FOXN3,2530,2401
FGFR2_PKc_E12_111.5,FGFR2,1053,957.4
TOPORS_2943.4,TOPORS,1001,801
SPOPL_BTB190297_E1_1179.33,SPOPL,1034,936.2
ENPEP_2874.287,ENPEP,488,302.4
TRIM44_1035.121,TRIM44,1243,1321.2
MARCH1_870.77,1-Mar,1163,1487
PLK3_PKc_E1_33,PLK3,781,679.8
SATB2_E11_177.27,SATB2,937,643.2
ZNF675_E4_1164.53,ZNF675,1693,1416
ZNF175_E5_1245.22,ZNF175,1438,1409.6
FBXO34_2,FBXO34,1662,1421.4
FAM105A_129.7,FAM105A,1145,1041.2
TXK_PKc_E14_158.4,TXK,633,560.4
ERG_E12_252.24,ERG,725,809.6
GCK_PKc_E7_184.12,GCK,1186,1334.2
BARHL2_E2_155.4,BARHL2,1002,1246
DCAF12L1_1392.97,DCAF12L1,1174,1122.4
ZNF502_E5_1161.47,ZNF502,1189,1085.6
HECTD1_7833.173,HECTD1,546,394.4
MSL3_Chromo_E2_83.0,MSL3,847,693.8
ANAPC1_1,ANAPC1,578,436.4
ARID5A_E3_79.2,ARID5A,882,881.8
HES6_E3_57.0,HES6,224,210.2
SIAH1_942.30,SIAH1,991,944.4
ZNF442_E6_1080.24,ZNF442,1281,926.8
FBXL8_1125.38,FBXL8,1163,1322.4
RET_PKc_E12_118.2,RET,184,136.8
HACE1_2730.83,HACE1,1146,809
SOCS7_1746.61,SOCS7,599,593.2
FOXN2_E3_204.17,FOXN2,3364,3267
ZBTB33_E3_657.45,ZBTB33,1176,969
RNF2_1011.61,RNF2,1688,1810.8
ZNF33A_E5_1407.32,ZNF33A,904,1083
TRIM14_1329.16,TRIM14,1324,1432.8
DPP4_2301.1,DPP4,1166,1112.8
FBXL15_903.82,FBXL15,688,988.4
TET2_e8_90.3,TET2,589,479.8
RCBTB1_BTB371467_E1_1596.94,RCBTB1,1895,1445.2
TRIM13_1224.97,TRIM13,1282,1082.4
ZNF784_E2_447.62,ZNF784,558,437
JADE2_Phd_E6_84.1,JADE2,763,587.8
CLOCK_e23_256.17,CLOCK,1013,935.6
SETDB1_tudor348400_E1_3876.515,SETDB1,1079,867.8
ZNF425_E4_1131.153,ZNF425,1583,1583.2
KCNS2_BTB19118_E1_1434.226,KCNS2,150,131.6
IRF2BPL_2391.527,IRF2BPL,473,283.6
USP5_2577.368,USP5,437,309.4
SMNDC1_tudor76124_E1_717.42,SMNDC1,1190,860.2
ZBTB3_E2_75.0,ZBTB3,2512,2675.8
HSFY2_E1_279.12,HSFY2,3569,2650.2
SYK_PKc_E9_62,SYK,465,392.6
ADAM2_2208.37,ADAM2,1116,1026.6
DYRK2_PKc_E3_1140.32,DYRK2,838,742.6
MMP25_1689.86,MMP25,980,650
ZNF716_E4_825.14,ZNF716,1509,1047.6
CSNK1E_PKc_E3_111.11,CSNK1E,904,779.6
FOXH1_E1_78.0,FOXH1,1530,1433.6
CHEK1_PKc_E4_65.6,CHEK1,378,332.6
RNF225_990.242,RNF225,1214,1444.6
RNF138_738.44,RNF138,2248,2817.4
ZFX_E10_1119.23,ZFX,492,551.4
SENP1_1935.91,SENP1,853,727.8
RNF17_4872.12,RNF17,1108,1282.6
FBXL5_2076.7,FBXL5,751,434
MYLK3_PKc_E9_71,MYLK3,543,345.2
KLK14_804.31,KLK14,600,393.6
DNAJC2_E16_155.0,DNAJC2,1177,1213.6
CDC23_1794.26,CDC23,1512,1266.2
RNF225_990.241,RNF225,521,626.2
TLX3_E2_167.15,TLX3,845,697.6
ASB9_885.112,ASB9,1149,899
MEP1A_2241.304,MEP1A,975,1009
ZNRF4_1290.161,ZNRF4,868,860.4
KDM2B_4011.168,KDM2B,1025,1099.8
ABHD17B_882.42,ABHD17B,1258,1444.2
NRF1_Ex_161.16,NRF1,971,964.6
ZNF672_E4_1206.130,ZNF672,384,259
ZBTB42_E1_159.14,ZBTB42,2278,2859
MYCL_E2_165.3,MYCL,657,721.4
MAP3K9_PKc_E3_181.9,MAP3K9,105,168
MID1_2004.203,MID1,1021,1095.6
ZFP36_999.181,ZFP36,1106,1054
MNT_E4_112.3,MNT,1326,1541.6
OTX2_E2_135.7,OTX2,961,584
MSC_E1_180.8,MSC,610,419.2
KDM2A_5,KDM2A,702,631.4
CELA3A_813.4,CELA3A,686,506.4
TRAIP_1410.192,TRAIP,741,854
NR0B1_E1_386.58,NR0B1,877,659.4
ACVR1C_PKc_E7_125.7,ACVR1C,461,436
MAP3K8_PKc_E5_262.23,MAP3K8,152,110.4
SCYL3_PKc_E2_141.1,SCYL3,1144,1143
RHOXF1_E1_89.0,RHOXF1,1441,1408
IKZF5_E4_55.3,IKZF5,675,658
GZMB_744.45,GZMB,1551,1532.6
TOX4_E5_144.4,TOX4,818,306
PRSS22_954.192,PRSS22,1742,1874.2
CDC23_1794.11,CDC23,361,197.2
DESI2_585.44,DESI2,895,706.2
TRIM56_2268.566,TRIM56,1009,1213.2
SFMBT1_MBT131232_E1_2601.316,SFMBT1,1451,1108.8
RNF5_2,RNF5,2772,3892.8
KLHL32_BTB32137_E1_1863.5,KLHL32,902,1132
CDK11B_PKc_E17_117.11,CDK11B,969,679
STK32C_PKc_E3_152.1,STK32C,109,95.4
DPF3_Phd_E8_91.6,DPF3,541,475.2
HMGXB3_E3_163.16,HMGXB3,1544,1260.2
GRHL1_E5_77.5,GRHL1,1656,1493.8
TRIM49_5,TRIM49,793,868
TRIM33_Phd_E15_104.0,TRIM33,1767,1568.2
ZNF597_E4_630.32,ZNF597,1533,1634.6
PRSS53_1662.358,PRSS53,1109,1190.6
PKNOX2_E10_72.2,PKNOX2,711,501
STAT6_E12_93.0,STAT6,525,317.2
CASP4_966.8,CASP4,1090,784.2
ZNF560_E10_1560.95,ZNF560,439,430.2
CBL_2721.93,CBL,589,371.4
MAP2K2_PKc_E8_65,MAP2K2,476,417
TFE3_E9_76.4,TFE3,2087,1541.6
FBXO18_3285.160,FBXO18,2113,1585.8
IRAK3_PKc_E8_119.1,IRAK3,1377,1421
PSMA3_768.37,PSMA3,931,815
XIAP_1,XIAP,1157,1380.6
ZSCAN16_E4_324.16,ZSCAN16,905,692.6
PSMB8_831.98,PSMB8,685,440.6
TRIM73_3,TRIM73,599,550.4
KLHL41_BTB23130_E1_1821.5,KLHL41,724,657.8
RNF146_1077.15,RNF146,466,528.2
GGTLC2_657.18,GGTLC2,1803,1768.4
CRMP1_2061.299,CRMP1,1862,1617
ZNF732_E4_1239.1,ZNF732,1043,1013.8
KDM2A_10,KDM2A,1125,1166
USP27X_1317.15,USP27X,1228,1130.8
RNF217_1629.164,RNF217,254,231
ZNF668_E2_410.66,ZNF668,1019,1093.8
FOS_E3_75.2,FOS,814,686
MAFB_E1_210.15,MAFB,654,364.8
FOXA2_E2_234.8,FOXA2,699,709.4
CHD1_H_e18_150.8,CHD1,835,980.2
USP47_3864.35,USP47,889,876.4
CBLC_1425.172,CBLC,907,941.2
PML_2649.364,PML,1133,1166.8
STK24_PKc_E2_210.9,STK24,884,511.6
BTBD7_BTB137235_E1_3399.346,BTBD7,1210,885.8
RNF11_465.35,RNF11,1007,889
BRCA1_5592.483,BRCA1,917,335
TBX18_E3_102.5,TBX18,1636,1322
RCOR2_E11_54.1,RCOR2,1365,912
DCAF1_20,DCAF1,940,1009.4
RNF139_1995.98,RNF139,1296,1239
SIRT3_e4_101.10,SIRT3,828,799.4
OBSCN_PKc2_E101_240.9,OBSCN,1227,1240.2
KDM5B_e13_120.2,KDM5B,1136,950.2
HOXB2_E2_174.15,HOXB2,485,392.6
RNF126_936.6,RNF126,388,477.2
NFAT5_E7_191.2,NFAT5,1090,1107.6
SPSB1_822.17,SPSB1,820,604
LBX1_E2_171.12,LBX1,687,527.6
FBXL18_2157.75,FBXL18,964,1069.2
ZNF34_E6_1071.48,ZNF34,467,440.2
CYHR1_1089.15,CYHR1,1157,939.2
CXXC5_CXXC255296_E1_969.71,CXXC5,442,397.4
CDC16_1863.143,CDC16,639,640.6
RNF144A_879.36,RNF144A,1919,1585
ADAMDEC1_1413.39,ADAMDEC1,1538,1412.2
EHMT1_e26_176.1,EHMT1,2056,2054.8
RELA_E3_132.17,RELA,748,670.8
ZNF670_E4_498.37,ZNF670,1595,1576.4
CAPN7_2442.2,CAPN7,1134,1014.8
MMP1_1410.13,MMP1,934,936.4
RNF175_987.54,RNF175,1538,1158.4
SPSB2_792.30,SPSB2,719,573
ZNF599_E4_993.95,ZNF599,1279,1465.8
KAT7_E4_37.0,KAT7,854,897.4
ZKSCAN7_E6_1077.94,ZKSCAN7,823,623
ZHX2_E3_1239.125,ZHX2,679,687.6
E2F3_E3_194.11,E2F3,1601,1221.6
ZNF253_E4_828.61,ZNF253,980,723
CSNK2A1_PKc_E11_101.1,CSNK2A1,704,735.2
PHKG2_PKc_E3_176,PHKG2,1442,1522.4
SKP2_1275.125,SKP2,683,453.8
HERC3_2799.203,HERC3,740,636
FBXL13_2208.13,FBXL13,1610,1171.6
GMEB1_E5_104.7,GMEB1,568,489.6
TYRO3_PKc_E16_110.11,TYRO3,149,112.4
MAP2K6_PKc_E9_78.5,MAP2K6,605,623
FBXW9_12,FBXW9,1244,1057.8
PAPPA_4884.668,PAPPA,2403,2587.6
RBCK1_1533.93,RBCK1,877,909.4
DCAF5_2829.375,DCAF5,979,820.4
TRIM51_1359.139,TRIM51,855,738.6
PTF1A_E1_168.3,PTF1A,1173,1056.2
HDAC4_e21_120.2,HDAC4,1698,1887.6
CTRL_795.101,CTRL,885,964
SCMH1_MBT137235_E1_1983.27,SCMH1,1060,821.8
ZBTB7B_BTB58178_E1_1722.13,ZBTB7B,481,393
PSMA4_786.4,PSMA4,654,643.8
MASTL_PKc2_E11_102.1,MASTL,553,382.6
USF1_E9_95.1,USF1,825,585.6
CASP9_801.71,CASP9,2041,2141
KAT8_Chromo_E3_176.6,KAT8,502,336.2
ZNF808_E5_1998.47,ZNF808,794,503
RNF2_1011.10,RNF2,1693,1199.4
NPEPL1_1572.101,NPEPL1,1297,1220.2
TERF2_SANT_E10_144.6,TERF2,475,387.8
ROCK2_PKc_E3_101.4,ROCK2,772,540
SP110_Phd_E15_101.4,SP110,642,429.4
MTA3_Bah3170_E1_1548.141,MTA3,750,775
ZNF302_E6_495.33,ZNF302,1877,1645
MBD3_E5_178.6,MBD3,1073,737
ZCWPW2_CW3078_E1_1071.7,ZCWPW2,508,589
USP36_111.5,USP36,1027,873.8
RNF41_954.4,RNF41,1058,746
ASB14_1764.89,ASB14,589,486.8
UBE2V2_438.10,UBE2V2,1327,1088.4
MACROD1_Macro153319_E1_978.144,MACROD1,526,400.4
ACE_3921.182,ACE,974,1172.8
ZNF551_E3_1038.81,ZNF551,855,1237.6
TRIB3_PKc_E4_361.35,TRIB3,694,562
ZNF396_E4_66.2,ZNF396,1449,1342.4
TRIM31_1278.6,TRIM31,1977,1656.2
ZNF33B_E4_1407.33,ZNF33B,832,888.2
TRAF3_1707.177,TRAF3,2181,1511.2
CTSC_67.0,CTSC,1577,1486.2
ZNF45_E10_1548.88,ZNF45,1013,878.4
ZNF564_E4_1317.102,ZNF564,868,626.6
HOXB7_E2_177.0,HOXB7,1228,1158.2
FBXO24_1857.354,FBXO24,837,1104.2
ARID3A_E5_184.2,ARID3A,1535,1844.4
CPD_4143.36,CPD,1130,1401.8
MYLIP_1338.88,MYLIP,1183,1614.4
KLK1_789.57,KLK1,1958,1786.6
ARIH2_1482.29,ARIH2,949,774.2
ZNF679_E5_492.34,ZNF679,1442,1194.6
HOXD8_E2_177.0,HOXD8,845,788
ZNF655_E4_582.16,ZNF655,1014,668.8
SPPL2A_1563.14,SPPL2A,829,841.4
KDM6A_e26_188.12,KDM6A,1192,918
TFCP2_E4_106.0,TFCP2,2247,1734.8
RNF212_894.94,RNF212,660,540.2
ZNF16_E4_1479.88,ZNF16,957,795
PADI4_e14_70.0,PADI4,2754,1764
STAMBP_1275.87,STAMBP,1949,1779.6
KCTD21_BTB593_E1_783.112,KCTD21,1729,1467.4
TRIM32_1962.4,TRIM32,830,792
RHOXF1_E1_89.4,RHOXF1,1739,2101.6
JUND_E1_162.1,JUND,251,166
RFX4_E4_124.13,RFX4,1298,929
OTUD5_1716.116,OTUD5,1105,988
MAPKAPK3_PKc_E6_65.3,MAPKAPK3,350,413.6
JDP2_E3_63.6,JDP2,1670,1523
WNK2_PKc_E1_105,WNK2,1602,1457
USP16_2472.44,USP16,1536,1200.8
KDM4A_Phd_E14_205.10,KDM4A,892,914.4
HOXD1_E2_168.7,HOXD1,620,526.2
ZNF623_E1_1116.5,ZNF623,618,592.4
ZNF175_E5_1245.91,ZNF175,578,500.2
MARCH2_741.80,2-Mar,1218,1273.4
GLYR1_PWWP690_E1_1662.247,GLYR1,1140,724.8
RNF103_2058.121,RNF103,1730,1708.4
MYC_E3_171.19,MYC,109,195.2
MAP3K3_PKc_E17_211.2,MAP3K3,358,494
ZNF664_E5_735.3,ZNF664,1378,1154.8
TDRD6_tudor10371080_E1_6291.232,TDRD6,1890,1605.2
MAPK12_PKc_E3_59.2,MAPK12,675,612.4
G2E3_ePhd_E5_125.2,G2E3,442,299
GZMA_789.45,GZMA,1890,1531.4
LEF1_E9_99.3,LEF1,1580,1375.4
HDAC7_e20_120.12,HDAC7,1135,1456.2
MBTPS1_3159.432,MBTPS1,373,383
FBXO42_2154.16,FBXO42,723,659.4
SUV39H1_Chromo_E3_108.8,SUV39H1,695,498.6
KCNG3_BTB11111_E1_1311.163,KCNG3,421,466.8
ZSCAN4_E5_321.22,ZSCAN4,724,687.6
AK2_PKc_E6_159.19,AK2,625,1056.8
ZNF432_E5_1392.77,ZNF432,1985,1836
EPHX4_1089.88,EPHX4,1443,941.8
CDX1_E3_42.3,CDX1,295,152
RC3H2_3576.361,RC3H2,1630,1152
ATXN3_933.17,ATXN3,689,464.8
PPAT_1554.7,PPAT,1342,1823.8
ROCK1_PKc_E5_176,ROCK1,1599,1435.6
HOXB1_E2_168.21,HOXB1,654,562.2
TNK1_PKc_E4_81.3,TNK1,225,216.8
CDH1_2649.51,CDH1,387,365.4
ADAM10_2247.45,ADAM10,1383,1204.2
PHF1_Phd1_E4_73.2,PHF1,251,381
MEIS3_E9_88.0,MEIS3,1737,1426
FER_PKc_E15_116.2,FER,771,438.4
MAF_E1_258.20,MAF,964,1012.2
ZNF783_E6_504.72,ZNF783,363,391.4
ZNF143_E10_126.4,ZNF143,2042,1740.4
ZNF274_E8_552.65,ZNF274,1393,1317.8
UBE2S_7,UBE2S,273,279.8
PDK4_PKc_E5_59,PDK4,753,585.4
STK38_PKc_E5_84.1,STK38,1381,765.6
ZNF510_E6_1272.101,ZNF510,1561,1495.2
MYSM1_E6_42.1,MYSM1,1949,1411.2
MYSM1_SANT_E6_42.1,MYSM1,1949,1411.2
C1RL_1464.105,C1RL,565,525.6
FBXW12_1395.126,FBXW12,1301,846.2
ADCK5_PKc_E12_52.5,ADCK5,163,154
RPS6KL1_PKc_E8_90.9,RPS6KL1,463,458.6
TDRD6_tudor314360_E1_6291.123,TDRD6,717,483.8
NEUROG3_E2_180.1,NEUROG3,1107,1185.8
ZNF254_E6_1326.42,ZNF254,1044,678.6
ZBTB4_BTB2062_E1_3042.756,ZBTB4,540,511.4
DTX4_1860.357,DTX4,283,414.8
WSB2_1266.115,WSB2,1375,1295.2
HOXA10_E2_177.11,HOXA10,991,552
SALL2_E2_852.139,SALL2,1080,1212.8
BUB1B_PKc_E20_143.5,BUB1B,757,501.2
SP8_E2_162.18,SP8,1400,1104.6
KLHL1_BTB202305_E1_2247.51,KLHL1,1178,857.6
KLHL6_BTB62167_E1_1866.246,KLHL6,1639,1661.6
SOCS7_1746.119,SOCS7,1616,1542
HOXC9_E2_147.6,HOXC9,1050,749.6
L3MBTL1_MBT277374_E1_2523.93,L3MBTL1,949,730.6
PAX4_E2_216.36,PAX4,395,283.8
ZNF572_E3_1077.39,ZNF572,1834,1834.8
KCNB2_BTB37136_E1_2736.23,KCNB2,553,266.8
TRIM64_3,TRIM64,1114,1018.8
ZNF592_E5_179.24,ZNF592,1197,1031
ZKSCAN5_E6_427.29,ZKSCAN5,1343,889
CREB3L2_E7_59.1,CREB3L2,604,445.6
PIM1_PKc_E3_51.2,PIM1,852,633.4
CRAMP1_SANT_E3_126.7,CRAMP1,355,293.6
MLLT6_Phd_E1_91.7,MLLT6,274,217.8
TET1_e10_86.5,TET1,899,663
USP43_3372.71,USP43,1290,976
USP30_1554.95,USP30,324,277.4
TRIM67_2352.0,TRIM67,1672,1500.2
SOCS7_1746.306,SOCS7,369,202.6
PAK3_PKc_E9_64.1,PAK3,357,223.8
PDGFRB_PKc_E14_111.1,PDGFRB,430,560.6
MMP25_1689.54,MMP25,1111,923.6
UTY_e25_115.7,UTY,2878,2296.4
XBP1_E2_97.0,XBP1,1110,885
ZBTB20_E5_215.14,ZBTB20,950,1382.2
USP39_1698.81,USP39,929,1294.6
SIRT2_e11_56.0,SIRT2,401,234.2
ADAMTS2_3636.605,ADAMTS2,592,495.6
ZNF676_E3_1410.54,ZNF676,1326,1398.6
ESRRG_E5_65.1,ESRRG,1539,2071
TBL1Y_6,TBL1Y,1568,1185.8
KLHL17_BTB82189_E1_1929.337,KLHL17,892,1117.4
GATA1_E4_135.12,GATA1,594,475.8
PKNOX2_E10_72.3,PKNOX2,1062,916.8
JMJD8_E5_69.9,JMJD8,2589,3028.4
UHMK1_PKc_E2_293.15,UHMK1,241,328.8
BAZ2A_BD_e29_135.9,BAZ2A,1065,1228.6
PKMYT1_PKc_E5_107.4,PKMYT1,689,542.2
ZNF317_E7_1077.48,ZNF317,762,545.6
KBTBD2_BTB21128_E1_1872.2,KBTBD2,541,523
ZNF426_E8_750.13,ZNF426,3245,3472.6
ZNF746_E7_162.15,ZNF746,616,553.8
MAFB_E1_210.16,MAFB,504,337.8
CBFB_E2_87.3,CBFB,723,674.8
PGC_948.34,PGC,1743,1470
THAP1_E2_187.11,THAP1,537,456.4
UNCX_E2_135.1,UNCX,1419,1223.4
KCTD6_BTB14102_E1_714.66,KCTD6,349,219
KLF15_E3_94.1,KLF15,941,1073.2
MIER2_SANT_E10_84.4,MIER2,1264,861.4
IBTK_BTB554639_E1_4062.112,IBTK,1181,1130.4
TRPM6_PKc_E35_83.1,TRPM6,1392,1139.8
BMP1_2961.69,BMP1,1246,1035.6
ARID4A_tudor58113_E1_3774.12,ARID4A,2472,2558.2
OVCH2_1698.12,OVCH2,1618,1327.8
GON4L_SANT_E31_66.4,GON4L,677,572.8
CASP5_879.52,CASP5,1784,1725.4
RNF17_tudor14841531_E1_4872.179,RNF17,662,694
DNMT1_CXXC661707_E1_4899.674,DNMT1,839,810.8
ZNF646_E2_5235.1075,ZNF646,788,925.2
EBF4_E9_105.9,EBF4,264,236.4
RARA_E4_142.9,RARA,802,1109.8
BATF2_E2_84.5,BATF2,1922,2123.8
ZBTB2_E3_639.66,ZBTB2,2644,4475.8
neg72,neg72,1595,1518.4
HIC1_BTB37152_E1_2202.503,HIC1,344,243.4
DPEP3_1542.53,DPEP3,1354,1068.6
ASPA_942.73,ASPA,2102,1809.8
TRIM55_1647.1,TRIM55,1251,1131.4
ASPRV1_1032.83,ASPRV1,1566,1850
ZNF652_E5_145.6,ZNF652,1232,1423.4
RNFT1_1308.66,RNFT1,1749,1069.8
L3MBTL2_MBT294390_E1_2118.112,L3MBTL2,666,764
CAPN1_2145.311,CAPN1,714,606.4
PWWP2A_PWWP653739_E1_2268.174,PWWP2A,439,296.6
TNFAIP3_2373.325,TNFAIP3,1147,870.4
IRAK4_PKc_E9_110,IRAK4,1185,937.2
KMT2C_Phd4_E19_48.0,KMT2C,608,394.6
NR1H2_E5_274.9,NR1H2,1678,2070.6
RNF144A_879.16,RNF144A,536,318.6
ZCWPW1_CW256303_E1_1947.237,ZCWPW1,577,467
DMRT1_E1_141.3,DMRT1,1111,849.2
HIPK1_PKc_E4_120.6,HIPK1,370,278
PBRM1_BD6_e17_246.7,PBRM1,2581,1952.2
ZNF18_E9_402.26,ZNF18,1145,739.6
DCAF5_2829.436,DCAF5,863,860
KLF13_E1_31.0,KLF13,999,789.2
ACE_3921.134,ACE,1571,1439.2
RNF207_1905.5,RNF207,635,386.2
PLK4_PKc_E2_96.3,PLK4,736,796.4
HDAC7_e18_56.0,HDAC7,938,1308.2
RNF216_2772.213,RNF216,834,813.4
ZBTB1_E2_522.1,ZBTB1,5341,3222
FOXO1_E2_90.4,FOXO1,1863,2309.4
ZBTB32_BTB23109_E1_1464.2,ZBTB32,368,296.4
HECTD4_12855.797,HECTD4,635,632
PRPF19_1515.5,PRPF19,1130,762.4
LATS1_PKc_E5_487.28,LATS1,810,584.6
DDIT3_E4_192.6,DDIT3,1856,1479.4
FOXK2_E4_138.15,FOXK2,1253,1224.4
CAMKK1_PKc_E4_54.2,CAMKK1,754,863
BPTF_BD_e23_85.10,BPTF,1736,1870
TAL1_E6_177.16,TAL1,997,943.6
PARL_133.5,PARL,1003,860.4
BATF_E2_93.6,BATF,541,301.2
IRAK4_PKc_E11_63.2,IRAK4,108,52.6
ZNF226_E6_1572.36,ZNF226,1349,871.6
KLHL35_BTB3170_E1_1752.18,KLHL35,421,318.6
CSNK1G3_PKc_E7_86.3,CSNK1G3,637,500
MYF6_E1_177.0,MYF6,1007,909.2
HOXA4_E2_177.17,HOXA4,438,740
JARID2_E16_36.0,JARID2,984,1339.8
ZNRF1_684.72,ZNRF1,1226,1301.2
HOXB13_E2_171.0,HOXB13,984,749.2
MUL1_1059.129,MUL1,966,905
ZNF277_E7_133.1,ZNF277,2427,1816.6
SIRT1_e7_187.11,SIRT1,843,643.4
AMFR_1932.73,AMFR,1551,1615.8
FBXO25_4,FBXO25,274,199
RREB1_E9_190.10,RREB1,1478,921.4
ADAMTS17_3288.491,ADAMTS17,764,662.8
KDM5B_Phd3_E27_108.1,KDM5B,1289,1402.6
EBF3_E3_64.2,EBF3,1697,1354.8
ZNF138_E4_231.11,ZNF138,2469,2471.2
RNF31_2766.61,RNF31,514,580.8
NHLH2_E3_162.0,NHLH2,619,419
MUSK_PKc_E14_149.11,MUSK,575,470.6
SIRT1_e5_148.3,SIRT1,1196,1154.6
BTRC_1818.75,BTRC,515,527.6
KLHL32_BTB32137_E1_1863.15,KLHL32,505,387
ZNF195_E6_1215.0,ZNF195,885,557.4
MLLT6_Phd_E1_91.1,MLLT6,1986,2269.8
RSPRY1_1731.90,RSPRY1,617,714
PHOX2A_E2_135.3,PHOX2A,1427,1331.8
BACH1_BTB24127_E1_2211.188,BACH1,784,728.8
BCL11A_E4_1326.145,BCL11A,728,502.2
ARID3A_E5_184.28,ARID3A,2116,2122
ZFP36_999.30,ZFP36,667,486
ZNF585B_E5_1839.62,ZNF585B,2109,2757
TMPRSS9_3180.525,TMPRSS9,1096,1402.6
HERC1_14586.658,HERC1,654,639
FOLH1_2253.65,FOLH1,1255,1123.6
SKP1_483.10,SKP1,1009,646.2
TRIM45_1689.117,TRIM45,930,952.8
HOXB2_E2_174.5,HOXB2,361,345.6
CAPN13_2010.251,CAPN13,1573,1386.8
ZNF169_E5_1002.72,ZNF169,522,297.4
USP9X_7713.243,USP9X,636,458.6
ZNF215_E7_402.31,ZNF215,1267,1063.4
CUL3_2325.14,CUL3,1025,679.2
TRIM28_2508.449,TRIM28,811,1071.2
CAPN14_2055.68,CAPN14,2364,1773.2
neg60,neg60,3699,3702.2
PAK3_PKc_E13_100.3,PAK3,1021,685.2
TDRD6_tudor69133_E1_6291.46,TDRD6,780,889.2
L3MBTL2_MBT294390_E1_2118.81,L3MBTL2,470,422.2
SPIN3_Spinlin129177_E1_777.71,SPIN3,1430,949.6
BRD1_Phd_E2_162.3,BRD1,430,639.6
TRIM69_1503.152,TRIM69,2595,1959.8
CPA1_1260.149,CPA1,2122,1967.2
ING5_Phd_E8_28.0,ING5,1031,566.4
USP53_3222.17,USP53,823,618
TDRD15_Tudor_E4_351.20,TDRD15,843,732.2
ADAM11_2310.92,ADAM11,714,852.4
ZNF18_E9_402.14,ZNF18,1013,981.8
HUNK_PKc_E1_90.6,HUNK,497,460.8
ZSCAN5A_E5_327.35,ZSCAN5A,2237,1996.2
USP9X_7713.267,USP9X,1391,1555.2
PHF19_Phd2_E8_34.0,PHF19,555,430.8
UHRF2_2409.7,UHRF2,1151,1469.4
NPAS4_E6_362.8,NPAS4,169,95.8
TRIM43_1,TRIM43,324,250.8
NSD3_e20_117.1,NSD3,1464,1024
RNF170_777.10,RNF170,484,337
IRF9_E3_168.19,IRF9,1384,1806.6
FLT3_PKc_E16_111.8,FLT3,757,561.4
ZNF467_E5_1212.131,ZNF467,407,406.2
NR5A2_E3_66.3,NR5A2,2209,1608.8
DSTYK_PKc_E12_135,DSTYK,616,498
ZNRF2_729.77,ZNRF2,1518,1553.8
AKT3_PKc_E8_123.3,AKT3,1654,1555.4
ATXN3L_1068.75,ATXN3L,1590,1241.8
CDK11B_PKc_E14_106.1,CDK11B,527,685.4
