sgRNA,Gene,DLD1-Cont1.initial,DLD1-Cont1.final
UBE2NL_462.13,UBE2NL,4853,2666
DCAF12L1_1392.227,DCAF12L1,3022,1832
CAD_6678.4,CAD,3526,1485
neg58,neg58,6864,6817
KLK1_789.57,KLK1,3741,2885
HMGB1_E4_175.14,HMGB1,3048,1546
SATB2_E11_177.6,SATB2,2798,1587
F12_1848.161,F12,4340,4139
PRDM13_E4_63.2,PRDM13,5460,2439
PBX1_E5_136.3,PBX1,5059,3555
ENC1_BTB36144_E1_1770.8,ENC1,2605,1952
HOXD11_E2_171.7,HOXD11,6201,6598
neg90,neg90,3870,4199
NUAK2_PKc_E4_66.6,NUAK2,1795,1704
IRX4_E6_180.15,IRX4,1684,1743
SFMBT1_MBT23120_E1_2601.324,SFMBT1,3830,2110
RNF7_342.10,RNF7,757,432
ZFP36_E2_195.14,ZFP36,5614,4214
RERE_SANT_E13_81.4,RERE,2856,2292
DMRT1_E1_141.5,DMRT1,982,580
MECOM_E7_157.10,MECOM,4788,3602
PCNA_e3.1,PCNA,5307,7045
RNF17_4860.367,RNF17,3257,2475
ZNF561_E6_897.55,ZNF561,2970,2127
OTUD3_1197.55,OTUD3,3980,2558
TPP2_3750.262,TPP2,3267,3743
ZNRF2_729.77,ZNRF2,2740,2078
ASB18_1401.119,ASB18,2986,2190
RFX3_E8_49.1,RFX3,1985,1656
ZNF674_E6_1125.62,ZNF674,1709,1603
ZBTB3_E2_75.1,ZBTB3,6499,3774
CDY2A_Chromo_E1_159.5,CDY2A,1587,1205
EAF2_E3_137.3,EAF2,8540,5796
RBBP6_5379.296,RBBP6,4424,1630
RIPK2_PKc_E2_154.5,RIPK2,1817,924
ZMYND8_BD_e7_88.2,ZMYND8,3805,2824
ZSCAN31_E4_492.9,ZSCAN31,2353,1183
TRIM33_BD_e18_153.5,TRIM33,2239,1203
MMP16_1824.49,MMP16,3376,2382
ZNF483_E6_1206.0,ZNF483,1491,1801
SMAD7_E3_436.77,SMAD7,1432,882
ANAPC7_1800.194,ANAPC7,1933,1860
DTX2_1869.202,DTX2,1548,1339
KDM3A_e21_131.13,KDM3A,2739,2156
CNDP1_1524.101,CNDP1,6349,5067
FBXO8_960.29,FBXO8,2875,2418
ROR1_PKc_E9_849.47,ROR1,1730,1553
INSM1_E1_675.145,INSM1,447,244
TRIM36_2187.66,TRIM36,3502,2307
ARID2_E13_135.4,ARID2,4344,2390
CUL4A_2280.186,CUL4A,1063,943
EHF_E9_76.3,EHF,3585,3053
KLHL5_BTB210317_E1_2268.36,KLHL5,3400,2525
TRIM40_777.109,TRIM40,2263,1448
MMP1_1410.13,MMP1,2230,1320
NCOR1_SANT_E12_41.0,NCOR1,4332,2368
WSB1_1266.110,WSB1,2142,1734
ZNF284_E5_1296.40,ZNF284,2809,1621
EPHB2_PKc_E10_43.2,EPHB2,2061,1973
CUL9_7554.703,CUL9,1076,977
C1RL_1464.1,C1RL,2580,1555
ZNF76_E10_50.5,ZNF76,1621,1317
ZHX3_E3_1533.57,ZHX3,2090,2087
ZNF347_E5_1647.130,ZNF347,1949,2117
INO80_D_e15_60.2,INO80,5345,1618
TBX18_E2_83.1,TBX18,3659,2536
ZNF85_E5_1080.60,ZNF85,2014,1784
TRIM5_1482.38,TRIM5,2313,1685
OXSR1_PKc_E5_56,OXSR1,2244,1188
RUNX3_E3_157.13,RUNX3,3246,2545
FAM105A_117.0,FAM105A,1472,1452
ZFPM2_E8_1788.80,ZFPM2,1842,2071
UBR5_8397.421,UBR5,767,612
DCAF1_4,DCAF1,2903,652
E2F5_E2_110.2,E2F5,4645,2504
REST_E3_84.1,REST,3241,1877
UBP1_E3_77.0,UBP1,923,889
ZNF324_E4_660.39,ZNF324,4958,3609
ETV5_E12_102.1,ETV5,4825,3307
HDAC2_e6_140.2,HDAC2,3424,3578
HERC4_2385.89,HERC4,2336,2403
THAP9_E2_184.16,THAP9,1473,981
BRCC3_951.32,BRCC3,1293,1140
L3MBTL4_MBT164260_E1_1872.41,L3MBTL4,5388,3724
TDRD6_tudor13091422_E1_6291.261,TDRD6,4384,3437
ZNF398_E6_246.39,ZNF398,1304,1140
MMP17_1812.83,MMP17,2331,1428
SOHLH2_E7_130.0,SOHLH2,8238,6546
HAND1_E1_162.15,HAND1,3315,3693
KLHL12_BTB23130_E1_1707.1,KLHL12,4125,3148
TBX6_E5_147.0,TBX6,4791,3356
ACR_1266.238,ACR,2638,790
FURIN_2385.122,FURIN,1952,2770
PCSK7_2358.161,PCSK7,2687,2497
RNF31_2766.111,RNF31,647,567
FBXL12_981.192,FBXL12,1255,633
GRK5_PKc_E8_141.16,GRK5,1262,1507
FBXL21_3,FBXL21,3532,2807
INSM2_E1_852.154,INSM2,344,304
TFAP2C_E5_119.7,TFAP2C,1994,1687
HOXA11_E2_171.6,HOXA11,7116,5523
USP32_4815.231,USP32,2853,2557
PhIP_BD1_e31_121.0,PhIP,3906,3328
ZNF792_E4_750.1,ZNF792,1844,1595
GGH_957.5,GGH,4366,3591
EZH1_e17_96.3,EZH1,1139,1499
PBX4_E5_136.15,PBX4,3514,2741
FBXO18_3285.72,FBXO18,2965,1436
ETV5_E12_102.6,ETV5,2705,2349
USP26_2742.105,USP26,3323,3220
TLL1_3042.74,TLL1,2225,2131
SIRT1_e7_187.14,SIRT1,1973,1358
ZNF683_E6_141.10,ZNF683,1692,1868
ZNF615_E7_1578.33,ZNF615,1528,1354
ATF3_E3_63.2,ATF3,4820,3935
KLHL24_BTB56163_E1_1803.139,KLHL24,3759,2423
neg80,neg80,2207,3746
DCAF4_1488.163,DCAF4,1959,1173
TET1_e9_138.17,TET1,4110,3067
SMARCAL1_D_e9_159.0,SMARCAL1,1474,1190
USP3_1563.52,USP3,2479,1825
HTRA1_1443.108,HTRA1,5021,4738
ACY1_1227.219,ACY1,1813,2090
THRB_E6_148.1,THRB,1835,1858
ZNF189_E3_1161.93,ZNF189,5050,2609
ADAM28_2328.216,ADAM28,2503,2096
NKX3_2_E2_177.12,NKX3,1443,1081
HOXA10_E2_177.12,HOXA10,1692,1555
GATA4_E4_126.3,GATA4,1023,932
ZNF547_E4_495.44,ZNF547,2904,2544
ARIH2_1482.125,ARIH2,5028,3625
ZNF534_E4_1170.67,ZNF534,4458,3585
MID1_2004.108,MID1,1359,902
PARP15_Macro89230_E1_2037.28,PARP15,2916,3016
MYCL_E2_165.24,MYCL,195,221
ZNF415_E4_831.65,ZNF415,3462,2476
PTK7_PKc_E15_40.2,PTK7,904,288
KDM5B_E3_123.10,KDM5B,4064,3595
SPSB1_822.94,SPSB1,1404,906
ZNF35_E4_834.67,ZNF35,3834,3790
ZNF134_E3_1116.98,ZNF134,4117,4269
LONRF3_2280.66,LONRF3,729,696
CUL4B_2742.40,CUL4B,2623,1907
ZNF235_E5_1239.29,ZNF235,5399,4834
ZNF490_E5_918.58,ZNF490,3842,2233
SMYD3_e7_103.2,SMYD3,2136,2277
RNF19A_2517.30,RNF19A,3524,3098
TBX4_E3_120.3,TBX4,3821,2585
TRIM66_BD_e18_153.3,TRIM66,5373,3492
TMPRSS11E_1272.76,TMPRSS11E,2324,1762
TRIM63_1062.27,TRIM63,4438,3336
GZMB_744.1,GZMB,4897,2736
ZNF248_E6_1053.73,ZNF248,2247,2540
AEBP1_3477.192,AEBP1,2143,1481
KLHL1_BTB202305_E1_2247.203,KLHL1,3267,2529
FBXO22_1212.136,FBXO22,3993,3157
ZNF354A_E5_1209.74,ZNF354A,3300,2849
PRSS36_2568.49,PRSS36,6010,4412
ELK3_E2_153.0,ELK3,3477,2214
CPA1_1260.65,CPA1,3644,2483
ZFP90_E5_1260.103,ZFP90,4012,2635
ZSCAN2_E3_1143.23,ZSCAN2,3624,3510
ZNF136_E4_1110.82,ZNF136,838,759
ZBTB38_E8_2331.85,ZBTB38,2662,2096
SHPRH_H_e26_93.5,SHPRH,1274,1288
ZNF823_E4_1167.0,ZNF823,2689,2008
PRMT1_e4_73.0,PRMT1,3029,462
STK16_PKc_E5_121,STK16,1187,690
ARNTL2__158.6,ARNTL2,7361,2973
ZNF491_E3_1176.44,ZNF491,2838,2176
HES1_E3_81.3,HES1,2967,1532
SOX10_E3_91.0,SOX10,3388,2286
POU3F1_E1_174.4,POU3F1,2426,2007
ACVR1C_PKc_E8_131.1,ACVR1C,1831,1780
SOX21_E1_216.8,SOX21,1084,1058
HDAC8_e8_173.14,HDAC8,9015,6712
PITRM1_3117.378,PITRM1,2432,2600
UBE2L6_462.12,UBE2L6,1332,1480
KLHL18_BTB28135_E1_1725.255,KLHL18,1256,692
neg7,neg7,25144,20574
CELA3B_813.4,CELA3B,1268,940
DTX3_1053.61,DTX3,983,657
PARP14_Macro801977_E1_5406.409,PARP14,1213,1142
MYBL2_SANT_E4_52.3,MYBL2,682,184
ZKSCAN5_E6_427.29,ZKSCAN5,2346,1330
ASRGL1_927.56,ASRGL1,3776,2099
CUL3_2325.9,CUL3,3475,3391
MAPK7_PKc_E4_754.43,MAPK7,1351,1668
MYB_SANT2_E5_114.3,MYB,725,841
CSNK1G1_PKc_E3_41,CSNK1G1,5082,3464
STAT1_E11_89.2,STAT1,1314,1070
MGA_E2_573.55,MGA,2546,1529
MAX_E4_66.1,MAX,1150,1663
TMPRSS2_1590.162,TMPRSS2,2326,1804
ZNF93_E4_1329.86,ZNF93,2101,1906
ZNF678_E4_1161.56,ZNF678,4604,4349
BRD1_Phd_E2_162.8,BRD1,804,610
ZNF836_E5_2079.76,ZNF836,4380,3142
STAT6_E9_185.13,STAT6,2964,2041
BCL11B_E4_1173.217,BCL11B,987,954
ZNF74_E5_915.38,ZNF74,1032,613
TMPRSS6_2436.313,TMPRSS6,2377,2018
ZNF366_E3_192.17,ZNF366,2726,2175
PSMA4_786.22,PSMA4,2336,327
ZSCAN9_E5_327.23,ZSCAN9,3875,2057
ZNF32_E3_561.1,ZNF32,1903,1694
ILK_PKc_E10_122.7,ILK,647,508
TMPRSS15_3060.127,TMPRSS15,2939,3028
ADAM9_2460.4,ADAM9,2463,1731
MOZ_e12_162.8,MOZ,5706,3865
RHOBTB2_BTB523615_E1_2250.239,RHOBTB2,1055,932
SENP8_639.56,SENP8,3382,1535
TP53_E5_184.4,TP53,1759,1829
CEBPD_E1_132.9,CEBPD,3426,2263
ZNF792_E4_750.47,ZNF792,2655,2120
UBB_690.30,UBB,2017,1800
ZNF676_E3_1410.86,ZNF676,2934,2660
SENP6_3339.12,SENP6,6579,4052
SP2_E7_80.4,SP2,3330,1830
HDAC10_e11_107.3,HDAC10,2416,1895
RNF125_699.53,RNF125,2181,1326
HECTD2_2343.65,HECTD2,1184,1536
RERE_SANT_E14_39.1,RERE,2854,2247
CYLD_2871.137,CYLD,3609,2553
ZEB1_E7_1811.174,ZEB1,2347,2897
PBX2_E5_136.12,PBX2,825,501
SATB1_E12_174.18,SATB1,2321,2424
FBXO28_1107.22,FBXO28,1222,1046
ZFP2_E5_1059.0,ZFP2,3631,2898
CASP9_801.59,CASP9,1849,1653
CORIN_3129.14,CORIN,1610,1602
WWP2_2613.7,WWP2,2284,1582
SMARCA2_D_e16_67.2,SMARCA2,3871,2558
ZNF391_E3_807.43,ZNF391,5803,4390
FGFR3_PKc_E14_123.8,FGFR3,323,281
PEX2_918.39,PEX2,6495,4335
TEAD2_E4_63.1,TEAD2,1476,1052
RUNX1_E4_129.4,RUNX1,1125,809
ZBTB26_E2_300.26,ZBTB26,3159,2732
TBX3_E3_60.1,TBX3,1896,1922
TRIM37_2895.250,TRIM37,4950,3160
MBD1_CXXC331377_E1_1968.26,MBD1,1038,944
KDM4C_e6_50.0,KDM4C,5275,4553
ZNF484_E4_1164.71,ZNF484,5127,3566
ZNF287_E6_1158.39,ZNF287,4073,3709
IRF9_E3_168.16,IRF9,8984,6441
ANKFY1_BTB111198_E1_3636.43,ANKFY1,408,288
BRWD3_BD_e31_121.4,BRWD3,3790,2957
TRIM42_2172.182,TRIM42,1969,2481
FOXF1_E1_234.39,FOXF1,2606,1270
CAPN8_2112.325,CAPN8,1325,1325
ZNF16_E4_1479.174,ZNF16,2800,2211
PTK6_PKc_E8_164.19,PTK6,1926,891
JARID2_E7_88.10,JARID2,5125,3715
ZNF195_E6_1215.7,ZNF195,1564,2106
RNF144B_912.6,RNF144B,1988,1054
STAT1_E18_136.1,STAT1,5779,3829
ZNF660_E3_825.10,ZNF660,2823,2488
ZFP30_E6_1074.62,ZFP30,4487,2701
GLI2_E10_120.4,GLI2,1531,985
neg12,neg12,7785,8121
TRIM9_2133.367,TRIM9,1017,558
SP1_E5_200.12,SP1,1938,1849
MGA_E2_573.0,MGA,4642,4395
FBXO18_3285.279,FBXO18,2942,1851
ZNF502_E5_1161.84,ZNF502,3757,2703
neg48,neg48,10976,11033
SMAD4_E3_165.3,SMAD4,2989,1869
KLF12_E8_170.15,KLF12,2982,2302
KAT2B_BD_e18_190.13,KAT2B,4223,3862
IRAK3_PKc_E6_65,IRAK3,2965,1546
DCAF5_2829.371,DCAF5,3192,1979
PLG_65.3,PLG,3024,2103
AMFR_1932.48,AMFR,1738,700
BAZ2A_MBD_E9_84.6,BAZ2A,1091,840
HECTD2_2343.72,HECTD2,707,505
KDM5A_Phd3_E28_204.20,KDM5A,985,1033
CPZ_1959.124,CPZ,3040,2520
PRSS35_1242.29,PRSS35,4626,2608
EPHX4_1089.85,EPHX4,5951,4889
RUNX1_E5_157.8,RUNX1,3410,2443
EZH2_SET_e18_81.0,EZH2,25870,11989
NFATC3_E4_200.3,NFATC3,2832,1619
KDM4A_tudor9601004_E1_3195.225,KDM4A,1036,604
BRPF1_BD_e7_237.10,BRPF1,1553,883
TGIF2LY_E2_171.13,TGIF2LY,2317,2499
KLK3_786.99,KLK3,1996,2467
TEX14_PKc_E7_149.6,TEX14,1955,1410
ZNF445_E8_1842.104,ZNF445,691,535
RNF165_1041.66,RNF165,1359,1394
CTSE_1191.123,CTSE,4340,3037
SMARCC1_Chromo_E7_70.3,SMARCC1,2632,1792
PAK3_PKc_E10_49,PAK3,1339,1332
BNC2_E7_147.4,BNC2,2645,2291
PRDM8_e8_135.1,PRDM8,3094,2456
NANOG_E2_195.13,NANOG,2500,2057
TOX_E5_147.2,TOX,8402,5413
ASB12_957.100,ASB12,3746,3368
MGRN1_1731.255,MGRN1,625,651
RNF14_1425.87,RNF14,4027,3092
USF1_E9_95.7,USF1,2540,1956
USP36_68.0,USP36,2677,398
JADE1_Phd_E6_84.0,JADE1,3191,2182
RNF144B_912.15,RNF144B,4930,4078
ZNF705A_E5_483.4,ZNF705A,4172,3082
ZNF687_E4_179.7,ZNF687,2978,1440
ZHX1_E3_1074.71,ZHX1,1889,1380
BTBD19_BTB30123_E1_876.152,BTBD19,1987,850
PRAM1_2013.127,PRAM1,2179,1538
ZBTB7C_E2_113.11,ZBTB7C,6356,4733
LBX1_E2_171.11,LBX1,527,489
CERS2_E4_93.11,CERS2,1519,985
FBXO27_852.96,FBXO27,1098,614
BHLHE41_E4_78.0,BHLHE41,2448,1436
ZMYND8_Phd_E5_123.3,ZMYND8,1486,706
ZBTB25_E6_69.3,ZBTB25,2983,2145
MAPK10_PKc_E5_130.2,MAPK10,2388,2403
NKX2_2_E2_171.20,NKX2,972,723
EPHA2_PKc_E12_62.7,EPHA2,3342,1936
KDM4A_Phd_E15_56.1,KDM4A,2307,1897
TRIM63_1062.112,TRIM63,2546,1973
ZKSCAN8_E7_744.8,ZKSCAN8,6369,4290
TRIM77_1353.4,TRIM77,1217,1445
ZBTB7C_BTB24127_E1_1860.17,ZBTB7C,1126,1296
THAP10_E1_276.39,THAP10,2167,1791
PCGF5_771.5,PCGF5,2436,1986
ITCH_2712.275,ITCH,2376,1355
RNF144A_879.74,RNF144A,1808,1633
HOXD9_E2_156.14,HOXD9,1236,618
CDC5L_SANT2_E3_142.0,CDC5L,2976,652
UQCRC1_1443.24,UQCRC1,2172,1076
TBX5_E7_60.3,TBX5,1545,994
CHD6_Chromo_E6_63.2,CHD6,1420,1591
ZNF470_E6_1338.13,ZNF470,3904,2286
FBXL22_744.153,FBXL22,652,346
YY2_E1_230.13,YY2,2470,1838
STAT5A_E9_176.6,STAT5A,2078,748
TP63_E8_82.11,TP63,900,829
MKNK1_PKc_E6_74.1,MKNK1,2749,1831
E4F1_E7_173.4,E4F1,1312,224
ZBTB25_E6_69.2,ZBTB25,5854,4610
ABHD12_1215.148,ABHD12,1171,912
ZBTB16_E6_168.14,ZBTB16,1958,1808
CLOCK_E7_149.5,CLOCK,3556,3254
BTRC_1818.100,BTRC,1707,1162
MARCH10_2541.121,43534,1405,932
ZNF23_E6_1326.104,ZNF23,3858,3176
NAALADL1_2223.414,NAALADL1,1935,1574
RNF126_936.190,RNF126,1155,1256
MIB2_3213.117,MIB2,1405,699
PRMT7_e6_79.3,PRMT7,8367,3436
PBX1_E5_136.0,PBX1,3357,3638
ZNF397_E4_744.22,ZNF397,2572,1636
SPSB3_1068.148,SPSB3,2415,1818
ZNF620_E5_570.34,ZNF620,3424,2259
NAALADL2_2388.28,NAALADL2,5784,3923
CAMKK2_PKc_E4_54,CAMKK2,2373,1580
FBXL3_1287.95,FBXL3,3832,2671
HDGF_PWWP40108_E1_771.117,HDGF,4560,3607
AMBRA1_3906.673,AMBRA1,1451,1031
UBA52_387.34,UBA52,1413,846
ZNF793_E8_600.62,ZNF793,428,225
LACTB_1644.107,LACTB,1168,875
ZNF70_E2_915.33,ZNF70,1576,820
L3MBTL2_MBT408500_E1_2118.126,L3MBTL2,1384,1308
RHOXF2B_E2_71.2,RHOXF2B,6045,5143
EZH1_e19_81.0,EZH1,3190,2369
TEAD4_E3_196.31,TEAD4,2042,2357
ZBTB11_E10_176.9,ZBTB11,4674,2475
neg21,neg21,10511,9491
BMPR1B_PKc_E9_176,BMPR1B,6056,2340
MLL5_e11_105.0,MLL5,8307,5848
ZNF420_E5_1581.91,ZNF420,2565,2467
KLF4_E5_78.5,KLF4,2638,2504
ISL2_E4_174.18,ISL2,2665,1679
THAP6_E2_74.3,THAP6,2253,1593
KLHL12_BTB23130_E1_1707.208,KLHL12,2569,1356
MAST3_PKc_E15_133.2,MAST3,2737,1727
FBXL2_1272.17,FBXL2,1297,1400
ESR1_E2_106.0,ESR1,3898,3024
USF1_E9_95.6,USF1,2455,1871
SFMBT2_MBT156256_E1_2685.51,SFMBT2,932,1195
IRAK4_PKc_E10_184.6,IRAK4,1067,720
USP11_2892.222,USP11,2351,1840
USP11_2892.399,USP11,2178,2124
THAP8_E1_77.2,THAP8,1161,673
Nr1h4_E2_76.7,Nr1h4,4405,4038
TCF4_Ex_220.2,TCF4,1842,1650
CLK2_PKc_E4_40,CLK2,914,756
ZIK1_E4_666.75,ZIK1,6141,4535
MSGN1_E1_183.10,MSGN1,6409,5226
MYB_SANT3_E5_97.5,MYB,1706,851
ZPR1_E9_71.4,ZPR1,4660,472
TMEM129_1089.9,TMEM129,1286,1501
SP140L_E11_88.10,SP140L,2420,1421
NFIL3_E2_156.5,NFIL3,4847,4017
KLF13_E1_31.0,KLF13,2161,1480
HOXB6_E4_177.12,HOXB6,887,489
ZNF589_E4_318.10,ZNF589,2085,1828
RNF185_579.15,RNF185,963,978
JARID2_e14_158.20,JARID2,2573,1903
PAX4_E2_216.2,PAX4,1818,2302
LYL1_E4_180.6,LYL1,2258,1897
DPYSL3_2055.316,DPYSL3,2735,1982
FOXD4_E1_234.41,FOXD4,4207,742
PJA2_2127.115,PJA2,5037,3923
RFPL4B_792.89,RFPL4B,3819,2745
ZNF75D_E7_405.4,ZNF75D,9794,8549
ZNF580_E1_237.41,ZNF580,1001,574
ZNF443_E4_1152.65,ZNF443,1925,1278
ZNF23_E6_1326.84,ZNF23,3548,3175
MSX2_E2_177.23,MSX2,1676,1074
ZNF700_E4_1239.60,ZNF700,2747,3629
ATXN3_933.3,ATXN3,3288,3280
LHX9_E4_135.2,LHX9,3463,2738
HOPX_E3_117.5,HOPX,1378,1192
MME_2253.122,MME,2913,3193
JADE1_Phd_E6_84.3,JADE1,3470,1475
SOX4_E1_216.20,SOX4,4298,3306
KDM4C_e7_104.6,KDM4C,5313,4390
HOXD1_E2_168.1,HOXD1,1872,1423
PRCP_1554.41,PRCP,562,901
PRKCA_PKc_E13_139.7,PRKCA,948,721
UBE4A_3201.25,UBE4A,2398,1980
ZSCAN16_E4_324.16,ZSCAN16,2032,1482
STEAP1_1020.14,STEAP1,3537,2722
ZEB2_E8_1970.216,ZEB2,4997,3498
MYLIP_1338.102,MYLIP,3895,1332
DMPK_PKc_E4_149.4,DMPK,1403,742
TTBK2_PKc_E3_148.2,TTBK2,1562,1253
CTSE_1191.76,CTSE,4346,3800
AREL1_2472.105,AREL1,2037,1567
SPIN4_Spinlin119167_E1_750.61,SPIN4,1832,1511
EZH2_SANT2_E11_170.13,EZH2,658,711
FIZ1_E3_1065.232,FIZ1,947,967
IKZF5_E5_187.5,IKZF5,3216,2956
ZNF529_E6_1119.55,ZNF529,3622,3189
ZKSCAN1_E6_555.42,ZKSCAN1,2357,2245
PAX1_E2_384.51,PAX1,847,1220
TEK_PKc_E15_130.7,TEK,797,520
ZNF202_E9_735.49,ZNF202,786,683
JADE2_Phd_E3_33.2,JADE2,1606,1397
ZNF471_E5_1311.20,ZNF471,2250,1512
BRAF_PKc_E12_85.2,BRAF,1869,1631
IRF2BPL_2391.256,IRF2BPL,1624,1377
NAALADL2_2388.169,NAALADL2,4880,3995
MYCN_E3_180.1,MYCN,1458,1188
FBXL22_744.146,FBXL22,1646,875
ZSWIM2_1902.52,ZSWIM2,3195,1312
MYRF_E10_111.6,MYRF,5907,3911
SMARCA4_HELIC_e25.1,SMARCA4,19071,9633
NEUROD1_E2_177.4,NEUROD1,3821,2723
RHOXF1_E2_46.2,RHOXF1,4241,4771
HSFX2_E1_273.19,HSFX2,3619,3213
MTA1_SANT_E10_87.1,MTA1,1818,1462
CLK4_PKc_E4_40,CLK4,1180,1128
ZNF383_E5_969.42,ZNF383,2142,2326
OTUD7A_2781.95,OTUD7A,1248,1293
ZNF565_E5_990.84,ZNF565,6834,4127
MYNN_BTB14111_E1_1833.128,MYNN,5392,4634
PGR_E2_103.6,PGR,3514,2846
BTRC_1818.18,BTRC,2959,2816
RNF32_1089.63,RNF32,781,595
ITCH_2712.97,ITCH,1194,604
PARP15_Macro304431_E1_2037.63,PARP15,1460,617
UBR2_5268.339,UBR2,3137,3121
TRIM65_1554.119,TRIM65,1971,1081
FBXW12_1395.6,FBXW12,5531,3590
MBD1_E10_69.0,MBD1,3905,3198
GLI2_E9_54.0,GLI2,2197,1805
ZNF174_E3_237.2,ZNF174,2180,933
FBXO7_1569.59,FBXO7,1962,1230
RNF41_954.111,RNF41,1892,1099
SOX9_E1_122.12,SOX9,1402,1417
PHF12_Phd_E2_77.6,PHF12,212,94
UBE4B_3909.170,UBE4B,653,200
TRIM52_894.132,TRIM52,2483,1629
HOXB6_E4_177.0,HOXB6,1415,1196
CHFR_1995.296,CHFR,2164,3103
SPSB2_792.107,SPSB2,1430,979
PRKG1_PKc_E11_140,PRKG1,3381,2722
RSPRY1_1731.83,RSPRY1,3333,1856
ZNF114_E6_321.25,ZNF114,2577,1789
DCAF12L1_1392.264,DCAF12L1,1726,1333
ZNF667_E5_1383.102,ZNF667,2217,1531
ZXDC_E4_64.5,ZXDC,3830,3122
TRIM17_1434.98,TRIM17,2697,2349
ZNF785_E3_495.75,ZNF785,3408,2333
SNAI1_E3_133.15,SNAI1,898,577
VEZF1_E2_78.2,VEZF1,5045,3646
POLR2A_e2.2,POLR2A,6930,1170
ZNF782_E6_1062.26,ZNF782,6241,4931
ZNF589_E4_318.22,ZNF589,3658,3419
POLR2A_e27.1,POLR2A,8253,1766
ZFP36_999.24,ZFP36,1861,1557
RNF224_471.17,RNF224,2558,2231
ZBTB18_BTB23119_E1_1596.8,ZBTB18,2079,2005
ZNF214_E3_1026.51,ZNF214,5074,4017
USP54_106.7,USP54,4827,4564
ZNF623_E1_1116.3,ZNF623,2131,1602
RNF113A_1032.30,RNF113A,667,205
ZNF71_E3_1110.166,ZNF71,3153,3576
CAMK1D_PKc_E3_75.1,CAMK1D,1913,2035
KCND1_BTB42131_E1_1944.307,KCND1,648,888
ZNF556_E4_492.39,ZNF556,2629,2362
ARIH2_1482.44,ARIH2,2516,1715
ZNF610_E6_735.18,ZNF610,3441,2521
ZNF75A_E7_237.2,ZNF75A,9839,7545
NCOA2_e20_178.18,NCOA2,3125,2526
FBXL7_1476.30,FBXL7,2494,1765
CDK9_e5.1,CDK9,16642,1244
FBXL14_1257.103,FBXL14,2102,1507
KMT2C_e58_117.3,KMT2C,2663,2009
SOX5_E14_107.5,SOX5,4021,2919
BRPF3_Phd_E2_162.5,BRPF3,2470,1874
HOXD12_E2_171.12,HOXD12,2593,1678
UBR1_5250.474,UBR1,1322,1075
NR2E1_E2_146.17,NR2E1,1812,1913
SMARCA2_H_e24_164.7,SMARCA2,3368,2346
ZNF141_E4_666.20,ZNF141,4561,4184
ZNF415_E4_831.51,ZNF415,2440,1898
KCTD6_BTB14102_E1_714.73,KCTD6,1020,918
MPND_1416.23,MPND,1512,1322
PRDM5_E12_161.10,PRDM5,3769,2621
PHF19_Phd1_E5_86.9,PHF19,2719,2357
SCML2_MBT142240_E1_2103.21,SCML2,1372,1055
WWP2_2613.72,WWP2,1524,1533
RNF17_tudor419526_E1_4872.317,RNF17,2880,1940
RNF14_1425.45,RNF14,3253,2200
SOCS3_678.51,SOCS3,868,641
MARCH4_1233.67,43528,1805,1513
IRF1_E3_100.6,IRF1,2401,2670
EPHA3_PKc_E14_150.14,EPHA3,1023,819
MMP2_1983.51,MMP2,3971,3658
MMP3_1434.34,MMP3,3312,2535
USP42_3951.42,USP42,2685,3183
ABHD12B_858.59,ABHD12B,1508,1313
NEK8_PKc_E2_206.9,NEK8,1289,691
KCTD19_BTB398488_E1_2781.344,KCTD19,3310,1601
CUL7_5349.579,CUL7,2412,2036
CAPN10_2019.128,CAPN10,1490,1517
ZBTB18_E2_69.2,ZBTB18,3405,2670
MYLK3_PKc_E10_129.9,MYLK3,707,455
JOSD1_609.29,JOSD1,2386,1465
SPIN4_Spinlin201245_E1_750.44,SPIN4,1448,892
NFAT5_E7_191.2,NFAT5,1924,1568
KAT5_Chromo_E3_137.6,KAT5,1180,1236
FOXP1_E17_102.1,FOXP1,1672,1621
STUB1_696.4,STUB1,1053,432
EPHB1_PKc_E14_150.11,EPHB1,1769,903
MEF2A_E3_51.1,MEF2A,5019,4657
ZNF581_E2_246.31,ZNF581,2360,2161
MYB_SANT_E3_72.2,MYB,1106,928
ZNF536_E2_1738.30,ZNF536,2102,1259
USP26_2742.41,USP26,2286,2189
ZNF536_E4_38.0,ZNF536,6618,4257
TFAM_E5_96.2,TFAM,3342,683
PTK2B_PKc_E20_90.1,PTK2B,699,659
TRIM22_1497.19,TRIM22,2144,1375
RXRB_E4_180.14,RXRB,4892,3763
PAK7_PKc_E11_147.8,PAK7,2366,1656
CREB3L2_E7_59.1,CREB3L2,1123,1237
CELA2B_810.82,CELA2B,3594,3074
MAPK1_PKc_E3_190.8,MAPK1,1534,1988
UBR5_8397.210,UBR5,2957,2671
CTSB_1020.61,CTSB,2134,2582
KCNA2_BTB35126_E1_1500.14,KCNA2,2599,1977
WHSC1L1_PWWP9581051_E1_4314.148,WHSC1L1,2147,1946
ZSCAN32_E7_555.61,ZSCAN32,2836,1539
LNPEP_3078.264,LNPEP,2634,2105
FOXO1_E2_90.4,FOXO1,3615,2449
neg67,neg67,3891,4102
CTSH_1008.87,CTSH,3700,2778
PBRM1_BD6_e17_246.7,PBRM1,4316,2442
RFPL2_1137.34,RFPL2,805,345
