Gene	sgRNA	c23|beta	c23|z	c23|p-value	c23|fdr	c23|wald-p-value	c23|wald-fdr
KLF7	6	0.058992	1.5832	0.47213	0.9399	0.11339	0.58871
KLF8	5	0.03618	0.64183	0.65216	0.96005	0.52098	0.78263
KLF9	6	-0.11609	-1.8999	0.32423	0.90404	0.057451	0.58871
L3MBTL1	24	-0.0094618	-0.17638	0.90643	0.98105	0.86	0.94254
L3MBTL4	24	-0.015856	-0.42522	0.98549	0.99598	0.67068	0.85398
LBX1	6	0.10975	1.171	0.21644	0.84026	0.24158	0.64025
LBX2	6	0.16532	1.0435	0.062856	0.63483	0.29674	0.67789
LCOR	6	-0.041	-0.88313	0.77133	0.9728	0.37717	0.73414
LCORL	6	0.070215	1.3243	0.39733	0.92221	0.18541	0.6104
LEF1	6	0.036673	0.46877	0.63339	0.95747	0.63924	0.83688
LEUTX	7	0.095624	1.4557	0.24005	0.85787	0.14549	0.59603
LHX1	6	-0.16125	-0.947	0.17207	0.83154	0.34364	0.70906
LHX2	6	-0.0050142	-0.10723	0.95193	0.9885	0.91461	0.96376
LHX3	6	0.055129	0.89611	0.49659	0.94032	0.3702	0.72845
LHX4	6	0.040109	0.38855	0.60836	0.95747	0.69761	0.86886
LHX5	6	-0.032692	-0.40361	0.83618	0.98009	0.6865	0.86205
LHX6	6	-0.068054	-0.95526	0.58419	0.95747	0.33945	0.70663
LHX8	7	0.16105	1.9679	0.060865	0.62209	0.049079	0.58871
LHX9	6	0.042296	0.33611	0.59016	0.95747	0.73679	0.88751
LIN28A	5	0.11826	0.56695	0.22611	0.84414	0.57075	0.8027
LIN28B	2	0.10981	0.76203	0.46559	0.9399	0.44604	0.77164
LITAF	6	0.016805	0.28697	0.78299	0.97289	0.77413	0.90072
LMX1A	6	0.024799	0.54345	0.71758	0.96684	0.58682	0.81039
LMX1B	6	0.12251	1.248	0.16809	0.83154	0.21203	0.62753
LYL1	6	0.012548	0.18872	0.81115	0.97538	0.85032	0.93692
MAF	6	-0.058605	-0.5948	0.64619	0.96005	0.55198	0.79568
MAFA	6	-0.23926	-1.4339	0.054608	0.61146	0.15159	0.59603
MAFB	6	0.11582	1.2871	0.19596	0.84026	0.19808	0.62015
MAFF	6	-0.19442	-1.7446	0.10751	0.7191	0.081061	0.58871
MAFG	6	0.058439	0.45955	0.47639	0.9399	0.64584	0.84134
MAFK	6	0.10917	1.2979	0.21815	0.84026	0.19431	0.61698
MAX	6	0.046794	0.47189	0.5566	0.9537	0.63701	0.83584
MAZ	6	-0.47954	-2.8145	0.003413	0.18462	0.0048854	0.5052
MBD1	37	0.023424	0.74313	0.35011	0.91456	0.4574	0.77319
MBD2	12	0.21925	2.3236	0.00085324	0.069767	0.020147	0.58871
MBD3	20	-0.072909	-2.2101	0.32509	0.90417	0.027099	0.58871
MBD4	12	-0.043261	-1.5374	0.68402	0.96238	0.12419	0.58871
MECOM	7	-0.011803	-0.14576	0.9963	0.99914	0.88411	0.95194
MECP2	12	0.015282	0.35651	0.68999	0.96385	0.72146	0.87788
MEF2A	5	0.092452	1.5312	0.33703	0.90735	0.12573	0.58871
MEF2B	6	0.0074673	0.098758	0.85666	0.98009	0.92133	0.96548
MEF2C	6	-0.014701	-0.46119	0.97554	0.99449	0.64466	0.84074
MEF2D	6	-0.11145	-1.3804	0.34585	0.9136	0.16747	0.59603
MEIS1	5	0.064457	1.1008	0.48038	0.9399	0.27098	0.65872
MEIS2	6	0.086371	1.486	0.31229	0.90286	0.13729	0.59271
MEIS3	7	-0.12391	-1.3022	0.26735	0.87605	0.19286	0.61698
MEOX1	6	0.10231	1.6667	0.24801	0.86508	0.095569	0.58871
MEOX2	6	0.032438	0.22433	0.66752	0.96005	0.8225	0.92423
MESP1	6	-0.38583	-1.9983	0.008248	0.29293	0.045686	0.58871
MESP2	6	-0.22933	-1.3576	0.062571	0.63401	0.17458	0.59934
MGA	8	-0.018696	-0.40211	0.92804	0.98531	0.68761	0.86282
MIER3	6	0.1304	2.0121	0.13823	0.76899	0.044212	0.58871
MITF	6	-0.07029	-0.8365	0.57053	0.95747	0.40287	0.74802
MIXL1	6	0.061277	0.74516	0.45677	0.9399	0.45618	0.77249
MLX	6	-0.16608	-1.1695	0.15927	0.81752	0.2422	0.64025
MLXIP	7	-0.031756	-0.53643	0.83362	0.98009	0.59166	0.81356
MLXIPL	6	-0.082428	-1.03	0.49289	0.9399	0.30302	0.68384
MNT	7	-0.0073378	-0.11396	0.96047	0.99032	0.90927	0.9615
MNX1	6	0.11059	1.3788	0.21388	0.84026	0.16794	0.59603
MSC	6	0.00015797	0.0012048	0.90813	0.98105	0.99904	1
MSGN1	6	0.016347	0.28462	0.78584	0.97289	0.77593	0.90072
MSX1	6	-0.0182	-0.15523	0.94425	0.9884	0.87664	0.94864
MSX2	6	0.013911	0.21176	0.80461	0.97392	0.8323	0.92871
MTA1	18	0.042218	0.94212	0.33447	0.90462	0.34613	0.70997
MTA2	17	0.0063432	0.078818	0.73379	0.96967	0.93718	0.97489
MTA3	18	0.00053467	0.012154	0.8194	0.98009	0.9903	0.99677
MTF1	7	0.13782	1.4627	0.10239	0.71856	0.14355	0.59603
MXD1	6	0.12844	1.2419	0.14562	0.79598	0.21426	0.62947
MXD3	6	-0.15996	-1.8754	0.17548	0.83154	0.060735	0.58871
MXD4	6	0.073787	1.4531	0.37543	0.91858	0.1462	0.59603
MXI1	6	0.082042	1.3631	0.33276	0.90417	0.17285	0.599
MYB	24	0.050837	1.1144	0.19568	0.84026	0.26513	0.65394
MYBL1	22	0.050649	1.202	0.19994	0.84026	0.22936	0.63102
MYBL2	25	-0.08048	-1.6582	0.2244	0.84385	0.097277	0.58871
MYC	6	-0.59999	-2.2265	0.00056883	0.05	0.025982	0.58871
MYCL	6	-0.0071688	-0.085688	0.96701	0.99183	0.93171	0.97155
MYCN	6	0.17095	1.7577	0.053754	0.61093	0.078791	0.58871
MYF5	8	-0.027743	-0.22239	0.84642	0.98009	0.82401	0.92504
MYF6	6	-0.033759	-0.62631	0.8302	0.98009	0.53111	0.78739
MYNN	12	-0.26259	-2.6407	0.0056883	0.2439	0.0082729	0.58871
MYOD1	6	-0.1108	-1.084	0.34954	0.91443	0.27839	0.66409
MYOG	6	0.067162	0.5273	0.41553	0.9241	0.59799	0.81568
MYRF	6	0.018545	0.2702	0.77048	0.9728	0.787	0.90636
MYSM1	18	0.031166	1.2406	0.44312	0.9399	0.21477	0.62947
MYT1	8	-0.23739	-2.5135	0.036974	0.53061	0.011953	0.58871
MYT1L	8	0.10999	1.4419	0.1479	0.79877	0.14933	0.59603
MZF1	6	-0.73448	-2.9099	0	0	0.0036158	0.45404
NANOG	6	-0.093066	-1.2065	0.43999	0.9399	0.22762	0.63069
NCOR1	20	-0.022494	-0.48709	0.8777	0.98009	0.6262	0.82942
NCOR2	18	0.16753	2.0606	0.0017065	0.10714	0.039339	0.58871
NEUROD1	6	0.1842	1.9474	0.038965	0.5415	0.051483	0.58871
NEUROD2	7	-0.045203	-1.6707	0.71815	0.96684	0.094781	0.58871
NEUROD4	6	0.10972	1.905	0.21672	0.84026	0.056786	0.58871
NEUROD6	6	0.05188	1.1069	0.52076	0.94597	0.26832	0.65605
NEUROG1	6	0.092719	0.75655	0.28413	0.88742	0.44932	0.77164
NEUROG2	6	-0.050877	-0.43003	0.69795	0.96583	0.66718	0.85398
NEUROG3	6	-0.023067	-0.45446	0.91013	0.98105	0.6495	0.84516
NFAT5	6	-0.11647	-0.99745	0.32253	0.90389	0.31854	0.6964
NFATC1	6	0.13979	1.4008	0.11576	0.73466	0.16126	0.59603
NFATC2	6	0.0087645	0.10714	0.84812	0.98009	0.91468	0.96376
NFATC3	6	0.1228	1.7148	0.16638	0.83154	0.086382	0.58871
NFATC4	7	-0.25487	-2.0424	0.036121	0.52263	0.041111	0.58871
NFE2	6	-0.14152	-1.1108	0.22725	0.84414	0.26664	0.65469
NFE2L1	6	-0.18021	-1.2764	0.12998	0.75941	0.20182	0.62071
NFE2L2	5	-0.11224	-1.0915	0.38481	0.92103	0.27504	0.66144
NFE2L3	5	0.15552	1.8463	0.11576	0.73466	0.064853	0.58871
NFIA	7	0.025439	0.67125	0.69369	0.96583	0.50206	0.77868
NFIB	7	-0.017425	-0.31397	0.95137	0.9885	0.75354	0.89396
NFIC	8	0.011881	0.17054	0.78811	0.97392	0.86459	0.94377
NFIL3	6	0.061639	1.0372	0.45222	0.9399	0.29963	0.68011
NFIX	8	-0.025863	-0.72425	0.85922	0.98009	0.46891	0.77805
NFKB1	7	-0.10137	-1.0527	0.35922	0.91679	0.29249	0.67532
NFKB2	7	-0.13603	-1.7082	0.2318	0.84984	0.08759	0.58871
NFX1	13	-0.073968	-1.4553	0.41496	0.9241	0.14558	0.59603
NFXL1	15	0.043754	1.1009	0.38168	0.91986	0.27096	0.65872
NFYA	6	-0.16122	-1.3964	0.17207	0.83154	0.16261	0.59603
NFYB	6	0.015759	0.25084	0.7901	0.97392	0.80194	0.91496
NFYC	6	-0.05703	-0.85972	0.65899	0.96005	0.38994	0.74105
NHLH1	6	-0.012821	-0.14899	0.99175	0.99828	0.88157	0.95135
NHLH2	6	0.048816	0.49327	0.54152	0.9497	0.62182	0.82761
NKX1	12	0.019223	0.42366	0.65358	0.96005	0.67182	0.85398
NKX2	42	0	0	0.72156	0.96684	1	1
NKX3	12	0.012685	0.17453	0.71786	0.96684	0.86145	0.94254
NKX6	13	0.10398	1.4997	0.083618	0.69606	0.13369	0.59021
NOBOX	6	0.014005	0.20851	0.80347	0.97392	0.83483	0.92903
NOTO	6	0.11489	1.6424	0.20023	0.84026	0.10051	0.58871
NPAS1	6	-0.19583	-1.893	0.1058	0.7191	0.058361	0.58871
NPAS2	6	-0.010734	-0.19202	0.99488	0.99886	0.84773	0.93671
NPAS3	6	-0.031793	-0.28881	0.84329	0.98009	0.77272	0.90072
NPAS4	6	0.091782	1.1479	0.28669	0.88742	0.251	0.64657
NR0B1	6	0.054849	0.62807	0.49829	0.94092	0.52996	0.7868
NR0B2	6	-0.046507	-1.5239	0.73066	0.96967	0.12754	0.59021
NR1D1	6	0.033325	0.73323	0.66155	0.96005	0.46342	0.77699
NR1D2	1	0.066481	0.68731	0.76365	0.97197	0.49189	0.77868
NR1H2	5	0.069851	0.73627	0.45137	0.9399	0.46157	0.7765
NR1H3	7	0.11368	1.4753	0.17463	0.83154	0.14013	0.59578
Nr1h4	6	-0.053582	-0.69215	0.67804	0.96237	0.48884	0.77868
NR1I2	6	-0.15267	-1.1461	0.19482	0.84026	0.25175	0.64657
NR1I3	6	0.042285	0.66766	0.59016	0.95747	0.50435	0.77868
NR2C1	6	-0.055442	-1.0622	0.66866	0.96005	0.28815	0.67272
NR2C2	6	0.044105	0.52329	0.57651	0.95747	0.60077	0.81636
NR2E1	6	-0.084146	-1.3504	0.48436	0.9399	0.17687	0.60143
NR2E3	6	0.067656	0.64204	0.41155	0.92362	0.52085	0.78263
NR2F1	6	0.046805	0.76443	0.5566	0.9537	0.44461	0.77164
NR2F2	6	0.0089451	0.1444	0.84556	0.98009	0.88519	0.95194
NR2F6	3	-0.12302	-1.4447	0.4434	0.9399	0.14854	0.59603
NR3C1	6	0.023523	0.29327	0.72895	0.96967	0.76932	0.89978
NR3C2	6	-0.12486	-1.5437	0.28584	0.88742	0.12265	0.58871
NR4A1	6	0.035283	0.7547	0.64505	0.96005	0.45043	0.77164
NR4A2	6	-0.037811	-0.7212	0.79494	0.97392	0.47078	0.77868
NR4A3	6	0.13503	1.5508	0.12571	0.75254	0.12095	0.58871
NR5A1	7	-0.042705	-0.51775	0.7372	0.96967	0.60463	0.81765
NR5A2	6	0.11643	1.958	0.19312	0.84026	0.050225	0.58871
NR6A1	6	0.098274	1.38	0.26166	0.87266	0.16759	0.59603
NRF1	8	0.067283	1.1929	0.34869	0.91424	0.23292	0.63488
NRL	6	-0.064162	-0.54471	0.60808	0.95747	0.58595	0.81015
OLIG1	6	0.16219	1.1943	0.067975	0.64946	0.23236	0.63472
OLIG2	6	0.23917	1.7111	0.010523	0.31356	0.08707	0.58871
OLIG3	6	0.068466	0.97485	0.40785	0.92362	0.32963	0.70414
ONECUT1	6	0.10368	1.6434	0.24061	0.85801	0.10031	0.58871
ONECUT2	6	-0.10642	-1.6597	0.37031	0.91858	0.096973	0.58871
ONECUT3	6	0.032312	0.67905	0.66837	0.96005	0.49711	0.77868
OSR1	4	0.15354	1.5011	0.1587	0.81698	0.13334	0.59021
OSR2	6	0.031797	0.31553	0.6698	0.96005	0.75236	0.89308
OTP	6	-0.00054551	-0.0070214	0.91297	0.98105	0.9944	0.9998
OTX1	6	0.15727	1.4319	0.07537	0.67766	0.15218	0.59603
OTX2	6	0.10931	1.1062	0.21786	0.84026	0.26865	0.65642
OVOL1	5	0.024267	0.47837	0.72725	0.96966	0.63238	0.83245
OVOL2	3	0.0010375	0.052197	0.94425	0.9884	0.95837	0.9824
OVOL3	6	-0.012158	-0.2875	0.99516	0.99886	0.77373	0.90072
PATZ1	13	0.15011	1.8714	0.013652	0.36923	0.061293	0.58871
PAX1	6	0.028974	0.35541	0.68885	0.96379	0.72228	0.87793
PAX2	6	-0.067736	-0.98955	0.58618	0.95747	0.32239	0.69983
PAX3	7	0.13335	1.2795	0.11064	0.72305	0.20072	0.62071
PAX4	8	-0.077205	-1.1147	0.48635	0.9399	0.26499	0.65394
PAX5	6	0.04143	0.8259	0.59898	0.95747	0.40886	0.75134
PAX6	7	0.048681	0.78177	0.51763	0.94407	0.43435	0.76767
PAX7	9	0.048811	0.68849	0.45421	0.9399	0.49115	0.77868
PAX8	6	-0.11565	-1.1096	0.32708	0.90417	0.26718	0.65555
PAX9	6	0.0079474	0.10279	0.85267	0.98009	0.91813	0.96507
PBRM1	49	0	0	0.72156	0.96684	1	1
PBX1	7	0.083632	1.4045	0.29892	0.89219	0.16018	0.59603
PBX2	6	-0.017478	-0.24482	0.94881	0.9885	0.80659	0.9172
PBX3	6	0.079339	0.84656	0.34443	0.9119	0.39724	0.74628
PBX4	7	-0.17227	-1.9215	0.13168	0.75941	0.054671	0.58871
PDX1	6	0.24381	1.7204	0.0093857	0.3	0.085365	0.58871
PGR	6	-0.067262	-1.0894	0.58902	0.95747	0.27596	0.66163
PHOX2A	6	-0.086243	-1.001	0.47213	0.9399	0.3168	0.6964
PHOX2B	6	0.1609	1.2602	0.070535	0.6631	0.20759	0.62416
PIAS1	17	-0.061728	-1.5746	0.46132	0.9399	0.11535	0.58871
PIAS2	13	0.015035	0.2779	0.67264	0.96179	0.78109	0.90241
PIAS3	19	-0.0030632	-0.06838	0.84073	0.98009	0.94548	0.97769
PIAS4	16	0.0257	0.58145	0.52218	0.94597	0.56094	0.7982
PITX1	6	0.086826	1.4387	0.31001	0.90286	0.15023	0.59603
PITX2	6	0.13217	1.5681	0.13339	0.76013	0.11687	0.58871
PITX3	6	-0.067678	-0.77507	0.58618	0.95747	0.4383	0.77129
PKNOX1	5	0.17459	1.7972	0.082196	0.68974	0.072296	0.58871
PKNOX2	6	-0.050955	-0.44727	0.6971	0.96583	0.65468	0.848
PLAG1	6	0.098509	1.6278	0.26109	0.87262	0.10357	0.58871
PLAGL1	6	-0.15612	-1.9513	0.18572	0.84026	0.051026	0.58871
PLAGL2	6	-0.13092	-1.6925	0.26365	0.87266	0.090559	0.58871
PMS1	7	-0.0090256	-0.20402	0.9727	0.9939	0.83834	0.93043
POU1F1	1	0.034332	0.69843	0.90586	0.98105	0.48491	0.77868
POU2F1	5	-0.060827	-0.57724	0.66866	0.96005	0.56378	0.79929
POU2F2	6	0.084565	0.87754	0.32025	0.90389	0.38019	0.73426
POU2F3	6	-0.071916	-0.74971	0.56086	0.95627	0.45343	0.77164
POU3F1	6	-0.047847	-0.52253	0.71957	0.96684	0.6013	0.81636
POU3F2	6	0.013109	0.31238	0.80859	0.97463	0.75475	0.89411
POU3F3	6	0.053802	1.7175	0.50711	0.94289	0.085893	0.58871
POU3F4	6	-0.028498	-0.53882	0.86689	0.98009	0.59001	0.81253
POU4F1	6	-0.11037	-0.72065	0.35068	0.91537	0.47113	0.77868
POU4F2	6	-0.10724	-1.0805	0.36462	0.91858	0.2799	0.66586
POU4F3	6	0.049848	1.1242	0.53271	0.94835	0.26093	0.65392
POU5F1	4	-0.092384	-1.4851	0.50427	0.94283	0.13751	0.59271
POU5F1B	6	-0.14523	-1.0005	0.21473	0.84026	0.31705	0.6964
POU6F1	6	-0.1136	-1.774	0.33589	0.90567	0.076063	0.58871
POU6F2	6	0.0051055	0.15394	0.87287	0.98009	0.87766	0.94891
PPARA	6	0.057371	1.5417	0.4835	0.9399	0.12316	0.58871
PPARD	6	-0.022431	-0.47559	0.91297	0.98105	0.63436	0.8338
PPARG	5	0.06265	0.97289	0.49147	0.9399	0.33061	0.70414
PRDM1	6	-0.18069	-1.6212	0.12969	0.75941	0.10498	0.58871
PRDM12	5	-0.32764	-2.1099	0.025028	0.45	0.034863	0.58871
PRDM13	7	-0.017308	-0.22973	0.95279	0.9885	0.8183	0.92271
PRDM14	5	0.0063686	0.069302	0.85751	0.98009	0.94475	0.97769
PRDM15	6	0.17342	1.7841	0.050057	0.58804	0.074402	0.58871
PRDM16	7	-0.066394	-0.81924	0.56542	0.95627	0.41265	0.75253
PRDM2	13	0.076765	1.801	0.18146	0.83901	0.071704	0.58871
PRDM4	6	-0.090087	-1.1124	0.45336	0.9399	0.26596	0.65439
PRDM5	6	0.05097	1.1027	0.52531	0.94597	0.27015	0.65872
PRDM6	6	0.014843	0.2291	0.79608	0.97392	0.81879	0.92271
PRDM8	12	-0.041228	-1.4713	0.70648	0.96684	0.14121	0.59603
PRDM9	10	-0.12303	-1.1141	0.21047	0.84026	0.26522	0.65394
PRKRIR	6	-0.32667	-2.1859	0.017349	0.38365	0.028823	0.58871
PROP1	6	0.02477	0.39032	0.71815	0.96684	0.6963	0.86863
PROX1	6	-0.042536	-1.0605	0.75882	0.97197	0.28891	0.67272
PROX2	7	0.043836	1.0765	0.55205	0.95287	0.2817	0.66617
PRRX1	6	0.0021663	0.028016	0.89221	0.98105	0.97765	0.9907
PRRX2	6	0.018099	0.33767	0.77446	0.97289	0.73561	0.88667
PTF1A	6	-0.0080939	-0.064653	0.9727	0.9939	0.94845	0.97851
RARA	6	0.010565	0.12537	0.83049	0.98009	0.90023	0.95854
RARB	6	0.35135	0.62031	0.00085324	0.069767	0.53505	0.78871
RARG	6	-0.097862	-1.7558	0.41268	0.92362	0.079127	0.58871
RAX	6	-0.065768	-0.78832	0.59699	0.95747	0.43051	0.76554
RAX2	6	-0.078728	-1.6231	0.51849	0.94407	0.10456	0.58871
RBAK	6	0.09385	1.323	0.27986	0.88742	0.18583	0.61064
RCOR1	18	-0.11796	-2.6157	0.10751	0.7191	0.0089032	0.58871
RCOR2	18	-0.073551	-1.7283	0.35296	0.91679	0.083934	0.58871
RCOR3	18	-0.079554	-2.0245	0.30859	0.90266	0.042915	0.58871
REL	7	0.066575	0.99687	0.40188	0.92362	0.31883	0.6964
RELA	7	-0.10963	-0.64493	0.32309	0.90389	0.51897	0.78263
RELB	7	0.087149	0.75679	0.28043	0.88742	0.44918	0.77164
REPIN1	6	0.17893	1.607	0.044084	0.56777	0.10805	0.58871
RERE	18	0.10617	2.1259	0.032992	0.51101	0.033515	0.58871
REST	6	-0.088337	-1.5682	0.46047	0.9399	0.11683	0.58871
RFX1	7	-0.11216	-1.1674	0.31058	0.90286	0.24306	0.64025
RFX2	6	0.14899	1.5787	0.092719	0.70576	0.11441	0.58871
RFX3	10	0.018854	0.26824	0.69596	0.96583	0.78852	0.90721
RFX4	6	0.05486	1.1896	0.49829	0.94092	0.23422	0.63602
RFX5	7	-0.081197	-0.32279	0.46786	0.9399	0.74685	0.89099
RFX6	5	0.1344	1.506	0.1698	0.83154	0.13208	0.59021
RFX7	6	-0.13624	-1.5001	0.24545	0.86241	0.13358	0.59021
RHOXF1	7	0.09922	1.2961	0.22383	0.84352	0.19496	0.61698
RHOXF2B	7	-0.026023	-0.74157	0.88168	0.98009	0.45835	0.77369
RNF138	13	-0.0969	-2.0523	0.26962	0.88104	0.040144	0.58871
RORA	6	0.06647	0.86786	0.42179	0.92991	0.38547	0.73871
RORB	7	0.06102	0.82332	0.43658	0.93712	0.41033	0.75134
RORC	6	0.04382	0.59245	0.57878	0.95747	0.55355	0.79687
RREB1	8	-0.16201	-1.4981	0.13737	0.76899	0.13411	0.59021
RUNX1	7	-0.0091293	-0.24944	0.97383	0.9939	0.80302	0.91496
RUNX2	7	0.012029	0.13926	0.80006	0.97392	0.88924	0.95352
RUNX3	7	0.047141	0.80255	0.5273	0.94597	0.42223	0.7586
RXRA	7	-0.0011217	-0.024126	0.90586	0.98105	0.98075	0.99232
RXRB	6	-0.11556	-1.9943	0.32736	0.90417	0.046117	0.58871
RXRG	7	0.024496	0.495	0.69937	0.96583	0.6206	0.82761
SALL1	6	0.08898	0.97394	0.30063	0.89349	0.33009	0.70414
SALL2	6	-0.11299	-1.2513	0.33817	0.90763	0.21084	0.62611
SALL3	6	-0.0086023	-0.16968	0.97782	0.99537	0.86527	0.94418
SALL4	6	0.037058	0.61045	0.63111	0.95747	0.54156	0.79138
SATB1	6	0.04873	0.86578	0.54181	0.9497	0.38661	0.73876
SATB2	6	0.11425	1.6084	0.2025	0.84026	0.10774	0.58871
SCRT1	6	0.017982	0.13699	0.7756	0.97289	0.89104	0.95457
SCRT2	6	-0.194	-1.2651	0.10808	0.7191	0.20585	0.6234
SCX	6	0.11835	0.89228	0.18487	0.84026	0.37224	0.72995
SEBOX	7	-0.017933	-0.49578	0.94738	0.9885	0.62005	0.82761
SETDB1	33	0.0070369	0.20571	0.62571	0.95747	0.83702	0.92955
SETDB2	10	-0.058158	-1.485	0.59329	0.95747	0.13756	0.59271
SHOX	8	0.053423	0.72091	0.44681	0.9399	0.47097	0.77868
SHOX2	6	0.13047	1.3438	0.13823	0.76899	0.17903	0.60297
SIM1	6	-0.23561	-2.0629	0.05603	0.61562	0.039127	0.58871
SIX1	6	-0.10223	-1.5577	0.39306	0.92221	0.11931	0.58871
SIX2	6	0.10003	0.88317	0.25484	0.8686	0.37715	0.73414
SIX3	6	0.11556	1.2113	0.1971	0.84026	0.22579	0.63052
SIX4	6	0.087119	0.87594	0.30916	0.90282	0.38106	0.73426
SIX5	6	-0.19378	-0.98427	0.10865	0.7191	0.32498	0.70238
SIX6	6	-0.0039125	-0.18807	0.94511	0.9884	0.85082	0.93718
SMAD1	6	0.11207	1.2595	0.20762	0.84026	0.20784	0.62416
SMAD2	7	0.013035	0.29607	0.79352	0.97392	0.76717	0.89893
SMAD3	6	0.35713	1.8302	0.00085324	0.069767	0.067224	0.58871
SMAD4	5	-0.059532	-0.54265	0.67747	0.96237	0.58737	0.81083
SMAD5	6	0.075569	1.0006	0.3649	0.91858	0.31701	0.6964
SMAD6	6	-0.061857	-0.61503	0.62514	0.95747	0.53853	0.79048
SMAD7	6	0.01375	0.27693	0.80575	0.97392	0.78184	0.90277
SMAD9	6	-0.034183	-0.53995	0.82622	0.98009	0.58923	0.81245
SMARCE1	6	0.051329	1.2581	0.52275	0.94597	0.20835	0.62416
SNAI1	6	0.013581	0.15494	0.8066	0.97392	0.87687	0.94864
SNAI2	6	-0.0011679	-0.028116	0.92008	0.98239	0.97757	0.9907
SNAI3	5	-0.062187	-1.3459	0.65899	0.96005	0.17832	0.60297
SNAPC4	31	-0.11537	-2.7314	0.044369	0.56934	0.0063062	0.5408
SOHLH1	6	0.085805	1.1501	0.31456	0.90286	0.25011	0.64657
SOHLH2	7	0.050748	0.82323	0.50199	0.94193	0.41038	0.75134
SOX1	6	0.037374	0.31389	0.6277	0.95747	0.75361	0.89396
SOX10	6	0.04776	0.61865	0.54807	0.95069	0.53615	0.78872
SOX11	6	0.097044	1.3456	0.26962	0.88104	0.17844	0.60297
SOX12	6	-0.31657	-2.2067	0.019625	0.40116	0.027338	0.58871
SOX13	6	-0.12559	-1.1476	0.28299	0.88742	0.25114	0.64657
SOX14	6	0.009147	0.13014	0.84414	0.98009	0.89646	0.9579
SOX15	5	-0.0046212	-0.14221	0.9434	0.9884	0.88692	0.95297
SOX17	6	0.051678	0.4959	0.52133	0.94597	0.61997	0.82761
SOX18	6	-0.1684	-2.0316	0.15444	0.81532	0.042193	0.58871
SOX2	6	-0.029098	-0.55844	0.86234	0.98009	0.57654	0.80439
SOX21	6	-0.044315	-0.52925	0.74573	0.96967	0.59663	0.81568
SOX3	6	0.10623	1.2383	0.22952	0.84414	0.21559	0.62982
SOX30	6	-0.017515	-0.45285	0.94824	0.9885	0.65066	0.84521
SOX4	6	-0.060004	-0.64133	0.63652	0.95887	0.52131	0.78263
SOX5	5	0.096806	0.97864	0.31399	0.90286	0.32776	0.70336
SOX6	6	-0.030662	-0.29813	0.85182	0.98009	0.7656	0.89893
SOX7	6	-0.018374	-0.26784	0.94255	0.9884	0.78883	0.90727
SOX8	5	-0.03371	-0.28628	0.84528	0.98009	0.77466	0.90072
SOX9	6	-0.093928	-1.0978	0.43601	0.93712	0.27228	0.65872
SP1	6	-0.17652	-1.3572	0.13595	0.76518	0.17472	0.59934
SP100	12	-0.074927	-1.6323	0.41382	0.9241	0.10262	0.58871
SP110	12	0.063795	0.99504	0.27304	0.88553	0.31972	0.69778
SP140	13	-0.02867	-0.65905	0.84158	0.98009	0.50987	0.78031
SP140L	10	-0.071705	-1.004	0.48777	0.9399	0.31536	0.6964
SP2	11	-0.067204	-1.1485	0.49317	0.9399	0.25077	0.64657
SP3	5	-0.093126	-1.0107	0.469	0.9399	0.31217	0.69425
SP4	5	0.037657	0.46796	0.6442	0.96005	0.63981	0.83716
SP5	5	0.023834	0.41105	0.73123	0.96967	0.68104	0.85905
SP6	6	-0.026729	-0.32122	0.88225	0.98009	0.74804	0.89099
SP7	6	-0.0018542	-0.017988	0.92634	0.98518	0.98565	0.9947
SP8	5	0.10612	1.6064	0.27474	0.88553	0.10819	0.58871
SP9	5	-0.041864	-0.6708	0.78214	0.97289	0.50235	0.77868
SPDEF	6	-0.17833	-2.2071	0.13197	0.75941	0.02731	0.58871
SPI1	6	-0.13441	-1.228	0.25313	0.86829	0.21943	0.63052
SPIB	6	-0.012828	-0.1207	0.99175	0.99828	0.90393	0.95854
SPIC	6	-0.098984	-0.98767	0.40956	0.92362	0.32332	0.69999
SPZ1	3	0.013121	0.21612	0.87713	0.98009	0.82889	0.92682
SREBF1	6	0.041446	0.93986	0.59898	0.95747	0.34729	0.71075
SREBF2	6	0.090957	1.3936	0.28953	0.89064	0.16343	0.59603
SRF	6	-0.83157	-2.402	0	0	0.016306	0.58871
SRY	6	0.084954	1.1389	0.31769	0.90388	0.25476	0.64767
SSRP1	6	-0.085736	-0.87468	0.47497	0.9399	0.38175	0.73426
ST18	8	0.11602	1.8894	0.126	0.75254	0.05884	0.58871
STAT1	7	-0.044298	-0.53163	0.72497	0.9692	0.59498	0.81469
STAT2	6	0.0094021	0.14545	0.84272	0.98009	0.88435	0.95194
STAT3	7	-0.01228	-0.19369	0.99147	0.99828	0.84642	0.93585
STAT4	7	0.024709	0.41212	0.69881	0.96583	0.68025	0.8588
STAT5A	7	-0.23559	-2.2651	0.050341	0.58804	0.023504	0.58871
STAT5B	7	-0.088667	-1.1349	0.42605	0.93217	0.25643	0.64866
STAT6	7	-0.061128	-1.2624	0.60154	0.95747	0.20679	0.62409
SUB1	8	0.035798	0.50404	0.57366	0.95747	0.61424	0.8233
T	7	0.066212	1.7399	0.40501	0.92362	0.081881	0.58871
TADA2A	11	-0.017895	-0.35798	0.94511	0.9884	0.72036	0.87731
TADA2B	9	-0.027417	-0.53311	0.8558	0.98009	0.59396	0.81449
