Gene	sgRNA	c12|beta	c12|z	c12|p-value	c12|fdr	c12|wald-p-value	c12|wald-fdr
LIN28B	2	-0.020091	-0.37698	0.98436	0.99798	0.70619	0.848
LITAF	6	0.10291	2.2154	0.23379	0.67261	0.026734	0.39756
LMX1A	6	0.033629	0.4025	0.6021	0.8778	0.68731	0.83823
LMX1B	6	-0.030793	-0.42956	0.94027	0.98335	0.66751	0.82524
LYL1	6	-0.069224	-0.64302	0.68174	0.91109	0.52021	0.7364
MAF	6	-0.0185	-0.15158	0.97156	0.9939	0.87952	0.94928
MAFA	6	0.037727	0.282	0.57793	0.87061	0.77794	0.8869
MAFB	6	0.125	1.089	0.15387	0.58307	0.27615	0.55009
MAFF	6	0.055663	0.4509	0.46445	0.82184	0.65206	0.81502
MAFG	6	-0.22712	-1.3247	0.10893	0.52394	0.18529	0.47003
MAFK	6	0.011676	0.11561	0.75199	0.93207	0.90796	0.96214
MAX	6	-0.18431	-1.3433	0.19454	0.63139	0.17916	0.46602
MAZ	6	-0.44561	-2.7237	0.0062571	0.14667	0.0064562	0.32485
MBD1	37	0.045428	1.1148	0.098123	0.49784	0.26494	0.54096
MBD2	12	-0.12017	-1.9746	0.26706	0.70015	0.048308	0.39756
MBD3	20	-0.12623	-2.4639	0.14164	0.57399	0.013745	0.37236
MBD4	12	0.0083089	0.3626	0.68174	0.91109	0.7169	0.8538
MECOM	7	0.15582	1.7931	0.057167	0.41667	0.072952	0.40167
MECP2	12	0.11378	1.9675	0.062571	0.43222	0.049124	0.39756
MEF2A	5	-0.0069607	-0.085105	0.90358	0.97544	0.93218	0.97224
MEF2B	6	-0.3145	-2.6311	0.031286	0.31073	0.0085112	0.33342
MEF2C	6	-0.062195	-0.77117	0.72753	0.92937	0.44061	0.6944
MEF2D	6	-0.061834	-0.53895	0.73009	0.92937	0.58992	0.7751
MEIS1	5	0.16437	1.8081	0.10438	0.51329	0.070586	0.40167
MEIS2	6	-0.0097692	-0.12156	0.90444	0.97606	0.90325	0.96005
MEIS3	7	-0.1082	-0.88814	0.43658	0.80282	0.37446	0.63697
MEOX1	6	-0.00012507	-0.0020988	0.83106	0.9527	0.99833	1
MEOX2	6	0.10472	1.243	0.22554	0.66361	0.21386	0.49409
MESP1	6	-0.4423	-2.256	0.0068259	0.15686	0.02407	0.39756
MESP2	6	-0.18335	-1.4725	0.19568	0.63139	0.14088	0.43418
MGA	8	0.034591	0.50989	0.5347	0.85416	0.61013	0.78694
MIER3	6	0.13977	1.4577	0.11746	0.53696	0.14491	0.43688
MITF	6	0.15938	1.7773	0.079352	0.47049	0.075527	0.40167
MIXL1	6	-0.075704	-0.88409	0.64192	0.89104	0.37665	0.63843
MLX	6	-0.40657	-2.5834	0.010523	0.19072	0.009782	0.34741
MLXIP	7	0.090505	1.6972	0.24061	0.67488	0.08965	0.40585
MLXIPL	6	-0.36358	-2.4396	0.017349	0.23643	0.014703	0.37236
MNT	7	-0.04613	-0.53678	0.83077	0.9527	0.59142	0.7757
MNX1	6	0.028789	0.18626	0.63367	0.88809	0.85224	0.93514
MSC	6	0.010765	0.20549	0.75825	0.93217	0.83719	0.92769
MSGN1	6	0.062561	1.1479	0.42548	0.79712	0.25101	0.52878
MSX1	6	0.099251	0.86767	0.24943	0.68242	0.38558	0.64649
MSX2	6	0.1302	1.964	0.1405	0.57399	0.049524	0.39756
MTA1	18	-0.023203	-0.76079	0.95478	0.98794	0.44678	0.70035
MTA2	17	-0.014726	-0.33198	0.86291	0.96068	0.7399	0.86518
MTA3	18	-0.010508	-0.2558	0.80887	0.95135	0.79811	0.90032
MTF1	7	-0.0080051	-0.095236	0.88567	0.96768	0.92413	0.96934
MXD1	6	0.081318	1.1292	0.33163	0.7441	0.25882	0.53448
MXD3	6	-0.26957	-2.1065	0.061149	0.42688	0.035163	0.39756
MXD4	6	0.020316	0.38459	0.68942	0.9144	0.70054	0.84469
MXI1	6	-0.026215	-0.41155	0.97725	0.9945	0.68067	0.83417
MYB	24	0.09764	1.8994	0.023038	0.26774	0.057512	0.39756
MYBL1	22	0.050362	1.4448	0.17918	0.61644	0.14852	0.43786
MYBL2	25	-0.38296	-4.2753	0	0	1.9088e-05	0.0095877
MYC	6	-0.90577	-3.1526	0	0	0.0016184	0.15807
MYCL	6	0.1558	1.8575	0.08504	0.47785	0.063244	0.39779
MYCN	6	0.092826	0.84607	0.27901	0.70944	0.39751	0.65562
MYF5	8	-0.036074	-0.76239	0.89135	0.96878	0.44583	0.69947
MYF6	6	0.11505	1.5103	0.188	0.62335	0.13097	0.43051
MYNN	12	-0.076647	-1.3633	0.53299	0.85409	0.17279	0.46053
MYOD1	6	0.0065388	0.079182	0.78953	0.94809	0.93689	0.97442
MYOG	6	-0.051182	-0.31188	0.79863	0.95122	0.75513	0.87507
MYRF	6	0.034792	0.93306	0.59471	0.8771	0.35079	0.61485
MYSM1	18	0.061185	1.6649	0.16667	0.60164	0.095927	0.41079
MYT1	8	-0.312	-2.5415	0.018203	0.24254	0.011039	0.36808
MYT1L	8	-0.047399	-0.74932	0.79835	0.9512	0.45366	0.70519
MZF1	6	-0.37251	-1.5877	0.015643	0.22541	0.11236	0.42227
NANOG	6	0.068002	0.61317	0.39903	0.78472	0.53976	0.74353
NCOR1	20	-0.11775	-2.8119	0.17691	0.61281	0.0049245	0.27483
NCOR2	18	0.095615	1.4364	0.042662	0.35971	0.15089	0.43876
NEUROD1	6	0.14703	1.3177	0.099545	0.50357	0.18761	0.47356
NEUROD2	7	-0.22987	-2.4886	0.083902	0.47785	0.012824	0.37236
NEUROD4	6	0.12721	1.7605	0.1479	0.57663	0.078325	0.40167
NEUROD6	6	0.10839	1.2677	0.21246	0.64731	0.20491	0.48791
NEUROG1	6	0.16441	1.7187	0.070819	0.45273	0.085669	0.40585
NEUROG2	6	-0.14626	-1.5196	0.30916	0.72745	0.1286	0.42931
NEUROG3	6	0.19982	1.8953	0.02901	0.30058	0.058047	0.39756
NFAT5	6	-0.33009	-2.0689	0.025597	0.2795	0.038558	0.39756
NFATC1	6	0.13061	1.9026	0.13965	0.5736	0.057096	0.39756
NFATC2	6	-0.055835	-1.1539	0.76706	0.93548	0.24853	0.52596
NFATC3	6	0.083057	1.5221	0.32053	0.73229	0.12798	0.42931
NFATC4	7	-0.0068213	-0.098037	0.87799	0.96603	0.9219	0.96847
NFE2	6	-0.074973	-1.3458	0.64505	0.8919	0.17836	0.46553
NFE2L1	6	-0.4805	-2.2443	0.0039818	0.11382	0.024815	0.39756
NFE2L2	5	0.13719	0.75118	0.16638	0.60123	0.45254	0.70519
NFE2L3	5	0.063883	1.2195	0.46985	0.82201	0.22267	0.50273
NFIA	7	0.065572	1.4446	0.36803	0.77037	0.14857	0.43786
NFIB	7	0.015172	0.28258	0.71615	0.92508	0.7775	0.8869
NFIC	8	0.13445	1.9013	0.081627	0.4736	0.057262	0.39756
NFIL3	6	0.03924	0.70459	0.5694	0.86675	0.48106	0.72302
NFIX	8	0.036857	0.45642	0.51934	0.84891	0.64809	0.8116
NFKB1	7	0.068435	1.4465	0.35324	0.75868	0.14804	0.43786
NFKB2	7	0.054239	0.49337	0.43828	0.80512	0.62175	0.79421
NFX1	13	-0.096406	-2.0174	0.37685	0.77493	0.043651	0.39756
NFXL1	15	0.030295	0.9273	0.43032	0.79821	0.35377	0.61776
NFYA	6	-0.40814	-2.0731	0.010523	0.19072	0.038163	0.39756
NFYB	6	-0.079064	-0.73526	0.62116	0.88521	0.46218	0.71055
NFYC	6	-0.23928	-1.4322	0.089022	0.4808	0.15208	0.43876
NHLH1	6	0.12892	1.0116	0.14391	0.57399	0.31173	0.58265
NHLH2	6	0.065539	0.67978	0.41041	0.79155	0.49664	0.7292
NKX1	12	0.080924	1.7553	0.15358	0.58307	0.079203	0.40167
NKX2	42	0	0	0.54636	0.85861	1	1
NKX3	12	0.14563	1.8971	0.025597	0.2795	0.057812	0.39756
NKX6	13	0.16135	1.6415	0.0062571	0.14667	0.10069	0.41208
NOBOX	6	0.11628	1.6405	0.18316	0.61864	0.1009	0.41208
NOTO	6	-0.087187	-1.7774	0.57964	0.87131	0.0755	0.40167
NPAS1	6	-0.05789	-0.89708	0.75512	0.93207	0.36968	0.6328
NPAS2	6	-0.062527	-0.95534	0.72554	0.92937	0.3394	0.60499
NPAS3	6	0.096063	1.3685	0.26223	0.69555	0.17114	0.45829
NPAS4	6	0.13159	1.9207	0.13652	0.5694	0.054766	0.39756
NR0B1	6	0.17614	1.3566	0.054608	0.40938	0.17492	0.46348
NR0B2	6	-0.087492	-1.0976	0.57679	0.86964	0.2724	0.54714
NR1D1	6	0.050614	0.59022	0.49431	0.83558	0.55504	0.75116
NR1D2	1	-0.20671	-0.78667	0.44596	0.81002	0.43148	0.68646
NR1H2	5	-0.042727	-0.61056	0.8686	0.96068	0.54149	0.74415
NR1H3	7	0.0035186	0.063273	0.80603	0.95135	0.94955	0.97813
Nr1h4	6	0.16331	1.8685	0.074232	0.46441	0.061691	0.39756
NR1I2	6	0.0023707	0.035469	0.81542	0.95189	0.97171	0.99173
NR1I3	6	0.09929	1.7884	0.24915	0.68242	0.073708	0.40167
NR2C1	6	0.02829	0.55118	0.63709	0.88964	0.58151	0.76922
NR2C2	6	0.17022	1.4784	0.062002	0.42913	0.1393	0.43418
NR2E1	6	0.14637	1.7649	0.10068	0.50427	0.077585	0.40167
NR2E3	6	-0.17302	-1.3147	0.22412	0.66274	0.1886	0.47437
NR2F1	6	0.01749	0.43978	0.70848	0.92089	0.6601	0.82067
NR2F2	6	-0.038237	-0.47141	0.88879	0.96809	0.63735	0.80352
NR2F6	3	-0.13279	-1.2233	0.48862	0.83196	0.2212	0.50153
NR3C1	6	0.054582	0.90173	0.47042	0.82201	0.3672	0.6301
NR3C2	6	-0.0076671	-0.21402	0.88424	0.96673	0.83054	0.92336
NR4A1	6	0.058691	1.0592	0.44681	0.81021	0.28952	0.56116
NR4A2	6	-0.00267	-0.025854	0.8504	0.95745	0.97937	0.99321
NR4A3	6	0.084354	1.2701	0.31542	0.72745	0.20403	0.48768
NR5A1	7	-0.25385	-1.5083	0.055745	0.41545	0.13147	0.43074
NR5A2	6	0.086708	1.9685	0.30688	0.72745	0.049007	0.39756
NR6A1	6	-0.10725	-0.93651	0.47355	0.82307	0.34901	0.61309
NRF1	8	-0.02191	-0.38891	0.99033	0.99914	0.69734	0.84212
NRL	6	0.012338	0.18121	0.74687	0.93207	0.8562	0.93708
OLIG1	6	0.18425	1.4453	0.043231	0.36277	0.14836	0.43786
OLIG2	6	0.14905	1.1674	0.094425	0.48902	0.24305	0.52305
OLIG3	6	-0.044015	-0.72903	0.84898	0.95745	0.46598	0.71358
ONECUT1	6	-0.11727	-2.0263	0.42548	0.79712	0.042733	0.39756
ONECUT2	6	0.10046	1.239	0.24431	0.67638	0.21535	0.49587
ONECUT3	6	-0.12562	-1.5133	0.38851	0.78248	0.13021	0.4298
OSR1	4	0.05217	0.79349	0.57196	0.86681	0.42749	0.68414
OSR2	6	0.014433	0.21184	0.7318	0.92937	0.83223	0.92452
OTP	6	0.019551	0.19692	0.69425	0.9147	0.84389	0.93144
OTX1	6	0.12225	1.2559	0.16212	0.59563	0.20914	0.49077
OTX2	6	-0.099608	-1.2134	0.51394	0.84791	0.22496	0.50285
OVOL1	5	0.009217	0.32203	0.79551	0.95007	0.74743	0.86932
OVOL2	3	-0.0088022	-0.3407	0.96274	0.99006	0.73333	0.86349
OVOL3	6	-0.14473	-1.1211	0.31229	0.72745	0.26224	0.53784
PATZ1	13	-0.13536	-1.4472	0.17833	0.6141	0.14785	0.43786
PAX1	6	0.076153	0.53449	0.35808	0.76211	0.593	0.77683
PAX2	6	0.035729	0.61267	0.58931	0.875	0.5401	0.74353
PAX3	7	-0.021993	-0.28586	0.99232	0.99914	0.77499	0.8865
PAX4	8	-0.0065835	-0.074255	0.85836	0.95931	0.94081	0.9752
PAX5	6	-0.02082	-0.41982	0.99175	0.99914	0.67462	0.83023
PAX6	7	0.14733	1.848	0.071104	0.4529	0.064602	0.39849
PAX7	9	0.11069	1.1051	0.13595	0.56837	0.26912	0.54349
PAX8	6	-0.24663	-2.2326	0.082196	0.47455	0.025575	0.39756
PAX9	6	0.029879	0.38847	0.62685	0.88773	0.69766	0.84212
PBRM1	49	0	0	0.54636	0.85861	1	1
PBX1	7	0.0040827	0.072931	0.80233	0.95135	0.94186	0.97551
PBX2	6	-0.049831	-0.66101	0.80774	0.95135	0.50861	0.73327
PBX3	6	0.067039	1.1818	0.40273	0.78579	0.23727	0.51734
PBX4	7	-0.20388	-2.3219	0.12571	0.55458	0.02024	0.39756
PDX1	6	0.15217	1.0627	0.090444	0.48109	0.28794	0.55933
PGR	6	0.041858	0.44528	0.5492	0.85975	0.65612	0.81753
PHOX2A	6	-0.029482	-0.45631	0.95051	0.98671	0.64817	0.8116
PHOX2B	6	-0.025098	-0.39334	0.98549	0.99856	0.69407	0.84149
PIAS1	17	-0.21029	-2.8682	0.023322	0.26774	0.0041282	0.24191
PIAS2	13	-0.025437	-0.46234	0.99232	0.99914	0.64384	0.80876
PIAS3	19	-0.061256	-2.0482	0.59357	0.87579	0.040541	0.39756
PIAS4	16	-0.065604	-1.054	0.58362	0.8725	0.2919	0.56243
PITX1	6	0.11622	1.0797	0.18316	0.61864	0.2803	0.55307
PITX2	6	0.097874	1.095	0.25484	0.68764	0.27353	0.54737
PITX3	6	-0.026531	-0.32722	0.97469	0.9942	0.7435	0.867
PKNOX1	5	0.025286	0.66452	0.7025	0.91787	0.50636	0.73327
PKNOX2	6	0.17062	1.6184	0.061433	0.42688	0.10558	0.41739
PLAG1	6	0.046025	0.94993	0.5256	0.85122	0.34215	0.60713
PLAGL1	6	-0.11679	-0.96544	0.42747	0.79799	0.33433	0.60189
PLAGL2	6	-0.11336	-1.0788	0.44625	0.81002	0.28069	0.5532
PMS1	7	0.009798	0.23846	0.7554	0.93207	0.81153	0.90904
POU1F1	1	-0.13955	-0.76146	0.59898	0.8778	0.44638	0.70004
POU2F1	5	-0.32663	-1.9909	0.044084	0.36643	0.046487	0.39756
POU2F2	6	-0.0071414	-0.068959	0.88168	0.96603	0.94502	0.97583
POU2F3	6	-0.044095	-0.77535	0.84812	0.95745	0.43813	0.69297
POU3F1	6	0.084012	1.147	0.31627	0.72745	0.25137	0.52924
POU3F2	6	-0.15533	-1.2957	0.27617	0.70773	0.19509	0.47835
POU3F3	6	0.051036	1.001	0.49289	0.83558	0.31684	0.5857
POU3F4	6	-0.0048132	-0.27469	0.86433	0.96068	0.78355	0.89119
POU4F1	6	0.1808	1.4738	0.046359	0.3713	0.14054	0.43418
POU4F2	6	-0.046438	-0.95606	0.83077	0.9527	0.33904	0.60499
POU4F3	6	0.12207	1.5631	0.1624	0.59563	0.11802	0.42432
POU5F1	4	0.013726	0.13123	0.81257	0.9517	0.89559	0.95981
POU5F1B	6	-0.15599	-1.237	0.27389	0.70395	0.21609	0.49645
POU6F1	6	-0.030414	-0.65835	0.9434	0.98486	0.51031	0.7344
POU6F2	6	0.045254	1.5206	0.53129	0.85409	0.12835	0.42931
PPARA	6	0.080113	0.96255	0.33732	0.74779	0.33577	0.60295
PPARD	6	0.011415	0.11108	0.7537	0.93207	0.91155	0.96322
PPARG	5	0.18841	1.5673	0.06314	0.43327	0.11705	0.42399
PRDM1	6	-0.0020854	-0.032663	0.84699	0.95745	0.97394	0.99211
PRDM12	5	-0.061082	-0.89223	0.76223	0.93347	0.37227	0.6345
PRDM13	7	0.011882	0.088612	0.74033	0.93031	0.92939	0.96994
PRDM14	5	0.10023	0.8219	0.29949	0.72348	0.41114	0.66772
PRDM15	6	0.16174	1.3633	0.077076	0.46907	0.17278	0.46053
PRDM16	7	0.026563	0.48787	0.63225	0.88809	0.62564	0.79586
PRDM2	13	0.10488	2.4659	0.069966	0.45221	0.013667	0.37236
PRDM4	6	-0.0061202	-0.10471	0.87315	0.96389	0.91661	0.96569
PRDM5	6	0.076614	1.2062	0.3558	0.75971	0.22773	0.50703
PRDM6	6	-0.018649	-0.25401	0.9727	0.9939	0.79949	0.90065
PRDM8	12	0.015014	0.33041	0.6149	0.88209	0.74109	0.86518
PRDM9	10	-0.05239	-0.59487	0.76251	0.9335	0.55193	0.74955
PRKRIR	6	-0.35145	-2.0317	0.01934	0.24549	0.042182	0.39756
PROP1	6	0.19666	1.798	0.031001	0.30966	0.072178	0.40167
PROX1	6	-0.0080133	-0.12827	0.88709	0.96774	0.89794	0.95981
PROX2	7	0.03403	0.51566	0.57878	0.87077	0.6061	0.78376
PRRX1	6	-0.038059	-0.45016	0.89107	0.96878	0.65259	0.81539
PRRX2	6	0.087365	1.2667	0.30404	0.72745	0.20526	0.48791
PTF1A	6	0.24423	1.6883	0.0079636	0.1697	0.091356	0.40661
RARA	6	-0.2071	-1.6066	0.1442	0.57399	0.10815	0.42009
RARB	6	0.13532	1.1662	0.12543	0.55402	0.24354	0.52305
RARG	6	-0.22514	-1.9897	0.11234	0.5302	0.046622	0.39756
RAX	6	-0.085958	-1.152	0.58532	0.87304	0.24934	0.52622
RAX2	6	-0.10507	-0.7451	0.48379	0.82733	0.45621	0.70531
RBAK	6	0.057383	1.0504	0.45364	0.81323	0.29353	0.56243
RCOR1	18	-0.0496	-1.0791	0.7244	0.92937	0.28053	0.5532
RCOR2	18	-0.056113	-1.3149	0.65586	0.89662	0.18855	0.47437
RCOR3	18	0.05904	2.3848	0.17634	0.61265	0.017088	0.37236
REL	7	0.056668	0.67854	0.42122	0.79712	0.49743	0.7292
RELA	7	-0.029726	-0.22589	0.95137	0.98673	0.82129	0.91683
RELB	7	0.068848	0.83433	0.35182	0.75868	0.4041	0.66237
REPIN1	6	0.091828	1.0078	0.28214	0.71162	0.31353	0.58339
RERE	18	-0.062413	-0.97653	0.6004	0.8778	0.3288	0.5974
REST	6	-0.040396	-0.54153	0.874	0.96453	0.58814	0.77421
RFX1	7	0.027047	0.20098	0.62884	0.88773	0.84071	0.92956
RFX2	6	-0.11171	-1.6873	0.45449	0.81323	0.091553	0.40661
RFX3	10	0.11856	1.514	0.085609	0.47785	0.13002	0.4298
RFX4	6	0.077186	1.713	0.35296	0.75868	0.086706	0.40585
RFX5	7	0.12323	0.97807	0.12827	0.55817	0.32804	0.59669
RFX6	5	-0.014499	-0.14105	0.9508	0.98672	0.88783	0.95579
RFX7	6	-0.12852	-2.1088	0.37656	0.77493	0.034959	0.39756
RHOXF1	7	0.070879	1.5002	0.34044	0.75016	0.13355	0.43307
RHOXF2B	7	0.018034	0.3461	0.69539	0.9147	0.72926	0.86111
RNF138	13	-0.14347	-2.2191	0.15415	0.58307	0.026479	0.39756
RORA	6	-0.012945	-0.17161	0.92975	0.98141	0.86374	0.9421
RORB	7	0.094568	1.1667	0.22327	0.66274	0.24332	0.52305
RORC	6	0.10207	0.99216	0.23606	0.67261	0.32112	0.59038
RREB1	8	-0.29683	-2.1748	0.023322	0.26774	0.029648	0.39756
RUNX1	7	0.049816	0.85296	0.47042	0.82201	0.39368	0.65296
RUNX2	7	0.011934	0.17885	0.73976	0.93031	0.85805	0.93809
RUNX3	7	0.15263	1.7048	0.061433	0.42688	0.088231	0.40585
RXRA	7	0.067518	0.68346	0.3595	0.76265	0.49432	0.7292
RXRB	6	0.025104	0.54587	0.65757	0.89717	0.58516	0.77259
RXRG	7	-0.050904	-0.79092	0.79721	0.95114	0.42899	0.68469
SALL1	6	0.013404	0.13253	0.73692	0.93031	0.89456	0.95981
SALL2	6	-0.088385	-1.2827	0.57139	0.86675	0.19958	0.48251
SALL3	6	-0.15967	-1.5449	0.26308	0.69595	0.12237	0.42583
SALL4	6	0.013071	0.32015	0.73976	0.93031	0.74885	0.8704
SATB1	6	-0.041833	-0.75361	0.86263	0.96068	0.45108	0.70395
SATB2	6	0.10795	1.3704	0.21416	0.65026	0.17056	0.45829
SCRT1	6	-0.16108	-1.0054	0.25825	0.68968	0.31472	0.58425
SCRT2	6	-0.042401	-0.41211	0.85836	0.95931	0.68026	0.83413
SCX	6	-0.11941	-0.95242	0.41581	0.79543	0.34089	0.60625
SEBOX	7	-0.10824	-1.4937	0.43629	0.80272	0.13524	0.43374
SETDB1	33	-0.1533	-2.9142	0.021047	0.25694	0.0035666	0.22393
SETDB2	10	0.073929	1.9068	0.25	0.68242	0.056548	0.39756
SHOX	8	0.16777	1.7771	0.033561	0.32153	0.075551	0.40167
SHOX2	6	0.027746	0.3074	0.64107	0.89104	0.75854	0.87731
SIM1	6	0.10206	0.66431	0.23606	0.67261	0.50649	0.73327
SIX1	6	0.0049002	0.084754	0.80006	0.95132	0.93246	0.97224
SIX2	6	0.097737	1.5536	0.25484	0.68764	0.12029	0.42583
SIX3	6	0.23234	1.9091	0.01223	0.20455	0.056248	0.39756
SIX4	6	-0.15873	-1.6368	0.26621	0.69978	0.10167	0.41373
SIX5	6	-0.35336	-2.0813	0.01934	0.24549	0.037405	0.39756
SIX6	6	0.20301	1.5347	0.026735	0.28834	0.12487	0.42592
SMAD1	6	0.076735	1.2643	0.35523	0.75927	0.20611	0.48801
SMAD2	7	0.027523	0.42523	0.62514	0.88736	0.67067	0.82768
SMAD3	6	0.0083038	0.10914	0.77816	0.9428	0.91309	0.96351
SMAD4	5	0.10079	1.8488	0.29664	0.7223	0.06449	0.39849
SMAD5	6	0.10714	1.6451	0.21701	0.6555	0.099955	0.41201
SMAD6	6	-0.32298	-2.1092	0.028441	0.29762	0.034929	0.39756
SMAD7	6	0.039199	0.63098	0.56997	0.86675	0.52806	0.73887
SMAD9	6	0.34516	1.7894	0.00056883	0.037037	0.073553	0.40167
SMARCE1	6	-0.16749	-2.3119	0.23919	0.67414	0.020781	0.39756
SNAI1	6	-0.048917	-0.35854	0.81371	0.95189	0.71994	0.8546
SNAI2	6	0.080898	1.2074	0.33419	0.74651	0.22729	0.5065
SNAI3	5	-0.22704	-1.6579	0.13879	0.5736	0.09734	0.41099
SNAPC4	31	-0.23081	-3.3494	0	0	0.00080993	0.10953
SOHLH1	6	-0.15061	-1.133	0.29238	0.71807	0.25721	0.53322
SOHLH2	7	0.090888	1.6839	0.23919	0.67414	0.092209	0.40678
SOX1	6	0.13769	1.193	0.12059	0.54429	0.23286	0.5129
SOX10	6	-0.097427	-0.92117	0.52474	0.85108	0.35696	0.61979
SOX11	6	0.19053	1.8498	0.036974	0.33763	0.064339	0.39849
SOX12	6	-0.14387	-1.3268	0.3157	0.72745	0.18457	0.46889
SOX13	6	-0.030249	-0.31635	0.94482	0.9852	0.75174	0.87255
SOX14	6	0.031001	0.34409	0.61832	0.8841	0.73078	0.86193
SOX15	5	-0.17892	-1.3181	0.24659	0.68025	0.18746	0.47356
SOX17	6	-0.02106	-0.33068	0.99232	0.99914	0.74088	0.86518
SOX18	6	0.13284	1.6626	0.13311	0.56659	0.096385	0.41079
SOX2	6	0.15919	1.6076	0.079352	0.47049	0.10793	0.42009
SOX21	6	0.22577	1.5596	0.013652	0.21304	0.11884	0.42458
SOX3	6	0.16216	1.9811	0.076792	0.46907	0.047581	0.39756
SOX30	6	0.24393	1.9515	0.0079636	0.1697	0.051002	0.39756
SOX4	6	-0.15326	-1.8368	0.28527	0.71307	0.066237	0.39906
SOX5	5	0.10424	1.5368	0.28328	0.71255	0.12433	0.42583
SOX6	6	0.017133	0.15512	0.71132	0.92152	0.87673	0.94819
SOX7	6	-0.022199	-0.40217	0.99829	0.99943	0.68756	0.83823
SOX8	5	-0.037186	-0.55698	0.90245	0.97451	0.57754	0.76541
SOX9	6	-0.52762	-2.2791	0.0022753	0.086022	0.022661	0.39756
SP1	6	-0.1219	-0.73995	0.4033	0.78631	0.45933	0.70679
SP100	12	0.0072337	0.18257	0.69397	0.9147	0.85514	0.93695
SP110	12	-0.007504	-0.098753	0.8339	0.9527	0.92133	0.96843
SP140	13	-0.093495	-1.4916	0.3942	0.7833	0.13581	0.43374
SP140L	10	0.018336	0.29197	0.61433	0.88209	0.77031	0.88337
SP2	11	-0.27684	-2.4368	0.012799	0.20455	0.014818	0.37236
SP3	5	-0.23633	-1.7466	0.12486	0.55359	0.080713	0.40167
SP4	5	0.11828	1.7268	0.22611	0.66361	0.084209	0.40585
SP5	5	0.029731	0.52626	0.67691	0.91048	0.59871	0.77965
SP6	6	-0.16068	-1.4584	0.25967	0.69138	0.14472	0.43688
SP7	6	-0.062815	-0.44491	0.72213	0.928	0.65639	0.81753
SP8	5	0.16947	1.3725	0.093857	0.48902	0.16992	0.45829
SP9	5	-0.038723	-0.70512	0.89107	0.96878	0.48073	0.72302
SPDEF	6	-0.13654	-1.7802	0.34329	0.75016	0.075047	0.40167
SPI1	6	-0.30301	-1.579	0.034983	0.32804	0.11434	0.4229
SPIB	6	0.061113	1.2522	0.43089	0.79821	0.21049	0.49077
SPIC	6	-0.076016	-0.95483	0.6405	0.89082	0.33966	0.60499
SPZ1	3	0.17597	1.382	0.18003	0.61696	0.16698	0.45477
SREBF1	6	0.1774	1.6474	0.05347	0.40517	0.099474	0.41167
SREBF2	6	0.12634	1.7174	0.14989	0.57849	0.085914	0.40585
SRF	6	-0.86093	-2.4201	0	0	0.015517	0.37236
SRY	6	0.12958	1.5755	0.14221	0.57399	0.11513	0.42299
SSRP1	6	-0.041833	-0.6804	0.86263	0.96068	0.49625	0.7292
ST18	8	-0.033529	-0.46136	0.91468	0.9784	0.64454	0.80907
STAT1	7	-0.0040858	-0.057084	0.85296	0.95815	0.95448	0.98156
STAT2	6	-0.013384	-0.30773	0.93316	0.98175	0.75829	0.87731
STAT3	7	0.018011	0.26755	0.69539	0.9147	0.78905	0.89466
STAT4	7	-0.0062222	-0.19681	0.87201	0.96294	0.84398	0.93144
STAT5A	7	-0.16192	-1.9257	0.22241	0.66215	0.054143	0.39756
STAT5B	7	-0.091028	-0.99411	0.53242	0.85409	0.32017	0.59038
STAT6	7	-0.011518	-0.1816	0.91126	0.97747	0.85589	0.93708
SUB1	8	0.090486	1.4055	0.22497	0.66361	0.15987	0.4441
T	7	-0.0040199	-0.083912	0.8521	0.9578	0.93313	0.97224
TADA2A	11	-0.020509	-0.70757	0.93857	0.98335	0.47921	0.7222
TADA2B	9	-0.12268	-1.5766	0.31314	0.72745	0.11488	0.4229
TAL1	6	-0.11262	-1.1867	0.4508	0.81237	0.23535	0.51524
TAL2	6	0.1143	1.9105	0.19113	0.62862	0.056069	0.39756
TBR1	3	0.095969	1.0234	0.44369	0.80933	0.30613	0.57662
TBX1	4	-0.19386	-1.3042	0.24687	0.68025	0.19215	0.47745
TBX10	7	-0.12096	-1.4049	0.37457	0.77471	0.16004	0.4441
TBX15	6	0.11032	1.7692	0.20421	0.63316	0.076867	0.40167
TBX18	8	0.081498	1.764	0.26251	0.69555	0.077739	0.40167
TBX19	7	0.076932	1.1941	0.30774	0.72745	0.23246	0.51275
TBX2	7	0.0636	1.0505	0.38254	0.77874	0.29348	0.56243
TBX20	7	0.032105	0.65808	0.59642	0.87771	0.51049	0.7344
TBX21	7	-0.0014273	-0.028749	0.83476	0.9527	0.97706	0.99321
TBX22	6	0.16877	2.0727	0.063709	0.43327	0.038201	0.39756
TBX3	7	0.046808	0.48947	0.49147	0.83558	0.62451	0.79557
TBX4	7	0.029967	0.49723	0.60893	0.87926	0.61902	0.79258
TBX5	7	0.070426	0.65365	0.34357	0.75031	0.51333	0.73451
TBX6	7	-0.348	-2.1077	0.011092	0.19697	0.035061	0.39756
TCF12	6	0.062012	0.78315	0.42691	0.79799	0.43354	0.68819
TCF15	6	0.088406	0.70855	0.2975	0.72348	0.4786	0.7222
TCF21	6	0.13064	1.387	0.13965	0.5736	0.16545	0.45317
TCF23	6	0.001697	0.023558	0.82082	0.9527	0.98121	0.9945
