sgRNA,Gene,DLD1_Ctrl_3_D0,DLD1_Ctrl_3_D10
FBXO3_1416.131,FBXO3,1147,1314
FBXO3_1416.130,FBXO3,767,765
FBXO3_1416.4,FBXO3,1540,1264
FBXO3_1416.122,FBXO3,1086,907
FBXO3_1416.29,FBXO3,630,555
FBXO3_1416.112,FBXO3,680,778
FBXO3_1416.103,FBXO3,1,1
FBXO3_1416.50,FBXO3,800,687
FBXO3_1416.88,FBXO3,1023,706
FBXO30_1,FBXO30,1714,2191
FBXO30_2,FBXO30,733,700
FBXO30_3,FBXO30,1609,2041
FBXO30_4,FBXO30,1410,1504
FBXO30_5,FBXO30,677,668
FBXO30_6,FBXO30,1070,1075
FBXO30_7,FBXO30,843,959
FBXO30_8,FBXO30,1395,1530
FBXO30_9,FBXO30,1048,1067
FBXO30_10,FBXO30,1580,1550
FBXO30_11,FBXO30,1420,1273
FBXO30_12,FBXO30,2217,2088
FBXO31_1620.30,FBXO31,608,719
FBXO31_1620.32,FBXO31,283,214
FBXO31_1620.307,FBXO31,673,631
FBXO31_1620.305,FBXO31,704,568
FBXO31_1620.303,FBXO31,422,376
FBXO31_1620.301,FBXO31,268,181
FBXO31_1620.38,FBXO31,608,664
FBXO31_1620.257,FBXO31,396,327
FBXO31_1620.245,FBXO31,10,8
FBXO32_1,FBXO32,450,440
FBXO32_2,FBXO32,1151,1185
FBXO32_3,FBXO32,1299,1536
FBXO32_4,FBXO32,467,476
FBXO32_5,FBXO32,932,964
FBXO32_6,FBXO32,360,345
FBXO32_7,FBXO32,374,332
FBXO33_1668.199,FBXO33,248,235
FBXO33_1668.198,FBXO33,8,1
FBXO33_1668.45,FBXO33,222,207
FBXO33_1668.192,FBXO33,291,148
FBXO33_1668.48,FBXO33,767,659
FBXO33_1668.184,FBXO33,249,174
FBXO34_2136.107,FBXO34,1459,1807
FBXO34_2136.167,FBXO34,1402,1357
FBXO34_2136.165,FBXO34,894,742
FBXO34_2136.164,FBXO34,1466,1389
FBXO34_2136.163,FBXO34,1251,1260
FBXO34_2136.161,FBXO34,1704,1680
FBXO34_1,FBXO34,1562,1603
FBXO34_2,FBXO34,1542,1332
FBXO34_3,FBXO34,1131,1163
FBXO34_4,FBXO34,1690,1218
FBXO34_5,FBXO34,1062,886
FBXO34_6,FBXO34,671,621
FBXO36_1,FBXO36,998,856
FBXO36_2,FBXO36,1016,1016
FBXO38_1,FBXO38,1221,1389
FBXO38_2,FBXO38,1242,1366
FBXO38_3,FBXO38,1246,1339
FBXO38_4,FBXO38,1688,1108
FBXO38_5,FBXO38,1599,1180
FBXO38_6,FBXO38,986,1154
FBXO38_7,FBXO38,1159,959
FBXO38_8,FBXO38,1266,1248
FBXO39_1,FBXO39,934,690
FBXO39_2,FBXO39,1351,1442
FBXO39_3,FBXO39,1162,1082
FBXO39_4,FBXO39,715,647
FBXO39_5,FBXO39,712,569
FBXO39_6,FBXO39,685,609
FBXO4_1,FBXO4,1118,993
FBXO4_2,FBXO4,1613,1415
FBXO4_3,FBXO4,1080,1046
FBXO4_4,FBXO4,3,1
FBXO4_5,FBXO4,975,1024
FBXO4_6,FBXO4,1214,1106
FBXO4_7,FBXO4,872,927
FBXO4_8,FBXO4,1337,1282
FBXO4_9,FBXO4,928,1119
FBXO4_10,FBXO4,623,810
FBXO4_11,FBXO4,542,660
FBXO4_12,FBXO4,607,423
FBXO40_1,FBXO40,446,463
FBXO40_2,FBXO40,582,490
FBXO40_3,FBXO40,1035,940
FBXO40_4,FBXO40,1359,1330
FBXO40_5,FBXO40,658,854
FBXO40_6,FBXO40,1198,1468
FBXO40_7,FBXO40,219,282
FBXO40_8,FBXO40,908,832
FBXO40_9,FBXO40,940,1025
FBXO40_10,FBXO40,1816,1692
FBXO40_11,FBXO40,992,1239
FBXO40_12,FBXO40,791,872
FBXO40_13,FBXO40,2091,2219
FBXO40_14,FBXO40,1409,1528
FBXO41_2628.567,FBXO41,722,680
FBXO41_2628.563,FBXO41,270,137
FBXO41_2628.59,FBXO41,435,553
FBXO41_2628.66,FBXO41,864,687
FBXO41_2628.75,FBXO41,373,339
FBXO41_2628.456,FBXO41,777,693
FBXO41_2628.367,FBXO41,722,597
FBXO41_2628.180,FBXO41,776,525
FBXO41_2628.182,FBXO41,337,371
FBXO41_2628.183,FBXO41,732,854
FBXO41_2628.184,FBXO41,444,341
FBXO41_2628.186,FBXO41,1091,726
FBXO41_2628.335,FBXO41,328,229
FBXO41_2628.313,FBXO41,500,508
FBXO41_2628.301,FBXO41,867,599
FBXO41_2628.259,FBXO41,560,337
FBXO42_2154.351,FBXO42,847,1064
FBXO42_2154.14,FBXO42,568,820
FBXO42_2154.349,FBXO42,179,247
FBXO42_2154.15,FBXO42,713,723
FBXO42_2154.16,FBXO42,841,1215
FBXO42_2154.17,FBXO42,1022,1587
FBXO42_2154.333,FBXO42,307,384
FBXO42_2154.332,FBXO42,2516,3563
FBXO42_2154.323,FBXO42,740,791
FBXO42_2154.321,FBXO42,1203,1622
FBXO42_2154.43,FBXO42,1698,2100
FBXO42_2154.49,FBXO42,1,1
FBXO42_2154.295,FBXO42,706,749
FBXO42_2154.65,FBXO42,828,1057
FBXO43_2127.130,FBXO43,589,485
FBXO43_2127.76,FBXO43,1504,1182
FBXO43_2127.95,FBXO43,1686,1274
FBXO43_2127.117,FBXO43,513,446
FBXO43_2127.116,FBXO43,497,296
FBXO43_2127.113,FBXO43,1085,1080
FBXO43_2127.99,FBXO43,1088,856
FBXO43_2127.102,FBXO43,958,859
FBXO44_1,FBXO44,885,804
FBXO44_2,FBXO44,477,359
FBXO44_3,FBXO44,755,707
FBXO44_4,FBXO44,643,728
FBXO44_5,FBXO44,212,134
FBXO44_6,FBXO44,862,934
FBXO44_7,FBXO44,180,151
FBXO44_8,FBXO44,925,966
FBXO44_9,FBXO44,87,102
FBXO45_861.134,FBXO45,919,860
FBXO45_861.131,FBXO45,442,442
FBXO45_861.130,FBXO45,353,478
FBXO45_861.36,FBXO45,243,115
FBXO45_861.128,FBXO45,819,994
FBXO45_861.127,FBXO45,510,584
FBXO45_861.39,FBXO45,409,431
FBXO45_861.113,FBXO45,1231,1224
FBXO45_861.57,FBXO45,426,395
FBXO45_861.103,FBXO45,1433,1085
FBXO45_861.99,FBXO45,1232,1157
FBXO45_861.97,FBXO45,697,869
FBXO46_1812.244,FBXO46,303,280
FBXO46_1812.243,FBXO46,26,25
FBXO46_1812.168,FBXO46,256,275
FBXO46_1812.239,FBXO46,1010,905
FBXO46_1812.237,FBXO46,697,621
FBXO46_1812.235,FBXO46,1123,789
FBXO46_1812.171,FBXO46,1434,1268
FBXO47_1,FBXO47,1521,1830
FBXO47_2,FBXO47,1390,1520
FBXO47_3,FBXO47,821,820
FBXO48_468.3,FBXO48,1631,1372
FBXO48_468.4,FBXO48,524,579
FBXO48_468.5,FBXO48,294,244
FBXO48_468.6,FBXO48,638,745
FBXO48_468.7,FBXO48,885,720
FBXO48_468.8,FBXO48,2143,2630
FBXO5_1206.27,FBXO5,2426,274
FBXO5_1206.28,FBXO5,1981,257
FBXO5_1206.66,FBXO5,1680,474
FBXO5_1206.31,FBXO5,525,24
FBXO5_1206.53,FBXO5,1177,118
FBXO5_1206.52,FBXO5,848,13
FBXO5_1206.38,FBXO5,960,85
FBXO5_1206.50,FBXO5,827,374
FBXO5_1344.83,FBXO5,1902,301
FBXO5_1344.73,FBXO5,950,125
FBXO6_1,FBXO6,826,982
FBXO6_2,FBXO6,604,597
FBXO6_3,FBXO6,684,645
FBXO6_4,FBXO6,436,446
FBXO6_5,FBXO6,1137,966
FBXO6_6,FBXO6,863,855
FBXO6_7,FBXO6,860,844
FBXO7_1569.2,FBXO7,518,426
FBXO7_1569.8,FBXO7,226,261
FBXO7_1569.14,FBXO7,1,1
FBXO7_1569.186,FBXO7,1154,1376
FBXO7_1569.182,FBXO7,767,724
FBXO7_1569.174,FBXO7,1952,1808
FBXO7_1569.46,FBXO7,1087,1205
FBXO7_1569.160,FBXO7,1513,1181
FBXO7_1569.152,FBXO7,1100,1007
FBXO7_1569.59,FBXO7,1091,940
FBXO7_1569.60,FBXO7,313,267
FBXO7_1569.150,FBXO7,860,664
FBXO7_1569.148,FBXO7,733,556
FBXO7_1569.62,FBXO7,1807,1105
FBXO7_1569.146,FBXO7,365,231
FBXO7_1569.141,FBXO7,368,495
FBXO7_1569.132,FBXO7,544,692
FBXO7_1569.120,FBXO7,715,570
FBXO7_1569.101,FBXO7,470,298
FBXO8_960.77,FBXO8,1030,1203
FBXO8_960.76,FBXO8,483,437
FBXO8_960.74,FBXO8,651,626
FBXO8_960.73,FBXO8,394,434
FBXO8_960.12,FBXO8,1335,1373
FBXO8_960.71,FBXO8,1506,1756
FBXO8_960.15,FBXO8,995,1025
FBXO8_960.65,FBXO8,486,451
FBXO8_960.29,FBXO8,1295,1525
FBXO8_960.50,FBXO8,1162,1524
FBXO8_960.43,FBXO8,920,1004
FBXO9_1,FBXO9,1613,1539
FBXO9_2,FBXO9,622,660
FBXO9_1344.91,FBXO9,2,1
FBXO9_1344.22,FBXO9,1,1
FBXO9_1344.24,FBXO9,976,726
FBXO9_1344.88,FBXO9,1096,1030
FBXO9_1344.26,FBXO9,803,599
FBXO9_1344.85,FBXO9,889,839
FBXO9_1344.84,FBXO9,918,718
FBXW10_1,FBXW10,1000,701
FBXW10_2,FBXW10,865,961
FBXW10_3,FBXW10,735,369
FBXW10_4,FBXW10,1740,1371
FBXW10_5,FBXW10,686,782
FBXW10_6,FBXW10,897,909
FBXW10_7,FBXW10,962,800
FBXW11_1,FBXW11,1209,581
FBXW11_2,FBXW11,957,340
FBXW11_3,FBXW11,1400,753
FBXW11_4,FBXW11,1303,1560
FBXW11_5,FBXW11,495,84
FBXW11_6,FBXW11,963,440
FBXW11_7,FBXW11,2233,856
FBXW11_8,FBXW11,1944,1205
FBXW11_9,FBXW11,1605,590
FBXW11_10,FBXW11,735,337
FBXW11_11,FBXW11,1204,448
FBXW11_1629.90,FBXW11,1475,629
FBXW12_1395.154,FBXW12,918,903
FBXW12_1395.0,FBXW12,796,793
FBXW12_1395.153,FBXW12,279,350
FBXW12_1395.152,FBXW12,866,658
FBXW12_1395.3,FBXW12,738,661
FBXW12_1395.6,FBXW12,1960,2050
FBXW12_1395.9,FBXW12,1162,1134
FBXW12_1395.22,FBXW12,1192,887
FBXW12_1395.135,FBXW12,755,704
FBXW12_1395.126,FBXW12,900,877
FBXW12_1395.62,FBXW12,1470,1331
FBXW12_1395.90,FBXW12,505,398
FBXW12_1395.140,FBXW12,500,531
FBXW12_1395.30,FBXW12,991,880
FBXW2_1365.141,FBXW2,483,538
FBXW2_1365.139,FBXW2,896,1037
FBXW2_1365.137,FBXW2,822,889
FBXW2_1365.136,FBXW2,1203,1320
FBXW2_1365.12,FBXW2,1128,1256
FBXW2_1365.13,FBXW2,1,1
FBXW2_1365.25,FBXW2,2689,2827
FBXW2_1365.28,FBXW2,1288,1320
FBXW2_1365.32,FBXW2,1014,1326
FBXW2_1365.48,FBXW2,615,703
FBXW2_1365.122,FBXW2,244,207
FBXW2_1365.119,FBXW2,1157,1054
FBXW2_1365.110,FBXW2,822,739
FBXW2_1365.89,FBXW2,1065,1009
FBXW2_1365.34,FBXW2,546,666
FBXW4_1239.213,FBXW4,403,416
FBXW4_1239.17,FBXW4,710,641
FBXW4_1239.19,FBXW4,744,659
FBXW4_1239.204,FBXW4,503,547
FBXW4_1239.203,FBXW4,1302,1000
FBXW4_1239.202,FBXW4,732,607
FBXW4_1239.27,FBXW4,499,639
FBXW4_1239.178,FBXW4,1789,1512
FBXW4_1239.70,FBXW4,809,740
FBXW4_1239.172,FBXW4,1843,1641
FBXW4_1239.93,FBXW4,407,332
FBXW4_1239.153,FBXW4,711,575
FBXW4_1239.115,FBXW4,658,585
FBXW5_1701.321,FBXW5,1216,873
FBXW5_1701.1,FBXW5,686,799
FBXW5_1701.314,FBXW5,291,218
FBXW5_1701.7,FBXW5,390,239
FBXW5_1701.9,FBXW5,220,163
FBXW5_1701.11,FBXW5,427,405
FBXW5_1701.14,FBXW5,799,999
FBXW5_1701.22,FBXW5,668,676
FBXW5_1701.288,FBXW5,386,456
FBXW5_1701.275,FBXW5,648,496
FBXW5_1701.273,FBXW5,623,637
FBXW5_1701.260,FBXW5,812,674
FBXW5_1701.252,FBXW5,831,820
FBXW5_1701.238,FBXW5,313,356
FBXW5_1701.78,FBXW5,788,823
FBXW5_1701.107,FBXW5,757,739
FBXW5_1701.184,FBXW5,986,711
FBXW5_1701.176,FBXW5,496,506
FBXW5_1701.132,FBXW5,183,176
FBXW5_1701.139,FBXW5,1556,1319
FBXW5_1701.266,FBXW5,391,371
FBXW5_1701.58,FBXW5,991,990
FBXW7_2124.170,FBXW7,468,532
FBXW7_2124.168,FBXW7,836,1111
FBXW7_2124.167,FBXW7,1883,2153
FBXW7_2124.52,FBXW7,233,191
FBXW7_2124.53,FBXW7,1223,1406
FBXW7_2124.54,FBXW7,906,801
FBXW7_2124.66,FBXW7,808,943
FBXW7_2124.76,FBXW7,891,883
FBXW7_2124.82,FBXW7,1848,1633
FBXW7_2124.88,FBXW7,778,600
FBXW7_2124.154,FBXW7,525,681
FBXW7_2124.151,FBXW7,890,1531
FBXW7_2124.118,FBXW7,809,828
FBXW7_2124.125,FBXW7,904,991
FBXW7_2124.139,FBXW7,978,1673
FBXW7_2124.104,FBXW7,1632,1416
FBXW8_1,FBXW8,539,487
FBXW8_2,FBXW8,1779,1743
FBXW8_3,FBXW8,637,510
FBXW8_4,FBXW8,1030,979
FBXW8_5,FBXW8,850,758
FBXW8_6,FBXW8,864,724
FBXW8_7,FBXW8,379,235
FBXW8_8,FBXW8,677,568
FBXW8_9,FBXW8,771,621
FBXW8_10,FBXW8,185,141
FBXW8_11,FBXW8,373,326
FBXW8_12,FBXW8,246,207
FBXW8_13,FBXW8,600,485
FBXW8_14,FBXW8,1051,1090
FBXW8_15,FBXW8,421,345
FBXW8_16,FBXW8,425,411
FBXW8_1797.232,FBXW8,426,347
FBXW8_1797.139,FBXW8,1,1
FBXW9_1,FBXW9,167,134
FBXW9_2,FBXW9,444,270
FBXW9_3,FBXW9,498,274
FBXW9_4,FBXW9,338,272
FBXW9_5,FBXW9,812,578
FBXW9_6,FBXW9,369,345
FBXW9_7,FBXW9,969,919
FBXW9_8,FBXW9,681,497
FBXW9_9,FBXW9,719,385
FBXW9_10,FBXW9,616,340
FBXW9_11,FBXW9,466,265
FBXW9_12,FBXW9,1082,945
FBXW9_13,FBXW9,1336,842
FBXW9_14,FBXW9,1,1
FBXW9_15,FBXW9,1093,740
KDM2A_3489.478,KDM2A,1487,905
KDM2A_3489.470,KDM2A,842,401
KDM2A_3489.57,KDM2A,2226,1323
KDM2A_3489.398,KDM2A,2894,941
KDM2A_3489.397,KDM2A,2739,973
KDM2A_3489.396,KDM2A,2261,879
KDM2A_3489.395,KDM2A,1484,411
KDM2A_1,KDM2A,1712,2205
KDM2A_2,KDM2A,2360,877
KDM2A_3,KDM2A,1065,891
KDM2A_4,KDM2A,773,381
KDM2A_5,KDM2A,853,321
KDM2A_6,KDM2A,1222,494
KDM2A_7,KDM2A,1090,662
KDM2A_8,KDM2A,438,226
KDM2A_9,KDM2A,818,401
KDM2A_10,KDM2A,1240,615
KDM2A_11,KDM2A,1023,338
KDM2A_12,KDM2A,1665,749
KDM2A_13,KDM2A,1928,1051
KDM2A_14,KDM2A,1153,1038
KDM2A_15,KDM2A,394,206
KDM2A_16,KDM2A,615,334
KDM2A_17,KDM2A,546,299
KDM2B_4011.694,KDM2B,1856,1862
KDM2B_4011.49,KDM2B,2055,2169
KDM2B_4011.59,KDM2B,1010,958
KDM2B_4011.573,KDM2B,804,381
KDM2B_4011.572,KDM2B,1300,787
KDM2B_4011.164,KDM2B,360,154
KDM2B_4011.570,KDM2B,1696,744
KDM2B_4011.168,KDM2B,871,642
KDM2B_4011.172,KDM2B,465,432
KDM2B_4011.179,KDM2B,1558,1433
KDM2B_4011.185,KDM2B,1407,1130
KDM2B_1,KDM2B,967,536
KDM2B_2,KDM2B,539,194
KDM2B_3,KDM2B,544,271
KDM2B_4,KDM2B,755,389
KDM2B_5,KDM2B,973,611
KDM2B_6,KDM2B,833,567
KDM2B_7,KDM2B,348,114
KDM2B_8,KDM2B,953,540
KDM2B_9,KDM2B,308,226
KDM2B_10,KDM2B,1038,650
KDM2B_11,KDM2B,9,1
KDM2B_12,KDM2B,1347,786
KDM2B_13,KDM2B,870,773
KDM2B_14,KDM2B,517,582
SKP1_483.2,SKP1,867,80
SKP1_483.38,SKP1,874,18
SKP1_483.35,SKP1,1691,440
SKP1_483.10,SKP1,1286,109
SKP1_483.30,SKP1,1507,381
SKP1_483.26,SKP1,785,25
SKP2_1275.137,SKP2,433,207
SKP2_1275.135,SKP2,850,656
SKP2_1275.18,SKP2,813,307
SKP2_1275.127,SKP2,629,202
SKP2_1275.27,SKP2,1185,506
SKP2_1275.125,SKP2,1227,528
SKP2_1275.29,SKP2,941,457
SKP2_1275.30,SKP2,829,403
SKP2_1275.32,SKP2,722,318
SKP2_1275.38,SKP2,1278,806
SKP2_1275.116,SKP2,758,471
SKP2_1275.111,SKP2,770,701
SKP2_1275.104,SKP2,1,1
SKP2_1275.99,SKP2,725,569
SKP2_1275.94,SKP2,1121,414
SKP2_1275.85,SKP2,1222,356
SKP2_1275.60,SKP2,1270,802
TBL1X_1,TBL1X,1855,2044
TBL1X_2,TBL1X,552,731
TBL1X_3,TBL1X,807,851
TBL1X_4,TBL1X,1068,1152
TBL1X_5,TBL1X,811,953
TBL1X_6,TBL1X,846,999
TBL1X_7,TBL1X,813,718
TBL1X_8,TBL1X,720,720
TBL1X_9,TBL1X,800,933
TBL1XR1_1,TBL1XR1,1224,616
TBL1XR1_2,TBL1XR1,1224,757
TBL1XR1_3,TBL1XR1,1208,631
TBL1XR1_4,TBL1XR1,819,1269
TBL1XR1_5,TBL1XR1,1003,1267
TBL1XR1_6,TBL1XR1,1581,1034
TBL1XR1_7,TBL1XR1,821,396
TBL1XR1_8,TBL1XR1,894,464
TBL1XR1_9,TBL1XR1,539,263
TBL1XR1_10,TBL1XR1,1683,1276
TBL1Y_1,TBL1Y,601,711
TBL1Y_2,TBL1Y,1000,1291
TBL1Y_3,TBL1Y,1407,1880
TBL1Y_4,TBL1Y,1377,1402
TBL1Y_5,TBL1Y,1292,1589
TBL1Y_6,TBL1Y,1155,1583
TBL1Y_7,TBL1Y,1154,1481
CUL1_2331.192,CUL1,1,1
CUL1_2331.8,CUL1,1,1
CUL1_2331.187,CUL1,343,132
CUL1_2331.28,CUL1,750,428
CUL1_2331.156,CUL1,476,27
CUL1_2331.72,CUL1,578,26
CUL1_2331.149,CUL1,671,37
CUL1_2331.78,CUL1,1096,123
CUL1_2331.81,CUL1,1547,347
CUL1_2331.117,CUL1,791,21
CUL1_2331.114,CUL1,528,62
CUL2_2295.4,CUL2,1415,337
CUL2_2295.10,CUL2,1712,351
CUL2_2295.19,CUL2,973,597
CUL2_2295.138,CUL2,1443,510
CUL2_2295.35,CUL2,1579,793
CUL2_2295.123,CUL2,1113,257
CUL2_2295.117,CUL2,1345,178
CUL2_2295.58,CUL2,1113,1106
CUL2_2295.111,CUL2,1274,431
CUL2_2295.68,CUL2,1328,264
CUL2_2295.77,CUL2,1884,315
CUL2_2295.95,CUL2,1038,353
CUL2_2295.92,CUL2,740,178
CUL2_2295.87,CUL2,1702,502
CUL3_2325.160,CUL3,1242,314
CUL3_2325.9,CUL3,2021,2244
CUL3_2325.14,CUL3,1438,82
CUL3_2325.25,CUL3,1993,1982
CUL3_2325.154,CUL3,905,246
CUL3_2325.39,CUL3,1678,947
CUL3_2325.49,CUL3,747,278
CUL3_2325.63,CUL3,1420,268
CUL3_2325.68,CUL3,654,46
CUL3_2325.76,CUL3,570,69
CUL3_2325.129,CUL3,569,63
CUL3_2325.87,CUL3,1197,368
CUL3_2325.120,CUL3,1451,159
CUL3_2325.99,CUL3,1594,91
CUL3_2325.102,CUL3,1307,274
CUL3_2325.104,CUL3,439,58
CUL4A_2280.23,CUL4A,882,835
CUL4A_2280.222,CUL4A,777,822
CUL4A_2280.217,CUL4A,511,425
CUL4A_2280.31,CUL4A,1353,1575
CUL4A_2280.210,CUL4A,401,423
CUL4A_2280.200,CUL4A,513,411
CUL4A_2280.51,CUL4A,920,1050
CUL4A_2280.186,CUL4A,528,563
CUL4A_2280.79,CUL4A,555,664
CUL4A_2280.174,CUL4A,993,1117
CUL4A_2280.91,CUL4A,1034,1124
CUL4A_2280.166,CUL4A,920,1010
CUL4A_2280.162,CUL4A,753,739
CUL4A_2280.109,CUL4A,527,678
CUL4A_2280.118,CUL4A,615,676
CUL4A_2280.149,CUL4A,1285,1366
CUL4A_2280.140,CUL4A,1439,1795
CUL4B_2742.40,CUL4B,1192,1601
CUL4B_2742.48,CUL4B,1557,1636
CUL4B_2742.139,CUL4B,1470,1656
CUL4B_2742.53,CUL4B,645,755
CUL4B_2742.129,CUL4B,905,1212
CUL4B_2742.124,CUL4B,692,865
CUL4B_2742.80,CUL4B,690,953
CUL4B_2742.88,CUL4B,1232,1711
CUL4B_2742.98,CUL4B,501,829
CUL4B_2742.111,CUL4B,1,1
CUL5_2343.3,CUL5,1340,1471
CUL5_2343.132,CUL5,422,569
CUL5_2343.129,CUL5,2094,2897
CUL5_2343.125,CUL5,1256,1594
CUL5_2343.34,CUL5,1525,2152
CUL5_2343.38,CUL5,1939,2541
CUL5_2343.106,CUL5,1592,1392
CUL5_2343.57,CUL5,666,682
CUL5_2343.100,CUL5,613,618
CUL5_2343.95,CUL5,1371,1309
CUL5_2343.92,CUL5,1185,1696
ASB1_1008.18,ASB1,1577,1700
ASB1_1008.164,ASB1,792,741
ASB1_1008.33,ASB1,1059,1047
ASB1_1008.153,ASB1,455,481
ASB1_1008.50,ASB1,461,457
ASB1_1008.132,ASB1,593,592
ASB1_1008.126,ASB1,8,12
ASB1_1008.75,ASB1,715,827
ASB1_1008.99,ASB1,790,928
ASB1_1008.87,ASB1,555,503
ASB1_1008.88,ASB1,187,171
ASB1_1008.96,ASB1,1108,1146
ASB1_1008.94,ASB1,971,834
ASB1_1008.41,ASB1,1601,1884
ASB10_1404.247,ASB10,974,762
ASB10_1404.243,ASB10,523,438
ASB10_1404.42,ASB10,558,329
ASB10_1404.227,ASB10,508,552
ASB10_1404.53,ASB10,402,339
ASB10_1404.214,ASB10,438,424
ASB10_1404.73,ASB10,623,719
ASB10_1404.198,ASB10,342,260
ASB10_1404.183,ASB10,988,918
ASB10_1404.166,ASB10,341,325
ASB10_1404.140,ASB10,611,629
ASB10_1404.112,ASB10,222,239
ASB10_1404.114,ASB10,108,144
ASB10_1404.135,ASB10,702,444
ASB11_972.12,ASB11,655,625
ASB11_972.20,ASB11,1245,1528
ASB11_972.28,ASB11,1194,1258
ASB11_972.95,ASB11,642,601
ASB11_972.86,ASB11,896,1033
ASB11_972.45,ASB11,940,1226
ASB11_972.71,ASB11,1074,1523
ASB11_972.64,ASB11,778,827
ASB11_972.62,ASB11,893,840
ASB11_972.61,ASB11,358,396
ASB11_972.59,ASB11,567,707
ASB11_972.58,ASB11,516,556
ASB12_957.8,ASB12,1001,1011
ASB12_957.118,ASB12,949,1225
ASB12_957.18,ASB12,1960,1899
ASB12_957.23,ASB12,337,406
ASB12_957.28,ASB12,1033,977
ASB12_957.100,ASB12,1767,1959
ASB12_957.95,ASB12,741,908
ASB12_957.86,ASB12,458,417
ASB12_957.48,ASB12,1022,1303
ASB12_957.49,ASB12,395,468
ASB12_957.57,ASB12,699,799
ASB12_957.54,ASB12,827,769
ASB13_837.130,ASB13,642,606
ASB13_837.125,ASB13,287,214
ASB13_837.120,ASB13,656,643
ASB13_837.31,ASB13,1957,1891
ASB13_837.34,ASB13,1310,892
ASB13_837.101,ASB13,526,562
ASB13_837.93,ASB13,318,177
ASB13_837.52,ASB13,1258,1341
ASB13_837.55,ASB13,781,757
ASB13_837.62,ASB13,680,597
ASB13_837.65,ASB13,270,326
ASB13_837.66,ASB13,395,438
ASB13_837.74,ASB13,364,326
ASB13_837.71,ASB13,656,516
ASB14_1764.17,ASB14,745,761
ASB14_1764.148,ASB14,523,496
ASB14_1764.144,ASB14,634,649
ASB14_1764.35,ASB14,1619,1780
ASB14_1764.42,ASB14,778,909
ASB14_1764.121,ASB14,840,474
ASB14_1764.114,ASB14,579,402
ASB14_1764.59,ASB14,1392,1348
ASB14_1764.106,ASB14,1185,1393
ASB14_1764.97,ASB14,1406,1697
ASB14_1764.93,ASB14,964,738
ASB14_1764.92,ASB14,974,926
ASB14_1764.89,ASB14,777,711
ASB14_1764.82,ASB14,2089,2020
ASB15_1767.148,ASB15,1128,1294
ASB15_1767.140,ASB15,1284,1239
ASB15_1767.136,ASB15,1266,1405
ASB15_1767.134,ASB15,990,1029
ASB15_1767.29,ASB15,957,1184
ASB15_1767.39,ASB15,308,243
ASB15_1767.46,ASB15,1089,1117
ASB15_1767.49,ASB15,1440,1491
ASB15_1767.113,ASB15,477,398
ASB15_1767.107,ASB15,1336,1268
ASB15_1767.63,ASB15,1497,1622
ASB15_1767.80,ASB15,810,823
ASB15_1767.81,ASB15,1272,1455
ASB15_1767.90,ASB15,499,592
ASB15_1767.89,ASB15,1311,1348
ASB15_1767.87,ASB15,959,1073
ASB16_1362.253,ASB16,474,363
ASB16_1362.247,ASB16,670,467
ASB16_1362.29,ASB16,1028,938
ASB16_1362.225,ASB16,410,234
ASB16_1362.220,ASB16,963,656
ASB16_1362.48,ASB16,342,235
ASB16_1362.53,ASB16,109,77
ASB16_1362.59,ASB16,555,388
ASB16_1362.64,ASB16,736,551
ASB16_1362.73,ASB16,218,118
ASB16_1362.84,ASB16,497,301
ASB16_1362.95,ASB16,577,464
ASB16_1362.98,ASB16,498,611
ASB16_1362.102,ASB16,428,412
ASB16_1362.150,ASB16,1514,1207
ASB16_1362.120,ASB16,350,377
ASB16_1362.123,ASB16,754,316
ASB16_1362.143,ASB16,578,272
ASB16_1362.138,ASB16,799,634
ASB16_1362.129,ASB16,571,357
ASB17_888.18,ASB17,1016,1164
ASB17_888.19,ASB17,1030,872
ASB17_888.49,ASB17,900,843
ASB17_888.47,ASB17,653,521
ASB17_888.35,ASB17,952,798
ASB17_888.34,ASB17,1120,1137
ASB17_888.33,ASB17,814,1050
ASB17_888.29,ASB17,1499,1397
ASB17_888.30,ASB17,1028,891
ASB18_1401.224,ASB18,611,616
ASB18_1401.217,ASB18,428,388
ASB18_1401.208,ASB18,326,266
ASB18_1401.198,ASB18,631,550
ASB18_1401.39,ASB18,844,635
ASB18_1401.56,ASB18,81,74
ASB18_1401.62,ASB18,472,439
ASB18_1401.178,ASB18,494,535
ASB18_1401.74,ASB18,291,277
ASB18_1401.169,ASB18,473,550
ASB18_1401.165,ASB18,310,212
ASB18_1401.161,ASB18,445,469
ASB18_1401.152,ASB18,833,527
ASB18_1401.126,ASB18,1223,1115
ASB18_1401.106,ASB18,983,1039
ASB18_1401.107,ASB18,2575,3339
ASB18_1401.119,ASB18,1216,1186
ASB18_1401.115,ASB18,1082,1215
ASB18_1401.112,ASB18,688,952
ASB2_1908.28,ASB2,952,1145
ASB2_1908.40,ASB2,608,487
ASB2_1908.49,ASB2,694,688
ASB2_1908.260,ASB2,152,137
ASB2_1908.60,ASB2,621,863
ASB2_1908.245,ASB2,1046,1036
ASB2_1908.236,ASB2,1107,1347
ASB2_1908.231,ASB2,772,768
ASB2_1908.220,ASB2,653,661
ASB2_1908.214,ASB2,555,553
ASB2_1908.205,ASB2,184,186
ASB2_1908.101,ASB2,793,600
ASB2_1908.188,ASB2,696,616
