sgRNA,Gene,DLD1_Ctrl_3_D0,DLD1_Ctrl_3_D10
CLK2_PKc_E10_83.3,CLK2,742,741
CLK2_PKc_E4_40,CLK2,733,633
CLK2_PKc_E5_67,CLK2,402,395
CLK2_PKc_E6_117.1,CLK2,1012,968
CLK2_PKc_E7_167.4,CLK2,873,1292
CLK2_PKc_E9_130.3,CLK2,718,768
CLK3_PKc_E4_43.1,CLK3,1165,1202
CLK3_PKc_E5_67.7,CLK3,1203,1192
CLK3_PKc_E6_117,CLK3,1336,1498
CLK3_PKc_E7_167.21,CLK3,659,640
CLK3_PKc_E8_95.3,CLK3,975,813
CLK3_PKc_E9_130.3,CLK3,371,376
CLK4_PKc_E4_40,CLK4,705,575
CLK4_PKc_E5_67,CLK4,1171,1382
CLK4_PKc_E6_117.3,CLK4,2155,2304
CLK4_PKc_E7_167.8,CLK4,891,1021
CLK4_PKc_E8_95.2,CLK4,1167,1118
CLK4_PKc_E9_130.3,CLK4,907,849
CSF1R_PKc_E12_127.12,CSF1R,496,555
CSF1R_PKc_E13_105.8,CSF1R,412,468
CSF1R_PKc_E14_111.8,CSF1R,351,293
CSF1R_PKc_E15_163.13,CSF1R,1813,1749
CSF1R_PKc_E16_89.3,CSF1R,743,524
CSF1R_PKc_E17_98.1,CSF1R,1158,1240
CSK_PKc_E10_74.8,CSK,924,525
CSK_PKc_E11_196.3,CSK,1003,610
CSK_PKc_E12_87,CSK,1078,642
CSK_PKc_E7_61.3,CSK,529,446
CSK_PKc_E8_100.1,CSK,290,84
CSK_PKc_E9_91,CSK,392,219
CSNK1A1_PKc_E1_78.2,CSNK1A1,191,54
CSNK1A1_PKc_E2_107.7,CSNK1A1,1081,142
CSNK1A1_PKc_E3_127.1,CSNK1A1,561,44
CSNK1A1_PKc_E4_99.5,CSNK1A1,451,39
CSNK1A1_PKc_E5_84.1,CSNK1A1,1375,1380
CSNK1A1_PKc_E6_140.6,CSNK1A1,852,138
CSNK1D_PKc_E1_55.2,CSNK1D,748,586
CSNK1D_PKc_E1_55.3,CSNK1D,859,521
CSNK1D_PKc_E2_111.8,CSNK1D,938,891
CSNK1D_PKc_E3_149.8,CSNK1D,493,351
CSNK1D_PKc_E4_229.12,CSNK1D,916,318
CSNK1D_PKc_E5_171.15,CSNK1D,746,467
CSNK1E_PKc_E2_55.4,CSNK1E,696,458
CSNK1E_PKc_E3_111.11,CSNK1E,858,720
CSNK1E_PKc_E4_149.4,CSNK1E,644,652
CSNK1E_PKc_E5_229.35,CSNK1E,538,472
CSNK1E_PKc_E6_171.15,CSNK1E,515,390
CSNK1E_PKc_E7_110.8,CSNK1E,368,227
CSNK1G1_PKc_E2_55.3,CSNK1G1,858,558
CSNK1G1_PKc_E3_41,CSNK1G1,1901,1865
CSNK1G1_PKc_E4_70.2,CSNK1G1,616,545
CSNK1G1_PKc_E5_152.1,CSNK1G1,805,1060
CSNK1G1_PKc_E6_235.8,CSNK1G1,1142,984
CSNK1G1_PKc_E7_86.9,CSNK1G1,146,156
CSNK1G2_PKc_E2_55.5,CSNK1G2,909,769
CSNK1G2_PKc_E3_41,CSNK1G2,608,590
CSNK1G2_PKc_E4_70.3,CSNK1G2,228,115
CSNK1G2_PKc_E5_149.15,CSNK1G2,660,479
CSNK1G2_PKc_E6_235.22,CSNK1G2,213,143
CSNK1G2_PKc_E7_86.13,CSNK1G2,416,291
CSNK1G3_PKc_E2_55.2,CSNK1G3,929,1001
CSNK1G3_PKc_E3_41,CSNK1G3,495,465
CSNK1G3_PKc_E4_70.2,CSNK1G3,522,508
CSNK1G3_PKc_E5_149.1,CSNK1G3,423,473
CSNK1G3_PKc_E6_235.1,CSNK1G3,476,400
CSNK1G3_PKc_E7_86.3,CSNK1G3,580,144
CSNK2A1_PKc_E10_102.3,CSNK2A1,570,212
CSNK2A1_PKc_E10_102.7,CSNK2A1,856,777
CSNK2A1_PKc_E11_101,CSNK2A1,598,138
CSNK2A1_PKc_E11_101.1,CSNK2A1,1020,631
CSNK2A1_PKc_E12_149.5,CSNK2A1,752,459
CSNK2A2_PKc_E1_41,CSNK2A2,1054,648
CSNK2A2_PKc_E2_112.4,CSNK2A2,688,576
CSNK2A2_PKc_E3_102.5,CSNK2A2,700,531
CSNK2A2_PKc_E4_51,CSNK2A2,468,372
CSNK2A2_PKc_E5_60.2,CSNK2A2,612,626
CSNK2A2_PKc_E6_84.4,CSNK2A2,550,693
DAPK1_PKc_E2_44.1,DAPK1,787,1085
DAPK1_PKc_E3_222.6,DAPK1,589,504
DAPK1_PKc_E4_139.3,DAPK1,425,479
DAPK1_PKc_E5_130.11,DAPK1,645,647
DAPK1_PKc_E6_49.3,DAPK1,737,848
DAPK1_PKc_E8_153.1,DAPK1,942,1204
DAPK2_PKc_E2_44.1,DAPK2,858,824
DAPK2_PKc_E3_222.18,DAPK2,568,718
DAPK2_PKc_E4_139,DAPK2,719,800
DAPK2_PKc_E5_130.5,DAPK2,388,426
DAPK2_PKc_E6_49.1,DAPK2,1209,1218
DAPK2_PKc_E8_153.1,DAPK2,713,716
DAPK3_PKc_E2_44,DAPK3,1135,885
DAPK3_PKc_E3_361.58,DAPK3,497,603
DAPK3_PKc_E4_130.4,DAPK3,437,324
DAPK3_PKc_E5_49,DAPK3,375,446
DAPK3_PKc_E7_153.1,DAPK3,738,832
DAPK3_PKc_E8_43,DAPK3,809,1030
DCLK1_PKc_E10_120.4,DCLK1,2329,2571
DCLK1_PKc_E11_147.4,DCLK1,425,748
DCLK1_PKc_E12_134.16,DCLK1,555,587
DCLK1_PKc_E13_78.4,DCLK1,1106,1265
DCLK1_PKc_E8_83.4,DCLK1,811,929
DCLK1_PKc_E9_58,DCLK1,297,344
DCLK2_PKc_E10_120.6,DCLK2,874,920
DCLK2_PKc_E11_147.9,DCLK2,1,1
DCLK2_PKc_E12_134.4,DCLK2,1365,1477
DCLK2_PKc_E13_78.2,DCLK2,740,903
DCLK2_PKc_E8_68.1,DCLK2,808,863
DCLK2_PKc_E9_58.3,DCLK2,854,898
DCLK3_PKc_E2_390.28,DCLK3,1049,897
DCLK3_PKc_E2_390.6,DCLK3,1148,909
DCLK3_PKc_E3_133.3,DCLK3,514,746
DCLK3_PKc_E3_133.7,DCLK3,609,614
DCLK3_PKc_E4_168.9,DCLK3,1054,930
DCLK3_PKc_E5_86.5,DCLK3,946,919
DDR1_PKc_E12_60.4,DDR1,1174,1273
DDR1_PKc_E12_60.9,DDR1,881,921
DDR1_PKc_E13_128.2,DDR1,246,298
DDR1_PKc_E14_237.4,DDR1,1104,1229
DDR1_PKc_E15_235.2,DDR1,374,313
DDR1_PKc_E16_150.1,DDR1,1650,1354
DDR2_PKc_E14_60.8,DDR2,1036,1042
DDR2_PKc_E15_128.5,DDR2,806,753
DDR2_PKc_E16_192.4,DDR2,1445,1119
DDR2_PKc_E17_235.9,DDR2,26,15
DDR2_PKc_E18_150.9,DDR2,832,714
DDR2_PKc_E19_120.5,DDR2,559,649
DMPK_PKc_E1_48.3,DMPK,779,750
DMPK_PKc_E2_84.9,DMPK,735,578
DMPK_PKc_E3_96.8,DMPK,223,150
DMPK_PKc_E4_149.4,DMPK,794,976
DMPK_PKc_E5_94.11,DMPK,760,659
DMPK_PKc_E6_207.24,DMPK,641,647
DSTYK_PKc_E10_114.7,DSTYK,1027,1060
DSTYK_PKc_E11_115.6,DSTYK,808,838
DSTYK_PKc_E12_135,DSTYK,727,756
DSTYK_PKc_E13_134.19,DSTYK,1549,1453
DSTYK_PKc_E8_155.7,DSTYK,460,417
DSTYK_PKc_E9_133,DSTYK,970,1047
DYRK1A_PKc_E4_75.3,DYRK1A,805,313
DYRK1A_PKc_E5_148,DYRK1A,624,159
DYRK1A_PKc_E6_287.15,DYRK1A,727,205
DYRK1A_PKc_E7_147.1,DYRK1A,775,424
DYRK1A_PKc_E8_141.1,DYRK1A,302,82
DYRK1A_PKc_E9_213.21,DYRK1A,322,137
DYRK1B_PKc_E4_84,DYRK1B,1265,1170
DYRK1B_PKc_E5_148.7,DYRK1B,613,654
DYRK1B_PKc_E6_287.28,DYRK1B,646,427
DYRK1B_PKc_E7_147.3,DYRK1B,755,517
DYRK1B_PKc_E8_141,DYRK1B,754,609
DYRK1B_PKc_E9_213.48,DYRK1B,454,233
DYRK2_PKc_E3_1140.113,DYRK2,446,573
DYRK2_PKc_E3_1140.126,DYRK2,136,189
DYRK2_PKc_E3_1140.134,DYRK2,405,429
DYRK2_PKc_E3_1140.135,DYRK2,250,320
DYRK2_PKc_E3_1140.32,DYRK2,857,733
DYRK2_PKc_E3_1140.73,DYRK2,553,566
DYRK3_PKc_E3_1140.11,DYRK3,1401,1565
DYRK3_PKc_E3_1140.115,DYRK3,466,473
DYRK3_PKc_E3_1140.119,DYRK3,411,332
DYRK3_PKc_E3_1140.128,DYRK3,486,327
DYRK3_PKc_E3_1140.22,DYRK3,568,677
DYRK3_PKc_E3_1140.67,DYRK3,781,924
DYRK4_PKc_E4_105.4,DYRK4,861,802
DYRK4_PKc_E5_137,DYRK4,820,795
DYRK4_PKc_E6_141.7,DYRK4,1663,1626
DYRK4_PKc_E7_139.3,DYRK4,666,858
DYRK4_PKc_E8_82.5,DYRK4,809,902
DYRK4_PKc_E9_173.37,DYRK4,307,355
EEF2K_PKc_E4_48,EEF2K,524,278
EEF2K_PKc_E5_38.5,EEF2K,707,971
EEF2K_PKc_E6_172.2,EEF2K,725,638
EEF2K_PKc_E7_150.5,EEF2K,818,633
EEF2K_PKc_E8_133,EEF2K,749,825
EEF2K_PKc_E9_53.1,EEF2K,505,357
EGFR_PKc_E18_75.5,EGFR,1564,546
EGFR_PKc_E19_99,EGFR,697,445
EGFR_PKc_E20_186.28,EGFR,1480,442
EGFR_PKc_E21_156,EGFR,876,335
EGFR_PKc_E22_76.2,EGFR,542,112
EGFR_PKc_E23_147.18,EGFR,747,241
EIF2AK1_PKc_E10_112.5,EIF2AK1,686,752
EIF2AK1_PKc_E5_72.4,EIF2AK1,295,180
EIF2AK1_PKc_E6_81.2,EIF2AK1,922,818
EIF2AK1_PKc_E7_100.3,EIF2AK1,577,588
EIF2AK1_PKc_E8_61.1,EIF2AK1,565,752
EIF2AK1_PKc_E9_328.3,EIF2AK1,621,400
EIF2AK2_PKc_E11_123.3,EIF2AK2,1256,940
EIF2AK2_PKc_E12_159.6,EIF2AK2,915,605
EIF2AK2_PKc_E13_181.3,EIF2AK2,663,708
EIF2AK2_PKc_E14_129.3,EIF2AK2,744,740
EIF2AK2_PKc_E15_102.3,EIF2AK2,903,752
EIF2AK2_PKc_E16_54.1,EIF2AK2,617,405
EIF2AK3_PKc_E11_123.1,EIF2AK3,583,817
EIF2AK3_PKc_E12_103.6,EIF2AK3,241,306
EIF2AK3_PKc_E13_201.3,EIF2AK3,781,1276
EIF2AK3_PKc_E14_168.13,EIF2AK3,1036,1732
EIF2AK3_PKc_E15_102.3,EIF2AK3,873,1503
EIF2AK3_PKc_E16_63.2,EIF2AK3,1233,1571
EIF2AK4_PKc_E10_107.3,EIF2AK4,685,762
EIF2AK4_PKc_E10_107.8,EIF2AK4,954,975
EIF2AK4_PKc_E8_123.1,EIF2AK4,770,461
EIF2AK4_PKc_E8_123.3,EIF2AK4,773,550
EIF2AK4_PKc_E9_536.1,EIF2AK4,1426,988
EIF2AK4_PKc_E9_536.41,EIF2AK4,503,433
EIF2AK4_PKc2_E12_431.72,EIF2AK4,454,296
EIF2AK4_PKc2_E13_70,EIF2AK4,733,473
EIF2AK4_PKc2_E14_84.1,EIF2AK4,1173,744
EIF2AK4_PKc2_E15_123.2,EIF2AK4,673,374
EIF2AK4_PKc2_E16_105.6,EIF2AK4,572,366
EIF2AK4_PKc2_E17_55,EIF2AK4,833,782
EPHA1_PKc_E11_43.2,EPHA1,413,418
EPHA1_PKc_E12_186.1,EPHA1,365,374
EPHA1_PKc_E13_62.2,EPHA1,379,448
EPHA1_PKc_E14_207.8,EPHA1,748,737
EPHA1_PKc_E15_150.26,EPHA1,1209,1300
EPHA1_PKc_E16_150.6,EPHA1,428,512
EPHA10_PKc_E10_46,EPHA10,596,456
EPHA10_PKc_E11_186.3,EPHA10,397,372
EPHA10_PKc_E12_62.1,EPHA10,1364,1009
EPHA10_PKc_E13_204.12,EPHA10,1103,1123
EPHA10_PKc_E14_150.23,EPHA10,767,582
EPHA10_PKc_E15_150.3,EPHA10,529,428
EPHA2_PKc_E11_189.12,EPHA2,851,746
EPHA2_PKc_E11_189.15,EPHA2,1296,1204
EPHA2_PKc_E12_62,EPHA2,895,1279
EPHA2_PKc_E12_62.7,EPHA2,1204,1026
EPHA2_PKc_E13_210.12,EPHA2,599,589
EPHA2_PKc_E13_210.8,EPHA2,860,541
EPHA3_PKc_E10_43.1,EPHA3,377,343
EPHA3_PKc_E11_186.8,EPHA3,645,649
EPHA3_PKc_E12_62.2,EPHA3,1422,928
EPHA3_PKc_E13_210.12,EPHA3,945,1251
EPHA3_PKc_E14_150.14,EPHA3,880,774
EPHA3_PKc_E15_150.1,EPHA3,2165,2595
EPHA4_PKc_E11_43.1,EPHA4,738,1017
EPHA4_PKc_E12_186.13,EPHA4,882,878
EPHA4_PKc_E13_62.3,EPHA4,811,1020
EPHA4_PKc_E14_210.8,EPHA4,693,648
EPHA4_PKc_E15_150.7,EPHA4,372,424
EPHA4_PKc_E16_150.16,EPHA4,930,1285
EPHA5_PKc_E11_43,EPHA5,888,807
EPHA5_PKc_E12_186.6,EPHA5,1104,1279
EPHA5_PKc_E13_62.2,EPHA5,1811,1674
EPHA5_PKc_E14_210.8,EPHA5,1046,1093
EPHA5_PKc_E15_150.7,EPHA5,872,857
EPHA5_PKc_E16_150,EPHA5,384,414
EPHA6_PKc_E10_43,EPHA6,796,649
EPHA6_PKc_E11_186.1,EPHA6,927,931
EPHA6_PKc_E12_126.26,EPHA6,1405,1347
EPHA6_PKc_E13_62.4,EPHA6,1007,1038
EPHA6_PKc_E15_150.1,EPHA6,523,426
EPHA6_PKc_E16_150.9,EPHA6,975,792
EPHA7_PKc_E10_43,EPHA7,711,687
EPHA7_PKc_E11_186.8,EPHA7,1235,1643
EPHA7_PKc_E12_62.2,EPHA7,547,594
EPHA7_PKc_E13_210.13,EPHA7,546,431
EPHA7_PKc_E14_150.12,EPHA7,774,779
EPHA7_PKc_E15_150.1,EPHA7,535,741
EPHA8_PKc_E11_186.28,EPHA8,570,404
EPHA8_PKc_E11_186.31,EPHA8,294,250
EPHA8_PKc_E12_62.2,EPHA8,434,437
EPHA8_PKc_E13_210.35,EPHA8,1682,1446
EPHA8_PKc_E14_150.21,EPHA8,787,414
EPHA8_PKc_E15_150.4,EPHA8,996,818
EPHB1_PKc_E10_43,EPHB1,654,750
EPHB1_PKc_E10_43.1,EPHB1,671,858
EPHB1_PKc_E11_248.3,EPHB1,988,1134
EPHB1_PKc_E12_216.9,EPHB1,570,578
EPHB1_PKc_E13_150.12,EPHB1,522,491
EPHB1_PKc_E14_150.11,EPHB1,619,658
EPHB2_PKc_E10_43.1,EPHB2,323,327
EPHB2_PKc_E10_43.2,EPHB2,1235,1557
EPHB2_PKc_E11_248.3,EPHB2,518,490
EPHB2_PKc_E12_216.6,EPHB2,517,214
EPHB2_PKc_E13_150.22,EPHB2,939,815
EPHB2_PKc_E14_150.11,EPHB2,608,575
EPHB3_PKc_E10_43.2,EPHB3,636,690
EPHB3_PKc_E10_43.3,EPHB3,1417,1262
EPHB3_PKc_E11_248.16,EPHB3,857,896
EPHB3_PKc_E12_216.7,EPHB3,808,703
EPHB3_PKc_E13_150.1,EPHB3,690,602
EPHB3_PKc_E14_150.8,EPHB3,205,315
EPHB4_PKc_E11_43,EPHB4,833,810
EPHB4_PKc_E11_43.2,EPHB4,841,632
EPHB4_PKc_E12_248.35,EPHB4,249,122
EPHB4_PKc_E13_216.23,EPHB4,942,797
EPHB4_PKc_E14_150.2,EPHB4,1335,1029
EPHB4_PKc_E15_150.34,EPHB4,1631,1330
EPHB6_PKc_E11_43.3,EPHB6,1127,996
EPHB6_PKc_E11_43.4,EPHB6,605,511
EPHB6_PKc_E12_248.1,EPHB6,714,735
EPHB6_PKc_E13_174.1,EPHB6,619,542
EPHB6_PKc_E14_150,EPHB6,667,829
EPHB6_PKc_E15_150.12,EPHB6,240,200
ERBB2_PKc_E18_75.5,ERBB2,1206,924
ERBB2_PKc_E19_99.8,ERBB2,1663,1925
ERBB2_PKc_E20_186.2,ERBB2,565,580
ERBB2_PKc_E21_156.2,ERBB2,629,304
ERBB2_PKc_E22_76.9,ERBB2,429,259
ERBB2_PKc_E23_147.4,ERBB2,862,847
ERBB3_PKc_E18_75.4,ERBB3,421,492
ERBB3_PKc_E19_99.4,ERBB3,528,601
ERBB3_PKc_E20_186.13,ERBB3,1016,988
ERBB3_PKc_E21_156.15,ERBB3,341,236
ERBB3_PKc_E22_76.7,ERBB3,1135,992
ERBB3_PKc_E23_147.5,ERBB3,882,608
ERBB4_PKc_E17_54,ERBB4,484,411
ERBB4_PKc_E18_123.8,ERBB4,1002,1049
ERBB4_PKc_E19_99.2,ERBB4,533,546
ERBB4_PKc_E20_186.2,ERBB4,1286,1252
ERBB4_PKc_E21_156.2,ERBB4,937,968
ERBB4_PKc_E22_76.2,ERBB4,845,871
ERN1_PKc_E14_62,ERN1,817,1096
ERN1_PKc_E15_190,ERN1,758,732
ERN1_PKc_E16_100.1,ERN1,1102,1302
ERN1_PKc_E17_200.6,ERN1,682,506
ERN1_PKc_E18_148.14,ERN1,776,665
ERN1_PKc_E19_98.5,ERN1,325,327
FASTK_PKc_E5_201.19,FASTK,1660,1488
FASTK_PKc_E5_201.31,FASTK,1100,1040
FASTK_PKc_E6_143.1,FASTK,517,599
FASTK_PKc_E6_143.9,FASTK,1196,929
FASTK_PKc_E7_92.8,FASTK,11,14
FASTK_PKc_E8_41.2,FASTK,717,624
FER_PKc_E14_27,FER,678,790
FER_PKc_E15_116.2,FER,903,930
FER_PKc_E16_95.3,FER,823,660
FER_PKc_E17_124.2,FER,879,990
FER_PKc_E18_155.1,FER,1397,1553
FER_PKc_E19_123.7,FER,677,650
FES_PKc_E13_27,FES,904,1026
FES_PKc_E14_119.13,FES,1158,940
FES_PKc_E15_95.7,FES,1277,1056
FES_PKc_E16_124.2,FES,798,629
FES_PKc_E17_158.5,FES,536,590
FES_PKc_E18_123.23,FES,398,395
FGFR1_PKc_E10_41,FGFR1,420,425
FGFR1_PKc_E11_122.18,FGFR1,900,660
FGFR1_PKc_E12_111.7,FGFR1,1649,1202
FGFR1_PKc_E13_191.13,FGFR1,890,515
FGFR1_PKc_E14_123.7,FGFR1,469,453
FGFR1_PKc_E15_71.2,FGFR1,969,849
FGFR2_PKc_E10_74.6,FGFR2,704,556
FGFR2_PKc_E11_122.16,FGFR2,1094,985
FGFR2_PKc_E12_111.5,FGFR2,908,798
FGFR2_PKc_E13_191.1,FGFR2,1103,1394
FGFR2_PKc_E14_123.2,FGFR2,420,397
FGFR2_PKc_E15_71.1,FGFR2,308,420
FGFR3_PKc_E10_38.6,FGFR3,579,592
FGFR3_PKc_E11_122.16,FGFR3,235,274
FGFR3_PKc_E12_111.1,FGFR3,456,298
FGFR3_PKc_E13_191.41,FGFR3,581,472
FGFR3_PKc_E14_123.8,FGFR3,354,314
FGFR3_PKc_E15_71.4,FGFR3,227,114
FGFR4_PKc_E10_38.3,FGFR4,762,614
FGFR4_PKc_E11_122.18,FGFR4,513,524
FGFR4_PKc_E12_111.3,FGFR4,806,599
FGFR4_PKc_E13_191.1,FGFR4,867,619
FGFR4_PKc_E14_123.9,FGFR4,654,569
FGFR4_PKc_E15_71.5,FGFR4,7,1
FGR_PKc_E10_77.7,FGR,1740,1563
FGR_PKc_E11_154.11,FGR,879,804
FGR_PKc_E12_132.2,FGR,417,395
FGR_PKc_E13_161.22,FGR,771,756
FGR_PKc_E8_52,FGR,582,432
FGR_PKc_E9_180.14,FGR,266,209
FLT1_PKc_E17_34,FLT1,760,799
FLT1_PKc_E18_105.4,FLT1,1563,1820
FLT1_PKc_E19_114.1,FLT1,614,640
FLT1_PKc_E20_89.2,FLT1,1540,1359
FLT1_PKc_E21_157.4,FLT1,497,520
FLT1_PKc_E22_98,FLT1,1244,768
FLT3_PKc_E14_124.1,FLT3,786,615
FLT3_PKc_E15_105.1,FLT3,1332,1159
FLT3_PKc_E16_111.8,FLT3,778,641
FLT3_PKc_E17_154.5,FLT3,1723,1572
FLT3_PKc_E18_83.1,FLT3,1265,1040
FLT3_PKc_E19_128.4,FLT3,1525,1645
FLT4_PKc_E17_34,FLT4,101,69
FLT4_PKc_E18_105,FLT4,558,572
FLT4_PKc_E19_114.12,FLT4,468,644
FLT4_PKc_E20_89.4,FLT4,857,926
FLT4_PKc_E21_151.21,FLT4,389,298
FLT4_PKc_E22_95,FLT4,465,331
FRK_PKc_E4_127.1,FRK,762,551
FRK_PKc_E4_127.4,FRK,365,469
FRK_PKc_E5_159.6,FRK,817,805
FRK_PKc_E6_182.11,FRK,436,492
FRK_PKc_E7_166.2,FRK,537,676
FRK_PKc_E8_176.6,FRK,1169,1177
FYN_PKc_E10_180.5,FYN,832,773
FYN_PKc_E11_77.4,FYN,1192,998
FYN_PKc_E12_154.5,FYN,1072,925
FYN_PKc_E13_132.11,FYN,619,372
FYN_PKc_E14_197.11,FYN,558,422
FYN_PKc_E9_82.12,FYN,1026,1093
GAK_PKc_E1_31,GAK,362,83
GAK_PKc_E2_62.2,GAK,492,371
GAK_PKc_E3_60,GAK,951,616
GAK_PKc_E4_115.1,GAK,197,84
GAK_PKc_E5_143.15,GAK,516,93
GAK_PKc_E6_126.13,GAK,349,199
GCK_PKc_E2_163.12,GCK,459,246
GCK_PKc_E3_155.17,GCK,923,969
GCK_PKc_E4_120.4,GCK,1151,1396
GCK_PKc_E5_96.1,GCK,394,394
GCK_PKc_E6_100.5,GCK,913,781
GCK_PKc_E7_184.12,GCK,1219,820
GRK4_PKc_E10_38,GRK4,734,372
GRK4_PKc_E11_90.8,GRK4,476,537
GRK4_PKc_E12_209.1,GRK4,781,933
GRK4_PKc_E7_45.3,GRK4,765,625
GRK4_PKc_E8_141.7,GRK4,572,483
GRK4_PKc_E9_191.15,GRK4,1019,1037
GRK5_PKc_E10_38,GRK5,159,147
GRK5_PKc_E11_90.14,GRK5,627,531
GRK5_PKc_E12_209.8,GRK5,674,895
GRK5_PKc_E7_51,GRK5,1300,1400
GRK5_PKc_E8_141.16,GRK5,897,1094
GRK5_PKc_E9_191,GRK5,1128,1051
GRK6_PKc_E10_38,GRK6,1336,1089
GRK6_PKc_E11_90.3,GRK6,856,908
GRK6_PKc_E12_209.29,GRK6,1035,730
GRK6_PKc_E7_45,GRK6,356,314
GRK6_PKc_E8_141.5,GRK6,349,291
GRK6_PKc_E9_191.22,GRK6,433,405
GSG2_PKc_E1_1371.11,GSG2,284,223
GSG2_PKc_E1_1371.119,GSG2,798,473
GSG2_PKc_E1_1371.166,GSG2,538,352
GSG2_PKc_E1_1371.55,GSG2,1101,897
GSG2_PKc_E1_1371.87,GSG2,909,631
GSG2_PKc_E1_1371.9,GSG2,684,793
GSK3A_PKc_E2_132.5,GSK3A,469,520
GSK3A_PKc_E3_84,GSK3A,390,326
GSK3A_PKc_E4_111.4,GSK3A,750,797
GSK3A_PKc_E5_131.14,GSK3A,332,296
GSK3A_PKc_E6_107.2,GSK3A,1442,1580
GSK3A_PKc_E7_98.2,GSK3A,752,441
GSK3B_PKc_E2_132.6,GSK3B,616,1014
GSK3B_PKc_E3_84.2,GSK3B,883,848
GSK3B_PKc_E4_111.3,GSK3B,1286,1446
GSK3B_PKc_E5_131.8,GSK3B,779,838
GSK3B_PKc_E6_107.2,GSK3B,1021,1099
GSK3B_PKc_E7_98.9,GSK3B,1287,1505
GUCY2D_PKc_E10_157.1,GUCY2D,560,594
GUCY2D_PKc_E11_150.8,GUCY2D,473,418
GUCY2D_PKc_E12_149.8,GUCY2D,849,769
GUCY2D_PKc_E7_63.1,GUCY2D,1949,1701
GUCY2D_PKc_E8_81.5,GUCY2D,490,453
GUCY2D_PKc_E9_207.18,GUCY2D,565,596
GUCY2F_PKc_E10_157.3,GUCY2F,417,574
GUCY2F_PKc_E11_150.7,GUCY2F,659,800
GUCY2F_PKc_E12_149.12,GUCY2F,1,1
GUCY2F_PKc_E7_69,GUCY2F,1939,2425
GUCY2F_PKc_E8_90,GUCY2F,317,262
GUCY2F_PKc_E9_177.5,GUCY2F,412,465
HCK_PKc_E10_77.2,HCK,1577,1769
HCK_PKc_E11_154.1,HCK,662,618
HCK_PKc_E12_132.7,HCK,1,1
HCK_PKc_E13_194.6,HCK,697,443
HCK_PKc_E8_76.11,HCK,610,496
HCK_PKc_E9_180.11,HCK,605,475
HIPK1_PKc_E2_557.19,HIPK1,1037,595
HIPK1_PKc_E2_557.27,HIPK1,154,89
HIPK1_PKc_E3_124.1,HIPK1,387,230
HIPK1_PKc_E4_120.6,HIPK1,561,400
HIPK1_PKc_E5_87.3,HIPK1,582,405
HIPK1_PKc_E6_177.4,HIPK1,2156,1469
HIPK2_PKc_E2_557.17,HIPK2,644,626
HIPK2_PKc_E2_557.57,HIPK2,714,752
HIPK2_PKc_E3_124.7,HIPK2,716,592
HIPK2_PKc_E4_120.8,HIPK2,677,657
HIPK2_PKc_E5_87.4,HIPK2,1171,783
HIPK2_PKc_E6_177.13,HIPK2,905,751
HIPK3_PKc_E2_512.3,HIPK3,571,635
HIPK3_PKc_E2_512.3,HIPK3,414,474
HIPK3_PKc_E3_124.5,HIPK3,873,794
HIPK3_PKc_E4_120.1,HIPK3,365,392
HIPK3_PKc_E5_87.1,HIPK3,721,786
HIPK3_PKc_E6_147.2,HIPK3,909,905
HIPK4_PKc_E1_435.51,HIPK4,688,530
HIPK4_PKc_E1_435.67,HIPK4,579,468
HIPK4_PKc_E2_357.17,HIPK4,129,121
HIPK4_PKc_E2_357.2,HIPK4,1080,965
HIPK4_PKc_E3_219.24,HIPK4,836,833
HIPK4_PKc_E3_219.28,HIPK4,1623,1627
HUNK_PKc_E1_90,HUNK,926,1034
HUNK_PKc_E1_90.6,HUNK,949,1048
HUNK_PKc_E2_293.25,HUNK,564,632
HUNK_PKc_E4_136.17,HUNK,2,1
HUNK_PKc_E5_128.3,HUNK,948,1120
HUNK_PKc_E6_86.5,HUNK,738,898
ICK_PKc_E3_92.5,ICK,164,110
ICK_PKc_E4_55.5,ICK,316,215
ICK_PKc_E5_122.2,ICK,992,1312
ICK_PKc_E6_80.2,ICK,497,504
ICK_PKc_E7_133.9,ICK,582,543
ICK_PKc_E8_172.2,ICK,1581,1665
IGF1R_PKc_E16_213.16,IGF1R,1455,1047
IGF1R_PKc_E17_111.7,IGF1R,677,302
IGF1R_PKc_E18_160.13,IGF1R,1003,601
IGF1R_PKc_E19_130.1,IGF1R,553,243
IGF1R_PKc_E20_135.11,IGF1R,677,353
IGF1R_PKc_E21_82,IGF1R,611,460
IKBKB_PKc_E2_63.1,IKBKB,568,622
IKBKB_PKc_E3_95.11,IKBKB,1130,1006
IKBKB_PKc_E4_118.23,IKBKB,1808,1821
IKBKB_PKc_E5_70.3,IKBKB,643,498
IKBKB_PKc_E6_89.7,IKBKB,300,285
IKBKB_PKc_E7_90.7,IKBKB,409,525
IKBKE_PKc_E3_63.7,IKBKE,1,1
IKBKE_PKc_E4_141.9,IKBKE,1113,1139
IKBKE_PKc_E5_130.2,IKBKE,910,771
IKBKE_PKc_E6_182.18,IKBKE,844,840
IKBKE_PKc_E7_161.24,IKBKE,373,490
IKBKE_PKc_E8_111.2,IKBKE,676,516
ILK_PKc_E10_122.7,ILK,623,519
ILK_PKc_E11_100,ILK,617,527
ILK_PKc_E12_131.6,ILK,327,134
