MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2147092	Dus3l	dihydrouridine synthase 3 like	17		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2147092	Dus3l	dihydrouridine synthase 3 like	17		tRNA dihydrouridine synthesis			ISO	Q96G46 	J:164563 	
MGI:2147092	Dus3l	dihydrouridine synthase 3 like	17		tRNA dihydrouridine synthesis			ISS	Q96G46 	J:342587 	
MGI:2147092	Dus3l	dihydrouridine synthase 3 like	17		tRNA processing			IEA	IPR018517 	J:72247 	
MGI:2147092	Dus3l	dihydrouridine synthase 3 like	17		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1919166	Dus4l	dihydrouridine synthase 4 like	12		tRNA dihydrouridine synthesis			IEA	ARBA00027449 	J:342609 	
MGI:1919166	Dus4l	dihydrouridine synthase 4 like	12		tRNA dihydrouridine synthesis			ISO	O95620 	J:164563 	
MGI:1919166	Dus4l	dihydrouridine synthase 4 like	12		tRNA dihydrouridine synthesis			ISS	O95620 	J:342587 	
MGI:1919166	Dus4l	dihydrouridine synthase 4 like	12		tRNA processing			IEA	IPR001269 IPR018517 	J:72247 	
MGI:1919166	Dus4l	dihydrouridine synthase 4 like	12		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine phosphorylation regulated kinase 1a	16		negative regulation of mRNA splicing, via spliceosome			IMP		J:182960 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine phosphorylation regulated kinase 1a	16		positive regulation of RNA splicing			IBA	PTN002780677 Q13627 RGD:2528 	J:161428 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine phosphorylation regulated kinase 1a	16		positive regulation of RNA splicing			IEA	ENSP00000494572 Q13627 	J:342605 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine phosphorylation regulated kinase 1a	16		positive regulation of RNA splicing			ISO	RGD:2528 	J:155856 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine phosphorylation regulated kinase 1a	16		positive regulation of RNA splicing			ISO	Q13627 	J:164563 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine phosphorylation regulated kinase 1a	16		regulation of alternative mRNA splicing, via spliceosome			ISO	RGD:2528 	J:155856 	
MGI:1916322	Ebna1bp2	EBNA1 binding protein 2	4		rRNA processing			IBA	PTN000315113 S000001655 	J:161428 	
MGI:1917851	Ecd	ecdysoneless cell cycle regulator	14		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1917851	Ecd	ecdysoneless cell cycle regulator	14		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1336880	Eftud2	elongation factor Tu GTP binding domain containing 2	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1336880	Eftud2	elongation factor Tu GTP binding domain containing 2	11		mRNA splicing, via spliceosome			IBA	PTN000562846 Q15029 S000001656 SPBC215.12 	J:161428 	
MGI:1336880	Eftud2	elongation factor Tu GTP binding domain containing 2	11		mRNA splicing, via spliceosome			ISO	Q15029 	J:164563 	
MGI:1336880	Eftud2	elongation factor Tu GTP binding domain containing 2	11		mRNA splicing, via spliceosome			ISS	Q15029 	J:342587 	
MGI:1336880	Eftud2	elongation factor Tu GTP binding domain containing 2	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:105125	Eif1	eukaryotic translation initiation factor 1	11		positive regulation of mRNA cis splicing, via spliceosome	is a part of random inactivation of X chromosome		IMP		J:116443 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		mRNA splicing, via spliceosome			IBA	P38919 PTN002777794 	J:161428 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		mRNA splicing, via spliceosome			ISO	P38919 	J:164563 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		mRNA splicing, via spliceosome			ISS	P38919 	J:342587 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		positive regulation of mRNA splicing, via spliceosome			IMP		J:140901 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		regulation of alternative mRNA splicing, via spliceosome			ISS	P38919 	J:342587 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:3644226	Eif4a3l1	eukaryotic translation initiation factor 4A3 like 1	6		mRNA splicing, via spliceosome			IBA	P38919 PTN002777794 	J:161428 	
MGI:3644226	Eif4a3l1	eukaryotic translation initiation factor 4A3 like 1	6		mRNA splicing, via spliceosome			ISO	P38919 	J:164563 	
MGI:3646594	Eif4a3l2	eukaryotic translation initiation factor 4A3 like 2	6		mRNA splicing, via spliceosome			IBA	P38919 PTN002777794 	J:161428 	
MGI:3646594	Eif4a3l2	eukaryotic translation initiation factor 4A3 like 2	6		mRNA splicing, via spliceosome			ISO	P38919 	J:164563 	
MGI:1196288	Eif6	eukaryotic translation initiation factor 6	2		maturation of 5.8S rRNA			IBA	PTN000082061 S000006220 	J:161428 	
MGI:1196288	Eif6	eukaryotic translation initiation factor 6	2		maturation of LSU-rRNA			IBA	PTN000082061 S000006220 	J:161428 	
MGI:1890495	Elac1	elaC ribonuclease Z 1	18		tRNA 3'-end processing			IEA	ENSP00000269466 Q9H777 	J:342605 	
MGI:1890495	Elac1	elaC ribonuclease Z 1	18		tRNA 3'-end processing			ISO	Q9H777 	J:164563 	
MGI:1890495	Elac1	elaC ribonuclease Z 1	18		tRNA 3'-end processing			ISS	Q9H777 	J:342587 	
MGI:1890495	Elac1	elaC ribonuclease Z 1	18		tRNA 3'-terminal CCA addition			ISO	Q9H777 	J:164563 	
MGI:1890495	Elac1	elaC ribonuclease Z 1	18		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrial tRNA 3'-end processing			IBA	PTN000284963 Q9BQ52 S000001787 SPBC3D6.03c 	J:161428 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrial tRNA 3'-end processing			IEA	ENSP00000337445 Q9BQ52 	J:342605 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrial tRNA 3'-end processing			ISO	Q9BQ52 	J:164563 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrial tRNA 3'-end processing			ISS	Q9BQ52 	J:342587 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		tRNA processing			IEA	IPR027794 	J:72247 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:107427	Elavl4	ELAV like RNA binding protein 4	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:107427	Elavl4	ELAV like RNA binding protein 4	4		RNA processing			IEA	ENSP00000360889 P26378 	J:342605 	
MGI:107427	Elavl4	ELAV like RNA binding protein 4	4		RNA processing			ISO	P26378 	J:164563 	
MGI:107427	Elavl4	ELAV like RNA binding protein 4	4		RNA processing			ISS	P26378 	J:342587 	
MGI:107427	Elavl4	ELAV like RNA binding protein 4	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1914544	Elp1	elongator complex protein 1	4		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1914544	Elp1	elongator complex protein 1	4		tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation			IBA	PTN000297407 SPBC36.07 	J:161428 	
MGI:1914544	Elp1	elongator complex protein 1	4		tRNA wobble uridine modification			IEA	IPR006849 	J:72247 	
MGI:1914544	Elp1	elongator complex protein 1	4		tRNA wobble uridine modification			IMP		J:200015 	
MGI:1889642	Elp2	elongator acetyltransferase complex subunit 2	18		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1889642	Elp2	elongator acetyltransferase complex subunit 2	18		tRNA wobble uridine modification			IEA	IPR037289 	J:72247 	
MGI:1921445	Elp3	elongator acetyltransferase complex subunit 3	14		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1921445	Elp3	elongator acetyltransferase complex subunit 3	14		tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation			IBA	PTN000123913 SPAC29A4.20 	J:161428 	
MGI:1921445	Elp3	elongator acetyltransferase complex subunit 3	14		tRNA wobble uridine modification			IEA	ENSP00000256398 Q9H9T3 	J:342605 	
MGI:1921445	Elp3	elongator acetyltransferase complex subunit 3	14		tRNA wobble uridine modification			ISO	Q9H9T3 	J:164563 	
MGI:1921445	Elp3	elongator acetyltransferase complex subunit 3	14		tRNA wobble uridine modification			ISS	Q9H9T3 	J:342587 	
MGI:1925016	Elp4	elongator acetyltransferase complex subunit 4	2		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1925016	Elp4	elongator acetyltransferase complex subunit 4	2		tRNA wobble uridine modification			IBA	PTN000307203 S000006022 SPCC11E10.06c 	J:161428 	
MGI:1925016	Elp4	elongator acetyltransferase complex subunit 4	2		tRNA wobble uridine modification			IEA	IPR008728 	J:72247 	
MGI:1859017	Elp5	elongator acetyltransferase complex subunit 5	11		tRNA modification			IBA	PTN001037989 S000001230 	J:161428 	
MGI:1859017	Elp5	elongator acetyltransferase complex subunit 5	11		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1859017	Elp5	elongator acetyltransferase complex subunit 5	11		tRNA wobble uridine modification			IEA	IPR019519 	J:72247 	
MGI:1919349	Elp6	elongator acetyltransferase complex subunit 6	9		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1919349	Elp6	elongator acetyltransferase complex subunit 6	9		tRNA wobble uridine modification			IEA	IPR018627 	J:72247 	
MGI:1315195	Emg1	EMG1 N1-specific pseudouridine methyltransferase	6		rRNA base methylation			IBA	PTN000290839 S000004176 	J:161428 	
MGI:1315195	Emg1	EMG1 N1-specific pseudouridine methyltransferase	6		rRNA base methylation			IEA	IPR005304 	J:72247 	
MGI:1315195	Emg1	EMG1 N1-specific pseudouridine methyltransferase	6		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1919286	Eny2	ENY2 transcription and export complex 2 subunit	15		regulation of RNA splicing			NAS		J:320036 	
MGI:95413	Ercc2	excision repair cross-complementing rodent repair deficiency, complementation group 2	7		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IMP	MGI:2183949 	J:198536 	
MGI:1914526	Eri1	exoribonuclease 1	8		exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN001127115 	J:161428 	
MGI:1914526	Eri1	exoribonuclease 1	8		maturation of 5.8S rRNA			ISO	Q8IV48 	J:164563 	
MGI:1914526	Eri1	exoribonuclease 1	8		rRNA 3'-end processing			IDA		J:146701 	
MGI:1914526	Eri1	exoribonuclease 1	8		rRNA processing			IEA	ARBA00028153 	J:342609 	
MGI:1914526	Eri1	exoribonuclease 1	8		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		mRNA processing			IEA	IPR010513 	J:72247 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		mRNA splicing, via endonucleolytic cleavage and ligation			IEA	ENSP00000401445 O75460 	J:342605 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		mRNA splicing, via endonucleolytic cleavage and ligation			ISO	O75460 	J:164563 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		mRNA splicing, via endonucleolytic cleavage and ligation			ISS	O75460 	J:342587 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		positive regulation of RNA splicing			IDA		J:255334 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		positive regulation of RNA splicing			IEA	ARBA00092809 	J:342609 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		positive regulation of RNA splicing			IEA	ENSP00000401445 O75460 	J:342605 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		positive regulation of RNA splicing			ISO	O75460 	J:164563 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		positive regulation of RNA splicing			ISS	O75460 	J:342587 	
MGI:1349436	Ern2	endoplasmic reticulum to nucleus signalling 2	7		mRNA processing			IEA	IPR010513 	J:72247 	
MGI:1913830	Esf1	ESF1 nucleolar pre-rRNA processing protein homolog	2		rRNA processing			IBA	PTN000258259 S000002773 	J:161428 	
MGI:1913830	Esf1	ESF1 nucleolar pre-rRNA processing protein homolog	2		rRNA processing			IEA	IPR039754 	J:72247 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		alternative mRNA splicing, via spliceosome			IEA	ARBA00089954 	J:342609 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		alternative mRNA splicing, via spliceosome	uses Fgfr3,uses Fgfr1,uses Arhgef11,uses Fgfr2		IGI	MGI:1924661 	J:226997 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of RNA splicing			IBA	MGI:1917326 P31943 P52597 PTN000360053 Q6NXG1 Q9H6T0 	J:161428 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of RNA splicing			IEA	ARBA00027415 	J:342609 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of RNA splicing			IMP		J:245876 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of RNA splicing			ISO	Q6NXG1 	J:164563 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of RNA splicing			ISS	Q6NXG1 	J:342587 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		alternative mRNA splicing, via spliceosome			IEA	ARBA00089954 	J:342609 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		alternative mRNA splicing, via spliceosome	uses Fgfr3,uses Enah,uses Arhgef11,uses Fgfr2,uses Fgfr1		IGI	MGI:1917326 	J:226997 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		regulation of RNA splicing			IBA	MGI:1917326 P31943 P52597 PTN000360053 Q6NXG1 Q9H6T0 	J:161428 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		regulation of RNA splicing			IEA	ENSP00000418748 Q9H6T0 	J:342605 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		regulation of RNA splicing			ISO	Q9H6T0 	J:164563 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		regulation of RNA splicing			ISS	Q9H6T0 	J:342587 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:107854	Ess2	ess-2 splicing factor	16		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:107854	Ess2	ess-2 splicing factor	16		mRNA splicing, via spliceosome			ISO	Q96DF8 	J:164563 	
MGI:107854	Ess2	ess-2 splicing factor	16		mRNA splicing, via spliceosome			ISS	Q96DF8 	J:342587 	
MGI:107854	Ess2	ess-2 splicing factor	16		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:3045306	Exd1	exonuclease 3'-5' domain containing 1	2		piRNA processing			IBA	MGI:3045306 PTN005313071 	J:161428 	
MGI:3045306	Exd1	exonuclease 3'-5' domain containing 1	2		piRNA processing			IMP		J:229314 	
MGI:1913833	Exosc1	exosome component 1	19		RNA processing			IEA	IPR039771 	J:72247 	
MGI:1913833	Exosc1	exosome component 1	19		RNA processing			IEA	ENSP00000359939 Q9Y3B2 	J:342605 	
MGI:1913833	Exosc1	exosome component 1	19		RNA processing			ISO	CPX-476 	J:342607 	
MGI:1913833	Exosc1	exosome component 1	19		RNA processing			ISO	NM_016046 	J:73065 	
MGI:1913833	Exosc1	exosome component 1	19		RNA processing			ISO	Q9Y3B2 	J:164563 	
MGI:1913833	Exosc1	exosome component 1	19		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:2385133	Exosc2	exosome component 2	2		exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000481223 S000001111 S000005502 	J:161428 	
MGI:2385133	Exosc2	exosome component 2	2		poly(A)-dependent snoRNA 3'-end processing			IBA	PTN000481223 S000001111 	J:161428 	
MGI:2385133	Exosc2	exosome component 2	2		RNA processing			IEA	ENSP00000361433 Q13868 	J:342605 	
MGI:2385133	Exosc2	exosome component 2	2		RNA processing			ISO	CPX-476 	J:342607 	
MGI:2385133	Exosc2	exosome component 2	2		RNA processing			ISO	Q13868 	J:164563 	
MGI:2385133	Exosc2	exosome component 2	2		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:2385133	Exosc2	exosome component 2	2		U4 snRNA 3'-end processing			IBA	PTN000481223 S000001111 	J:161428 	
MGI:1913612	Exosc3	exosome component 3	4		exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000481223 S000001111 S000005502 	J:161428 	
MGI:1913612	Exosc3	exosome component 3	4		poly(A)-dependent snoRNA 3'-end processing			IBA	PTN000481223 S000001111 	J:161428 	
MGI:1913612	Exosc3	exosome component 3	4		RNA processing			IEA	ENSP00000323046 Q9NQT5 	J:342605 	
MGI:1913612	Exosc3	exosome component 3	4		RNA processing			ISO	CPX-476 	J:342607 	
MGI:1913612	Exosc3	exosome component 3	4		RNA processing			ISO	Q9NQT5 	J:164563 	
MGI:1913612	Exosc3	exosome component 3	4		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1913612	Exosc3	exosome component 3	4		rRNA processing			IEA	ENSP00000323046 Q9NQT5 	J:342605 	
MGI:1913612	Exosc3	exosome component 3	4		rRNA processing			ISO	Q9NQT5 	J:164563 	
MGI:1913612	Exosc3	exosome component 3	4		U4 snRNA 3'-end processing			IBA	PTN000481223 S000001111 	J:161428 	
MGI:1923576	Exosc4	exosome component 4	15		maturation of 5.8S rRNA			IEA	ENSP00000315476 Q9NPD3 	J:342605 	
MGI:1923576	Exosc4	exosome component 4	15		maturation of 5.8S rRNA			ISO	Q9NPD3 	J:164563 	
MGI:1923576	Exosc4	exosome component 4	15		poly(A)-dependent snoRNA 3'-end processing			IBA	PTN000237329 S000003390 S000003427 	J:161428 	
MGI:1923576	Exosc4	exosome component 4	15		RNA processing			IEA	ENSP00000315476 Q9NPD3 	J:342605 	
MGI:1923576	Exosc4	exosome component 4	15		RNA processing			ISO	CPX-476 	J:342607 	
MGI:1923576	Exosc4	exosome component 4	15		RNA processing			ISO	Q9NPD3 	J:164563 	
MGI:1923576	Exosc4	exosome component 4	15		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1923576	Exosc4	exosome component 4	15		U4 snRNA 3'-end processing			IBA	PTN000237329 S000003390 S000003427 	J:161428 	
MGI:107889	Exosc5	exosome component 5	7		poly(A)-dependent snoRNA 3'-end processing			IBA	PTN000237329 S000003390 S000003427 	J:161428 	
MGI:107889	Exosc5	exosome component 5	7		RNA processing			IEA	ENSP00000221233 Q9NQT4 	J:342605 	
MGI:107889	Exosc5	exosome component 5	7		RNA processing			ISO	CPX-476 	J:342607 	
MGI:107889	Exosc5	exosome component 5	7		RNA processing			ISO	Q9NQT4 	J:164563 	
MGI:107889	Exosc5	exosome component 5	7		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:107889	Exosc5	exosome component 5	7		U4 snRNA 3'-end processing			IBA	PTN000237329 S000003390 S000003427 	J:161428 	
MGI:1919794	Exosc6	exosome component 6	8		poly(A)-dependent snoRNA 3'-end processing			IBA	PTN000237329 S000003390 S000003427 	J:161428 	
MGI:1919794	Exosc6	exosome component 6	8		RNA processing			IEA	ENSP00000398597 Q5RKV6 	J:342605 	
MGI:1919794	Exosc6	exosome component 6	8		RNA processing			ISO	CPX-476 	J:342607 	
MGI:1919794	Exosc6	exosome component 6	8		RNA processing			ISO	Q5RKV6 	J:164563 	
MGI:1919794	Exosc6	exosome component 6	8		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1919794	Exosc6	exosome component 6	8		U4 snRNA 3'-end processing			IBA	PTN000237329 S000003390 S000003427 	J:161428 	
MGI:1913696	Exosc7	exosome component 7	9		exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000120504 S000000631 S000002269 S000002688 	J:161428 	
MGI:1913696	Exosc7	exosome component 7	9		RNA processing			IEA	ENSP00000265564 Q15024 	J:342605 	
MGI:1913696	Exosc7	exosome component 7	9		RNA processing			ISO	CPX-476 	J:342607 	
MGI:1913696	Exosc7	exosome component 7	9		RNA processing			ISO	Q15024 	J:164563 	
MGI:1913696	Exosc7	exosome component 7	9		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1913696	Exosc7	exosome component 7	9		U1 snRNA 3'-end processing			IBA	PTN000120504 S000002688 	J:161428 	
MGI:1913696	Exosc7	exosome component 7	9		U4 snRNA 3'-end processing			IBA	PTN000120504 S000002688 	J:161428 	
MGI:1913696	Exosc7	exosome component 7	9		U5 snRNA 3'-end processing			IBA	PTN000120504 S000002688 	J:161428 	
MGI:1916889	Exosc8	exosome component 8	3		exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000120504 S000000631 S000002269 S000002688 	J:161428 	
MGI:1916889	Exosc8	exosome component 8	3		RNA processing			IEA	IPR033196 	J:72247 	
MGI:1916889	Exosc8	exosome component 8	3		RNA processing			IEA	ENSP00000374354 Q96B26 	J:342605 	
MGI:1916889	Exosc8	exosome component 8	3		RNA processing			ISO	CPX-476 	J:342607 	
MGI:1916889	Exosc8	exosome component 8	3		RNA processing			ISO	Q96B26 	J:164563 	
MGI:1916889	Exosc8	exosome component 8	3		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1916889	Exosc8	exosome component 8	3		U1 snRNA 3'-end processing			IBA	PTN000120504 S000002688 	J:161428 	
MGI:1916889	Exosc8	exosome component 8	3		U4 snRNA 3'-end processing			IBA	PTN000120504 S000002688 	J:161428 	
MGI:1916889	Exosc8	exosome component 8	3		U5 snRNA 3'-end processing			IBA	PTN000120504 S000002688 	J:161428 	
MGI:1355319	Exosc9	exosome component 9	3		exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000120504 S000000631 S000002269 S000002688 	J:161428 	
MGI:1355319	Exosc9	exosome component 9	3		RNA processing			IEA	IPR033100 	J:72247 	
MGI:1355319	Exosc9	exosome component 9	3		RNA processing			IEA	ENSP00000243498 Q06265 	J:342605 	
MGI:1355319	Exosc9	exosome component 9	3		RNA processing			ISO	CPX-476 	J:342607 	
