MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	1		endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			ISS	Q6IQ49 	J:342587 	
MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	1		mRNA cis splicing, via spliceosome			IEA	ENSP00000272091 Q6IQ49 	J:342605 	
MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	1		mRNA cis splicing, via spliceosome			ISO	Q6IQ49 	J:164563 	
MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	1		mRNA cis splicing, via spliceosome			ISS	Q6IQ49 	J:342587 	
MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	1		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	1		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1098791	Sepsecs	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	5		conversion of seryl-tRNAsec to selenocys-tRNAsec			IEA	IPR019872 	J:72247 	
MGI:2443480	Setx	senataxin	2		mRNA splice site recognition			IEA	ENSP00000224140 Q7Z333 	J:342605 	
MGI:2443480	Setx	senataxin	2		mRNA splice site recognition			ISO	Q7Z333 	J:164563 	
MGI:2443480	Setx	senataxin	2		mRNA splice site recognition			ISS	Q7Z333 	J:342587 	
MGI:2443480	Setx	senataxin	2		positive regulation of RNA splicing			IEA	ENSP00000224140 Q7Z333 	J:342605 	
MGI:2443480	Setx	senataxin	2		positive regulation of RNA splicing			ISO	Q7Z333 	J:164563 	
MGI:2443480	Setx	senataxin	2		positive regulation of RNA splicing			ISS	Q7Z333 	J:342587 	
MGI:1095403	Sf1	splicing factor 1	19		mRNA cis splicing, via spliceosome			IBA	PTN000129745 SPCC962.06c 	J:161428 	
MGI:1095403	Sf1	splicing factor 1	19		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1095403	Sf1	splicing factor 1	19		mRNA splicing, via spliceosome			NAS		J:319982 	
MGI:1095403	Sf1	splicing factor 1	19		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		mRNA cis splicing, via spliceosome			IEA	IPR045146 	J:72247 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		mRNA processing			IEA	ENSP00000215793 Q15459 	J:342605 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		mRNA processing			ISO	Q15459 	J:164563 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		mRNA splicing, via spliceosome			IEA	ARBA00027704 	J:342609 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		mRNA splicing, via spliceosome			IEA	ENSP00000215793 Q15459 	J:342605 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		mRNA splicing, via spliceosome			ISO	Q15459 	J:164563 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		mRNA splicing, via spliceosome			ISS	Q15459 	J:342587 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		RNA processing			IEA	IPR000061 IPR035967 	J:72247 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		U2-type prespliceosome assembly			IEA	ENSP00000215793 Q15459 	J:342605 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		U2-type prespliceosome assembly			ISO	Q15459 	J:164563 	
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	11		U2-type prespliceosome assembly			ISS	Q15459 	J:342587 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		mRNA processing			ISO	Q15428 	J:164563 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		mRNA splicing, via spliceosome			ISO	Q15428 	J:164563 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		mRNA splicing, via spliceosome			ISS	Q15428 	J:342587 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		mRNA splicing, via spliceosome			TAS		J:72541 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		RNA splicing, via transesterification reactions			TAS		J:72541 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		spliceosomal complex assembly			IBA	PTN000574843 Q15428 S000002201 	J:161428 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		U2-type prespliceosome assembly			ISO	Q15428 	J:164563 	
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	10		U2-type prespliceosome assembly			ISS	Q15428 	J:342587 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		mRNA processing			IEA	ENSP00000362110 Q12874 	J:342605 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		mRNA processing			ISO	Q12874 	J:164563 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		mRNA splicing, via spliceosome			IBA	PTN000300247 Q12874 S000002188 SPBC36.09 	J:161428 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		mRNA splicing, via spliceosome			IEA	IPR024598 	J:72247 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		mRNA splicing, via spliceosome			IEA	ENSP00000362110 Q12874 	J:342605 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		mRNA splicing, via spliceosome			ISO	Q12874 	J:164563 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		mRNA splicing, via spliceosome			ISS	Q12874 	J:342587 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		U2-type prespliceosome assembly			IEA	ENSP00000362110 Q12874 	J:342605 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		U2-type prespliceosome assembly			ISO	Q12874 	J:164563 	
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	4		U2-type prespliceosome assembly			ISS	Q12874 	J:342587 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		mRNA splicing, via spliceosome			IEA	ARBA00027704 	J:342609 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		mRNA splicing, via spliceosome			IMP		J:215371 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		mRNA splicing, via spliceosome			IMP		J:352160 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		mRNA splicing, via spliceosome			ISO	O75533 	J:164563 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		mRNA splicing, via spliceosome			ISO	O75533 	J:65061 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		mRNA splicing, via spliceosome			ISS	O75533 	J:342587 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		spliceosomal complex assembly			IBA	PTN000250426 S000004901 	J:161428 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		spliceosomal complex assembly			IEA	IPR038737 	J:72247 	
MGI:2441856	Sf3b2	splicing factor 3b, subunit 2	19		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2441856	Sf3b2	splicing factor 3b, subunit 2	19		mRNA splicing, via spliceosome			IBA	PTN000300124 Q13435 S000004853 SPAC22F8.10c 	J:161428 	
MGI:2441856	Sf3b2	splicing factor 3b, subunit 2	19		mRNA splicing, via spliceosome			IEA	ENSP00000318861 Q13435 	J:342605 	
MGI:2441856	Sf3b2	splicing factor 3b, subunit 2	19		mRNA splicing, via spliceosome			ISO	Q13435 	J:164563 	
MGI:2441856	Sf3b2	splicing factor 3b, subunit 2	19		mRNA splicing, via spliceosome			ISS	Q13435 	J:342587 	
MGI:2441856	Sf3b2	splicing factor 3b, subunit 2	19		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	8		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	8		mRNA splicing, via spliceosome			IBA	PTN000068443 Q15393 S000004513 SPAPJ698.03c 	J:161428 	
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	8		mRNA splicing, via spliceosome			IEA	ENSP00000305790 Q15393 	J:342605 	
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	8		mRNA splicing, via spliceosome			ISO	Q15393 	J:164563 	
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	8		mRNA splicing, via spliceosome			ISS	Q15393 	J:342587 	
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	8		regulation of RNA splicing			NAS		J:320036 	
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	8		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	3		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	3		mRNA splicing, via spliceosome			IBA	MGI:109580 PTN002690736 Q15427 SPAC31G5.01 	J:161428 	
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	3		mRNA splicing, via spliceosome			IEA	ARBA00027704 	J:342609 	
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	3		mRNA splicing, via spliceosome			IEA	ENSP00000271628 Q15427 	J:342605 	
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	3		mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	3		mRNA splicing, via spliceosome			ISO	Q15427 	J:164563 	
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	3		mRNA splicing, via spliceosome			ISS	Q15427 	J:342587 	
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	3		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	10		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	10		mRNA splicing, via spliceosome			IBA	PTN000469546 Q9BWJ5 S000028509 SPBC211.05 	J:161428 	
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	10		mRNA splicing, via spliceosome			IEA	IPR017089 	J:72247 	
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	10		mRNA splicing, via spliceosome			IEA	ENSP00000356541 Q9BWJ5 	J:342605 	
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	10		mRNA splicing, via spliceosome			ISO	Q9BWJ5 	J:164563 	
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	10		mRNA splicing, via spliceosome			ISS	Q9BWJ5 	J:342587 	
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	10		regulation of RNA splicing			NAS		J:320036 	
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	10		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	12		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	12		mRNA splicing, via spliceosome			IEA	ARBA00027704 	J:342609 	
MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	12		mRNA splicing, via spliceosome			IEA	ENSP00000233468 Q9Y3B4 	J:342605 	
MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	12		mRNA splicing, via spliceosome			IMP		J:215371 	
MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	12		mRNA splicing, via spliceosome			ISO	Q9Y3B4 	J:164563 	
MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	12		mRNA splicing, via spliceosome			ISS	Q9Y3B4 	J:342587 	
MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	12		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4		alternative mRNA splicing, via spliceosome			IBA	P23246 PTN008592829 	J:161428 	
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4		alternative mRNA splicing, via spliceosome			IEA	ENSP00000349748 P23246 	J:342605 	
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4		alternative mRNA splicing, via spliceosome			ISO	P23246 	J:164563 	
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:101760	Sfswap	splicing factor SWAP	5		alternative mRNA splicing, via spliceosome			IDA		J:37157 	
MGI:101760	Sfswap	splicing factor SWAP	5		mRNA 5'-splice site recognition			IBA	MGI:101760 PTN000322792 	J:161428 	
MGI:101760	Sfswap	splicing factor SWAP	5		mRNA 5'-splice site recognition			IDA		J:37157 	
MGI:101760	Sfswap	splicing factor SWAP	5		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:101760	Sfswap	splicing factor SWAP	5		negative regulation of mRNA splicing, via spliceosome			ISO	RGD:1305004 	J:155856 	
MGI:101760	Sfswap	splicing factor SWAP	5		negative regulation of mRNA splicing, via spliceosome			ISS	D3ZTQ1 	J:342587 	
MGI:101760	Sfswap	splicing factor SWAP	5		RNA processing			IEA	IPR000061 IPR035967 	J:72247 	
MGI:101760	Sfswap	splicing factor SWAP	5		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1922815	Sgf29	SAGA complex associated factor 29	7		regulation of RNA splicing			NAS		J:320036 	
MGI:2385849	Sirt7	sirtuin 7	11		positive regulation of rRNA processing			IEA	ENSP00000329466 Q9NRC8 	J:342605 	
MGI:2385849	Sirt7	sirtuin 7	11		positive regulation of rRNA processing			ISO	Q9NRC8 	J:164563 	
MGI:2385849	Sirt7	sirtuin 7	11		positive regulation of rRNA processing			ISS	Q9NRC8 	J:342587 	
MGI:108402	Slbp	stem-loop binding protein	5		mRNA 3'-end processing by stem-loop binding and cleavage			IBA	MGI:108402 PTN000425771 	J:161428 	
MGI:108402	Slbp	stem-loop binding protein	5		mRNA 3'-end processing by stem-loop binding and cleavage			IDA		J:151443 	
MGI:108402	Slbp	stem-loop binding protein	5		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1915010	Slc38a2	solute carrier family 38, member 2	15		positive regulation of RNA splicing			IEA	ENSP00000256689 Q96QD8 	J:342605 	
MGI:1915010	Slc38a2	solute carrier family 38, member 2	15		positive regulation of RNA splicing			ISO	Q96QD8 	J:164563 	
MGI:1919336	Slc39a5	solute carrier family 39 (metal ion transporter), member 5	10		positive regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:1916394	Slirp	SRA stem-loop interacting RNA binding protein	12		mitochondrial mRNA polyadenylation			ISO	Q9GZT3 	J:164563 	
MGI:1916394	Slirp	SRA stem-loop interacting RNA binding protein	12		positive regulation of mRNA splicing, via spliceosome			IBA	MGI:1917498 PTN002689981 	J:161428 	
MGI:1913910	Sltm	SAFB-like, transcription modulator	9		regulation of mRNA processing			IBA	PTN001038533 RGD:620613 	J:161428 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		alternative mRNA splicing, via spliceosome			IEA	ENSP00000297151 O95391 	J:342605 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		alternative mRNA splicing, via spliceosome			ISO	O95391 	J:164563 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		alternative mRNA splicing, via spliceosome			ISS	O95391 	J:342587 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		mRNA 3'-splice site recognition			IEA	ENSP00000297151 O95391 	J:342605 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		mRNA 3'-splice site recognition			ISO	O95391 	J:164563 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		mRNA 3'-splice site recognition			ISS	O95391 	J:342587 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		mRNA splicing, via spliceosome			IEA	IPR039974 	J:72247 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		RNA splicing			IBA	O95391 PTN000310059 SPBC365.05c 	J:161428 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		RNA splicing			IEA	ARBA00026834 	J:342609 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		RNA splicing, via transesterification reactions			IEA	ENSP00000297151 O95391 	J:342605 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		RNA splicing, via transesterification reactions			ISO	O95391 	J:164563 	
MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	11		RNA splicing, via transesterification reactions			ISS	O95391 	J:342587 	
MGI:1916334	Slx9	SLX9 ribosome biogenesis factor	10		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IEA	IPR028160 	J:72247 	
MGI:109257	Smn1	survival motor neuron 1	13		mRNA processing			IEA	IPR010304 	J:72247 	
MGI:109257	Smn1	survival motor neuron 1	13		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:109257	Smn1	survival motor neuron 1	13		positive regulation of RNA splicing			IMP		J:183557 	
MGI:109257	Smn1	survival motor neuron 1	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:109257	Smn1	survival motor neuron 1	13		spliceosomal snRNP assembly			IBA	PTN002299200 Q16637 	J:161428 	
MGI:109257	Smn1	survival motor neuron 1	13		spliceosomal snRNP assembly			ISS	Q16637 	J:342587 	
MGI:1923729	Smndc1	survival motor neuron domain containing 1	19		mRNA processing			IEA	IPR010304 	J:72247 	
MGI:1923729	Smndc1	survival motor neuron domain containing 1	19		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1923729	Smndc1	survival motor neuron domain containing 1	19		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1915546	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1915546	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	4		mRNA splicing, via spliceosome			IEA	IPR045184 	J:72247 	
MGI:1915546	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	4		mRNA splicing, via spliceosome			IEA	ENSP00000380336 Q2TAY7 	J:342605 	
MGI:1915546	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	4		mRNA splicing, via spliceosome			ISO	Q2TAY7 	J:164563 	
MGI:1915546	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	4		mRNA splicing, via spliceosome			ISS	Q2TAY7 	J:342587 	
MGI:1915546	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	4		regulation of alternative mRNA splicing, via spliceosome			ISS	Q76B40 	J:342587 	
MGI:1915546	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	4		RNA splicing			IBA	PTN000522536 Q2TAY7 	J:161428 	
MGI:1915546	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		miRNA processing			IBA	PTN001152383 Q8TAD8 	J:161428 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		miRNA processing			IEA	ENSP00000296215 Q8TAD8 	J:342605 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		miRNA processing			ISO	Q8TAD8 	J:164563 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		miRNA processing			ISS	Q8TAD8 	J:342587 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		mRNA splicing, via spliceosome			IEA	ENSP00000296215 Q8TAD8 	J:342605 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		mRNA splicing, via spliceosome			ISO	Q8TAD8 	J:164563 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		mRNA splicing, via spliceosome			ISS	Q8TAD8 	J:342587 	
MGI:2156003	Snip1	Smad nuclear interacting protein 1	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1925622	Snrnp25	small nuclear ribonucleoprotein 25 (U11/U12)	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1925622	Snrnp25	small nuclear ribonucleoprotein 25 (U11/U12)	11		mRNA splicing, via spliceosome			IEA	IPR039690 	J:72247 	
MGI:1925622	Snrnp25	small nuclear ribonucleoprotein 25 (U11/U12)	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913868	Snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)	6		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1913868	Snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)	6		RNA splicing			IEA	IPR013957 	J:72247 	
MGI:1913868	Snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1923417	Snrnp35	small nuclear ribonucleoprotein 35 (U11/U12)	5		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1923417	Snrnp35	small nuclear ribonucleoprotein 35 (U11/U12)	5		mRNA splicing, via spliceosome			IBA	P08621 PTN000359236 Q57UW9 S000001323 	J:161428 	
MGI:1923417	Snrnp35	small nuclear ribonucleoprotein 35 (U11/U12)	5		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913835	Snrnp40	small nuclear ribonucleoprotein 40 (U5)	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1913835	Snrnp40	small nuclear ribonucleoprotein 40 (U5)	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913835	Snrnp40	small nuclear ribonucleoprotein 40 (U5)	4		RNA splicing, via transesterification reactions			IEA	ARBA00027750 	J:342609 	
MGI:1915047	Snrnp48	small nuclear ribonucleoprotein 48 (U11/U12)	13		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1915047	Snrnp48	small nuclear ribonucleoprotein 48 (U11/U12)	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		mRNA splicing, via spliceosome			IBA	P08621 PTN000359236 Q57UW9 S000001323 	J:161428 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		mRNA splicing, via spliceosome			IEA	ENSP00000472998 P08621 	J:342605 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		mRNA splicing, via spliceosome			ISO	P08621 	J:164563 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		mRNA splicing, via spliceosome			ISS	P08621 	J:342587 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		positive regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		regulation of RNA splicing			IEA	ARBA00027415 	J:342609 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		regulation of RNA splicing			IEA	ENSP00000472998 P08621 	J:342605 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		regulation of RNA splicing			ISO	P08621 	J:164563 	
MGI:98341	Snrnp70	small nuclear ribonucleoprotein 70 (U1)	7		regulation of RNA splicing			ISS	P08621 	J:342587 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		mRNA splicing, via spliceosome			IEA	ARBA00027704 	J:342609 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		mRNA splicing, via spliceosome			IEA	ENSP00000317123 O75643 	J:342605 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		mRNA splicing, via spliceosome			ISO	O75643 	J:164563 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		mRNA splicing, via spliceosome			ISS	O75643 	J:342587 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)			IBA	O75643 PTN002375518 S000000974 	J:161428 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)			IEA	ENSP00000317123 O75643 	J:342605 	
MGI:2444401	Snrnp200	small nuclear ribonucleoprotein 200 (U5)	2		spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)			ISO	O75643 	J:164563 	
MGI:1855690	Snrpa	small nuclear ribonucleoprotein polypeptide A	7		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1855690	Snrpa	small nuclear ribonucleoprotein polypeptide A	7		mRNA splicing, via spliceosome			IBA	P08579 PTN000052389 S000000323 	J:161428 	
MGI:1855690	Snrpa	small nuclear ribonucleoprotein polypeptide A	7		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1916231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'	7		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1916231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'	7		mRNA splicing, via spliceosome			IBA	P09661 PTN000058203 S000006134 SPBC1861.08c 	J:161428 	
MGI:1916231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'	7		mRNA splicing, via spliceosome			IEA	IPR044640 	J:72247 	
MGI:1916231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'	7		mRNA splicing, via spliceosome			IEA	ENSP00000254193 P09661 	J:342605 	
MGI:1916231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'	7		mRNA splicing, via spliceosome			ISO	P09661 	J:164563 	
MGI:1916231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'	7		mRNA splicing, via spliceosome			ISS	P09661 	J:342587 	
MGI:1916231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'	7		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:98342	Snrpb	small nuclear ribonucleoprotein B	2		mRNA processing			IEA	KW-0507 	J:60000 	
